iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value,4_iql_loss,4_count_value
0,100,7.77395,0.49597,7.59109,0.48616,7.52790,0.48370,7.38263,0.49817
1,200,2.77880,0.38513,2.77367,0.37993,2.79440,0.38241,2.53597,0.38720
2,300,2.27458,0.37061,2.18456,0.36682,2.47885,0.37716,2.41178,0.37357
3,400,2.24599,0.36369,2.20079,0.35816,2.41099,0.37747,2.40939,0.37017
4,500,2.22457,0.35942,2.22039,0.35609,2.35994,0.37119,2.20586,0.36381
5,600,2.36756,0.36007,2.24679,0.35618,2.26049,0.36330,2.32388,0.36015
6,700,2.34529,0.35782,2.28360,0.35426,2.24848,0.36107,2.34203,0.35842
7,800,2.28054,0.35571,2.30623,0.35212,2.26462,0.36038,2.23468,0.35756
8,900,2.27845,0.35417,2.37423,0.35169,2.38246,0.35860,2.18776,0.35815
9,1000,2.41624,0.35406,2.30355,0.35299,2.30378,0.35777,2.20309,0.35834
10,1100,2.25985,0.35134,2.23575,0.35134,2.39380,0.35770,2.17878,0.35798
11,1200,2.34006,0.35077,2.35078,0.35267,2.36841,0.35595,2.16446,0.36121
12,1300,2.36121,0.35540,2.40288,0.35306,2.40153,0.35749,2.10726,0.35867
13,1400,2.40781,0.35592,2.39177,0.35250,2.28096,0.35644,2.19392,0.35730
14,1500,2.35982,0.35661,2.37474,0.35136,2.39335,0.35701,2.08056,0.35912
15,1600,2.40701,0.35469,2.40093,0.35339,2.41240,0.35866,2.17652,0.35681
16,1700,2.46675,0.35248,2.49994,0.35597,2.44164,0.36019,2.14279,0.35998
17,1800,2.40378,0.35396,2.41442,0.35449,2.41897,0.36116,2.20880,0.35890
18,1900,2.44592,0.35390,2.47236,0.35515,2.45531,0.36247,2.16870,0.36194
19,2000,2.42990,0.35352,2.42701,0.35463,2.39701,0.35921,2.14357,0.36015
20,2100,2.48374,0.35509,2.50607,0.35526,2.42225,0.36131,2.20973,0.36382
21,2200,2.49225,0.35137,2.47888,0.35604,2.50493,0.36002,2.28381,0.36535
22,2300,2.59125,0.35459,2.54968,0.35646,2.52238,0.35911,2.21038,0.36203
23,2400,2.45725,0.35307,2.63185,0.35610,2.56680,0.36103,2.21804,0.36251
24,2500,2.59677,0.35555,2.64922,0.35720,2.49304,0.35706,2.24167,0.36340
25,2600,2.62222,0.35714,2.62998,0.35948,2.54477,0.35940,2.28875,0.36581
26,2700,2.51808,0.36188,2.65045,0.35831,2.50761,0.35791,2.28056,0.36214
27,2800,2.63793,0.35628,2.63910,0.35679,2.67027,0.36184,2.31327,0.36617
28,2900,2.63616,0.35784,2.63934,0.36024,2.58604,0.36098,2.25175,0.36489
29,3000,2.52686,0.35569,2.74218,0.36163,2.64066,0.36545,2.30224,0.36617
