iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,4_maddpg_actor_loss,4_maddpg_critic_loss
0,100,-0.13473,0.86480,-0.08696,0.79269,-0.12017,0.79257,-0.04572,0.71821
1,200,-0.07504,0.48570,-0.05599,0.50695,-0.09218,0.49339,-0.06710,0.49032
2,300,0.00201,0.64024,0.00639,0.55146,-0.01082,0.51384,-0.07622,0.50922
3,400,0.03143,0.57904,0.02408,0.62395,0.04615,0.50264,-0.12770,0.46814
4,500,0.04418,0.56475,0.04115,0.66641,0.05136,0.59249,-0.14559,0.45894
5,600,0.04885,0.65481,0.02822,0.63362,0.06345,0.55877,-0.20610,0.34078
6,700,0.05892,0.65941,0.00121,0.59811,0.05872,0.65605,-0.22820,0.33480
7,800,0.06150,0.61238,0.02009,0.66142,0.03043,0.63014,-0.23908,0.33512
8,900,0.05687,0.63817,0.02535,0.71929,0.02640,0.65811,-0.28551,0.39821
9,1000,0.04860,0.65712,0.02128,0.74463,0.04669,0.63626,-0.32643,0.45117
10,1100,0.07474,0.67150,0.01616,0.69889,0.05097,0.67318,-0.33901,0.49509
11,1200,0.06224,0.72073,0.02557,0.77896,0.05357,0.74333,-0.38550,0.47324
12,1300,0.07230,0.67033,0.00259,0.74495,0.06585,0.67605,-0.39837,0.46473
13,1400,0.06003,0.74745,0.01731,0.75320,0.06119,0.69739,-0.38211,0.55335
14,1500,0.04563,0.88848,0.00780,0.79609,0.06290,0.76641,-0.40948,0.58152
15,1600,0.04817,0.87778,0.00708,0.87303,0.05798,0.79293,-0.44599,0.57680
16,1700,0.03017,0.85738,0.00566,0.79468,0.06203,0.76407,-0.45240,0.59417
17,1800,0.04906,0.77456,0.02809,0.76813,0.05700,0.82631,-0.47766,0.66236
18,1900,0.03644,0.92562,0.02500,0.75905,0.06257,0.76350,-0.49494,0.61735
19,2000,0.02397,0.83947,0.00880,0.89661,0.04398,0.85628,-0.50897,0.61509
20,2100,0.03083,0.88634,-0.00060,0.90992,0.05518,0.81667,-0.53004,0.66224
21,2200,0.00853,0.94626,0.00051,0.86369,0.05321,0.87883,-0.52815,0.71455
22,2300,0.02116,0.84600,0.00756,0.85535,0.05520,0.83879,-0.54250,0.69012
23,2400,0.00407,0.91380,-0.01979,0.88878,0.06305,0.82990,-0.55610,0.66065
24,2500,0.02044,0.86859,-0.03352,0.89544,0.02786,0.84544,-0.56408,0.70946
25,2600,0.00335,0.84021,-0.01569,0.90056,0.01904,0.92281,-0.56450,0.74835
26,2700,0.01233,0.86679,-0.04588,0.93092,0.02961,0.85750,-0.58605,0.75298
27,2800,-0.00107,0.89541,-0.03811,0.96947,0.03168,0.84008,-0.57990,0.78001
28,2900,-0.00968,0.93982,-0.05314,0.95648,0.04085,0.84440,-0.58863,0.74405
29,3000,-0.00252,0.87944,-0.05862,0.98666,0.04982,0.82556,-0.57634,0.75508
30,3100,-0.01440,0.90445,-0.06667,0.94251,0.04149,0.84323,-0.58968,0.79721
31,3200,-0.01297,0.93930,-0.08600,0.99425,0.04285,0.86931,-0.58256,0.83524
32,3300,-0.02617,0.94675,-0.09011,0.97134,0.02079,0.84702,-0.57763,0.85872
33,3400,-0.01897,0.90376,-0.08751,0.97595,0.02315,0.90285,-0.58569,0.82087
34,3500,-0.03111,0.94755,-0.09540,0.92468,0.02675,0.81495,-0.59551,0.85588
35,3600,-0.04509,0.99613,-0.08658,0.87131,0.01174,0.93855,-0.59839,0.84902
36,3700,-0.04326,0.92096,-0.11240,1.00563,0.00804,0.94799,-0.58403,0.82182
37,3800,-0.04281,0.85797,-0.12916,1.05781,-0.00278,0.92023,-0.59951,0.85361
38,3900,-0.04939,0.92635,-0.13383,0.99658,0.01229,0.92299,-0.59819,0.84476
39,4000,-0.03288,0.91969,-0.12151,1.04321,-0.01823,0.94124,-0.58427,0.89177
40,4100,-0.04767,0.92620,-0.15795,1.01775,-0.01589,0.91479,-0.62116,0.80039
41,4200,-0.03974,0.84951,-0.13183,0.98040,-0.02809,1.00350,-0.59426,0.87319
42,4300,-0.07579,0.95498,-0.15003,1.01995,-0.03031,0.96715,-0.60034,0.83498
43,4400,-0.08904,0.99101,-0.11976,0.96762,-0.03747,0.93723,-0.60212,0.89004
44,4500,-0.05963,0.90297,-0.13505,0.97536,-0.04030,0.96028,-0.58673,0.88695
45,4600,-0.08404,0.97957,-0.16859,1.06861,-0.04953,0.97203,-0.60368,0.89190
46,4700,-0.08201,0.96314,-0.16938,1.03270,-0.04779,0.94006,-0.58904,0.86769
47,4800,-0.08660,0.98238,-0.18182,0.97227,-0.05427,0.97524,-0.58675,0.88697
48,4900,-0.10358,1.04035,-0.18600,0.98959,-0.05714,0.97821,-0.58087,0.90078
49,5000,-0.10720,0.97630,-0.18174,0.98562,-0.09564,0.98205,-0.59096,0.91420
50,5100,-0.11784,0.99692,-0.19018,0.99605,-0.09126,0.96768,-0.59348,0.89376
51,5200,-0.10485,0.93042,-0.21891,1.04897,-0.08869,0.97891,-0.58150,0.92353
52,5300,-0.13263,1.01842,-0.17041,0.96272,-0.12409,1.02036,-0.56739,0.95298
53,5400,-0.14846,1.01125,-0.21235,1.02979,-0.12042,0.99111,-0.56729,0.90055
54,5500,-0.16052,1.05961,-0.20996,0.98156,-0.11884,0.94748,-0.56441,1.00640
55,5600,-0.15143,1.02374,-0.20041,0.99318,-0.13160,0.98801,-0.55677,0.96631
56,5700,-0.14921,1.02131,-0.20600,0.98811,-0.13543,1.00172,-0.52901,0.94887
57,5800,-0.17557,1.02832,-0.22100,0.98924,-0.13274,0.95632,-0.54596,0.91495
58,5900,-0.16114,0.98512,-0.22353,1.04911,-0.16410,1.04413,-0.53877,0.93038
59,6000,-0.17030,1.03571,-0.22532,1.01580,-0.16363,1.02111,-0.54930,0.95010
60,6100,-0.19815,0.98873,-0.24097,1.01804,-0.17428,1.04184,-0.51818,1.02965
61,6200,-0.17374,0.96570,-0.22584,1.02537,-0.17969,1.06506,-0.51805,0.95203
62,6300,-0.17139,0.96403,-0.24733,1.01637,-0.20101,1.07007,-0.50674,0.99564
63,6400,-0.19356,0.95107,-0.23720,1.03472,-0.17696,1.02126,-0.52098,0.95100
64,6500,-0.21130,0.98651,-0.24596,1.04411,-0.21671,1.02908,-0.51891,0.93364
65,6600,-0.21992,1.05209,-0.25437,1.07874,-0.20543,1.03907,-0.49774,1.01607
66,6700,-0.20336,1.01704,-0.25286,1.03527,-0.22367,1.02119,-0.49037,0.97307
67,6800,-0.19885,0.95607,-0.27115,1.04459,-0.22287,1.06331,-0.48417,0.94296
68,6900,-0.22815,1.00341,-0.27998,1.03093,-0.22833,1.03639,-0.49254,0.95604
69,7000,-0.22556,1.04998,-0.28552,1.07243,-0.26592,1.05073,-0.47232,0.94098
70,7100,-0.21345,0.96932,-0.26447,1.09831,-0.24625,1.08543,-0.49975,0.93068
71,7200,-0.19430,0.93779,-0.29364,1.05422,-0.25203,1.04894,-0.47735,0.98101
72,7300,-0.25506,1.08230,-0.28852,1.02759,-0.26416,1.07340,-0.46250,0.98632
73,7400,-0.26121,1.06848,-0.29792,0.98584,-0.25412,0.96410,-0.45344,0.97646
74,7500,-0.25092,0.99428,-0.29836,1.04483,-0.27934,1.04386,-0.45064,0.91238
75,7600,-0.22764,0.97476,-0.29308,1.05915,-0.28839,1.04199,-0.45993,0.93747
76,7700,-0.24060,1.01397,-0.31279,1.07771,-0.29080,1.05221,-0.45833,0.90639
77,7800,-0.25463,0.97704,-0.31641,1.02372,-0.33081,1.12771,-0.43979,0.96031
78,7900,-0.27082,1.02239,-0.31348,1.00712,-0.29910,1.07207,-0.45403,0.94996
79,8000,-0.27312,0.99612,-0.32943,1.02369,-0.33589,1.05538,-0.43799,0.91260
80,8100,-0.28277,1.03568,-0.33616,1.01951,-0.32496,1.07787,-0.44050,0.94291
81,8200,-0.27831,1.05746,-0.35327,1.03505,-0.34493,1.05662,-0.43475,0.99174
82,8300,-0.29054,1.07850,-0.35678,1.06490,-0.33098,1.07857,-0.42073,0.93759
83,8400,-0.29229,1.08732,-0.34555,1.05891,-0.35042,1.07579,-0.43165,0.96593
84,8500,-0.26927,1.06365,-0.36174,1.05039,-0.33627,1.09084,-0.39793,1.01088
85,8600,-0.30714,1.08455,-0.36082,1.10973,-0.35971,1.04953,-0.40147,1.01633
86,8700,-0.22664,1.01387,-0.39114,1.14922,-0.37069,1.11159,-0.39435,0.95129
87,8800,-0.26853,1.01163,-0.36326,1.08441,-0.35426,1.06196,-0.36233,0.99749
88,8900,-0.26635,1.03062,-0.39892,1.13524,-0.40774,1.08541,-0.36223,1.00340
89,9000,-0.28743,1.02709,-0.35779,1.08434,-0.37255,0.98068,-0.37363,0.99837
90,9100,-0.27082,1.01779,-0.37599,1.02055,-0.38305,1.02007,-0.35927,0.99341
91,9200,-0.26522,1.00333,-0.38456,1.02123,-0.39616,1.09029,-0.36396,1.01858
92,9300,-0.26915,1.07418,-0.38796,1.04524,-0.39887,1.02631,-0.36180,0.94255
93,9400,-0.29920,1.11255,-0.37092,1.07438,-0.41607,1.12713,-0.34443,1.01117
94,9500,-0.27614,1.11809,-0.40342,1.11824,-0.43073,1.09775,-0.33652,1.01015
95,9600,-0.26818,1.02887,-0.41322,1.08165,-0.42065,1.05168,-0.33194,0.96570
96,9700,-0.30078,1.02330,-0.40475,1.07269,-0.44002,1.05992,-0.31917,1.01264
97,9800,-0.31516,1.09984,-0.40629,1.08202,-0.43602,1.06831,-0.32474,1.03965
98,9900,-0.29019,1.00505,-0.40735,1.04930,-0.43823,1.04041,-0.30211,0.97553
99,10000,-0.29764,1.10656,-0.42465,1.05864,-0.45522,1.09155,-0.28104,0.98711
100,10100,-0.28883,1.07305,-0.41643,1.04908,-0.43633,1.06305,-0.29110,1.05909
101,10200,-0.30635,1.09782,-0.44222,1.10128,-0.49052,1.14490,-0.27300,1.00080
102,10300,-0.31078,1.07459,-0.42816,1.07578,-0.45381,1.09312,-0.27600,0.95865
103,10400,-0.30157,1.06722,-0.43304,1.13012,-0.48323,1.12582,-0.27602,1.01358
104,10500,-0.30621,1.12318,-0.44998,1.06528,-0.50797,1.06293,-0.28054,1.07820
105,10600,-0.31177,1.07036,-0.41443,1.03641,-0.48616,1.09095,-0.27946,1.03395
106,10700,-0.30506,1.03404,-0.45081,1.08210,-0.51241,1.09065,-0.25601,1.02323
107,10800,-0.31943,1.07333,-0.45076,1.09567,-0.53119,1.12083,-0.24039,1.10004
