iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value,4_maddpg_actor_loss,4_maddpg_critic_loss,4_count_value
0,100,-2.50732,3.54251,0.46151,-2.54057,3.55679,0.45009,-2.52590,3.49505,0.44566,-2.40102,3.39765,0.41388
1,200,-2.55319,2.01529,0.34749,-2.61539,2.00524,0.34886,-2.61322,1.85911,0.34521,-2.29089,1.66357,0.31569
2,300,-3.11026,1.78334,0.34606,-2.99070,1.93832,0.33619,-3.07812,1.75172,0.34301,-2.76324,1.32508,0.31287
3,400,-3.47705,1.96480,0.34511,-3.50644,1.82688,0.34152,-3.55084,1.79086,0.34683,-3.22952,1.28169,0.31932
4,500,-3.81984,1.82142,0.34170,-3.78472,1.89942,0.34513,-3.96595,1.76770,0.35119,-3.69056,1.34881,0.32503
5,600,-4.20210,1.88056,0.34318,-4.21262,1.88364,0.34541,-4.37633,1.78623,0.35360,-4.16881,1.34116,0.32894
6,700,-4.68637,1.87758,0.34085,-4.54915,1.91187,0.34585,-4.81334,1.83582,0.35833,-4.56364,1.44972,0.33314
7,800,-5.03254,1.82207,0.34387,-5.09005,1.79177,0.34985,-5.32997,1.78478,0.36168,-5.02147,1.49448,0.33663
8,900,-5.44337,1.81255,0.34305,-5.46020,1.88126,0.34856,-5.58944,1.87992,0.36406,-5.48066,1.52726,0.34386
9,1000,-5.80889,1.76222,0.34475,-5.87696,1.72711,0.34953,-6.08274,1.88559,0.36472,-5.98785,1.47876,0.34586
10,1100,-6.11893,1.75236,0.33882,-6.12463,1.88811,0.35047,-6.41501,2.14330,0.36663,-6.21337,1.80540,0.34753
11,1200,-6.52086,1.94176,0.33901,-6.68032,1.91034,0.35039,-6.80481,1.92078,0.36246,-6.75678,1.59974,0.34909
12,1300,-6.78933,1.88946,0.33367,-6.94852,1.90910,0.35053,-7.18322,1.96322,0.36403,-7.11492,1.69315,0.35202
13,1400,-7.13192,1.84615,0.33496,-7.31433,2.02640,0.35010,-7.59864,1.85366,0.36327,-7.40594,1.70544,0.34879
14,1500,-7.42325,1.91230,0.33309,-7.60518,1.98330,0.34843,-7.94040,1.87727,0.36422,-7.80865,1.82787,0.35244
15,1600,-7.69896,1.83014,0.33125,-8.07222,1.87320,0.35030,-8.30869,1.89672,0.36176,-8.27455,1.73406,0.34891
16,1700,-8.10216,1.91201,0.32724,-8.40105,1.79854,0.34649,-8.57372,1.97495,0.36021,-8.64965,2.45293,0.35036
17,1800,-8.32090,1.85433,0.32351,-8.72827,1.87280,0.34766,-8.99341,1.78239,0.35896,-8.83248,1.79189,0.34663
18,1900,-8.63449,2.04992,0.32303,-9.06625,2.13927,0.34654,-9.28756,1.90525,0.35915,-9.17212,1.87398,0.34514
19,2000,-8.91686,2.16637,0.31983,-9.35365,1.92552,0.34398,-9.65408,1.87644,0.35830,-9.44844,2.08060,0.34703
20,2100,-9.13676,2.53709,0.31877,-9.68592,2.16314,0.34347,-10.03852,1.87397,0.35914,-9.74434,1.92126,0.34674
21,2200,-9.60462,2.00035,0.32104,-10.02409,2.07087,0.34545,-10.32634,1.84836,0.35675,-10.19275,2.00912,0.34482
22,2300,-9.86068,1.97223,0.31738,-10.47807,2.18685,0.34392,-10.78310,1.93923,0.35938,-10.38967,1.90358,0.34697
23,2400,-10.08034,2.02853,0.31949,-10.84931,2.09334,0.34502,-10.97819,2.10717,0.35797,-10.83802,1.91152,0.34454
24,2500,-10.49299,2.04561,0.32003,-11.00041,2.14773,0.34649,-11.41953,2.08197,0.35973,-11.00074,1.71756,0.34512
25,2600,-10.79035,1.90473,0.32118,-11.51081,2.04720,0.34929,-11.86323,1.98104,0.36177,-11.57361,2.02082,0.34989
26,2700,-11.21264,2.01530,0.32465,-11.73580,2.29475,0.34617,-12.12931,2.07782,0.35735,-11.79598,2.15584,0.34709
27,2800,-11.41712,1.99272,0.32608,-12.04019,2.22823,0.35150,-12.49531,2.32831,0.35884,-12.05407,1.79009,0.34695
28,2900,-11.75926,1.99920,0.32908,-12.52070,2.28918,0.34992,-12.85440,1.91148,0.35830,-12.33193,1.92501,0.34746
29,3000,-12.27289,1.99156,0.33113,-12.89266,2.19182,0.35216,-13.14927,2.19423,0.35916,-12.56674,2.11537,0.34629
30,3100,-12.42016,2.44585,0.33097,-13.16248,2.11369,0.35299,-13.52078,2.06232,0.36402,-12.84055,1.96256,0.34961
31,3200,-12.96167,2.85978,0.33233,-13.36317,2.41803,0.35322,-13.95853,2.10539,0.36145,-13.27552,2.16008,0.35124
32,3300,-13.21894,2.32643,0.33615,-13.92816,2.15596,0.35557,-14.27403,2.01839,0.36297,-13.26773,1.92565,0.34923
33,3400,-13.65518,2.12202,0.33502,-14.18460,2.14023,0.35512,-14.65475,2.15049,0.36288,-13.71004,2.46125,0.35057
34,3500,-13.83777,2.34399,0.33379,-14.73292,2.37481,0.35954,-15.01958,2.00112,0.36431,-13.84320,2.15980,0.34887
35,3600,-14.38909,2.31870,0.33470,-15.05606,2.29310,0.35641,-15.28193,2.77169,0.36671,-14.15370,1.82672,0.34902
