iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,4.60257,0.45875,1.10039,7.05940,0.55114,1.60904
1,200,1.24735,0.45099,1.10000,2.43209,0.55792,1.60851
2,300,0.99305,0.44160,1.09932,1.35636,0.54220,1.60810
3,400,0.98233,0.43218,1.09969,0.92510,0.52635,1.60915
4,500,1.00665,0.42288,1.09964,0.68489,0.51667,1.60888
5,600,0.99734,0.41388,1.09966,0.53261,0.50284,1.60908
6,700,0.99316,0.40489,1.09969,0.49324,0.49411,1.60882
7,800,1.00223,0.39597,1.10022,0.49780,0.48190,1.60837
8,900,1.01396,0.38785,1.09969,0.51263,0.47312,1.60857
9,1000,1.00055,0.37938,1.09973,0.51044,0.46088,1.60836
10,1100,1.02294,0.37128,1.09956,0.50681,0.44834,1.60808
11,1200,1.00703,0.36316,1.09966,0.51498,0.43714,1.60794
12,1300,0.99071,0.35537,1.09937,0.51427,0.42697,1.60777
13,1400,0.97527,0.34756,1.09925,0.53327,0.41784,1.60767
14,1500,1.00398,0.33989,1.09935,0.51055,0.40698,1.60731
15,1600,1.02394,0.33239,1.09939,0.51869,0.39761,1.60749
16,1700,1.02507,0.32486,1.09942,0.52477,0.38816,1.60714
17,1800,1.02835,0.31782,1.09926,0.54652,0.37891,1.60742
18,1900,0.99501,0.31064,1.09949,0.54559,0.37051,1.60663
19,2000,0.99375,0.30393,1.09911,0.55746,0.36201,1.60668
20,2100,1.00008,0.29710,1.09909,0.60084,0.35313,1.60706
21,2200,1.01212,0.29036,1.09928,0.58025,0.34556,1.60686
22,2300,1.02190,0.28390,1.09906,0.55343,0.33750,1.60702
23,2400,0.96920,0.27739,1.09919,0.57647,0.32972,1.60684
24,2500,0.98625,0.27115,1.09944,0.57775,0.32228,1.60698
25,2600,1.02087,0.26491,1.09951,0.60184,0.31488,1.60699
26,2700,1.00259,0.25875,1.09937,0.60774,0.30733,1.60625
27,2800,1.03472,0.25295,1.09922,0.61537,0.30052,1.60666
28,2900,0.98202,0.24704,1.09929,0.58638,0.29436,1.60625
29,3000,1.01587,0.24126,1.09930,0.63251,0.28822,1.60658
30,3100,1.01293,0.23564,1.09891,0.60098,0.28137,1.60705
31,3200,0.99728,0.23005,1.09912,0.65837,0.27576,1.60645
32,3300,1.03537,0.22468,1.09900,0.58749,0.26924,1.60574
33,3400,0.98461,0.21926,1.09886,0.61781,0.26367,1.60595
