iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_rnd_forward_loss
0,100,-6.91499,8.47389,1.31296,-7.00271,8.67960,1.31333,-6.87098,8.47658,1.30939,-6.90501,8.70102,1.31033
1,200,-7.93887,1.61483,1.32448,-7.91250,1.72326,1.32830,-7.94915,1.54393,1.32542,-7.84378,1.53695,1.31939
2,300,-8.39386,1.31472,1.25936,-8.41178,1.28602,1.25354,-8.39665,1.10652,1.25534,-8.38797,1.26857,1.25259
3,400,-9.34394,1.24117,1.25643,-9.24465,1.21149,1.25406,-9.34035,1.29430,1.25535,-9.17848,1.34166,1.25419
4,500,-10.56833,1.81624,1.28731,-10.53074,1.29049,1.28420,-10.46436,1.93381,1.29075,-10.20175,1.11706,1.28528
5,600,-11.31600,1.34140,1.25570,-11.19376,1.39027,1.25372,-11.14849,1.74146,1.25265,-11.07490,1.54689,1.25319
6,700,-12.12512,1.12906,1.23311,-12.07207,1.45288,1.22801,-11.96859,1.90843,1.22930,-11.74093,1.54015,1.23259
7,800,-12.98876,1.60499,1.18728,-12.81782,1.47588,1.19141,-12.74700,1.78795,1.19246,-12.62407,1.40240,1.18966
8,900,-13.54251,1.42959,1.15701,-13.80628,1.58578,1.16567,-13.62950,1.29208,1.15972,-13.31573,1.71677,1.15830
9,1000,-14.57091,1.28646,1.14204,-14.44065,2.13721,1.13653,-14.47953,1.88722,1.13768,-14.13086,1.87380,1.14207
10,1100,-15.45676,2.18706,1.12258,-15.21967,1.91326,1.12089,-15.17807,1.75355,1.12322,-14.96670,1.82090,1.11789
11,1200,-15.94269,1.96528,1.09577,-15.97714,2.23708,1.09542,-15.96231,2.96646,1.09753,-15.68108,1.80613,1.09394
12,1300,-16.76194,2.15642,1.07238,-16.53800,1.99785,1.07106,-16.65604,2.33279,1.06901,-16.34531,1.71381,1.07358
13,1400,-17.44478,1.70445,1.04787,-17.25790,1.80031,1.05012,-17.56496,2.58016,1.05168,-16.98208,1.52887,1.04704
14,1500,-18.04052,2.70638,1.02395,-17.78904,2.40735,1.02164,-18.06157,2.76887,1.02140,-17.66579,1.73509,1.02496
15,1600,-18.86619,2.38260,1.00020,-18.36854,2.78680,1.00193,-18.73142,2.13931,0.99805,-18.24712,1.64140,0.99997
16,1700,-19.45408,3.31974,0.97854,-19.04676,2.03509,0.98164,-19.22467,2.06959,0.98081,-18.80880,1.65691,0.97904
17,1800,-19.91950,1.90931,0.96146,-19.62642,1.95146,0.95782,-19.83518,2.02748,0.96146,-19.40987,2.01116,0.95901
