iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss,3_iql_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,8.72051,0.58135,2.71377,8.67070,0.57960,2.71444,8.75839,0.58001,2.71394
1,200,3.02131,0.53474,2.71143,2.96214,0.53435,2.71187,2.98805,0.53417,2.71112
2,300,1.49490,0.49907,2.70923,1.51549,0.49992,2.70942,1.53769,0.49865,2.71016
3,400,1.08617,0.46973,2.70931,1.10297,0.46738,2.71040,1.11535,0.46825,2.70899
4,500,0.88222,0.44206,2.70801,0.92865,0.44105,2.70866,0.90987,0.44124,2.70868
5,600,0.76392,0.41713,2.70804,0.83399,0.41635,2.70728,0.78706,0.41632,2.70729
6,700,0.69750,0.39394,2.70535,0.76634,0.39485,2.70549,0.71590,0.39324,2.70654
7,800,0.62994,0.37066,2.70491,0.67544,0.37047,2.70517,0.65103,0.37048,2.70450
8,900,0.58980,0.34969,2.70389,0.62575,0.34931,2.70331,0.58676,0.34954,2.70315
9,1000,0.56579,0.33021,2.70191,0.57531,0.32959,2.70165,0.54910,0.32960,2.70264
10,1100,0.53722,0.31048,2.70093,0.54397,0.31008,2.69995,0.52769,0.31036,2.70101
11,1200,0.51124,0.29219,2.69974,0.51929,0.29174,2.69933,0.50256,0.29211,2.69905
12,1300,0.50386,0.27546,2.69827,0.51400,0.27512,2.69721,0.49502,0.27407,2.69801
13,1400,0.50568,0.25909,2.69586,0.51493,0.25948,2.69718,0.49954,0.25930,2.69742
14,1500,0.51378,0.24402,2.69502,0.53183,0.24400,2.69559,0.49699,0.24394,2.69523
15,1600,0.50000,0.22914,2.69399,0.52196,0.22941,2.69368,0.51694,0.22930,2.69391
16,1700,0.51411,0.21472,2.69281,0.51265,0.21479,2.69246,0.50204,0.21488,2.69275
17,1800,0.50469,0.20213,2.69100,0.52122,0.20198,2.69156,0.49643,0.20170,2.69102
18,1900,0.51895,0.19020,2.68922,0.51366,0.19003,2.68915,0.50967,0.18994,2.68918
19,2000,0.51234,0.17876,2.68765,0.49985,0.17817,2.68799,0.50273,0.17842,2.68721
20,2100,0.51178,0.16797,2.68617,0.51046,0.16786,2.68662,0.50247,0.16739,2.68639
21,2200,0.51321,0.15830,2.68440,0.50563,0.15782,2.68475,0.51464,0.15795,2.68446
22,2300,0.50987,0.14905,2.68226,0.51572,0.14853,2.68285,0.52039,0.14854,2.68253
23,2400,0.51015,0.14047,2.68001,0.51505,0.14003,2.68030,0.51606,0.13996,2.68061
24,2500,0.52173,0.13197,2.67837,0.51183,0.13276,2.67776,0.50845,0.13190,2.67819
25,2600,0.50891,0.12507,2.67640,0.50652,0.12497,2.67678,0.50445,0.12494,2.67660
26,2700,0.52658,0.11880,2.67352,0.50276,0.11823,2.67331,0.50778,0.11796,2.67327
27,2800,0.52098,0.11218,2.67134,0.51037,0.11189,2.67029,0.51019,0.11203,2.67112
28,2900,0.52572,0.10681,2.66877,0.50372,0.10668,2.66874,0.51329,0.10639,2.66896
29,3000,0.51332,0.10097,2.66568,0.50820,0.10148,2.66621,0.51689,0.10126,2.66607
30,3100,0.52358,0.09691,2.66297,0.52007,0.09668,2.66332,0.52100,0.09670,2.66254
31,3200,0.52193,0.09259,2.66026,0.51832,0.09239,2.66043,0.52115,0.09245,2.66015
32,3300,0.54567,0.08880,2.65686,0.52419,0.08888,2.65789,0.52113,0.08874,2.65773
33,3400,0.53578,0.08531,2.65450,0.52842,0.08530,2.65430,0.52832,0.08528,2.65423
34,3500,0.54768,0.08269,2.65108,0.53309,0.08223,2.65104,0.53550,0.08239,2.65237
35,3600,0.55036,0.07981,2.64770,0.53876,0.07975,2.64896,0.53889,0.07995,2.64836
36,3700,0.54212,0.07719,2.64416,0.53330,0.07746,2.64494,0.53971,0.07756,2.64462
