iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value
0,100,-0.36029,1.07068,0.02310,-3.14798,6.58998,0.46942
1,200,-0.29014,0.65770,0.01047,-2.33779,1.84819,0.30581
2,300,-0.33430,0.51471,0.00749,-2.57619,1.62738,0.27237
3,400,-0.31800,0.51485,0.00616,-2.70415,1.44323,0.24872
4,500,-0.33825,0.53109,0.00535,-2.93631,1.45551,0.24044
5,600,-0.36357,0.57188,0.00479,-3.16252,1.38336,0.22199
6,700,-0.39867,0.58354,0.00437,-3.31109,1.28338,0.20881
7,800,-0.43915,0.59476,0.00405,-3.36119,1.26782,0.19524
8,900,-0.47284,0.59407,0.00380,-3.58126,1.34694,0.19511
9,1000,-0.53338,0.60743,0.00359,-3.81779,1.53273,0.19455
10,1100,-0.56632,0.63606,0.00340,-4.07893,1.63897,0.19858
11,1200,-0.64351,0.66990,0.00325,-4.41383,1.59386,0.20214
12,1300,-0.67032,0.63048,0.00311,-4.72471,1.76662,0.20696
13,1400,-0.75433,0.65962,0.00299,-4.96655,1.72325,0.20903
14,1500,-0.79722,0.62971,0.00288,-5.25683,1.81644,0.20905
15,1600,-0.85316,0.65960,0.00279,-5.39556,1.85921,0.20915
16,1700,-0.89886,0.64404,0.00270,-5.67667,1.84520,0.21046
17,1800,-0.93461,0.67697,0.00262,-5.95838,1.88384,0.20710
18,1900,-0.94711,0.64840,0.00254,-6.05820,1.95929,0.20590
19,2000,-0.98020,0.68502,0.00248,-6.40427,2.02050,0.20891
20,2100,-0.97773,0.68193,0.00241,-6.60242,1.98507,0.20667
21,2200,-1.03477,0.73840,0.00236,-6.88132,1.99780,0.20488
22,2300,-1.07160,0.71469,0.00230,-7.17029,2.07294,0.20601
23,2400,-1.05300,0.73216,0.00225,-7.21550,2.18165,0.20488
24,2500,-1.11675,0.73144,0.00221,-7.42071,2.28789,0.20189
25,2600,-1.13634,0.73664,0.00216,-7.61619,2.28907,0.20246
26,2700,-1.20994,0.79423,0.00212,-7.82419,2.27569,0.20094
27,2800,-1.21106,0.81766,0.00208,-8.08765,2.25448,0.19967
28,2900,-1.20583,0.77349,0.00204,-8.15940,2.37172,0.19719
29,3000,-1.19562,0.83181,0.00201,-8.36079,2.29304,0.19322
30,3100,-1.18146,0.83869,0.00197,-8.48189,2.42876,0.19316
31,3200,-1.24547,0.80094,0.00194,-8.63653,2.49621,0.19432
32,3300,-1.26460,0.81554,0.00191,-8.88596,2.56444,0.19316
33,3400,-1.29280,0.81156,0.00188,-9.07315,2.48665,0.19308
34,3500,-1.32584,0.87756,0.00185,-9.17155,2.66682,0.19463
35,3600,-1.32609,0.89869,0.00183,-9.47720,2.79507,0.19572
36,3700,-1.35159,0.89412,0.00180,-9.56972,2.67726,0.19491
37,3800,-1.31250,0.93416,0.00178,-9.64844,2.78199,0.19203
38,3900,-1.35934,0.91343,0.00175,-9.82573,2.87177,0.19194
39,4000,-1.37629,0.88162,0.00173,-9.86451,2.83184,0.18953
40,4100,-1.38586,0.92553,0.00171,-10.02500,2.88666,0.19009
41,4200,-1.42181,0.95814,0.00169,-10.11789,2.94294,0.18733
42,4300,-1.44466,0.99171,0.00167,-10.14688,3.10721,0.18928
43,4400,-1.41801,1.02290,0.00165,-10.43364,3.05629,0.18837
44,4500,-1.42274,1.02988,0.00163,-10.45224,3.18812,0.18831
45,4600,-1.39647,1.07280,0.00161,-10.57439,3.20186,0.18689
46,4700,-1.39524,1.08288,0.00159,-10.75890,3.26310,0.18884
47,4800,-1.42697,1.06765,0.00158,-10.84628,3.13747,0.18632
48,4900,-1.44767,1.07763,0.00156,-10.93289,3.40518,0.18763
49,5000,-1.44278,1.10484,0.00154,-10.95258,3.27098,0.18424
50,5100,-1.44888,1.15161,0.00153,-11.04546,3.37137,0.18480
51,5200,-1.45210,1.14190,0.00151,-11.29471,3.38254,0.18590
52,5300,-1.45300,1.11884,0.00150,-11.31735,3.30342,0.18456
53,5400,-1.44142,1.35668,0.00149,-11.34377,3.61115,0.18444
54,5500,-1.41184,1.23635,0.00147,-11.41611,3.66030,0.18341
55,5600,-1.43642,1.23179,0.00146,-11.52102,3.56610,0.18309
56,5700,-1.43893,1.15400,0.00145,-11.52315,3.72560,0.18155
57,5800,-1.43019,1.21941,0.00143,-11.70665,3.72096,0.18249
58,5900,-1.51038,1.19638,0.00142,-11.73899,3.75196,0.18212
59,6000,-1.40296,1.27538,0.00141,-11.86746,3.76254,0.18339
60,6100,-1.46657,1.32505,0.00140,-11.91065,3.98497,0.18150
61,6200,-1.45842,1.27886,0.00138,-11.91646,3.65622,0.17846
62,6300,-1.43592,1.39492,0.00137,-12.07192,3.84734,0.18041
63,6400,-1.47843,1.25598,0.00136,-12.15054,3.69075,0.18177
64,6500,-1.44508,1.27240,0.00135,-12.17034,4.03461,0.18020
65,6600,-1.42748,1.35432,0.00134,-12.24079,3.78444,0.17915
66,6700,-1.39626,1.28473,0.00133,-12.31123,3.48555,0.17893
67,6800,-1.54058,1.29973,0.00132,-12.37114,4.07948,0.17947
68,6900,-1.42720,1.30150,0.00131,-12.52582,4.18548,0.18200
69,7000,-1.47078,1.39555,0.00130,-12.60541,4.06469,0.17923
70,7100,-1.35480,1.40358,0.00129,-12.64877,4.18493,0.17969
71,7200,-1.42245,1.36539,0.00128,-12.76726,4.16165,0.17929
72,7300,-1.37575,1.36274,0.00127,-12.74802,3.96104,0.17835
73,7400,-1.44248,1.37638,0.00127,-12.74230,4.20936,0.17834
74,7500,-1.44220,1.46742,0.00126,-12.81775,4.14610,0.17613
75,7600,-1.43832,1.41538,0.00125,-12.83442,4.25929,0.17793
76,7700,-1.32625,1.41775,0.00124,-12.93544,4.42830,0.17705
77,7800,-1.33966,1.47655,0.00123,-13.01411,4.13894,0.17627
78,7900,-1.39832,1.43242,0.00122,-12.96418,4.25708,0.17487
79,8000,-1.34618,1.56668,0.00122,-13.10401,4.41672,0.17457
80,8100,-1.32070,1.43511,0.00121,-13.14415,4.49744,0.17652
81,8200,-1.33115,1.50274,0.00120,-13.18980,4.10547,0.17618
82,8300,-1.34581,1.55627,0.00119,-13.26047,4.64312,0.17430
83,8400,-1.34286,1.46713,0.00119,-13.25737,4.54428,0.17592
84,8500,-1.34309,1.50610,0.00118,-13.37683,4.69217,0.17652
85,8600,-1.31972,1.48187,0.00117,-13.40249,4.56478,0.17636
86,8700,-1.35683,1.50310,0.00117,-13.49464,4.60584,0.17534
87,8800,-1.36207,1.48330,0.00116,-13.48955,4.39712,0.17521
88,8900,-1.36290,1.51822,0.00115,-13.51362,4.84426,0.17483
89,9000,-1.27552,1.46064,0.00115,-13.50964,4.68304,0.17550
90,9100,-1.24188,1.48866,0.00114,-13.55980,4.50337,0.17179
91,9200,-1.38856,1.56954,0.00113,-13.55617,4.71508,0.17142
92,9300,-1.29252,1.50729,0.00113,-13.73346,4.50607,0.17485
93,9400,-1.24473,1.55221,0.00112,-13.76487,4.49206,0.17280
94,9500,-1.30450,1.66684,0.00112,-13.70372,4.47954,0.17439
95,9600,-1.24404,1.50571,0.00111,-13.80993,4.62003,0.17200
96,9700,-1.24834,1.64394,0.00110,-13.77782,4.86185,0.17266
97,9800,-1.21128,1.59975,0.00110,-13.88145,4.89322,0.17233
98,9900,-1.23206,1.71818,0.00109,-13.82609,4.56093,0.17404
99,10000,-1.20400,1.59833,0.00109,-13.87101,4.85240,0.17181
