iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value
0,100,5.45380,0.38826,4.51728,0.34601
1,200,2.13763,0.28892,2.07870,0.27984
2,300,2.11844,0.27816,1.86307,0.27231
3,400,2.04429,0.27292,1.59941,0.26803
4,500,2.10902,0.26605,1.40653,0.26372
5,600,2.21821,0.26413,1.36057,0.26025
6,700,2.16020,0.25990,1.30762,0.25760
7,800,2.22282,0.25717,1.34276,0.25582
8,900,2.27275,0.25594,1.41493,0.25379
9,1000,2.31591,0.25497,1.35410,0.25214
10,1100,2.30397,0.25463,1.32632,0.25219
11,1200,2.28624,0.25448,1.31795,0.25244
12,1300,2.30964,0.25311,1.33741,0.25242
13,1400,2.20897,0.25077,1.32828,0.25152
14,1500,2.23367,0.24905,1.32036,0.24788
15,1600,2.30754,0.24721,1.33135,0.24888
16,1700,2.30584,0.25018,1.33518,0.24785
17,1800,2.29760,0.24801,1.34785,0.24797
18,1900,2.27130,0.24817,1.33209,0.24607
19,2000,2.31758,0.24520,1.31672,0.24709
20,2100,2.35734,0.24563,1.33869,0.24582
21,2200,2.30128,0.24519,1.30412,0.24507
22,2300,2.34540,0.24550,1.32986,0.24472
23,2400,2.30547,0.24592,1.33323,0.24410
24,2500,2.31903,0.24095,1.33566,0.24297
25,2600,2.24890,0.24190,1.35848,0.24604
26,2700,2.33675,0.24196,1.31147,0.24319
27,2800,2.30329,0.24145,1.35764,0.24214
28,2900,2.28565,0.23863,1.32891,0.23970
29,3000,2.29320,0.24082,1.31918,0.24013
30,3100,2.19087,0.23726,1.28271,0.23832
31,3200,2.27694,0.23629,1.35355,0.23477
32,3300,2.20448,0.23553,1.32681,0.23747
33,3400,2.23366,0.23320,1.29988,0.23432
34,3500,2.23413,0.23496,1.30387,0.23240
35,3600,2.19100,0.23157,1.30460,0.23163
36,3700,2.22195,0.23004,1.31989,0.23247
37,3800,2.18700,0.23088,1.27389,0.22901
38,3900,2.15465,0.22856,1.32288,0.22790
39,4000,2.10240,0.22517,1.31573,0.22682
40,4100,2.14634,0.22454,1.29530,0.22390
