iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss,3_iql_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,8.76814,0.58441,1.61378,8.79682,0.58621,1.61668,9.06115,0.59445,1.61671
1,200,3.19017,0.58024,1.61524,3.16771,0.57809,1.61574,3.09742,0.58169,1.61684
2,300,1.50811,0.57616,1.61568,1.48040,0.57424,1.61595,1.54691,0.57829,1.61437
3,400,1.17487,0.56598,1.61569,1.20917,0.56657,1.61531,1.19014,0.56654,1.61428
4,500,1.11597,0.55885,1.61550,1.08086,0.56517,1.61363,1.08361,0.56210,1.61290
5,600,1.03937,0.55563,1.61568,1.01996,0.56541,1.61397,0.99402,0.55865,1.61182
6,700,1.03166,0.55206,1.61446,1.02339,0.56278,1.61409,1.01369,0.55574,1.61136
7,800,0.99066,0.54818,1.61372,1.01165,0.55550,1.61296,0.94307,0.55452,1.61213
8,900,0.98851,0.54407,1.61364,0.99975,0.55207,1.61266,1.01582,0.55019,1.61065
9,1000,0.97676,0.54095,1.61420,0.95245,0.54790,1.61246,0.96994,0.54804,1.61053
10,1100,1.03245,0.53844,1.61296,0.99036,0.54475,1.61183,0.99020,0.54409,1.61041
11,1200,1.02987,0.53588,1.61188,0.94554,0.54002,1.61180,1.01303,0.54045,1.61088
12,1300,0.99311,0.53544,1.61258,0.94207,0.53838,1.61145,0.95747,0.53730,1.60918
13,1400,0.94221,0.53260,1.61130,0.94317,0.53260,1.60980,0.96894,0.53443,1.60847
14,1500,0.94884,0.52947,1.61136,0.97272,0.52977,1.61004,0.95315,0.53280,1.60869
15,1600,1.00557,0.52423,1.61078,0.96188,0.52608,1.61013,1.00943,0.52963,1.60771
16,1700,0.97178,0.52316,1.60903,1.00479,0.52642,1.60898,1.00589,0.52494,1.60750
17,1800,0.94016,0.51790,1.61115,0.98480,0.52122,1.60934,0.99916,0.52156,1.60829
18,1900,1.02854,0.51673,1.60987,1.00572,0.51970,1.60821,1.00433,0.51965,1.60644
19,2000,0.91686,0.51548,1.60891,0.96311,0.51596,1.60780,0.94778,0.51693,1.60679
20,2100,0.94323,0.51233,1.60886,0.96503,0.51579,1.60824,1.02371,0.51419,1.60617
21,2200,1.02844,0.51184,1.60810,1.02577,0.51358,1.60850,0.97165,0.51149,1.60591
22,2300,0.94613,0.50756,1.60793,0.99013,0.50959,1.60779,0.98556,0.50966,1.60441
23,2400,0.93731,0.50414,1.60858,0.93966,0.50664,1.60639,0.98368,0.50809,1.60379
24,2500,0.94489,0.49903,1.60786,0.97208,0.50286,1.60815,0.97341,0.50542,1.60348
25,2600,0.92918,0.49729,1.60844,0.93359,0.49879,1.60692,0.94992,0.50250,1.60218
26,2700,0.93350,0.49387,1.60902,0.95406,0.49810,1.60697,0.97947,0.49917,1.60220
27,2800,1.01548,0.48922,1.60834,0.91538,0.49295,1.60772,1.02570,0.49550,1.60179
28,2900,0.95067,0.48775,1.60831,0.95365,0.49022,1.60615,0.96927,0.49282,1.60104
29,3000,0.96523,0.48413,1.60830,0.91726,0.48687,1.60588,0.89824,0.48932,1.60057
30,3100,0.97813,0.48126,1.60796,0.98419,0.48437,1.60622,0.98623,0.48731,1.60094
31,3200,0.95642,0.47764,1.60768,0.97699,0.47963,1.60613,0.92204,0.48539,1.59979
32,3300,0.96740,0.47597,1.60768,0.96359,0.47697,1.60605,0.94571,0.48148,1.59973
33,3400,0.92901,0.47530,1.60737,0.94766,0.47387,1.60567,0.95697,0.47861,1.59940
34,3500,0.95726,0.47306,1.60668,0.94240,0.47301,1.60534,0.94404,0.47516,1.59906
35,3600,0.96897,0.46802,1.60655,0.94983,0.46846,1.60515,0.95914,0.47097,1.59800
36,3700,0.95765,0.46744,1.60605,0.94419,0.46448,1.60462,0.95587,0.46946,1.59886
37,3800,0.95507,0.46412,1.60675,0.90422,0.46302,1.60477,0.98014,0.46570,1.59815
38,3900,0.98564,0.46034,1.60618,0.90770,0.46036,1.60522,0.94214,0.46180,1.59746
39,4000,0.93743,0.45714,1.60635,0.93691,0.45644,1.60561,0.87960,0.45705,1.59813
40,4100,0.90875,0.45555,1.60495,0.96642,0.45443,1.60421,0.94681,0.45362,1.59771
41,4200,0.91614,0.45330,1.60574,0.98352,0.45009,1.60429,0.95572,0.44852,1.59776
42,4300,0.97542,0.44891,1.60495,0.91074,0.44534,1.60473,0.97342,0.44600,1.59685
43,4400,0.93086,0.44772,1.60430,0.93161,0.44151,1.60423,0.93539,0.44199,1.59610
44,4500,0.95104,0.44462,1.60476,0.91677,0.43713,1.60409,0.90576,0.43726,1.59646
45,4600,0.97642,0.44041,1.60385,0.95940,0.43345,1.60328,0.94119,0.43470,1.59521
46,4700,0.99530,0.43842,1.60409,0.94572,0.42965,1.60424,0.91572,0.43190,1.59537
47,4800,0.99132,0.43269,1.60300,0.89227,0.42609,1.60392,0.97002,0.42703,1.59575
48,4900,0.96230,0.43082,1.60330,0.96368,0.42507,1.60361,0.95207,0.42368,1.59553
49,5000,0.95516,0.42756,1.60320,0.89099,0.41865,1.60356,0.92916,0.42084,1.59597
50,5100,0.91358,0.42307,1.60387,0.94513,0.41517,1.60427,0.93800,0.41657,1.59484
51,5200,0.93153,0.42188,1.60279,0.93277,0.41122,1.60375,0.95978,0.41155,1.59400
52,5300,0.96736,0.41689,1.60280,0.91828,0.40879,1.60317,0.94066,0.40749,1.59565
53,5400,0.98213,0.41323,1.60191,0.93496,0.40362,1.60311,0.93185,0.40371,1.59439
54,5500,0.98657,0.41233,1.60121,0.92960,0.39991,1.60387,0.94505,0.39954,1.59504
55,5600,0.91767,0.40705,1.60221,0.94517,0.39719,1.60256,0.95332,0.39705,1.59364
56,5700,0.93484,0.40461,1.60171,0.88228,0.39515,1.60297,0.91581,0.39159,1.59428
57,5800,0.94443,0.40134,1.60133,0.94846,0.39148,1.60195,0.95129,0.38880,1.59445
58,5900,0.96364,0.39631,1.60111,0.93681,0.38674,1.60309,0.94087,0.38545,1.59463
59,6000,0.93970,0.39334,1.60054,0.91828,0.38454,1.60204,0.90430,0.38147,1.59393
60,6100,0.89223,0.39135,1.60065,0.95246,0.37882,1.60236,0.97002,0.37847,1.59281
61,6200,0.90735,0.38658,1.60026,0.93601,0.37561,1.60298,0.96281,0.37490,1.59380
62,6300,0.93153,0.38386,1.59960,0.95295,0.37364,1.60312,0.92652,0.36973,1.59362
