iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss
0,100,-5.26665,5.69643,1.01726,-5.30563,5.79110,1.01581
1,200,-6.05884,0.98953,1.02296,-6.04063,0.99494,1.02314
2,300,-6.79264,0.91834,1.02009,-6.87086,0.91674,1.01989
3,400,-7.53058,1.01962,1.00484,-7.52508,0.96654,1.00403
4,500,-8.27285,1.18302,0.99534,-8.20697,1.12193,0.99548
5,600,-9.04399,1.35169,0.99233,-8.92446,1.29548,0.99187
6,700,-9.74136,1.42073,0.97810,-9.63666,1.36237,0.97783
7,800,-10.34590,1.42965,0.97246,-10.45264,1.52063,0.97290
8,900,-11.17798,1.69494,0.96299,-11.18931,1.79229,0.96374
9,1000,-11.68586,1.50295,0.95573,-11.46303,1.61575,0.95532
10,1100,-12.44166,1.13531,0.94663,-12.27553,1.26562,0.94500
11,1200,-13.30153,1.90575,0.93699,-13.08246,1.82374,0.93540
12,1300,-13.71168,2.08230,0.92620,-13.52663,1.81935,0.92590
13,1400,-14.22744,2.45488,0.91753,-14.13907,2.44773,0.91733
14,1500,-15.01729,2.71452,0.90642,-14.96331,2.65307,0.90688
15,1600,-15.45940,2.74627,0.89983,-15.27089,2.68772,0.90031
16,1700,-16.16632,3.29909,0.89359,-15.79612,3.15352,0.89311
17,1800,-16.72857,2.87404,0.89054,-16.24394,3.02993,0.89059
18,1900,-17.45533,2.62188,0.88799,-16.93391,2.60892,0.88777
19,2000,-18.11067,2.48524,0.88149,-17.52299,2.74655,0.88268
20,2100,-18.43659,2.33599,0.87196,-17.81454,2.78419,0.86975
21,2200,-19.01561,1.75455,0.86017,-18.51310,2.07652,0.86161
22,2300,-19.74394,1.57706,0.85131,-19.00263,1.57183,0.85161
23,2400,-20.14261,1.27418,0.84073,-19.45741,1.24320,0.84139
24,2500,-20.46216,1.52201,0.83133,-19.78822,1.11836,0.83214
25,2600,-21.00551,1.31689,0.82150,-20.17640,1.10150,0.82266
26,2700,-21.41514,1.21202,0.81260,-20.63553,1.07993,0.81189
