iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value
0,100,-0.38839,1.12882,0.02297,-2.67162,3.71150,0.49941
1,200,-0.29320,0.90566,0.01053,-2.68791,1.76612,0.36776
2,300,-0.29799,0.87508,0.00753,-2.92923,2.04893,0.34365
3,400,-0.29825,0.83768,0.00618,-3.20915,1.85333,0.33808
4,500,-0.30271,0.90954,0.00536,-3.59342,2.09500,0.34107
5,600,-0.32400,0.81447,0.00480,-3.75760,2.03545,0.33998
6,700,-0.34210,0.92429,0.00438,-4.25170,1.98166,0.34095
7,800,-0.32588,0.84222,0.00406,-4.51004,1.93907,0.33879
8,900,-0.33723,0.77473,0.00380,-4.62755,1.83744,0.33231
9,1000,-0.34148,0.93248,0.00359,-4.94337,1.83300,0.32078
10,1100,-0.34612,0.79771,0.00340,-5.19985,1.91824,0.31914
11,1200,-0.33277,0.81247,0.00325,-5.65525,1.84739,0.31722
12,1300,-0.32012,0.91292,0.00311,-5.93493,1.90076,0.31597
13,1400,-0.32633,0.97593,0.00299,-6.22207,2.02965,0.31398
14,1500,-0.30447,0.97754,0.00288,-6.43746,1.89875,0.31437
15,1600,-0.28267,1.03783,0.00278,-6.63048,1.94648,0.31496
16,1700,-0.26942,0.96567,0.00270,-6.95086,1.98280,0.31536
17,1800,-0.27611,0.86275,0.00262,-7.40142,1.91146,0.31486
18,1900,-0.31607,0.92460,0.00254,-7.59666,1.96793,0.31411
19,2000,-0.32313,0.92511,0.00248,-8.00938,1.82040,0.31806
20,2100,-0.25666,1.04934,0.00241,-8.33613,1.91411,0.31431
21,2200,-0.26984,0.96738,0.00236,-8.59913,2.09341,0.31224
22,2300,-0.26274,0.94060,0.00230,-8.90533,2.03519,0.31356
23,2400,-0.24310,1.03480,0.00225,-9.19923,2.02634,0.31072
24,2500,-0.23061,0.96139,0.00220,-9.44931,1.94170,0.31087
