iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value
0,100,5.08356,0.32856,5.23529,0.33559,4.69361,0.30937
1,200,2.15443,0.22872,2.00583,0.24663,1.98315,0.22804
2,300,1.87745,0.20912,1.89383,0.22962,1.87436,0.20444
3,400,1.70212,0.19024,1.86817,0.21638,1.87310,0.20116
4,500,1.77353,0.18913,1.89798,0.20839,1.90757,0.19990
5,600,1.77199,0.18306,1.80898,0.19297,1.80457,0.18632
6,700,1.83804,0.18181,1.92166,0.19563,1.82065,0.18418
7,800,1.93985,0.18048,1.92400,0.19542,1.90971,0.18367
8,900,2.02204,0.18385,1.95752,0.19469,1.96565,0.18394
9,1000,2.00520,0.18086,1.89491,0.18925,1.90946,0.18242
10,1100,2.01746,0.17285,1.85770,0.18489,1.89549,0.17606
11,1200,2.08676,0.17462,1.97560,0.18243,1.95238,0.17862
12,1300,2.12142,0.17239,1.95418,0.18173,1.93381,0.17669
13,1400,2.19998,0.17146,1.96779,0.18002,2.00613,0.17328
14,1500,2.24658,0.17502,2.05004,0.17875,2.02833,0.17344
15,1600,2.42378,0.17596,2.05308,0.17740,2.07958,0.17228
16,1700,2.51430,0.17443,2.07343,0.17448,2.06360,0.16845
17,1800,2.56109,0.17817,2.15708,0.17507,2.13537,0.17328
18,1900,2.68894,0.17836,2.21106,0.17718,2.19387,0.17512
19,2000,2.74384,0.17626,2.23306,0.17573,2.22877,0.17211
20,2100,2.79817,0.18010,2.26734,0.17490,2.27115,0.17562
21,2200,2.89572,0.17860,2.28880,0.17817,2.24143,0.17616
22,2300,2.96419,0.17925,2.27474,0.17566,2.28627,0.17783
23,2400,3.02194,0.18088,2.33454,0.17736,2.34754,0.18018
24,2500,2.96667,0.18094,2.39483,0.17875,2.41705,0.18130
25,2600,3.24636,0.17866,2.41712,0.18063,2.36440,0.17989
26,2700,3.16533,0.18027,2.45334,0.18156,2.40732,0.18042
27,2800,3.21098,0.17848,2.47611,0.18163,2.41049,0.17972
28,2900,3.32793,0.17881,2.53051,0.18060,2.40714,0.18178
29,3000,3.40637,0.17667,2.54766,0.18221,2.52297,0.18364
30,3100,3.39761,0.17758,2.55823,0.18363,2.49788,0.18369
31,3200,3.53248,0.17997,2.64344,0.18547,2.54304,0.18424
32,3300,3.52424,0.17671,2.64477,0.18461,2.63676,0.18301
33,3400,3.61534,0.17964,2.74485,0.18424,2.67755,0.18380
34,3500,3.71760,0.18159,2.72467,0.18819,2.68900,0.18407
35,3600,3.77463,0.18010,2.86292,0.18656,2.73802,0.18730
36,3700,3.68287,0.17895,2.73611,0.18705,2.71801,0.18960
37,3800,3.81652,0.18158,2.77606,0.18959,2.74444,0.18785
38,3900,3.85533,0.18061,2.80285,0.18582,2.84573,0.19040
39,4000,3.85574,0.18206,2.86558,0.18931,2.79768,0.19051
40,4100,3.81589,0.18232,2.91276,0.19007,2.76065,0.19084
41,4200,3.82388,0.18192,2.93864,0.18867,2.77417,0.18934
42,4300,3.86590,0.18047,2.89024,0.18915,2.84201,0.18743
43,4400,3.77406,0.17909,2.93800,0.19151,2.81764,0.19013
44,4500,3.85485,0.18155,2.95928,0.18694,2.84942,0.18855
45,4600,3.88045,0.18155,3.01698,0.18923,2.95850,0.18828
46,4700,3.93718,0.18158,2.94149,0.18779,2.92171,0.18658
47,4800,3.85060,0.18121,2.96908,0.18604,2.95673,0.18740
48,4900,3.90858,0.18091,3.07310,0.18944,2.93815,0.18698
49,5000,3.86794,0.18315,3.10212,0.18644,2.97826,0.18843
50,5100,3.96209,0.17888,3.01166,0.18566,3.01024,0.18869
51,5200,3.80205,0.17770,3.09143,0.18686,3.05883,0.18746
52,5300,3.77102,0.17880,3.08735,0.18875,3.00875,0.18844
53,5400,3.89941,0.17702,3.10617,0.18724,3.01717,0.18915
54,5500,3.94066,0.17628,3.00244,0.18487,3.07218,0.18865
55,5600,3.79197,0.17659,3.16365,0.18458,3.04204,0.18977
56,5700,3.87212,0.17415,3.18884,0.18418,3.16128,0.19170
57,5800,3.83066,0.17651,3.22352,0.18543,3.26996,0.19097
58,5900,3.82690,0.17678,3.20081,0.18657,3.23003,0.19115
59,6000,4.02007,0.17767,3.23343,0.18550,3.22077,0.18935
60,6100,3.92416,0.17634,3.15680,0.18339,3.16196,0.19076
61,6200,3.79976,0.17533,3.28622,0.18477,3.14506,0.19217
62,6300,3.95984,0.17203,3.21788,0.18385,3.24144,0.19212
63,6400,3.79173,0.17469,3.32067,0.18256,3.19134,0.19058
64,6500,3.84269,0.17040,3.35799,0.18417,3.24217,0.19213
65,6600,3.88362,0.17378,3.25980,0.18294,3.19393,0.18792
66,6700,3.84199,0.17291,3.31337,0.18361,3.20777,0.19191
67,6800,3.84711,0.17243,3.34503,0.18133,3.23655,0.19284
68,6900,3.81938,0.17244,3.24373,0.18218,3.26116,0.19234
69,7000,3.77439,0.17065,3.24207,0.17913,3.27389,0.19087
70,7100,3.87840,0.16940,3.25860,0.17925,3.34783,0.18916
71,7200,3.74922,0.16871,3.42402,0.18098,3.37750,0.19090
72,7300,3.94677,0.16995,3.31730,0.18166,3.40514,0.18842
73,7400,3.75574,0.16727,3.39351,0.18092,3.24095,0.18999
74,7500,3.74351,0.16796,3.28245,0.18058,3.37303,0.19061
75,7600,3.88865,0.17022,3.40051,0.18069,3.39998,0.19072
