iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss
0,100,-4.56293,4.31196,0.87010,-4.82576,4.48794,0.90555,-4.75541,4.42530,0.88683
1,200,-5.25418,0.76106,0.88738,-5.45892,0.94282,0.92153,-5.44014,1.14107,0.92387
2,300,-5.97622,0.77230,0.88679,-6.09762,0.80421,0.90179,-6.18028,0.79775,0.91426
3,400,-6.52997,0.90153,0.88062,-6.63091,0.83984,0.88360,-6.81741,0.77120,0.90934
4,500,-7.18355,0.92542,0.87521,-7.24616,0.96685,0.87728,-7.45288,0.86814,0.90574
5,600,-7.86964,1.23027,0.86968,-7.84626,1.04992,0.86887,-8.17957,0.96387,0.90048
6,700,-8.45731,1.29231,0.86419,-8.52128,1.16820,0.86174,-8.82192,1.12865,0.89900
7,800,-9.20232,1.36780,0.85946,-9.16974,1.37410,0.85739,-9.49500,1.46605,0.89282
8,900,-9.97244,1.74006,0.85370,-9.93249,1.48287,0.85421,-10.31874,1.53040,0.88766
9,1000,-10.49168,1.61484,0.85087,-10.61225,1.45667,0.85146,-10.90528,1.83266,0.88218
10,1100,-11.27659,1.94632,0.84595,-11.28667,1.51960,0.84764,-11.64095,1.78775,0.87915
11,1200,-11.84720,1.65372,0.84187,-11.92876,1.49555,0.84474,-12.29808,1.65220,0.87651
12,1300,-12.57630,1.93508,0.83829,-12.48892,1.68034,0.84129,-13.19498,1.75052,0.87411
13,1400,-13.18820,1.44243,0.83412,-13.15723,1.80943,0.83863,-13.67037,1.78635,0.87005
14,1500,-13.75221,1.57817,0.83114,-13.82847,1.87566,0.83545,-14.32894,2.18376,0.86512
15,1600,-14.39161,1.83625,0.82667,-14.48011,2.13702,0.83132,-15.00577,1.99054,0.86128
16,1700,-15.01757,1.66684,0.82298,-14.97893,2.29947,0.82711,-15.65388,2.00504,0.85873
17,1800,-15.56925,1.93889,0.81964,-15.49361,2.15999,0.82261,-16.25659,2.26337,0.85544
18,1900,-16.27897,2.14092,0.81718,-16.10022,2.26464,0.82132,-16.64874,2.15249,0.85223
19,2000,-16.67227,1.75163,0.81243,-16.77612,2.55414,0.81711,-17.26576,2.12584,0.84805
20,2100,-17.21210,1.97068,0.81030,-17.20288,2.38536,0.81359,-17.78093,2.79131,0.84439
21,2200,-17.80764,1.67515,0.80699,-17.64402,2.30258,0.81010,-18.50367,3.13492,0.84274
