iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_icm_forward_loss,4_icm_inverse_loss
0,100,-2.60792,2.00907,0.43049,2.98366,-2.59565,1.88441,0.43144,2.98401,-2.62590,2.00749,0.42956,2.98327,-2.61776,2.00800,0.42983,2.98299
1,200,-2.92853,1.02528,0.43541,2.98133,-2.91241,1.05833,0.43521,2.98194,-2.89057,1.02317,0.43394,2.98121,-2.75737,0.80407,0.43359,2.98126
2,300,-3.06625,0.91536,0.39152,2.97929,-3.04553,0.93967,0.39088,2.97953,-3.10032,1.03128,0.39014,2.97939,-2.87923,0.61626,0.38946,2.97946
3,400,-3.18717,1.05463,0.34962,2.97818,-3.19965,0.98267,0.34852,2.97725,-3.20768,0.94293,0.34819,2.97756,-2.96045,0.61776,0.34821,2.97685
4,500,-3.32742,1.03458,0.31627,2.97540,-3.39097,0.98017,0.31544,2.97505,-3.27855,0.96433,0.31553,2.97496,-3.08876,0.61431,0.31516,2.97492
5,600,-3.49265,0.96246,0.28705,2.97305,-3.44507,1.10412,0.28692,2.97263,-3.35699,0.96986,0.28693,2.97272,-3.23235,0.66159,0.28664,2.97288
6,700,-3.61151,0.98141,0.26348,2.97061,-3.62137,1.07209,0.26246,2.97054,-3.55507,1.01990,0.26295,2.97085,-3.35895,0.68305,0.26253,2.97078
7,800,-3.71642,0.99054,0.24145,2.96736,-3.70726,1.04009,0.24146,2.96772,-3.67838,0.97643,0.24153,2.96737,-3.44609,0.76420,0.24122,2.96811
8,900,-3.79792,1.08507,0.22326,2.96414,-3.82177,1.05671,0.22282,2.96369,-3.82688,0.99108,0.22230,2.96429,-3.56761,0.77814,0.22201,2.96386
9,1000,-3.91382,0.98209,0.20603,2.96085,-3.88405,0.98342,0.20589,2.96086,-3.91356,1.04289,0.20488,2.96012,-3.60388,0.84337,0.20474,2.96122
10,1100,-3.97698,1.01974,0.18924,2.95861,-3.98813,1.02807,0.18920,2.95845,-4.10210,1.12589,0.18883,2.95831,-3.72347,0.92249,0.18929,2.95783
11,1200,-4.00744,1.04843,0.17488,2.95560,-4.14152,1.04632,0.17514,2.95582,-4.13246,1.00648,0.17462,2.95567,-3.73886,0.91856,0.17446,2.95558
12,1300,-3.99812,1.04219,0.16219,2.95354,-4.15266,1.12979,0.16199,2.95357,-4.12329,0.98708,0.16159,2.95241,-3.82005,0.88020,0.16174,2.95254
13,1400,-4.10684,1.06761,0.15068,2.95023,-4.12623,1.03126,0.15040,2.94933,-4.23316,1.01308,0.15096,2.94993,-3.85433,0.93050,0.15062,2.94967
