iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss
0,100,-4.42575,5.22066,0.70422,-5.98612,5.34858,1.12686
1,200,-4.61732,0.71588,0.69218,-6.91568,0.90676,1.15800
2,300,-5.01138,0.45877,0.67693,-7.27535,0.77717,1.08196
3,400,-5.38067,0.41416,0.66464,-7.91843,0.60612,1.06503
4,500,-5.76998,0.36345,0.65383,-9.33288,0.63699,1.20276
5,600,-6.32339,0.38806,0.64655,-10.64218,0.77401,1.25651
6,700,-6.85288,0.54047,0.63806,-12.01501,1.34265,1.34758
7,800,-7.15106,0.51264,0.63014,-13.16085,1.52623,1.38485
8,900,-7.56650,0.61280,0.62120,-14.09671,1.69908,1.36979
9,1000,-7.93744,0.46678,0.61467,-15.06085,1.76628,1.35795
10,1100,-8.63462,0.56009,0.60739,-16.16307,2.18388,1.31537
11,1200,-8.92201,0.78306,0.59989,-16.59184,3.17787,1.26913
12,1300,-9.24034,0.83386,0.59227,-17.06020,2.40967,1.24215
13,1400,-9.60026,0.55086,0.58472,-17.74839,2.83087,1.21983
14,1500,-10.07899,0.32820,0.57715,-18.68233,1.19256,1.19226
15,1600,-10.56462,0.56173,0.56971,-19.46215,2.37756,1.16613
16,1700,-10.81868,0.48558,0.56235,-20.20073,1.77915,1.14411
17,1800,-11.18496,0.51521,0.55615,-20.76952,2.37010,1.11299
18,1900,-11.60703,0.60379,0.54861,-21.16182,3.85525,1.08439
19,2000,-11.75462,0.69180,0.54179,-21.68021,3.68963,1.04782
20,2100,-11.98251,0.76025,0.53477,-22.08585,3.14014,1.03008
21,2200,-12.29805,0.50805,0.52873,-22.59347,3.06848,1.00815
22,2300,-12.64090,0.43160,0.52163,-22.99622,2.26672,0.98865
23,2400,-13.07319,0.66750,0.51444,-23.52273,2.91073,0.96328
24,2500,-13.22169,0.66808,0.50795,-23.89371,2.95397,0.94394
25,2600,-13.43272,0.60525,0.50212,-24.20542,3.00684,0.92947
26,2700,-13.79360,0.55237,0.49557,-24.58052,4.06289,0.91326
27,2800,-13.92310,0.59411,0.48873,-24.78684,2.80982,0.89175
28,2900,-14.07078,0.57106,0.48313,-24.99864,2.45382,0.88253
29,3000,-14.23375,0.31726,0.47717,-25.42925,1.56819,0.87314
30,3100,-14.46462,0.29542,0.47012,-25.63551,1.27818,0.85225
31,3200,-14.57226,0.30715,0.46416,-25.93144,1.15328,0.84195
32,3300,-14.78940,0.36962,0.45864,-26.22955,1.24798,0.82992
33,3400,-14.98700,0.44591,0.45229,-26.61674,1.80728,0.81551
34,3500,-15.18056,0.27517,0.44583,-26.82496,2.05554,0.80456
35,3600,-15.26785,0.35831,0.43984,-26.59125,1.73203,0.78797
36,3700,-15.42848,0.25705,0.43456,-26.78308,1.94535,0.77565
37,3800,-15.58299,0.22084,0.42808,-26.81271,1.59576,0.76134
38,3900,-15.70171,0.23488,0.42198,-27.04575,1.44048,0.74964
39,4000,-15.78846,0.21442,0.41707,-27.19498,1.14670,0.73373
40,4100,-15.94096,0.24146,0.41106,-27.42485,1.22578,0.72825
41,4200,-15.96555,0.41799,0.40509,-27.44929,1.43186,0.71420
42,4300,-16.11469,0.46895,0.39934,-27.50138,1.40778,0.70177
43,4400,-16.21107,0.38619,0.39401,-27.50592,1.23713,0.69004
44,4500,-16.18597,0.39302,0.38791,-27.51587,1.35895,0.67988
45,4600,-16.20425,0.40952,0.38219,-27.51905,1.34193,0.67306
46,4700,-16.39517,0.37131,0.37645,-27.55942,1.18610,0.66161
47,4800,-16.44318,0.36454,0.37059,-27.53539,1.28103,0.65535
48,4900,-16.35436,0.53678,0.36507,-27.55188,1.20124,0.64190
49,5000,-16.37750,0.49101,0.36058,-27.59919,1.12124,0.63227
50,5100,-16.39671,0.48793,0.35443,-27.40916,1.20579,0.62226
51,5200,-16.37251,0.47039,0.34940,-27.36449,1.10202,0.61160
52,5300,-16.35696,0.48791,0.34361,-27.44105,1.02439,0.60009
53,5400,-16.43804,0.59879,0.33878,-27.42494,1.10595,0.59725
54,5500,-16.28244,0.56021,0.33325,-27.27161,1.00427,0.58729
55,5600,-16.28486,0.49524,0.32761,-27.21769,1.03779,0.57534
56,5700,-16.30443,0.54720,0.32228,-27.05107,1.04612,0.56669
57,5800,-16.31396,0.58517,0.31699,-27.19408,1.02375,0.55898
58,5900,-16.37059,0.50361,0.31177,-27.14874,1.01474,0.55222
59,6000,-16.24334,0.50360,0.30716,-27.17045,0.97608,0.54274
60,6100,-16.14590,0.56132,0.30191,-27.17623,0.96098,0.53933
61,6200,-16.08016,0.52580,0.29680,-27.09028,0.96447,0.52791
