iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value
0,100,-2.13948,3.61636,0.37632,-2.08769,2.75645,0.33364
1,200,-2.08546,1.79490,0.26051,-2.06274,1.49929,0.25031
2,300,-2.24462,1.68634,0.23724,-2.21518,1.55456,0.23049
3,400,-2.44052,1.56479,0.22034,-2.46729,1.42722,0.21705
4,500,-2.70088,1.55240,0.21784,-2.70101,1.42725,0.21376
5,600,-3.07148,1.47677,0.21559,-2.99774,1.42746,0.21278
6,700,-3.23856,1.49467,0.21415,-3.23655,1.48984,0.21200
7,800,-3.48215,1.43399,0.21058,-3.46977,1.43265,0.20835
8,900,-3.70799,1.28736,0.20677,-3.71193,1.41088,0.20784
9,1000,-3.91141,1.38655,0.20546,-3.79085,1.32567,0.20524
10,1100,-4.03154,1.33408,0.19971,-4.02213,1.36437,0.19767
11,1200,-4.30798,1.43302,0.19921,-4.23394,1.32531,0.19460
12,1300,-4.49062,1.40213,0.19376,-4.40054,1.40174,0.19138
13,1400,-4.65767,1.42142,0.19056,-4.58956,1.37051,0.18723
14,1500,-4.84010,1.41896,0.18589,-4.82548,1.46852,0.18979
15,1600,-5.07062,1.46372,0.18987,-5.04182,1.45617,0.19082
16,1700,-5.38717,1.45849,0.19322,-5.31191,1.35086,0.19342
17,1800,-5.53391,1.52051,0.19483,-5.55385,1.47606,0.19437
18,1900,-5.75724,1.42276,0.19330,-5.75494,1.39071,0.19233
19,2000,-5.92073,1.48441,0.19085,-5.87141,1.46254,0.18983
20,2100,-6.00039,1.55118,0.18792,-6.10817,1.44177,0.18579
21,2200,-6.23840,1.40086,0.18441,-6.27646,1.33288,0.18372
22,2300,-6.36376,1.41278,0.18090,-6.38720,1.45926,0.17958
23,2400,-6.51525,1.46135,0.17892,-6.62062,1.34956,0.17842
24,2500,-6.67374,1.43091,0.17873,-6.74730,1.42755,0.17832
25,2600,-6.80695,1.39716,0.17335,-6.87084,1.38554,0.17392
26,2700,-6.93723,1.40899,0.17092,-6.98143,1.45222,0.17019
27,2800,-7.04090,1.45264,0.16985,-7.15394,1.37858,0.16881
28,2900,-7.20571,1.31051,0.16751,-7.26495,1.43134,0.16834
29,3000,-7.32746,1.46947,0.16823,-7.29303,1.47647,0.16617
30,3100,-7.49418,1.44066,0.17003,-7.48507,1.35976,0.16733
31,3200,-7.53313,1.61759,0.16878,-7.46115,1.42546,0.16815
32,3300,-7.69991,1.47084,0.17192,-7.61053,1.37070,0.16820
33,3400,-7.78749,1.49469,0.16935,-7.57363,1.49996,0.16990
34,3500,-7.83058,1.50575,0.16931,-7.78525,1.37890,0.17110
35,3600,-7.93919,1.40639,0.17132,-7.85722,1.46459,0.16832
36,3700,-8.16441,1.37449,0.16709,-7.87035,1.51862,0.16665
