iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value
0,100,1.05170,0.02313,7.93205,0.50719
1,200,1.07073,0.01051,2.60951,0.39632
2,300,0.98507,0.00749,2.30102,0.38007
3,400,0.99949,0.00615,2.21495,0.37121
4,500,1.05615,0.00535,2.19568,0.36553
5,600,0.96515,0.00479,2.11586,0.35670
6,700,1.04353,0.00438,2.20545,0.35225
7,800,0.92219,0.00406,2.19135,0.34617
8,900,0.98977,0.00380,2.28420,0.34158
9,1000,1.04966,0.00359,2.08214,0.33976
10,1100,1.00857,0.00340,2.04118,0.33607
11,1200,1.06707,0.00325,2.06641,0.33196
12,1300,0.98955,0.00311,2.14839,0.32916
13,1400,1.05628,0.00299,2.04731,0.32607
14,1500,0.86027,0.00288,2.02805,0.32222
15,1600,1.01522,0.00278,2.14628,0.32091
16,1700,1.03539,0.00270,2.02916,0.32028
17,1800,0.79846,0.00262,2.01579,0.31743
18,1900,0.92661,0.00254,2.04129,0.31349
19,2000,0.95973,0.00248,2.02248,0.31322
20,2100,1.03572,0.00241,2.08914,0.31194
21,2200,0.97692,0.00236,2.10233,0.30661
22,2300,1.05425,0.00230,2.03850,0.30769
23,2400,0.95995,0.00225,1.94780,0.30387
24,2500,0.89160,0.00220,2.10536,0.30412
25,2600,0.96180,0.00216,1.99210,0.30414
26,2700,0.96625,0.00212,2.02303,0.30204
27,2800,0.81651,0.00208,2.08394,0.30027
28,2900,0.96088,0.00204,2.01220,0.29571
29,3000,0.96590,0.00201,2.12910,0.29869
30,3100,0.95924,0.00197,2.01137,0.29457
31,3200,0.99166,0.00194,2.03644,0.29125
32,3300,0.90943,0.00191,1.90918,0.29195
33,3400,0.97835,0.00188,2.03749,0.29048
34,3500,0.95444,0.00185,2.02067,0.29064
35,3600,1.16548,0.00183,1.99672,0.28879
36,3700,0.95478,0.00180,2.05603,0.28916
37,3800,1.02712,0.00178,1.93294,0.28866
38,3900,0.88087,0.00175,2.04177,0.28605
39,4000,1.04863,0.00173,1.98424,0.28599
40,4100,1.04415,0.00171,1.90779,0.28278
41,4200,0.97850,0.00169,1.91602,0.28331
42,4300,1.08785,0.00167,1.93494,0.28205
43,4400,1.06114,0.00165,1.97413,0.28127
44,4500,1.13575,0.00163,1.91555,0.28000
45,4600,1.02746,0.00161,2.07217,0.28078
46,4700,0.98764,0.00159,1.98070,0.27996
47,4800,0.98348,0.00158,2.03816,0.27860
48,4900,1.01503,0.00156,2.02921,0.28026
49,5000,0.88393,0.00154,2.13153,0.28174
50,5100,0.90920,0.00153,1.96308,0.28089
51,5200,1.00536,0.00151,1.93519,0.28087
52,5300,0.92322,0.00150,2.08151,0.28447
53,5400,1.05059,0.00148,2.03098,0.28444
54,5500,0.92988,0.00147,1.93444,0.28510
55,5600,0.90010,0.00146,2.04719,0.28502
56,5700,1.00775,0.00144,2.09867,0.28701
57,5800,1.03060,0.00143,1.94347,0.28426
58,5900,0.95283,0.00142,2.03654,0.28397
59,6000,1.08666,0.00141,1.99308,0.28592
60,6100,1.10680,0.00140,2.09780,0.28625
61,6200,1.02251,0.00138,2.02164,0.28519
62,6300,1.05163,0.00137,1.94247,0.28444
63,6400,1.01097,0.00136,1.92451,0.28740
64,6500,1.00116,0.00135,1.92533,0.28629
65,6600,0.93814,0.00134,2.01270,0.28673
66,6700,1.10966,0.00133,2.04370,0.28594
67,6800,0.85193,0.00132,2.01415,0.28517
68,6900,1.02547,0.00131,1.98285,0.28553
69,7000,1.05573,0.00130,2.09240,0.28287
70,7100,0.99028,0.00129,2.07717,0.28298
71,7200,0.89565,0.00128,2.00137,0.28381
72,7300,0.99031,0.00127,2.01197,0.28179
73,7400,1.18579,0.00127,1.84268,0.28175
74,7500,1.06423,0.00126,2.01828,0.28252
75,7600,0.98534,0.00125,2.03122,0.28417
76,7700,1.00115,0.00124,1.91977,0.28338
77,7800,1.05245,0.00123,1.96529,0.27984
78,7900,0.94273,0.00122,2.05504,0.28432
79,8000,1.00826,0.00122,1.92496,0.28388
80,8100,1.07211,0.00121,2.00310,0.28143
81,8200,1.10262,0.00120,1.95235,0.28207
82,8300,0.91711,0.00119,1.92487,0.28029
83,8400,1.08097,0.00119,1.86372,0.28200
84,8500,1.11203,0.00118,1.82389,0.27881
85,8600,1.04281,0.00117,1.89603,0.27728
86,8700,1.07607,0.00117,1.76413,0.27808
87,8800,0.82536,0.00116,1.91119,0.27633
88,8900,0.93968,0.00115,2.02917,0.27531
89,9000,1.00330,0.00115,1.89890,0.27531
90,9100,1.03920,0.00114,1.79869,0.27552
91,9200,1.04559,0.00113,2.03619,0.27813
92,9300,1.08122,0.00113,1.81355,0.27177
93,9400,1.00684,0.00112,1.89165,0.27173
94,9500,0.98230,0.00112,1.80653,0.27124
95,9600,1.02576,0.00111,1.70945,0.26872
96,9700,0.94821,0.00110,1.74627,0.26701
97,9800,0.96530,0.00110,1.81733,0.26592
98,9900,0.92252,0.00109,1.81679,0.26598
99,10000,1.13458,0.00109,1.80730,0.26269
100,10100,0.89035,0.00108,1.82491,0.26206
101,10200,1.04483,0.00108,1.74955,0.26118
102,10300,0.95427,0.00107,1.75936,0.26000
103,10400,0.91724,0.00107,1.66235,0.25746
104,10500,1.00604,0.00106,1.76152,0.25578
105,10600,1.03339,0.00106,1.84719,0.25580
106,10700,1.09980,0.00105,1.79884,0.25314
107,10800,0.95052,0.00105,1.62886,0.25128
108,10900,1.04019,0.00104,1.82767,0.25027
109,11000,1.13984,0.00104,1.69590,0.24946
110,11100,0.91732,0.00103,1.75615,0.24854
111,11200,0.89753,0.00103,1.69950,0.24745
112,11300,1.00075,0.00102,1.75900,0.24402
113,11400,0.99285,0.00102,1.74015,0.24297
114,11500,0.85612,0.00101,1.61540,0.24292
115,11600,1.11072,0.00101,1.80965,0.24279
116,11700,0.92964,0.00100,1.71891,0.24012
117,11800,1.03177,0.00100,1.68288,0.24169
118,11900,1.02438,0.00100,1.76420,0.23716
119,12000,1.06307,0.00099,1.70123,0.23941
120,12100,0.95250,0.00099,1.58880,0.23598
121,12200,0.83667,0.00098,1.68722,0.23534
122,12300,1.01885,0.00098,1.65759,0.23495
123,12400,1.00123,0.00098,1.81278,0.23545
124,12500,1.00333,0.00097,1.75050,0.23312
125,12600,1.02087,0.00097,1.64113,0.23322
126,12700,0.91058,0.00096,1.62435,0.23160
127,12800,1.09751,0.00096,1.70887,0.23071
128,12900,0.95694,0.00096,1.64430,0.22922
129,13000,1.00503,0.00095,1.73636,0.22980
130,13100,0.91269,0.00095,1.72088,0.22948
131,13200,0.92782,0.00095,1.70306,0.22798
132,13300,0.94021,0.00094,1.69186,0.22806
133,13400,1.08462,0.00094,1.64224,0.22747
134,13500,0.97488,0.00093,1.80293,0.22716
135,13600,0.94501,0.00093,1.67120,0.22600
136,13700,1.01516,0.00093,1.62203,0.22637
137,13800,1.01213,0.00092,1.74396,0.22566
138,13900,0.89513,0.00092,1.76705,0.22493
139,14000,0.95055,0.00092,1.64910,0.22699
