iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss,3_iql_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,10.13608,0.67420,1.61047,18.44817,0.89822,1.61128,19.61653,0.92777,1.60882
1,200,2.94481,0.65876,1.61021,5.37711,0.85881,1.61044,5.94918,0.89342,1.60891
2,300,1.56176,0.65444,1.60997,2.01287,0.85636,1.61033,2.25280,0.87835,1.60882
3,400,1.15809,0.65239,1.60943,1.26237,0.85754,1.61009,1.32026,0.87424,1.60972
4,500,1.15948,0.65293,1.60937,1.03199,0.85050,1.61038,1.00659,0.86843,1.60995
5,600,1.05544,0.64894,1.60951,1.00035,0.84640,1.61017,0.99148,0.86405,1.60947
6,700,0.99565,0.64343,1.60957,0.99478,0.84603,1.61058,1.05190,0.85560,1.60979
7,800,1.10988,0.64011,1.60929,0.95686,0.84016,1.61033,1.00572,0.85167,1.61011
8,900,1.03867,0.63370,1.60940,1.05510,0.83761,1.60962,0.98850,0.84517,1.61034
9,1000,0.87091,0.62778,1.60978,0.96764,0.83365,1.61058,0.93099,0.83851,1.61020
10,1100,1.03779,0.62050,1.61016,0.94590,0.82599,1.61005,1.05017,0.83258,1.60945
11,1200,0.80899,0.61091,1.60967,0.92875,0.81993,1.61005,0.90383,0.82542,1.60956
12,1300,0.90406,0.60489,1.60962,0.94869,0.81243,1.61010,0.99243,0.81804,1.60991
13,1400,0.96637,0.59944,1.60991,0.92394,0.80303,1.61020,0.93181,0.81054,1.60948
14,1500,1.03453,0.59331,1.60957,0.96499,0.79996,1.61002,0.95976,0.80485,1.60958
15,1600,0.94620,0.59084,1.60950,0.97750,0.79535,1.60960,1.00809,0.80039,1.60944
16,1700,0.94915,0.58610,1.60980,0.95094,0.78882,1.60968,0.97970,0.79917,1.60956
17,1800,1.03796,0.58093,1.60974,0.95016,0.78567,1.60958,1.03327,0.79219,1.60930
18,1900,1.00946,0.57645,1.60922,0.97123,0.78342,1.60924,0.99500,0.78443,1.60920
19,2000,1.02444,0.57169,1.60903,1.00424,0.77721,1.60899,1.06980,0.77904,1.60949
20,2100,0.94109,0.56867,1.60934,1.00841,0.77534,1.60893,1.00243,0.77500,1.60975
