iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,4_maddpg_actor_loss,4_maddpg_critic_loss
61,6200,-0.13339,1.08680,-0.07827,1.11456,-0.08032,1.11228,-0.80089,1.03176
62,6300,-0.13766,1.09105,-0.09521,0.99712,-0.04072,1.03837,-0.80465,1.00281
63,6400,-0.11641,1.02863,-0.11572,1.05406,-0.11230,1.11284,-0.80455,1.01225
64,6500,-0.14959,1.05303,-0.09985,1.10566,-0.09793,1.13056,-0.80620,0.96639
65,6600,-0.13519,1.07296,-0.11338,1.08314,-0.12333,1.11906,-0.83763,0.95388
66,6700,-0.15007,1.02118,-0.11166,1.11936,-0.09777,1.04161,-0.81142,1.03719
67,6800,-0.16410,1.05444,-0.13542,1.10560,-0.10725,1.04800,-0.81073,1.01869
68,6900,-0.16744,1.04418,-0.13897,1.18736,-0.13389,1.12419,-0.82031,0.99376
69,7000,-0.15531,1.07404,-0.14655,1.20694,-0.13024,1.21261,-0.83102,0.96508
70,7100,-0.17173,1.05952,-0.13078,1.10397,-0.12460,1.12153,-0.81675,0.99699
71,7200,-0.15372,1.02481,-0.13458,1.07733,-0.12748,1.11275,-0.81102,1.03376
72,7300,-0.16949,1.05210,-0.16188,1.09680,-0.12606,1.08682,-0.81705,1.04474
73,7400,-0.17899,1.12861,-0.16802,1.09148,-0.15329,1.05208,-0.81831,0.96674
74,7500,-0.20620,1.05517,-0.14032,1.02943,-0.12463,1.06474,-0.82144,0.95494
75,7600,-0.18021,1.06282,-0.16618,1.09723,-0.16301,1.19107,-0.83125,1.01086
76,7700,-0.19549,1.08109,-0.14979,1.15574,-0.16688,1.09044,-0.83100,0.97276
77,7800,-0.17489,1.06745,-0.16885,1.11974,-0.15280,1.09478,-0.82259,0.98606
78,7900,-0.19189,1.01391,-0.18686,1.18719,-0.17154,1.09239,-0.83712,0.91143
79,8000,-0.19263,1.11485,-0.18946,1.17154,-0.18019,1.05849,-0.84907,1.02319
80,8100,-0.19954,1.06515,-0.19802,1.09628,-0.19391,1.04884,-0.86227,0.98389
81,8200,-0.21659,1.08037,-0.20221,1.15066,-0.18756,1.21372,-0.86599,1.05720
82,8300,-0.22378,1.17142,-0.19908,1.11356,-0.19861,1.06403,-0.83290,1.07612
83,8400,-0.23559,1.12756,-0.21044,1.18662,-0.20326,1.13038,-0.83461,1.04272
84,8500,-0.21215,1.12775,-0.20934,1.14888,-0.18490,1.05030,-0.83441,1.02048
85,8600,-0.21392,1.06065,-0.21002,1.09516,-0.19327,1.01199,-0.83180,1.03675
86,8700,-0.24079,1.12697,-0.23030,1.07784,-0.18506,1.04469,-0.87637,1.02028
87,8800,-0.24291,1.12304,-0.24701,1.18912,-0.20331,1.08933,-0.83754,1.10729
88,8900,-0.22376,1.04141,-0.22286,1.13975,-0.19883,1.05214,-0.86972,0.98510
89,9000,-0.21771,1.05121,-0.24775,1.19797,-0.20955,1.08166,-0.83646,1.05264
90,9100,-0.22513,1.13144,-0.22900,1.08838,-0.23468,1.14521,-0.84647,1.04632
91,9200,-0.23709,1.12569,-0.23958,1.19035,-0.19469,1.08652,-0.85858,1.01141
92,9300,-0.24670,1.12249,-0.22580,1.14126,-0.20538,1.04535,-0.84348,1.07463
93,9400,-0.28121,1.21015,-0.22133,1.10873,-0.22037,1.14429,-0.84224,1.03046
94,9500,-0.24741,1.11685,-0.25339,1.18572,-0.23702,1.11065,-0.81795,1.07373
95,9600,-0.28511,1.16280,-0.22643,1.13360,-0.24259,1.10258,-0.80821,1.07196
96,9700,-0.25252,1.11066,-0.23724,1.12307,-0.22657,1.13197,-0.81838,1.12827
97,9800,-0.24524,1.04485,-0.24853,1.17234,-0.21613,1.08348,-0.82483,1.07921
98,9900,-0.25402,1.05109,-0.24451,1.13143,-0.25016,1.20490,-0.80854,1.08089
99,10000,-0.22851,1.16879,-0.23722,1.18140,-0.24298,1.10625,-0.80005,1.08800
100,10100,-0.24445,1.06985,-0.24390,1.16659,-0.25755,1.11527,-0.77406,1.09365
101,10200,-0.25661,1.06353,-0.26275,1.16413,-0.28323,1.18211,-0.77176,1.14382
102,10300,-0.24671,1.11161,-0.26859,1.22642,-0.25086,1.11281,-0.76346,1.11169
103,10400,-0.25487,1.15645,-0.26288,1.21433,-0.27430,1.13944,-0.77708,1.09183
104,10500,-0.25992,1.09470,-0.26561,1.22202,-0.26673,1.08613,-0.75494,1.15004
105,10600,-0.26193,1.12973,-0.22178,1.11945,-0.27144,1.15303,-0.73340,1.14515
106,10700,-0.24064,1.05865,-0.24629,1.17647,-0.30062,1.17641,-0.73798,1.17549
107,10800,-0.26032,1.11147,-0.26395,1.14040,-0.29656,1.10038,-0.74066,1.15689
108,10900,-0.26642,1.13415,-0.24442,1.21301,-0.28614,1.18221,-0.72208,1.06473
109,11000,-0.26874,1.12636,-0.26570,1.14961,-0.29930,1.09985,-0.73274,1.06594
110,11100,-0.26798,1.14153,-0.24764,1.16838,-0.29525,1.13809,-0.73264,1.05826
111,11200,-0.29370,1.20175,-0.26851,1.11281,-0.31990,1.25546,-0.70718,1.14626
112,11300,-0.30678,1.21432,-0.26531,1.14790,-0.30543,1.05314,-0.73411,1.03730
113,11400,-0.29091,1.23503,-0.26554,1.20538,-0.29229,1.12984,-0.70531,1.12925
114,11500,-0.29580,1.17186,-0.28795,1.20910,-0.32876,1.18774,-0.70708,1.09843
115,11600,-0.31709,1.27446,-0.30235,1.14724,-0.33741,1.14685,-0.68743,1.10496
116,11700,-0.32356,1.21110,-0.28603,1.22562,-0.31956,1.14700,-0.68339,1.09442
117,11800,-0.30761,1.20866,-0.29923,1.15945,-0.34630,1.11876,-0.68502,1.10461
118,11900,-0.30229,1.12931,-0.30001,1.21986,-0.32662,1.11740,-0.67289,1.11114
119,12000,-0.33631,1.23140,-0.31467,1.12106,-0.37068,1.14421,-0.66000,1.15590
120,12100,-0.33380,1.17982,-0.33093,1.18769,-0.34896,1.08206,-0.68117,1.15812
121,12200,-0.33055,1.21475,-0.33058,1.21832,-0.35336,1.07783,-0.67407,1.16412
122,12300,-0.35488,1.27282,-0.32145,1.18451,-0.35369,1.16758,-0.63985,1.15563
123,12400,-0.35186,1.22042,-0.34255,1.20834,-0.33430,1.20953,-0.61048,1.15968
124,12500,-0.32512,1.16820,-0.32331,1.21072,-0.37138,1.18376,-0.62270,1.14562
125,12600,-0.35552,1.22347,-0.34679,1.22186,-0.34437,1.17676,-0.62011,1.12392
126,12700,-0.37293,1.34692,-0.34032,1.22703,-0.35450,1.13363,-0.58855,1.10615
127,12800,-0.33693,1.27335,-0.33776,1.15161,-0.36413,1.24288,-0.59699,1.09515
128,12900,-0.38299,1.30781,-0.31578,1.19099,-0.35660,1.15594,-0.56410,1.15716
129,13000,-0.39470,1.30691,-0.32927,1.13593,-0.37380,1.19340,-0.57297,1.13823
130,13100,-0.37214,1.24669,-0.31897,1.15528,-0.35646,1.14427,-0.55089,1.16485
131,13200,-0.39820,1.32208,-0.38709,1.21374,-0.36190,1.25674,-0.57527,1.11392
132,13300,-0.36072,1.29931,-0.37672,1.19698,-0.38966,1.28511,-0.54172,1.10650
133,13400,-0.36509,1.27431,-0.34380,1.16028,-0.41090,1.15720,-0.55327,1.15261
134,13500,-0.37460,1.25929,-0.35689,1.22770,-0.39247,1.24293,-0.53728,1.21671
135,13600,-0.39673,1.33217,-0.39196,1.32640,-0.38303,1.16176,-0.51794,1.21109
136,13700,-0.39322,1.28323,-0.38470,1.23801,-0.39818,1.19522,-0.53653,1.19242
137,13800,-0.43283,1.23963,-0.38973,1.21444,-0.39109,1.24592,-0.53280,1.15566
138,13900,-0.39151,1.19774,-0.37829,1.25491,-0.36315,1.20421,-0.52379,1.13492
139,14000,-0.43379,1.35674,-0.36637,1.34310,-0.36904,1.30340,-0.53016,1.17010
140,14100,-0.40687,1.33191,-0.36989,1.30765,-0.35767,1.23431,-0.51724,1.22294
141,14200,-0.46080,1.44677,-0.39962,1.30975,-0.37913,1.28213,-0.54983,1.16795
142,14300,-0.43320,1.35012,-0.41945,1.29243,-0.37604,1.30244,-0.50727,1.20212
143,14400,-0.38340,1.30017,-0.38955,1.26967,-0.37452,1.25213,-0.52691,1.15630
144,14500,-0.40811,1.36993,-0.40174,1.32683,-0.35992,1.24060,-0.54133,1.14753
145,14600,-0.38664,1.42400,-0.39766,1.30744,-0.34560,1.21628,-0.52212,1.14692
146,14700,-0.42932,1.35579,-0.39202,1.31411,-0.38261,1.26060,-0.53010,1.13507
147,14800,-0.41906,1.33561,-0.39994,1.32410,-0.34306,1.21803,-0.50564,1.16390
148,14900,-0.40963,1.25853,-0.38691,1.33013,-0.35920,1.16692,-0.52586,1.13980
149,15000,-0.46130,1.31610,-0.39966,1.29696,-0.37861,1.27649,-0.51065,1.17462
150,15100,-0.49430,1.42701,-0.40243,1.24226,-0.39484,1.20285,-0.48434,1.20255
151,15200,-0.49001,1.37891,-0.42828,1.30407,-0.41756,1.25342,-0.50121,1.18620
152,15300,-0.49921,1.46955,-0.44097,1.29370,-0.39626,1.24535,-0.46968,1.16690
153,15400,-0.50537,1.40892,-0.41883,1.34379,-0.36930,1.28091,-0.49227,1.21765
154,15500,-0.50631,1.46109,-0.44908,1.29218,-0.37731,1.26438,-0.45550,1.27849
155,15600,-0.48965,1.38083,-0.46068,1.38213,-0.42300,1.32570,-0.48264,1.20671
156,15700,-0.51280,1.41735,-0.44828,1.43228,-0.42822,1.32940,-0.46856,1.24859
157,15800,-0.49081,1.43950,-0.44567,1.36704,-0.40361,1.27208,-0.50659,1.27305
158,15900,-0.56817,1.39755,-0.44587,1.44310,-0.42973,1.32822,-0.47637,1.16592
159,16000,-0.53261,1.42325,-0.46014,1.37748,-0.43962,1.32364,-0.44713,1.27885
160,16100,-0.53284,1.41622,-0.42587,1.38641,-0.43575,1.35923,-0.46182,1.19287
161,16200,-0.55280,1.52456,-0.42032,1.45108,-0.46818,1.40648,-0.46056,1.22357
162,16300,-0.57553,1.44129,-0.42328,1.36973,-0.48188,1.30450,-0.44965,1.22139
163,16400,-0.55822,1.46055,-0.43675,1.39329,-0.47062,1.32415,-0.42810,1.25093
164,16500,-0.58988,1.43252,-0.45979,1.41449,-0.47282,1.37233,-0.47464,1.22833
165,16600,-0.53707,1.47188,-0.43625,1.44449,-0.45305,1.37866,-0.42019,1.27810
166,16700,-0.61438,1.36853,-0.47293,1.39691,-0.47705,1.38212,-0.45178,1.20220
167,16800,-0.62407,1.50701,-0.46515,1.27354,-0.45932,1.36568,-0.48337,1.16481
168,16900,-0.63334,1.41417,-0.49255,1.32790,-0.49140,1.38451,-0.48405,1.12027
169,17000,-0.61420,1.43091,-0.49598,1.41291,-0.47500,1.31924,-0.47648,1.17052
170,17100,-0.62225,1.40899,-0.45307,1.30363,-0.47812,1.29445,-0.44953,1.22864
171,17200,-0.71769,1.46837,-0.49288,1.35675,-0.49777,1.30626,-0.43181,1.21349
172,17300,-0.67646,1.50017,-0.48575,1.33712,-0.48995,1.25915,-0.44987,1.17472
173,17400,-0.62894,1.41687,-0.48205,1.33904,-0.48182,1.28478,-0.46973,1.17579
174,17500,-0.61709,1.37949,-0.44770,1.38210,-0.48887,1.30987,-0.48039,1.13851
175,17600,-0.62817,1.47329,-0.43311,1.37060,-0.51794,1.25961,-0.48552,1.17597
176,17700,-0.59993,1.37799,-0.46558,1.33352,-0.49744,1.33034,-0.46231,1.23123
177,17800,-0.73826,1.44121,-0.46906,1.36173,-0.48431,1.19495,-0.47102,1.15331
178,17900,-0.78922,1.40920,-0.52149,1.37573,-0.54324,1.32782,-0.46295,1.16140
179,18000,-0.82713,1.36209,-0.52238,1.42592,-0.54486,1.32633,-0.43801,1.23397
180,18100,-0.88340,1.41378,-0.51040,1.35164,-0.54306,1.31940,-0.42492,1.22384
181,18200,-0.93628,1.45418,-0.54876,1.29811,-0.54122,1.33326,-0.43868,1.21518
182,18300,-0.89813,1.46863,-0.52679,1.33675,-0.58458,1.34397,-0.39548,1.24867
183,18400,-0.91197,1.46912,-0.54828,1.38071,-0.57766,1.30569,-0.41870,1.19943
184,18500,-0.88627,1.40780,-0.54706,1.34358,-0.57046,1.35181,-0.38939,1.22904
185,18600,-0.96047,1.46707,-0.55814,1.37342,-0.58638,1.32018,-0.42856,1.18949
186,18700,-0.97179,1.39413,-0.57739,1.34896,-0.60919,1.24109,-0.40057,1.19896
187,18800,-1.03577,1.46449,-0.58147,1.39640,-0.65709,1.36741,-0.36627,1.21654
188,18900,-1.03671,1.47810,-0.57876,1.25630,-0.60206,1.29677,-0.32635,1.21017
189,19000,-1.01440,1.46859,-0.58718,1.31790,-0.64653,1.28491,-0.35246,1.21720
190,19100,-1.03642,1.40646,-0.62156,1.43209,-0.61665,1.24378,-0.35727,1.15269
191,19200,-1.06935,1.44556,-0.59059,1.33486,-0.65088,1.20201,-0.32867,1.27120
192,19300,-1.07143,1.41749,-0.56779,1.26688,-0.62607,1.25504,-0.35891,1.25603
193,19400,-1.06345,1.43326,-0.61389,1.26991,-0.63740,1.26742,-0.33998,1.21613
194,19500,-1.04270,1.46218,-0.59739,1.26628,-0.63718,1.35423,-0.32948,1.19930
195,19600,-1.03010,1.36875,-0.58718,1.30081,-0.66395,1.30951,-0.36817,1.26576
196,19700,-1.07547,1.43136,-0.60304,1.21624,-0.63629,1.29402,-0.32884,1.21514
197,19800,-1.04941,1.53476,-0.59880,1.27047,-0.66956,1.32142,-0.33074,1.24821
198,19900,-1.01912,1.44473,-0.57053,1.25033,-0.65874,1.27610,-0.34449,1.25530
199,20000,-0.99567,1.42907,-0.57481,1.23347,-0.64550,1.30276,-0.30673,1.25834
200,20100,-0.99410,1.36166,-0.56978,1.22630,-0.63756,1.30956,-0.33892,1.20232
201,20200,-1.04235,1.41075,-0.56685,1.31856,-0.66147,1.27445,-0.36964,1.18244
202,20300,-1.01959,1.41090,-0.57422,1.29005,-0.64833,1.34143,-0.35039,1.29151
203,20400,-0.99177,1.31491,-0.61261,1.31667,-0.63702,1.28527,-0.34585,1.26317
204,20500,-1.01395,1.35529,-0.59488,1.24815,-0.64967,1.25637,-0.34583,1.23962
205,20600,-0.99582,1.37042,-0.61139,1.30267,-0.64743,1.28532,-0.33310,1.25708
206,20700,-1.00230,1.35199,-0.57022,1.25397,-0.61152,1.27011,-0.36459,1.25997
207,20800,-0.96229,1.35520,-0.58365,1.30766,-0.66146,1.27615,-0.33263,1.25220
208,20900,-0.96824,1.36922,-0.62979,1.23375,-0.64046,1.39794,-0.33813,1.21722
209,21000,-0.98418,1.34146,-0.59475,1.28558,-0.68410,1.28730,-0.33980,1.17766
210,21100,-0.95927,1.26685,-0.61725,1.23478,-0.65697,1.30723,-0.33580,1.18166
211,21200,-0.97324,1.33270,-0.60040,1.34290,-0.65237,1.23854,-0.32824,1.24885
212,21300,-0.97176,1.48191,-0.60145,1.31747,-0.66540,1.25649,-0.31904,1.31003
213,21400,-0.94720,1.44517,-0.61029,1.29612,-0.66202,1.32138,-0.28527,1.25106
214,21500,-0.97822,1.36554,-0.63151,1.28379,-0.66195,1.33357,-0.24838,1.28519
215,21600,-0.98810,1.44208,-0.59703,1.25956,-0.63304,1.29890,-0.27357,1.20922
216,21700,-0.97573,1.38929,-0.59370,1.31013,-0.65022,1.38216,-0.22538,1.29188
217,21800,-0.94335,1.49584,-0.56931,1.37863,-0.65187,1.33238,-0.18393,1.45873
218,21900,-0.95970,1.41009,-0.58888,1.28229,-0.65501,1.30893,-0.13519,1.39963
219,22000,-0.98297,1.46809,-0.58015,1.25975,-0.69160,1.40439,-0.16292,1.35937
220,22100,-0.97018,1.42168,-0.63484,1.29220,-0.67913,1.37152,-0.16255,1.37039
221,22200,-1.02530,1.55998,-0.70099,1.31372,-0.69654,1.42442,-0.07303,1.44967
222,22300,-0.97647,1.52285,-0.63998,1.34289,-0.70704,1.40418,-0.06254,1.50495
223,22400,-1.00226,1.52821,-0.61783,1.35580,-0.70784,1.44731,-0.03240,1.51772
224,22500,-1.04744,1.53921,-0.65331,1.30933,-0.72681,1.46002,-0.07333,1.53745
225,22600,-1.07716,1.62827,-0.64877,1.32112,-0.73421,1.41376,-0.07747,1.50157
226,22700,-1.03867,1.54389,-0.67257,1.34871,-0.72870,1.39112,-0.11595,1.54588
227,22800,-1.09369,1.60982,-0.65743,1.32860,-0.74037,1.49344,-0.09519,1.53496
228,22900,-1.02726,1.55041,-0.65100,1.32171,-0.71346,1.47178,-0.08314,1.52188
229,23000,-1.04873,1.52576,-0.71344,1.39452,-0.69333,1.43748,-0.00671,1.57451
230,23100,-1.10413,1.53632,-0.64129,1.32823,-0.70798,1.50039,0.00593,1.42862
231,23200,-1.14128,1.59147,-0.65400,1.24067,-0.71855,1.52911,0.04791,1.58136
232,23300,-1.11314,1.58530,-0.67611,1.33869,-0.67129,1.46432,0.00614,1.60710
233,23400,-1.14185,1.67618,-0.68826,1.38680,-0.68194,1.42013,0.03385,1.55674
234,23500,-1.14696,1.54105,-0.74631,1.45592,-0.69214,1.45196,0.03079,1.59696
235,23600,-1.13834,1.56252,-0.73209,1.46683,-0.68446,1.41376,0.10139,1.63895
236,23700,-1.13894,1.66471,-0.71456,1.42502,-0.69070,1.38420,0.12290,1.51984
237,23800,-1.16001,1.66800,-0.73835,1.43271,-0.73488,1.38335,0.14307,1.53059
238,23900,-1.26676,1.71046,-0.76872,1.45581,-0.75320,1.42243,0.14287,1.55696
239,24000,-1.20407,1.53398,-0.75790,1.42278,-0.74210,1.48191,0.16599,1.51521
240,24100,-1.21759,1.58995,-0.82633,1.40634,-0.76052,1.40101,0.19389,1.65706
241,24200,-1.18669,1.61854,-0.74000,1.41872,-0.72034,1.47188,0.12809,1.49069
242,24300,-1.21413,1.56543,-0.73763,1.33673,-0.70670,1.33953,0.16913,1.53141
243,24400,-1.14970,1.63814,-0.80710,1.46860,-0.79391,1.39230,0.20372,1.49441
244,24500,-1.21290,1.61709,-0.72157,1.43186,-0.74900,1.40523,0.18771,1.55779
245,24600,-1.19506,1.58221,-0.81846,1.50012,-0.82247,1.48694,0.18424,1.51769
246,24700,-1.17087,1.63531,-0.79697,1.44738,-0.79046,1.43874,0.19456,1.55547
247,24800,-1.27669,1.58357,-0.74651,1.45227,-0.79306,1.42037,0.25386,1.53859
248,24900,-1.13717,1.66277,-0.78502,1.37100,-0.74338,1.36775,0.32650,1.62303
