iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,3_maddpg_actor_loss,3_maddpg_critic_loss
0,100,0.06740,0.63874,-0.13571,0.45883,-0.12501,0.45277
1,200,-0.09789,0.10259,-0.07163,0.12832,-0.07963,0.13778
2,300,-0.14352,0.04699,-0.04375,0.07845,-0.06154,0.09313
3,400,-0.21614,0.03721,-0.01233,0.06843,-0.00836,0.09079
4,500,-0.27254,0.03193,0.00196,0.06989,-0.01649,0.09201
5,600,-0.28876,0.02747,0.00354,0.07800,-0.00706,0.06142
6,700,-0.32423,0.04214,0.00485,0.06912,-0.00050,0.05997
7,800,-0.35583,0.04663,-0.01563,0.07425,-0.01474,0.05739
8,900,-0.36173,0.06677,-0.01906,0.05767,-0.02240,0.05609
9,1000,-0.35264,0.06928,-0.07144,0.06493,-0.02631,0.06850
10,1100,-0.40410,0.05034,-0.05760,0.07695,-0.05909,0.06256
11,1200,-0.42229,0.06408,-0.07881,0.07402,-0.07203,0.08508
12,1300,-0.41691,0.09061,-0.06789,0.08204,-0.10917,0.11140
13,1400,-0.47588,0.09782,-0.14490,0.12966,-0.15676,0.12264
14,1500,-0.44697,0.12204,-0.13447,0.11595,-0.16171,0.10746
15,1600,-0.48228,0.07011,-0.13268,0.14053,-0.15121,0.10817
16,1700,-0.46871,0.09226,-0.20546,0.13914,-0.20576,0.10032
17,1800,-0.49562,0.10757,-0.22894,0.14238,-0.22902,0.12856
18,1900,-0.52715,0.09311,-0.24975,0.12760,-0.22195,0.13972
19,2000,-0.56026,0.12343,-0.20776,0.15056,-0.25627,0.14470
20,2100,-0.59552,0.14777,-0.25018,0.17008,-0.26907,0.14385
21,2200,-0.62467,0.14823,-0.20806,0.15535,-0.29647,0.19552
22,2300,-0.65325,0.17969,-0.24881,0.16568,-0.31049,0.15596
23,2400,-0.67610,0.16245,-0.24635,0.17035,-0.26457,0.17301
24,2500,-0.74621,0.13462,-0.22680,0.17506,-0.26608,0.18677
25,2600,-0.78399,0.25119,-0.25717,0.18052,-0.29588,0.19074
26,2700,-0.84539,0.16396,-0.26052,0.21518,-0.28199,0.18521
27,2800,-0.88204,0.19266,-0.25938,0.20356,-0.32295,0.20715
28,2900,-0.91249,0.19638,-0.30542,0.21133,-0.35397,0.23105
29,3000,-0.95609,0.16599,-0.32390,0.22685,-0.35391,0.22995
30,3100,-1.01212,0.18687,-0.28388,0.24016,-0.36379,0.23110
31,3200,-1.02487,0.16547,-0.39097,0.24726,-0.34701,0.24043
32,3300,-1.06115,0.14577,-0.35514,0.26987,-0.38781,0.25740
33,3400,-1.06933,0.16631,-0.29254,0.27778,-0.37051,0.31096
34,3500,-1.10022,0.22205,-0.39580,0.25964,-0.34748,0.29903
35,3600,-1.14619,0.20692,-0.32867,0.28426,-0.39679,0.29176
36,3700,-1.16740,0.17887,-0.33417,0.28089,-0.39238,0.29829
37,3800,-1.21607,0.23951,-0.41226,0.32629,-0.43204,0.30483
38,3900,-1.22715,0.19638,-0.45422,0.31251,-0.44167,0.31263
39,4000,-1.27313,0.19944,-0.32487,0.35142,-0.41963,0.30169
40,4100,-1.35557,0.19103,-0.40030,0.30516,-0.47234,0.33003
41,4200,-1.35725,0.21502,-0.40455,0.33259,-0.48170,0.37798
42,4300,-1.36795,0.21074,-0.42224,0.32927,-0.42862,0.35845
43,4400,-1.42634,0.20963,-0.38423,0.34650,-0.49475,0.35333
44,4500,-1.46338,0.19857,-0.31084,0.39921,-0.46018,0.35637
45,4600,-1.46881,0.22404,-0.36103,0.36788,-0.38714,0.35455
46,4700,-1.54643,0.17396,-0.33986,0.35860,-0.37371,0.35378
47,4800,-1.55045,0.25910,-0.23982,0.35000,-0.31114,0.35548
48,4900,-1.58676,0.21216,-0.21022,0.38546,-0.31167,0.38460
49,5000,-1.57175,0.22292,-0.16894,0.37487,-0.25794,0.36573
50,5100,-1.63743,0.21653,-0.16518,0.42038,-0.23913,0.37906
51,5200,-1.66992,0.19045,-0.20952,0.38370,-0.18450,0.41445
52,5300,-1.71714,0.19917,-0.20248,0.43732,-0.16869,0.45805
53,5400,-1.71866,0.18976,-0.13824,0.37934,-0.18118,0.46541
54,5500,-1.71654,0.23187,-0.11841,0.39368,-0.15932,0.39183
