iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss
0,100,31.73965,1.17611,71.94886,1.73254
1,200,13.39106,1.17796,38.30847,1.70857
2,300,1.24883,1.16971,5.70072,1.69676
3,400,1.04081,1.16629,2.45372,1.67890
4,500,1.08543,1.16071,1.41618,1.67809
5,600,0.95506,1.15548,1.14727,1.66846
6,700,1.07026,1.14776,1.14987,1.66897
7,800,0.95802,1.14301,1.18045,1.67386
8,900,1.01374,1.13772,1.32776,1.67750
9,1000,1.08103,1.13306,1.10273,1.67312
10,1100,1.02809,1.12733,1.09502,1.66211
11,1200,1.06480,1.12247,1.13583,1.65362
12,1300,1.01790,1.11668,1.29162,1.65777
13,1400,1.03859,1.11060,1.19176,1.64935
14,1500,0.85330,1.10720,1.19092,1.65187
15,1600,1.03360,1.10097,1.37376,1.64935
16,1700,1.04889,1.09754,1.23766,1.63659
17,1800,0.82508,1.09270,1.28810,1.63680
18,1900,0.98305,1.08687,1.26742,1.63901
19,2000,0.93996,1.08098,1.31930,1.64063
20,2100,1.03392,1.07620,1.26976,1.64356
21,2200,0.98874,1.07100,1.42553,1.63086
22,2300,1.03739,1.06631,1.35141,1.62980
23,2400,0.99340,1.06092,1.25452,1.63370
24,2500,0.96671,1.05652,1.51009,1.62530
25,2600,0.92596,1.05121,1.46958,1.62452
26,2700,0.96592,1.04558,1.60786,1.62471
27,2800,0.85631,1.04255,1.73371,1.62403
28,2900,0.99359,1.03615,1.57828,1.61996
29,3000,0.95289,1.03205,1.62867,1.61500
30,3100,0.96007,1.02633,1.53297,1.61715
31,3200,1.01962,1.02159,1.91310,1.61668
32,3300,0.90624,1.01753,1.83472,1.61385
33,3400,1.01211,1.01105,1.98713,1.61551
34,3500,0.99607,1.00672,1.80994,1.60786
35,3600,1.12517,1.00187,1.93794,1.60721
36,3700,1.02554,0.99752,1.79120,1.60038
37,3800,0.98629,0.99255,2.06376,1.59537
38,3900,0.94539,0.98801,2.16307,1.60078
39,4000,1.13773,0.98343,2.11975,1.59590
40,4100,1.01917,0.97880,1.81282,1.58690
41,4200,0.98297,0.97483,2.03132,1.58594
42,4300,1.13992,0.97051,2.12395,1.58662
43,4400,1.06943,0.96449,2.26769,1.58787
44,4500,1.05507,0.96067,1.68871,1.57585
45,4600,1.20627,0.95568,2.30125,1.57922
46,4700,0.99273,0.95154,2.29076,1.57205
47,4800,0.94593,0.94689,2.14988,1.55995
48,4900,1.04762,0.94171,1.98439,1.56088
49,5000,1.01094,0.93800,2.19071,1.56198
50,5100,0.99487,0.93360,2.04862,1.54666
51,5200,1.02544,0.92823,1.99895,1.54808
52,5300,0.99224,0.92405,2.39611,1.54398
53,5400,1.06499,0.91993,2.08897,1.54659
54,5500,0.99192,0.91561,1.85319,1.52819
55,5600,0.92009,0.91102,2.34723,1.53150
56,5700,0.95779,0.90776,2.51970,1.52796
57,5800,0.95814,0.90289,2.26371,1.51880
58,5900,0.94645,0.89902,2.11858,1.51922
59,6000,0.98863,0.89468,2.24965,1.50893
60,6100,1.09598,0.88981,2.65333,1.50241
61,6200,1.08056,0.88627,2.25624,1.49596
62,6300,1.06131,0.88183,2.34063,1.48682
63,6400,1.09763,0.87737,2.43155,1.48840
64,6500,0.94588,0.87336,2.58557,1.48348
65,6600,1.03909,0.86872,2.43294,1.47799
66,6700,1.14221,0.86466,2.37151,1.46681
67,6800,0.93928,0.86065,2.16542,1.45535
68,6900,0.96942,0.85604,2.45265,1.45340
69,7000,1.06802,0.85186,2.99098,1.44844
70,7100,0.96290,0.84725,2.30196,1.44448
71,7200,1.00351,0.84371,2.81091,1.44148
72,7300,1.10727,0.83998,2.42551,1.41733
73,7400,1.10597,0.83503,2.16245,1.42275
74,7500,1.06211,0.83148,2.25703,1.41055
75,7600,1.05362,0.82731,1.96489,1.40482
76,7700,0.95630,0.82367,2.60865,1.39706
77,7800,1.04901,0.81963,2.15612,1.38924
78,7900,0.98394,0.81481,2.23716,1.38171
79,8000,0.96120,0.81064,2.60747,1.37656
80,8100,1.10752,0.80765,2.36649,1.36622
81,8200,1.05957,0.80277,2.45354,1.35941
82,8300,1.06386,0.79978,2.19538,1.35727
83,8400,1.06775,0.79510,2.25498,1.35124
84,8500,1.06110,0.79136,2.37879,1.34606
85,8600,1.06835,0.78790,3.12447,1.33933
86,8700,1.03582,0.78312,2.35749,1.32910
87,8800,0.98597,0.77985,2.36860,1.32122
88,8900,0.96496,0.77574,2.31169,1.31808
89,9000,1.00967,0.77126,2.28473,1.30488
90,9100,0.99838,0.76789,2.05200,1.29567
91,9200,1.12408,0.76357,2.19797,1.29151
92,9300,0.97240,0.75943,2.01331,1.28227
93,9400,1.05328,0.75562,2.24915,1.27797
94,9500,0.93537,0.75212,2.34090,1.27137
95,9600,1.05719,0.74823,2.08809,1.25672
96,9700,1.02483,0.74397,2.39966,1.24963
97,9800,1.07829,0.74057,2.20027,1.23900
98,9900,1.04611,0.73660,2.09925,1.23624
99,10000,1.05816,0.73315,2.17967,1.22719
100,10100,1.01230,0.72854,1.89900,1.22782
101,10200,1.10654,0.72513,1.95673,1.21703
102,10300,0.96494,0.72126,1.88967,1.20684
103,10400,1.00090,0.71787,2.28426,1.20360
104,10500,1.06133,0.71428,2.42757,1.19506
105,10600,0.93253,0.71018,2.54641,1.19070
106,10700,0.99088,0.70643,2.14584,1.19382
107,10800,0.93598,0.70289,2.28309,1.17657
108,10900,0.96811,0.69914,1.89671,1.17325
109,11000,1.02319,0.69535,2.14256,1.16126
110,11100,0.93292,0.69192,2.26189,1.15436
111,11200,0.96565,0.68782,2.13589,1.14749
112,11300,1.03085,0.68452,2.30889,1.14451
113,11400,1.04583,0.68065,1.72294,1.13438
114,11500,0.98534,0.67740,2.04849,1.12998
115,11600,1.12310,0.67370,2.41091,1.12308
116,11700,0.95613,0.67003,2.04886,1.11363
117,11800,1.03316,0.66617,1.99310,1.10926
118,11900,1.06482,0.66245,1.71204,1.10351
119,12000,1.09022,0.65868,2.06271,1.09460
120,12100,1.03126,0.65533,2.07415,1.09029
121,12200,1.02528,0.65158,1.77112,1.08574
122,12300,1.00079,0.64800,1.81663,1.06992
123,12400,1.05849,0.64457,1.70268,1.07127
124,12500,1.05636,0.64102,1.56724,1.06471
125,12600,0.94912,0.63711,1.83131,1.05642
126,12700,0.98370,0.63362,1.61769,1.05078
127,12800,1.09119,0.63026,1.68198,1.04215
128,12900,0.94744,0.62652,1.98046,1.03835
129,13000,0.98848,0.62303,1.62967,1.02906
130,13100,0.97769,0.61974,1.75339,1.02282
131,13200,1.06413,0.61625,1.59845,1.01428
132,13300,0.91070,0.61252,1.90976,1.00863
133,13400,1.15086,0.60947,1.81921,1.00766
134,13500,1.04526,0.60562,1.90505,1.00106
135,13600,1.03825,0.60238,1.77458,0.99397
136,13700,1.04368,0.59883,1.50093,0.99023
137,13800,0.90410,0.59569,1.76010,0.98278
138,13900,0.95923,0.59208,1.85523,0.97955
139,14000,1.09745,0.58893,1.59168,0.96903
140,14100,1.03311,0.58549,1.67501,0.96725
141,14200,1.00056,0.58213,1.57165,0.95944
142,14300,0.95833,0.57872,1.50854,0.94982
143,14400,1.02833,0.57562,1.51120,0.94709
144,14500,0.93096,0.57233,1.46411,0.94245
145,14600,1.05156,0.56911,1.55138,0.93643
146,14700,0.94908,0.56529,1.64175,0.93465
147,14800,1.08845,0.56241,1.52257,0.92445
148,14900,0.99386,0.55908,1.57024,0.92409
149,15000,1.02596,0.55559,1.43013,0.91697
150,15100,1.05773,0.55227,1.83136,0.91291
151,15200,0.95364,0.54879,1.44477,0.90126
152,15300,0.95728,0.54535,1.54582,0.90013
153,15400,1.01449,0.54239,1.48827,0.89547
154,15500,0.98434,0.53918,1.35357,0.89157
155,15600,1.01478,0.53570,1.66667,0.88491
156,15700,1.05239,0.53259,1.42044,0.87905
157,15800,1.01140,0.52920,1.26648,0.87385
158,15900,0.95623,0.52594,1.60018,0.86957
159,16000,1.08045,0.52296,1.42035,0.86437
160,16100,0.99361,0.51986,1.91221,0.85975
161,16200,1.13105,0.51654,1.60967,0.85688
162,16300,1.09296,0.51328,1.42522,0.85128
163,16400,1.01946,0.51008,1.37722,0.84307
164,16500,1.03244,0.50707,1.38670,0.83877
165,16600,0.92288,0.50396,1.34555,0.83593
166,16700,1.07460,0.50086,1.26572,0.83270
167,16800,1.06983,0.49769,1.27097,0.82533
168,16900,0.88958,0.49428,1.28248,0.81975
169,17000,1.00649,0.49142,1.38431,0.81678
170,17100,1.09783,0.48839,1.26209,0.81377
171,17200,1.09097,0.48522,1.28940,0.80535
172,17300,1.11331,0.48207,1.53764,0.80187
173,17400,1.04958,0.47896,1.28371,0.80090
174,17500,0.94022,0.47621,1.26938,0.79243
175,17600,1.00441,0.47315,1.25060,0.78819
176,17700,1.02056,0.47018,1.17340,0.78318
177,17800,1.09767,0.46712,1.27814,0.77797
178,17900,1.02002,0.46431,1.19368,0.77353
179,18000,0.95984,0.46123,1.23998,0.76959
180,18100,1.08193,0.45858,1.26459,0.76521
181,18200,0.92893,0.45527,1.17786,0.76101
182,18300,1.00272,0.45238,1.17920,0.75731
183,18400,0.96584,0.44951,1.33147,0.75243
184,18500,1.00794,0.44667,1.15441,0.74713
185,18600,0.94908,0.44335,1.18455,0.74454
186,18700,0.94069,0.44039,1.09587,0.73904
