iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss
0,100,-3.93026,4.06150,0.80912,-3.95290,4.17810,0.80901,-4.03708,4.19944,0.80888
1,200,-4.55393,0.96515,0.80267,-4.34866,0.96520,0.80232,-4.45168,0.99366,0.80203
2,300,-5.03711,1.00876,0.79477,-4.92629,1.02741,0.79435,-5.07724,1.05597,0.79417
3,400,-5.40828,1.21146,0.78842,-5.46097,1.11008,0.78806,-5.57090,1.12881,0.78804
4,500,-6.19480,1.38471,0.78151,-6.25639,1.35140,0.78120,-6.11458,1.30273,0.78115
5,600,-6.83738,1.54198,0.77367,-6.85918,1.54192,0.77374,-6.70219,1.51680,0.77342
6,700,-7.38083,1.73845,0.76614,-7.38548,1.77997,0.76575,-7.19847,1.69637,0.76577
7,800,-7.91913,1.86171,0.75803,-7.91743,1.91444,0.75807,-7.74056,1.80707,0.75800
8,900,-8.56041,1.90738,0.75072,-8.55933,1.84618,0.75057,-8.23397,1.87882,0.75042
9,1000,-9.10993,1.89584,0.74320,-9.12968,1.89612,0.74301,-8.86279,1.96821,0.74306
10,1100,-9.66138,1.98978,0.73592,-9.62162,2.09002,0.73599,-9.38883,2.30440,0.73574
11,1200,-10.21791,2.07514,0.72898,-10.26827,1.97198,0.72875,-9.84989,2.29563,0.72844
12,1300,-10.81610,2.19793,0.72159,-10.75453,2.01533,0.72165,-10.43363,2.25690,0.72142
13,1400,-11.13410,2.05758,0.71456,-11.34646,2.15039,0.71438,-10.97187,2.52821,0.71446
14,1500,-11.66434,2.10619,0.70720,-11.72172,2.17676,0.70741,-11.52383,2.50564,0.70724
15,1600,-12.23794,2.56851,0.70004,-12.17351,2.45127,0.70015,-12.03053,3.08597,0.69997
16,1700,-12.73849,2.69109,0.69306,-12.48463,2.77367,0.69300,-12.56281,3.13452,0.69284
17,1800,-13.10808,2.34233,0.68613,-12.99339,2.62261,0.68630,-12.94822,3.10373,0.68593
18,1900,-13.59104,2.97221,0.67925,-13.41476,2.68008,0.67915,-13.29883,3.30072,0.67924
19,2000,-13.92322,2.88816,0.67220,-13.81585,2.70280,0.67221,-13.79675,3.48300,0.67218
20,2100,-14.22735,3.16095,0.66525,-14.29445,3.01124,0.66522,-14.08868,3.97320,0.66518
21,2200,-14.69941,2.89347,0.65835,-14.62273,2.99768,0.65836,-14.59297,4.08307,0.65827
22,2300,-14.89337,3.09097,0.65148,-15.05436,3.31712,0.65134,-14.87002,4.21521,0.65118
23,2400,-15.31820,3.40221,0.64461,-15.39259,3.27790,0.64419,-15.29285,5.10952,0.64415
24,2500,-15.59863,3.27423,0.63779,-15.73542,3.45941,0.63758,-15.74067,4.33972,0.63737
25,2600,-15.91354,3.26082,0.63098,-16.11302,3.66950,0.63069,-15.99633,4.37399,0.63065
26,2700,-16.42081,3.66035,0.62407,-16.40175,3.62734,0.62411,-16.21164,4.80270,0.62402
27,2800,-16.44313,3.47058,0.61724,-16.61037,3.91001,0.61708,-16.56030,4.85629,0.61703
28,2900,-16.82880,3.88092,0.61047,-16.97808,3.85553,0.61038,-16.97697,4.86744,0.61046
29,3000,-16.82166,4.00066,0.60364,-17.04118,4.81211,0.60362,-17.16329,5.17362,0.60370
