iteration,episode,1_iql_loss,2_iql_loss,3_iql_loss
0,100,0.93550,0.95940,0.97113
1,200,0.81721,0.90040,0.94229
2,300,0.77457,0.88098,0.89906
3,400,0.74650,0.83061,0.86492
4,500,0.74665,0.83127,0.85864
5,600,0.72996,0.82631,0.85505
6,700,0.77910,0.82017,0.86766
7,800,0.77957,0.83264,0.85551
8,900,0.79094,0.85010,0.86019
9,1000,0.79668,0.84644,0.87136
10,1100,0.81328,0.84837,0.87881
11,1200,0.80863,0.85386,0.91478
12,1300,0.81295,0.86773,0.89686
13,1400,0.83654,0.87895,0.89688
14,1500,0.85676,0.87537,0.91475
15,1600,0.88863,0.88977,0.91137
16,1700,0.88366,0.89897,0.93630
17,1800,0.89125,0.91979,0.95695
18,1900,0.92445,0.94515,0.95114
19,2000,0.92242,0.97042,0.98462
20,2100,0.93636,0.98114,0.99401
21,2200,0.93205,0.99583,1.01251
22,2300,0.96673,1.01308,1.04399
23,2400,0.97631,1.01883,1.02511
24,2500,0.99340,1.05963,1.04018
25,2600,1.01792,1.01384,1.06135
26,2700,1.06150,1.05787,1.10006
27,2800,1.05064,1.08304,1.08388
28,2900,1.07095,1.13660,1.11592
29,3000,1.07050,1.10301,1.13402
30,3100,1.13325,1.14844,1.14330
31,3200,1.07846,1.16425,1.14903
32,3300,1.10974,1.19124,1.15754
33,3400,1.11774,1.21031,1.18040
34,3500,1.13228,1.21555,1.22570
35,3600,1.17106,1.24172,1.22658
36,3700,1.19068,1.22309,1.25204
37,3800,1.19451,1.27984,1.23687
38,3900,1.24760,1.24424,1.25218
39,4000,1.20867,1.24973,1.26323
40,4100,1.22100,1.30371,1.30550
41,4200,1.22080,1.30599,1.28954
42,4300,1.18666,1.31912,1.30833
43,4400,1.26799,1.35355,1.33115
44,4500,1.19975,1.35161,1.30372
45,4600,1.23345,1.34777,1.32983
46,4700,1.25690,1.39131,1.33932
47,4800,1.24342,1.39639,1.37931
48,4900,1.30751,1.33785,1.33328
49,5000,1.27350,1.39359,1.38280
50,5100,1.30928,1.43254,1.37693
51,5200,1.32455,1.38878,1.37539
52,5300,1.35744,1.39202,1.40571
53,5400,1.34670,1.47119,1.39758
54,5500,1.32676,1.42358,1.41070
55,5600,1.27252,1.43015,1.47580
56,5700,1.31768,1.49076,1.43736
57,5800,1.33322,1.47755,1.45080
58,5900,1.34440,1.51884,1.44277
59,6000,1.33162,1.48822,1.45979
60,6100,1.37369,1.53288,1.43584
61,6200,1.36394,1.52660,1.53706
62,6300,1.39036,1.51150,1.49489
63,6400,1.40803,1.61026,1.45010
64,6500,1.41440,1.56360,1.44598
65,6600,1.36595,1.56197,1.50711
66,6700,1.37496,1.52536,1.45148
67,6800,1.35095,1.62894,1.49605
68,6900,1.40355,1.65583,1.49644
69,7000,1.39692,1.55558,1.52332
70,7100,1.37767,1.56683,1.48981
71,7200,1.33071,1.62570,1.55280
72,7300,1.39570,1.64565,1.52578
73,7400,1.34795,1.63831,1.54475
74,7500,1.34716,1.64416,1.56427
