iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value
0,100,-1.47188,3.02899,0.25357,-1.49136,2.35962,0.22581,-1.35380,2.03271,0.20923
1,200,-1.50047,1.55204,0.19821,-1.49242,1.45836,0.19266,-1.44545,1.48276,0.18511
2,300,-1.84807,1.52535,0.19674,-1.89812,1.43786,0.19290,-1.89303,1.51159,0.19140
3,400,-2.02528,1.42690,0.19463,-2.12002,1.36618,0.19167,-2.03951,1.54007,0.19271
4,500,-2.23488,1.44123,0.19229,-2.32485,1.31819,0.18836,-2.24026,1.45184,0.18740
5,600,-2.45687,1.41936,0.18755,-2.60577,1.46444,0.18490,-2.39937,1.47506,0.18424
6,700,-2.73120,1.30485,0.18363,-2.72547,1.32453,0.17988,-2.64342,1.45793,0.17761
7,800,-2.96795,1.35522,0.17629,-2.92927,1.42938,0.17729,-2.83615,1.34064,0.17412
8,900,-3.05622,1.42208,0.17287,-3.12063,1.35105,0.17356,-2.90749,1.31295,0.17166
9,1000,-3.15352,1.37159,0.17063,-3.24345,1.43711,0.16907,-3.00300,1.40893,0.16789
10,1100,-3.37710,1.22615,0.16623,-3.32940,1.42651,0.16504,-3.14892,1.26790,0.16339
11,1200,-3.40757,1.29962,0.16360,-3.51737,1.42586,0.16165,-3.42204,1.45510,0.16235
12,1300,-3.64826,1.17035,0.16435,-3.61021,1.41955,0.16137,-3.44751,1.41149,0.16186
13,1400,-3.81816,1.40387,0.16278,-3.90255,1.42191,0.16132,-3.64414,1.29575,0.16037
14,1500,-3.98164,1.38862,0.15767,-3.95446,1.49602,0.15743,-3.77558,1.40068,0.15750
15,1600,-4.06570,1.48749,0.15797,-4.04340,1.53336,0.15529,-3.95987,1.43317,0.15654
16,1700,-4.19433,1.31373,0.15488,-4.18676,1.43229,0.15540,-4.06241,1.38482,0.15436
17,1800,-4.39375,1.33298,0.15369,-4.38810,1.44754,0.15358,-4.20478,1.41487,0.15223
18,1900,-4.52222,1.36617,0.15320,-4.50281,1.41648,0.15371,-4.39871,1.40062,0.15253
19,2000,-4.67418,1.49004,0.15488,-4.71728,1.43056,0.15497,-4.57894,1.38959,0.15208
20,2100,-4.76712,1.39354,0.15513,-4.89847,1.35613,0.15443,-4.81464,1.40049,0.15347
21,2200,-5.08283,1.51240,0.15336,-5.02454,1.38028,0.15257,-4.92341,1.41221,0.15261
22,2300,-5.25805,1.37128,0.15173,-5.28674,1.40637,0.15332,-5.14279,1.35434,0.15306
23,2400,-5.36742,1.42592,0.15305,-5.43490,1.40734,0.15129,-5.34601,1.38199,0.15282
24,2500,-5.60522,1.34756,0.15068,-5.61533,1.47448,0.15037,-5.45293,1.43843,0.15151
25,2600,-5.81388,1.35325,0.15033,-5.73679,1.29217,0.14862,-5.68980,1.33458,0.14811
26,2700,-5.94052,1.34036,0.14684,-5.84941,1.38406,0.14702,-5.84145,1.26831,0.14742
27,2800,-6.10814,1.45547,0.14549,-6.05425,1.45376,0.14725,-5.96585,1.36377,0.14597
28,2900,-6.30663,1.38712,0.14392,-6.20098,1.36643,0.14597,-6.08749,1.44938,0.14427
29,3000,-6.43863,1.41845,0.14290,-6.22506,1.33934,0.14188,-6.19897,1.26152,0.14319
30,3100,-6.54526,1.42197,0.14285,-6.31466,1.39716,0.14145,-6.28457,1.38207,0.14156
31,3200,-6.67007,1.43479,0.14127,-6.37441,1.35712,0.14204,-6.39561,1.42126,0.13980
32,3300,-6.72510,1.65316,0.14071,-6.53791,1.42143,0.14068,-6.49329,1.33008,0.13973
33,3400,-6.97959,1.42715,0.13962,-6.59028,1.35319,0.13797,-6.53584,1.34636,0.13880
34,3500,-6.92438,1.42241,0.13718,-6.62877,1.36394,0.13577,-6.57436,1.35181,0.13733
35,3600,-7.16903,1.38636,0.13812,-6.80012,1.42076,0.13808,-6.68570,1.40228,0.13967
36,3700,-7.16486,1.32908,0.13775,-6.87610,1.48621,0.13694,-6.79539,1.32772,0.13702
37,3800,-7.26857,1.36690,0.13703,-6.94802,1.47876,0.13667,-6.93463,1.37767,0.13679
38,3900,-7.44278,1.38782,0.13695,-7.05134,1.46149,0.13760,-7.00321,1.31891,0.13574
39,4000,-7.56085,1.31833,0.13653,-7.07105,1.41211,0.13563,-7.11566,1.37688,0.13572
40,4100,-7.56526,1.44907,0.13627,-7.19241,1.31909,0.13325,-7.21246,1.46241,0.13510
41,4200,-7.76951,1.36340,0.13487,-7.35131,1.27476,0.13585,-7.28862,1.36376,0.13520
42,4300,-7.82819,1.44904,0.13445,-7.36871,1.40672,0.13536,-7.39502,1.35387,0.13535
43,4400,-7.87355,1.33758,0.13795,-7.48428,1.37094,0.13638,-7.56243,1.57243,0.13526
44,4500,-8.02029,1.36607,0.13618,-7.57657,1.33941,0.13662,-7.60373,1.34470,0.13670
45,4600,-8.10531,1.36066,0.13810,-7.67455,1.36267,0.13824,-7.81730,1.40085,0.13665
46,4700,-8.14121,1.41876,0.13632,-7.83337,1.37883,0.13554,-7.76686,1.72398,0.13794
47,4800,-8.31073,1.38643,0.13758,-7.94519,1.55235,0.13597,-7.98573,1.29162,0.13669
48,4900,-8.33993,1.43942,0.13782,-8.01413,1.37306,0.13746,-8.07854,1.37753,0.13650
49,5000,-8.65847,1.45343,0.13847,-8.19309,1.42303,0.13826,-8.14526,1.36717,0.13665
50,5100,-8.59930,1.47107,0.13724,-8.26689,1.49567,0.13666,-8.37688,1.43973,0.13941
51,5200,-8.72690,1.33840,0.13791,-8.39894,1.43841,0.13770,-8.41587,1.39259,0.13751
