iteration,episode,1_iql_loss,2_iql_loss,3_iql_loss
0,100,0.83185,0.92982,0.96430
1,200,0.63704,0.80383,0.80218
2,300,0.43264,0.57866,0.59499
3,400,0.38528,0.36316,0.38035
4,500,0.34263,0.21225,0.23487
5,600,0.30124,0.15552,0.17448
6,700,0.28366,0.14252,0.14967
7,800,0.28841,0.12610,0.13204
8,900,0.28584,0.11964,0.12392
9,1000,0.28877,0.12040,0.12651
10,1100,0.29977,0.11817,0.12331
11,1200,0.29707,0.11766,0.12140
12,1300,0.30339,0.11628,0.11963
13,1400,0.31223,0.11684,0.12575
14,1500,0.30734,0.11950,0.12719
15,1600,0.31930,0.12096,0.12994
16,1700,0.31412,0.12502,0.13202
17,1800,0.32727,0.13059,0.13707
18,1900,0.31999,0.13115,0.14259
19,2000,0.33172,0.14351,0.14661
20,2100,0.33819,0.14229,0.15545
21,2200,0.33119,0.15429,0.15986
22,2300,0.34485,0.16434,0.16904
23,2400,0.34837,0.17189,0.17412
24,2500,0.35073,0.17913,0.18459
25,2600,0.35727,0.19227,0.19693
26,2700,0.34667,0.20028,0.20422
27,2800,0.34755,0.21790,0.21866
28,2900,0.36397,0.22495,0.22153
29,3000,0.35809,0.22982,0.24281
30,3100,0.37433,0.25674,0.25580
31,3200,0.37347,0.26726,0.27297
32,3300,0.37700,0.27893,0.28455
33,3400,0.37166,0.29074,0.29318
34,3500,0.38421,0.30945,0.30767
35,3600,0.39860,0.31726,0.31982
36,3700,0.39345,0.33392,0.33829
37,3800,0.38342,0.35392,0.34796
38,3900,0.39975,0.35928,0.35816
39,4000,0.38920,0.38450,0.37918
40,4100,0.39325,0.39647,0.39064
41,4200,0.40963,0.40995,0.40517
42,4300,0.39808,0.42158,0.41242
43,4400,0.41117,0.43207,0.43763
44,4500,0.40817,0.44120,0.43590
45,4600,0.41680,0.46813,0.46140
46,4700,0.40442,0.47994,0.47113
47,4800,0.42303,0.48309,0.48284
48,4900,0.43757,0.50074,0.49322
49,5000,0.42379,0.52069,0.52276
50,5100,0.43825,0.52514,0.53414
51,5200,0.43092,0.54128,0.53877
52,5300,0.42370,0.55327,0.55805
53,5400,0.43512,0.58005,0.57653
54,5500,0.43058,0.57667,0.57559
55,5600,0.45815,0.59490,0.58840
56,5700,0.45771,0.60905,0.61540
57,5800,0.44946,0.61576,0.59712
58,5900,0.46631,0.62879,0.63632
59,6000,0.46468,0.63427,0.63913
60,6100,0.45970,0.63455,0.64220
61,6200,0.45759,0.65205,0.65564
62,6300,0.47821,0.65197,0.67158
63,6400,0.45171,0.67447,0.66686
