iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss,3_iql_loss,3_rnd_forward_loss,4_iql_loss,4_rnd_forward_loss
0,100,31.90348,1.18583,34.61292,1.23342,30.29681,1.15621,40.31359,1.32339
1,200,10.69683,1.18566,11.88752,1.23752,10.11848,1.15547,14.84319,1.29981
2,300,2.72314,1.18469,3.17885,1.19873,2.73482,1.15603,3.78267,1.28621
3,400,1.61845,1.19188,2.01568,1.19201,1.78122,1.16154,2.58602,1.29215
4,500,1.54223,1.18225,1.34650,1.18303,1.38933,1.16444,1.71237,1.28957
5,600,1.48816,1.17648,1.72600,1.17829,1.08715,1.16845,1.29477,1.28126
6,700,1.43617,1.16524,1.09966,1.17610,1.09060,1.16861,1.21815,1.28554
7,800,1.03756,1.15683,1.24971,1.17307,1.01961,1.16412,1.22927,1.28875
8,900,1.19116,1.15328,0.92747,1.16125,1.16950,1.15043,1.14893,1.29039
9,1000,0.94219,1.15172,1.24723,1.16132,1.26493,1.15626,1.24831,1.28698
10,1100,1.19196,1.15623,1.30898,1.16468,1.10764,1.15006,1.01258,1.29417
11,1200,1.31440,1.15365,1.14474,1.16604,0.99464,1.14202,0.98998,1.29567
12,1300,0.85771,1.15391,1.26713,1.16442,1.10955,1.13600,0.97777,1.30139
13,1400,0.99919,1.14944,0.95241,1.16597,0.91007,1.13504,1.07020,1.29308
14,1500,0.86115,1.14602,0.98334,1.15873,1.15164,1.12809,1.00925,1.29560
15,1600,1.01471,1.13879,1.03493,1.15395,1.00583,1.12802,1.07051,1.29072
16,1700,1.19396,1.13972,0.88073,1.14629,1.04126,1.12605,1.14894,1.29641
17,1800,0.96264,1.13828,0.91533,1.14507,1.03283,1.12319,0.81183,1.29660
18,1900,1.11221,1.13890,0.94140,1.14563,1.10614,1.12053,1.03931,1.29866
19,2000,1.18451,1.12784,0.92552,1.14381,1.00097,1.11825,0.99243,1.30113
20,2100,0.87978,1.13136,1.08715,1.14108,1.08354,1.11330,1.03068,1.30825
21,2200,0.81992,1.13255,0.90628,1.14037,0.96985,1.11639,0.99518,1.30374
22,2300,1.24399,1.12744,1.01806,1.13530,1.18824,1.10413,1.08704,1.31130
23,2400,1.03490,1.12231,1.21585,1.13283,1.06723,1.10545,1.02319,1.31336
24,2500,1.20095,1.12573,0.73070,1.13103,1.15782,1.10436,1.02531,1.31224
25,2600,1.00970,1.12975,1.13924,1.13688,1.08575,1.09643,0.99837,1.31643
26,2700,0.97492,1.12322,1.17621,1.13098,1.31804,1.09770,1.01413,1.31955
27,2800,1.00264,1.12730,1.09183,1.12610,0.91350,1.09626,0.94081,1.31115
28,2900,0.99293,1.12298,1.06109,1.12473,0.97051,1.09916,1.05654,1.31656
29,3000,1.08045,1.12244,0.91624,1.12644,0.82827,1.09490,1.03932,1.32429
30,3100,0.84216,1.12068,1.01269,1.12710,1.08877,1.09190,0.81321,1.32572
31,3200,1.18707,1.12330,1.29284,1.12113,1.16962,1.09192,0.97385,1.33213
32,3300,1.31220,1.12002,1.18267,1.12031,0.97488,1.08957,1.04258,1.33151
33,3400,1.18141,1.11955,1.05704,1.12097,1.14214,1.08007,0.96437,1.33450
34,3500,1.08251,1.11576,0.68958,1.12531,0.99680,1.08622,0.96576,1.33435
35,3600,0.88621,1.11469,1.39859,1.11646,0.97604,1.08522,0.92680,1.33832
36,3700,0.78219,1.11680,0.90820,1.11791,1.04495,1.08567,1.08590,1.34907
37,3800,1.04331,1.11470,0.85288,1.11949,1.07695,1.08463,0.94960,1.35017
38,3900,1.22248,1.11904,1.19826,1.12552,0.99610,1.08373,0.97328,1.34983
39,4000,0.83660,1.11414,0.86818,1.12445,1.12885,1.07840,0.96892,1.36106
40,4100,1.17476,1.11544,1.17368,1.12009,1.11574,1.07321,1.03600,1.36279
41,4200,1.08361,1.11504,1.26844,1.12260,0.94450,1.07657,0.91196,1.35323
42,4300,0.96111,1.10493,1.21981,1.11941,1.11287,1.07094,0.93406,1.36555
43,4400,1.46032,1.10460,1.12414,1.11665,1.04851,1.07105,0.98631,1.36135
44,4500,1.20178,1.09700,1.13776,1.11164,1.43747,1.07229,0.92700,1.36162
45,4600,1.08300,1.09858,1.01772,1.11715,1.08989,1.07004,1.01887,1.36513
46,4700,1.03249,1.09652,0.97787,1.11305,1.10410,1.06619,0.97933,1.36262
47,4800,0.95135,1.08837,1.06822,1.10395,0.91679,1.06740,0.94795,1.36558
48,4900,1.27816,1.09163,1.06594,1.11007,1.13769,1.06639,1.02811,1.36262
49,5000,1.02609,1.08723,1.13693,1.10604,0.91621,1.05971,0.89521,1.36451
50,5100,1.34055,1.07973,1.00539,1.09918,0.86185,1.05626,0.86022,1.36321
51,5200,1.14139,1.08111,1.31411,1.10338,1.06839,1.05369,1.00013,1.36564
52,5300,0.96210,1.07399,1.12217,1.09889,1.07974,1.05074,0.94906,1.35495
53,5400,1.13192,1.07539,1.01712,1.09570,1.06106,1.05001,1.06072,1.35141
54,5500,1.08671,1.07000,1.25811,1.08994,0.87482,1.04740,0.97909,1.35191
55,5600,0.98005,1.07021,1.07178,1.08255,1.03959,1.04230,0.94082,1.35300
56,5700,1.28449,1.07072,1.13290,1.07239,1.07934,1.04364,0.97522,1.34512
57,5800,1.17543,1.05734,1.01742,1.07537,1.31016,1.03491,0.90803,1.34887
58,5900,1.21480,1.06116,0.91101,1.07697,1.06622,1.03334,0.85844,1.33393
59,6000,1.24662,1.05329,1.23801,1.07488,1.15345,1.03678,0.93308,1.33834
60,6100,0.85899,1.05712,1.10848,1.06678,0.92936,1.03230,0.90905,1.32156
61,6200,1.07824,1.04855,1.11675,1.07162,0.96530,1.02277,0.98353,1.32804
62,6300,1.23036,1.04584,1.24443,1.06700,0.95160,1.02203,0.98214,1.32162
63,6400,1.12630,1.03914,0.98418,1.06374,0.94808,1.01463,0.96373,1.31877
64,6500,1.00139,1.03788,0.97869,1.05693,0.99484,1.00798,1.02462,1.31101
65,6600,1.01459,1.03621,1.04310,1.04668,0.88479,1.00955,1.01073,1.31185
66,6700,0.96482,1.03467,1.23786,1.04206,0.98587,1.00518,0.94163,1.28991
67,6800,0.99482,1.02902,0.73425,1.03693,0.99527,1.00886,1.01487,1.29529
68,6900,1.18450,1.02499,1.21776,1.03469,1.01859,1.00233,0.99933,1.28900
69,7000,1.26664,1.02067,1.02969,1.02910,1.05075,0.99609,0.97152,1.28629
70,7100,1.07143,1.01336,1.12913,1.02328,0.93114,0.99249,1.07350,1.28679
71,7200,0.82892,1.01776,1.00135,1.02481,1.06256,0.98636,0.88842,1.28211
72,7300,0.96758,1.00488,1.18396,1.00967,1.00128,0.98564,0.99500,1.27823
73,7400,1.00351,1.00173,0.84786,1.00803,0.98555,0.98449,0.96637,1.27148
74,7500,1.00234,0.99903,1.29485,1.00346,0.90647,0.96974,0.93605,1.26472
75,7600,1.19439,0.99043,1.23405,0.99852,0.76652,0.96974,0.90097,1.24932
76,7700,0.95098,0.99257,1.02641,0.99812,1.33783,0.97060,0.87987,1.24087
77,7800,1.23475,0.98370,1.05704,0.98576,0.94716,0.96199,0.97096,1.24218
78,7900,0.85985,0.97563,1.02753,0.99286,0.78919,0.96163,0.89737,1.24074
79,8000,0.98510,0.96599,1.20337,0.98630,0.95983,0.95438,0.94747,1.23040
