iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value
0,100,6.64267,0.43409,6.58748,0.43483,6.69778,0.43841
1,200,2.83796,0.34650,2.73602,0.34358,2.70660,0.34884
2,300,2.33924,0.33595,2.26807,0.33487,2.41047,0.33865
3,400,2.24246,0.33670,2.24886,0.33017,2.23384,0.33375
4,500,2.20181,0.33607,2.12139,0.32903,2.18826,0.33123
5,600,2.10955,0.33118,2.06031,0.32190,2.07982,0.32684
6,700,2.11448,0.32905,2.14336,0.32385,2.09958,0.32329
7,800,2.09271,0.32976,2.13688,0.32377,2.05766,0.32370
8,900,2.07077,0.32786,2.12204,0.32482,2.16465,0.32503
9,1000,2.08713,0.32741,2.08995,0.32251,2.09755,0.32428
10,1100,2.14273,0.32606,2.08725,0.32127,2.10315,0.32214
11,1200,2.13195,0.32357,2.08113,0.32116,2.13565,0.32010
12,1300,2.08843,0.32176,2.04555,0.31968,2.05418,0.32115
13,1400,2.02095,0.31913,2.00111,0.31585,2.05770,0.31808
14,1500,2.02137,0.31684,2.04141,0.31576,2.03686,0.31718
15,1600,2.10732,0.31400,2.02817,0.31334,2.10105,0.31725
16,1700,2.04925,0.31473,2.07458,0.31179,2.08303,0.31522
17,1800,1.99561,0.31297,2.07419,0.31486,2.08076,0.31384
18,1900,2.09879,0.31104,2.05569,0.30962,2.07176,0.31480
19,2000,1.96952,0.30998,1.97432,0.31023,2.02740,0.31250
20,2100,1.98426,0.30842,2.06217,0.31149,2.11491,0.31532
21,2200,2.08777,0.30598,2.09479,0.30835,2.06512,0.31236
22,2300,1.98983,0.30531,2.06394,0.30901,2.05406,0.31091
23,2400,2.00764,0.30625,1.98197,0.30252,2.07365,0.30926
24,2500,2.00271,0.30451,1.99667,0.30555,2.00092,0.30727
25,2600,1.97747,0.30366,1.98469,0.30450,2.00111,0.30897
26,2700,1.97797,0.30341,2.02448,0.30556,2.02469,0.30843
27,2800,2.07603,0.30371,1.98465,0.30666,2.07717,0.30653
28,2900,2.00912,0.30290,1.94336,0.30211,2.02865,0.30526
29,3000,1.99078,0.30400,1.95562,0.30384,1.95037,0.30531
30,3100,2.01439,0.30309,2.01817,0.30482,2.01391,0.30533
31,3200,1.99807,0.30188,1.99088,0.30168,1.95548,0.30359
32,3300,2.00257,0.30155,2.00404,0.30445,1.97306,0.30252
33,3400,1.96763,0.30166,1.97080,0.30299,2.01871,0.30368
34,3500,2.01152,0.29891,2.00439,0.30490,1.95599,0.29849
35,3600,2.00432,0.30106,1.99418,0.30185,2.00468,0.30013
36,3700,1.96905,0.30095,1.98726,0.30366,1.96815,0.29787
37,3800,1.99945,0.30239,1.89528,0.29940,1.99508,0.29736
38,3900,2.01352,0.30112,1.96170,0.30214,1.94077,0.29748
39,4000,2.01003,0.30490,1.97918,0.30057,1.92552,0.30009
40,4100,1.96677,0.30196,2.01261,0.30072,1.92291,0.29668
41,4200,1.96249,0.30486,2.01675,0.30347,1.98022,0.29847
42,4300,1.97884,0.30077,1.93583,0.30160,2.00586,0.29547
43,4400,1.91914,0.30157,1.96913,0.30014,1.96410,0.29930
44,4500,1.96139,0.30038,1.92116,0.29935,1.91638,0.29555
45,4600,1.98282,0.30038,1.98602,0.30106,1.95787,0.29525
46,4700,2.00516,0.30446,1.96578,0.30417,1.94805,0.29909
47,4800,2.00089,0.30220,1.93256,0.30318,2.00183,0.29646
48,4900,1.98408,0.30442,1.98568,0.30435,1.96685,0.29539
49,5000,1.95630,0.30144,1.87677,0.30124,1.95880,0.29518
50,5100,1.90774,0.30477,1.94371,0.30116,1.92006,0.29478
51,5200,1.94054,0.30427,1.95102,0.30126,1.96030,0.29547
52,5300,1.96720,0.30294,1.95307,0.30482,1.90911,0.29476
53,5400,1.97018,0.30142,1.92854,0.30512,1.92237,0.29738
54,5500,2.01254,0.30288,1.93129,0.30214,1.94487,0.29688
55,5600,1.88600,0.30168,1.96658,0.30501,1.99699,0.29830
56,5700,1.93714,0.30208,1.86351,0.30257,1.91063,0.29773
57,5800,1.91833,0.30068,1.94228,0.30399,1.96743,0.29909
58,5900,1.95921,0.30130,1.97992,0.30700,1.97730,0.29690
59,6000,1.92873,0.30153,1.92131,0.30344,1.89674,0.29881
60,6100,1.91157,0.30225,1.94917,0.30610,1.98213,0.30002
61,6200,1.95038,0.29890,1.97284,0.30701,1.99202,0.29754
62,6300,1.93440,0.29977,2.00716,0.30788,1.92645,0.30095
63,6400,1.91574,0.29874,1.91597,0.30306,1.92103,0.29785
64,6500,1.93482,0.30086,1.97579,0.30725,1.94458,0.29976
65,6600,1.95736,0.30361,1.94113,0.30569,2.00201,0.29988
66,6700,1.92479,0.30185,1.89793,0.30569,1.98331,0.30149
67,6800,1.95005,0.30188,1.92193,0.30539,1.96359,0.30066
