iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss,3_iql_loss,3_rnd_forward_loss
0,100,77.94371,1.82859,114.71087,2.19765,125.54066,2.29820
1,200,40.08016,1.85077,57.92992,2.09903,64.32292,2.18387
2,300,8.22320,1.87097,12.20699,2.10675,13.58368,2.16807
3,400,4.07927,1.85423,6.00443,2.12709,6.48670,2.16895
4,500,2.38170,1.85767,2.61739,2.12052,2.59904,2.15335
5,600,1.62844,1.86592,1.62133,2.12447,1.65769,2.15158
6,700,1.38155,1.88603,1.30327,2.14872,1.40244,2.15851
7,800,1.31892,1.91235,1.13267,2.15294,1.20151,2.17361
8,900,1.22725,1.92270,1.19938,2.17136,1.19813,2.17728
9,1000,1.09501,1.92949,1.05646,2.18235,1.06194,2.17631
10,1100,1.14689,1.92527,1.06139,2.17417,1.15326,2.17252
11,1200,0.93569,1.92591,0.99671,2.16693,1.00576,2.16901
12,1300,1.10372,1.93119,1.03516,2.16033,1.15858,2.16711
13,1400,1.11362,1.92482,0.99444,2.15458,1.03719,2.16929
14,1500,1.14018,1.93335,1.03112,2.16796,1.05603,2.17426
15,1600,1.04240,1.93792,1.05169,2.16560,1.12570,2.18726
16,1700,1.02966,1.93832,1.03686,2.18772,1.04832,2.19560
17,1800,1.09556,1.94246,1.07050,2.19698,1.12254,2.19702
18,1900,1.15869,1.95923,1.08149,2.20708,1.01611,2.19232
19,2000,1.11546,1.95813,1.07768,2.21372,1.16330,2.19069
20,2100,1.09609,1.97868,1.14619,2.22636,1.05578,2.19707
21,2200,1.06892,1.96752,1.10771,2.22982,1.01420,2.21156
22,2300,1.19207,1.96769,1.06612,2.22732,1.07790,2.22315
23,2400,1.06564,1.97010,1.16157,2.23031,0.97060,2.21567
24,2500,0.99028,1.96962,1.07315,2.21822,1.07472,2.23709
25,2600,1.06586,1.97441,1.06319,2.23333,1.17514,2.23790
26,2700,1.14126,1.97540,1.09081,2.25378,1.12960,2.23250
27,2800,1.06765,1.97676,1.09293,2.25274,1.09767,2.23915
28,2900,1.04837,1.98903,1.13654,2.26790,1.05270,2.23587
29,3000,1.06962,1.98063,1.01413,2.27201,1.06875,2.23475
30,3100,1.10800,1.97605,1.03401,2.26909,1.13557,2.23809
31,3200,1.12431,1.99187,1.17522,2.27669,1.05466,2.23700
32,3300,1.02418,1.98250,1.08106,2.28889,1.04852,2.24452
33,3400,1.06892,1.97441,1.09373,2.27827,1.16945,2.24506
34,3500,1.03066,1.98270,1.13653,2.29718,1.13533,2.24593
35,3600,1.05970,1.99571,1.27776,2.29817,1.06407,2.25966
36,3700,0.97886,1.99289,1.18480,2.30452,1.05810,2.25977
37,3800,1.00697,1.98557,1.18620,2.31036,1.07532,2.26242
38,3900,1.01629,2.00518,1.31656,2.31231,1.11942,2.26979
39,4000,1.12970,2.01306,1.24339,2.32780,1.11591,2.28958
40,4100,1.08448,2.01600,1.00588,2.30896,1.09124,2.26818
41,4200,1.02618,2.01241,1.42075,2.33581,1.14382,2.27871
