iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value,4_iql_loss,4_count_value
0,100,5.00125,0.35603,3.80814,0.32182,3.23600,0.29941,2.75259,0.28381
1,200,2.00162,0.25054,1.84617,0.24427,1.79388,0.23976,1.68397,0.23516
2,300,1.73956,0.23834,1.72527,0.23666,1.80978,0.23507,1.66594,0.23037
3,400,1.73648,0.23702,1.74952,0.23631,1.69637,0.23094,1.68413,0.23053
4,500,1.81583,0.23744,1.85220,0.23340,1.70681,0.23127,1.60223,0.23004
5,600,1.84922,0.23468,1.86059,0.23466,1.88023,0.23159,1.56839,0.23211
6,700,1.73760,0.23408,1.67715,0.23148,1.80089,0.23135,1.53246,0.23151
7,800,1.81849,0.23649,1.69268,0.23268,1.78368,0.23274,1.59302,0.23322
8,900,1.82228,0.23484,1.82039,0.23445,1.69723,0.23278,1.59355,0.23237
9,1000,1.79076,0.23546,1.80035,0.23367,1.79786,0.23385,1.55822,0.23167
10,1100,1.74279,0.23398,1.80886,0.23510,1.68873,0.23420,1.55214,0.23282
11,1200,1.78576,0.23454,1.82767,0.23449,1.69358,0.23282,1.53853,0.23127
12,1300,1.84940,0.23480,1.80558,0.23434,1.75226,0.23031,1.58393,0.23413
13,1400,1.74224,0.23367,1.75748,0.23423,1.77614,0.23575,1.50071,0.23330
14,1500,1.69556,0.23511,1.93373,0.23376,1.73826,0.23530,1.54591,0.23464
15,1600,1.67190,0.23350,1.80102,0.23202,1.74964,0.23417,1.61971,0.23338
16,1700,1.76027,0.23406,1.76982,0.23499,1.85456,0.23552,1.59409,0.23247
17,1800,1.79838,0.23483,1.83623,0.23401,1.92220,0.23257,1.60576,0.23260
18,1900,1.80722,0.23268,1.92882,0.23274,1.68651,0.23515,1.58987,0.23288
19,2000,1.77518,0.23499,1.82534,0.23282,1.77015,0.23327,1.58143,0.23305
20,2100,1.85493,0.23462,1.77600,0.23128,1.88380,0.23333,1.56582,0.23226
21,2200,1.82263,0.23369,1.83768,0.23512,1.81467,0.23207,1.65005,0.23274
22,2300,1.84331,0.23499,1.78986,0.23446,1.83879,0.23601,1.57178,0.23493
23,2400,1.78685,0.23490,1.68850,0.23191,1.76060,0.23386,1.57424,0.23309
24,2500,1.88136,0.23377,1.80013,0.23350,1.84329,0.23345,1.55535,0.23247
25,2600,1.80415,0.23320,1.88310,0.23457,1.81870,0.23377,1.63992,0.23313
26,2700,1.84640,0.23216,1.74453,0.23259,1.73507,0.23195,1.60322,0.23208
27,2800,1.76989,0.23362,1.82339,0.23284,1.81783,0.23264,1.69336,0.23327
28,2900,1.79499,0.23382,1.93527,0.23498,1.84170,0.23187,1.62213,0.23136
29,3000,1.80692,0.23366,1.95637,0.23516,1.87965,0.23518,1.67168,0.23351
30,3100,1.85102,0.23246,1.82136,0.23269,1.85786,0.23362,1.54284,0.23353
31,3200,1.83491,0.23189,1.79237,0.23251,1.84351,0.23246,1.65920,0.23300
32,3300,1.79882,0.23294,1.83878,0.23262,1.75567,0.23300,1.57684,0.23378
33,3400,1.82403,0.23426,1.72897,0.23349,1.80318,0.23401,1.67477,0.23334
34,3500,1.77171,0.23164,1.90445,0.23383,1.77793,0.23094,1.65541,0.23356
35,3600,1.92425,0.23335,1.83794,0.23243,1.80431,0.23537,1.60286,0.23139
