iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_icm_forward_loss,4_icm_inverse_loss
60,6100,-6.62109,1.00099,0.09229,2.70501,-6.71019,1.20327,0.09244,2.70457,-6.67739,1.11092,0.09286,2.70594,-6.32447,0.93200,0.09276,2.70377
61,6200,-6.55822,0.96135,0.09206,2.69802,-6.68678,0.90754,0.09197,2.69913,-6.62200,1.09362,0.09209,2.69635,-6.30812,0.97556,0.09248,2.69875
62,6300,-6.52432,0.93418,0.09153,2.68756,-6.60922,1.17855,0.09209,2.68608,-6.50895,1.02574,0.09212,2.68858,-6.24901,0.91551,0.09156,2.68809
63,6400,-6.36035,1.17798,0.09112,2.67919,-6.53398,0.89880,0.09089,2.68086,-6.47317,0.79999,0.09114,2.67686,-6.20713,0.92611,0.09150,2.67753
64,6500,-6.36290,0.83840,0.09022,2.67098,-6.45999,1.11094,0.09100,2.66880,-6.39181,0.94665,0.09121,2.67271,-6.20022,0.83554,0.09125,2.67003
65,6600,-6.30225,0.85641,0.09029,2.66116,-6.40074,0.91618,0.09120,2.65751,-6.32155,1.44994,0.09074,2.66000,-6.16309,0.94319,0.09074,2.65919
66,6700,-6.23815,0.92778,0.09086,2.64931,-6.38346,0.93308,0.09058,2.65102,-6.33629,1.27503,0.09083,2.65188,-6.11644,0.88247,0.09035,2.65008
67,6800,-6.20540,0.98497,0.09060,2.64358,-6.24990,0.83614,0.09014,2.64456,-6.19391,1.03914,0.09011,2.64673,-6.05560,0.85834,0.09050,2.64397
68,6900,-6.11172,0.95486,0.08980,2.64127,-6.24383,0.88490,0.08963,2.63335,-6.20706,1.04786,0.09062,2.63412,-6.04818,0.93626,0.09068,2.63609
69,7000,-6.07717,0.83323,0.09019,2.62334,-6.08810,1.05180,0.09042,2.62453,-6.18236,1.13234,0.09035,2.62842,-6.01119,0.95631,0.08995,2.62871
70,7100,-6.05238,0.94840,0.09044,2.61914,-6.21896,1.07148,0.08943,2.61353,-6.14310,1.12004,0.09008,2.61612,-5.96506,1.02869,0.09012,2.61620
71,7200,-5.96818,1.26435,0.08979,2.61321,-6.09779,0.97753,0.08988,2.60697,-6.12812,1.03571,0.08978,2.61126,-5.94242,0.90386,0.08959,2.61063
72,7300,-5.92930,1.08206,0.08965,2.59979,-6.07818,1.08150,0.08997,2.60017,-6.05966,0.91212,0.08994,2.59970,-5.89259,0.94733,0.08983,2.59838
73,7400,-5.89310,0.75314,0.08932,2.59275,-5.97589,1.08136,0.08974,2.59267,-6.04264,1.34577,0.08954,2.59230,-5.85978,0.97748,0.09024,2.59371
74,7500,-5.83164,1.12965,0.08981,2.58345,-5.86410,1.26768,0.08962,2.57958,-5.96297,1.06551,0.08935,2.57935,-5.84707,0.99556,0.09011,2.57900
75,7600,-5.81269,1.06789,0.08989,2.57577,-5.91082,1.24830,0.08963,2.57569,-5.94504,0.97788,0.08967,2.57031,-5.79812,0.91991,0.08964,2.56943
76,7700,-5.77476,0.98331,0.09009,2.56355,-5.81113,0.98377,0.09034,2.55931,-5.92636,1.05673,0.08989,2.56191,-5.80146,0.95431,0.08983,2.56003
77,7800,-5.76000,1.05639,0.08981,2.55207,-5.77790,0.83900,0.09006,2.54773,-5.92592,0.96395,0.09008,2.54985,-5.72359,0.92638,0.08988,2.55067
78,7900,-5.72111,0.92349,0.09060,2.54316,-5.75432,0.93756,0.09009,2.54540,-5.86370,1.04057,0.08966,2.54397,-5.68031,0.99810,0.08923,2.54226
79,8000,-5.72851,1.11015,0.09020,2.53780,-5.72039,1.09401,0.08952,2.53900,-5.80957,0.96650,0.08920,2.53813,-5.65485,1.02598,0.08984,2.53025
80,8100,-5.61342,1.17596,0.08979,2.52931,-5.65997,0.89427,0.08966,2.52560,-5.75951,1.09657,0.08963,2.52504,-5.64000,0.95938,0.08950,2.52866
81,8200,-5.55517,1.03882,0.08983,2.51596,-5.60376,0.98290,0.08974,2.51795,-5.77342,0.97326,0.08969,2.51565,-5.58316,0.89173,0.08972,2.51491
82,8300,-5.61848,1.10233,0.09015,2.50884,-5.61986,1.12944,0.08973,2.50906,-5.68727,0.83432,0.08913,2.51358,-5.60678,0.92765,0.08982,2.50671
83,8400,-5.52989,0.87864,0.08912,2.49776,-5.55904,0.96389,0.08923,2.50206,-5.61090,0.83460,0.08956,2.50251,-5.54233,1.02903,0.08890,2.50020
84,8500,-5.45373,0.83616,0.08862,2.49203,-5.56381,1.02098,0.08870,2.49771,-5.61824,1.10341,0.08971,2.49031,-5.52911,0.92434,0.08901,2.49037
85,8600,-5.48869,0.97234,0.08845,2.48341,-5.48480,0.88303,0.08892,2.48565,-5.62545,1.29637,0.08931,2.48414,-5.51606,0.84616,0.08921,2.48400
86,8700,-5.48253,1.04012,0.08832,2.47402,-5.49825,1.22733,0.08876,2.47085,-5.54072,0.96841,0.08846,2.47403,-5.50754,0.91625,0.08822,2.47784
87,8800,-5.42647,0.99260,0.08849,2.47127,-5.45359,1.16044,0.08864,2.47060,-5.54927,0.95310,0.08868,2.46981,-5.47440,0.95581,0.08825,2.46749
88,8900,-5.39239,0.97800,0.08785,2.45582,-5.41638,0.94882,0.08754,2.46052,-5.49143,0.90267,0.08864,2.45949,-5.46437,0.92715,0.08825,2.46575
89,9000,-5.35495,0.90888,0.08748,2.45011,-5.36819,0.78298,0.08757,2.45793,-5.45138,1.10514,0.08824,2.44893,-5.39381,1.03855,0.08750,2.44898
90,9100,-5.30160,1.02212,0.08710,2.43902,-5.35767,0.76382,0.08691,2.44410,-5.40722,0.82602,0.08722,2.44861,-5.39896,0.98982,0.08701,2.44549
91,9200,-5.30891,0.87894,0.08642,2.43617,-5.35039,0.83081,0.08701,2.43921,-5.39092,0.96268,0.08694,2.43702,-5.36247,0.90158,0.08618,2.44006
92,9300,-5.25353,1.06468,0.08595,2.43744,-5.28764,1.12533,0.08630,2.43195,-5.40206,1.21797,0.08665,2.43038,-5.32769,0.87771,0.08623,2.42591
93,9400,-5.23940,1.06674,0.08575,2.42147,-5.24779,1.13602,0.08656,2.42106,-5.32440,1.06999,0.08585,2.42450,-5.31633,0.91580,0.08511,2.42373
94,9500,-5.21058,1.06669,0.08525,2.41317,-5.20202,1.14515,0.08502,2.41437,-5.27972,1.05924,0.08526,2.41558,-5.29999,0.89000,0.08527,2.41289
95,9600,-5.22895,1.05496,0.08491,2.40850,-5.17392,1.11173,0.08543,2.41214,-5.28700,1.33726,0.08461,2.40191,-5.23559,0.98177,0.08472,2.40871
96,9700,-5.17321,0.99785,0.08434,2.39840,-5.15841,1.15387,0.08398,2.40482,-5.22973,1.03770,0.08462,2.40440,-5.21857,0.84830,0.08415,2.40235
97,9800,-5.12667,1.36571,0.08397,2.38873,-5.14355,1.20840,0.08321,2.39287,-5.20451,0.84467,0.08318,2.39613,-5.19420,1.04810,0.08355,2.39400
98,9900,-5.09127,1.06511,0.08295,2.38634,-5.11984,0.94839,0.08296,2.38776,-5.14587,0.86939,0.08293,2.38434,-5.16560,0.90008,0.08289,2.39045
99,10000,-5.06432,0.98574,0.08153,2.39068,-5.10218,1.01112,0.08215,2.37963,-5.17814,0.71440,0.08203,2.39310,-5.15628,0.90364,0.08155,2.39140
100,10100,-5.02771,1.06376,0.08079,2.37567,-5.05906,1.01357,0.08116,2.38364,-5.07830,0.91178,0.08121,2.38548,-5.13971,0.91455,0.08091,2.37172
101,10200,-4.99301,0.69164,0.08071,2.36476,-4.99703,0.73109,0.08057,2.36956,-5.05619,0.89729,0.08060,2.37254,-5.08770,0.92645,0.08103,2.37836
102,10300,-4.93890,0.99912,0.07953,2.36601,-4.99343,1.27388,0.08046,2.36270,-5.02030,0.85344,0.08008,2.36636,-5.05486,0.98015,0.07987,2.36798
103,10400,-4.95690,1.15891,0.07907,2.36468,-4.95703,1.30309,0.07906,2.36620,-5.00555,0.80908,0.07952,2.35952,-5.03689,0.99027,0.07976,2.35800
104,10500,-4.87988,1.00936,0.07851,2.35327,-4.93343,0.98280,0.07853,2.35361,-4.98565,0.98098,0.07818,2.35232,-4.97481,0.99021,0.07858,2.34835
105,10600,-4.87225,1.00439,0.07815,2.35109,-4.88221,1.15750,0.07719,2.35060,-4.96477,1.22970,0.07799,2.34193,-4.96765,0.85968,0.07762,2.34361
106,10700,-4.81930,1.11273,0.07741,2.34490,-4.84069,0.91198,0.07716,2.34346,-4.92466,1.00770,0.07702,2.34164,-4.90915,0.96806,0.07749,2.33923
107,10800,-4.76768,1.18910,0.07642,2.34426,-4.83946,1.12977,0.07582,2.33403,-4.93547,1.12399,0.07698,2.33314,-4.89334,0.82975,0.07662,2.33838
108,10900,-4.75993,0.75469,0.07590,2.32801,-4.78485,0.99557,0.07547,2.33181,-4.85246,1.04864,0.07529,2.33415,-4.87029,0.88362,0.07581,2.33501
109,11000,-4.70052,0.98880,0.07429,2.33559,-4.73703,0.97980,0.07459,2.32860,-4.79705,0.90525,0.07442,2.33439,-4.80142,0.94704,0.07468,2.33863
110,11100,-4.69250,0.79794,0.07387,2.33211,-4.69464,0.99160,0.07378,2.33235,-4.76195,1.01929,0.07370,2.33575,-4.81860,0.84191,0.07381,2.32817
111,11200,-4.65540,0.96616,0.07351,2.32122,-4.66516,0.83088,0.07319,2.32331,-4.72285,1.37731,0.07326,2.32051,-4.78645,0.80089,0.07331,2.33362
112,11300,-4.59237,0.87534,0.07273,2.31784,-4.68031,1.13965,0.07256,2.32307,-4.71848,0.92240,0.07214,2.31494,-4.75095,0.91935,0.07256,2.32039
113,11400,-4.57272,0.97000,0.07219,2.30918,-4.58952,1.12161,0.07160,2.31259,-4.67082,0.78677,0.07208,2.31940,-4.73897,0.99201,0.07155,2.32290
114,11500,-4.55123,1.00327,0.07124,2.31484,-4.57062,0.84271,0.07097,2.31824,-4.68207,1.13630,0.07095,2.31515,-4.69665,1.02262,0.07127,2.31228
115,11600,-4.50835,1.03331,0.07034,2.30843,-4.55837,1.26606,0.07004,2.31205,-4.60029,1.02092,0.07003,2.31838,-4.66290,0.96737,0.07027,2.31748
116,11700,-4.48384,1.08579,0.06984,2.30269,-4.49836,0.80888,0.06954,2.30753,-4.57180,0.89224,0.06933,2.31170,-4.65390,0.87204,0.06932,2.30784
117,11800,-4.43996,0.77083,0.06847,2.31089,-4.48454,0.99938,0.06866,2.31365,-4.56483,1.23476,0.06887,2.30915,-4.60633,0.97693,0.06907,2.30096
118,11900,-4.40446,0.91083,0.06786,2.30564,-4.48784,1.16144,0.06767,2.30059,-4.53386,0.87724,0.06774,2.31274,-4.57572,0.96450,0.06808,2.30509
119,12000,-4.34898,1.10802,0.06694,2.29552,-4.41404,1.01132,0.06712,2.30342,-4.51369,1.09726,0.06706,2.30351,-4.51835,1.02275,0.06707,2.30294
120,12100,-4.36651,1.29268,0.06680,2.30558,-4.40271,1.40288,0.06677,2.30446,-4.49475,1.08148,0.06689,2.29581,-4.53093,0.91607,0.06629,2.29849
121,12200,-4.31649,0.93769,0.06545,2.30504,-4.37833,0.93224,0.06519,2.29294,-4.43756,1.11536,0.06533,2.29866,-4.48469,0.93087,0.06537,2.30228
122,12300,-4.25603,0.98247,0.06479,2.30160,-4.33253,0.99591,0.06438,2.30622,-4.39079,0.97640,0.06486,2.30043,-4.45521,0.90012,0.06515,2.30238
123,12400,-4.23433,0.90990,0.06377,2.29737,-4.35148,0.82722,0.06405,2.28814,-4.35088,1.13666,0.06380,2.29320,-4.42713,0.93463,0.06455,2.29136
