iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,-2.54771,1.48098,0.44476,2.06694,-2.50518,1.48763,0.44285,2.06698
1,200,-3.04829,0.56988,0.45799,2.06149,-3.00123,0.57729,0.45648,2.06166
2,300,-3.24035,0.38965,0.44601,2.06628,-3.22603,0.44204,0.44606,2.06622
3,400,-3.55987,0.35090,0.44710,2.06214,-3.54576,0.40205,0.44435,2.06248
4,500,-3.84124,0.34890,0.44054,2.05540,-3.77362,0.38294,0.43869,2.05502
5,600,-4.13148,0.48013,0.43167,2.05082,-4.19113,0.50761,0.43456,2.05150
6,700,-4.45567,0.54588,0.42581,2.04922,-4.47527,0.48156,0.42861,2.04860
7,800,-4.69430,0.52583,0.41916,2.04720,-4.69909,0.53339,0.41626,2.04738
8,900,-4.94991,0.43416,0.40017,2.04676,-4.93785,0.46017,0.39896,2.04672
9,1000,-5.15112,0.29004,0.38152,2.04606,-5.12361,0.37046,0.38136,2.04675
10,1100,-5.31323,0.29845,0.36603,2.04564,-5.30810,0.35221,0.36507,2.04565
11,1200,-5.48607,0.31649,0.34930,2.04494,-5.48794,0.53834,0.35002,2.04459
12,1300,-5.61164,0.29541,0.33543,2.04231,-5.65802,0.37564,0.33472,2.04245
13,1400,-5.77676,0.21500,0.32063,2.04029,-5.81292,0.30309,0.32133,2.04028
14,1500,-5.86982,0.21491,0.30594,2.03823,-5.94226,0.23829,0.30578,2.03840
15,1600,-6.00928,0.19044,0.29064,2.03610,-6.08912,0.22215,0.29051,2.03684
16,1700,-6.15285,0.27941,0.27578,2.03552,-6.15976,0.24317,0.27663,2.03475
17,1800,-6.23922,0.25553,0.26285,2.03376,-6.31168,0.28525,0.26332,2.03316
18,1900,-6.38791,0.29649,0.25021,2.03185,-6.40685,0.33380,0.24953,2.03141
19,2000,-6.55531,0.30495,0.23727,2.02906,-6.55571,0.29190,0.23760,2.02889
20,2100,-6.68896,0.29486,0.22642,2.02667,-6.70387,0.27280,0.22604,2.02720
21,2200,-6.81626,0.37688,0.21560,2.02564,-6.74806,0.25713,0.21532,2.02564
22,2300,-6.85580,0.33951,0.20518,2.02363,-6.86091,0.34406,0.20461,2.02364
23,2400,-6.83979,0.33437,0.19579,2.02224,-6.86433,0.32835,0.19515,2.02141
24,2500,-6.94286,0.29331,0.18642,2.01946,-6.91256,0.31674,0.18583,2.01995
25,2600,-7.02714,0.34402,0.17732,2.01773,-6.98633,0.36415,0.17747,2.01776
26,2700,-7.04133,0.28953,0.16906,2.01623,-7.03824,0.35263,0.16892,2.01601
27,2800,-7.10239,0.31234,0.16116,2.01454,-7.09569,0.41931,0.16083,2.01414
28,2900,-7.11539,0.30290,0.15375,2.01155,-7.11407,0.37968,0.15360,2.01299
29,3000,-7.07701,0.39342,0.14680,2.01050,-7.11581,0.37454,0.14636,2.01051
30,3100,-7.05933,0.41319,0.13994,2.00846,-7.08391,0.40884,0.13953,2.00799
31,3200,-7.10678,0.28322,0.13369,2.00662,-7.19839,0.43398,0.13317,2.00659
32,3300,-7.10282,0.16268,0.12784,2.00354,-7.17837,0.28697,0.12735,2.00412
33,3400,-7.09550,0.15742,0.12192,2.00162,-7.24104,0.15889,0.12189,2.00168
34,3500,-7.14295,0.24926,0.11656,1.99806,-7.28079,0.21248,0.11659,1.99791
35,3600,-7.08454,0.18021,0.11148,1.99514,-7.27622,0.19168,0.11173,1.99616
36,3700,-7.08963,0.13017,0.10708,1.99244,-7.34925,0.25312,0.10698,1.99314
37,3800,-7.03143,0.12177,0.10290,1.99005,-7.25334,0.37065,0.10218,1.99108
38,3900,-6.95893,0.11291,0.09851,1.98825,-7.32777,0.22101,0.09849,1.98787
39,4000,-6.99515,0.12011,0.09461,1.98610,-7.25837,0.21024,0.09458,1.98492
40,4100,-6.95016,0.11173,0.09107,1.98158,-7.21044,0.19730,0.09117,1.98121
41,4200,-6.89201,0.11750,0.08796,1.97963,-7.16909,0.20324,0.08821,1.97914
42,4300,-6.89027,0.14270,0.08480,1.97643,-7.12679,0.21158,0.08523,1.97661
43,4400,-6.88459,0.11567,0.08237,1.97276,-7.13101,0.20873,0.08226,1.97355
44,4500,-6.79003,0.13864,0.07980,1.97090,-7.13876,0.21358,0.07990,1.97141
45,4600,-6.76172,0.10829,0.07727,1.96659,-7.11698,0.22353,0.07736,1.96728
46,4700,-6.74706,0.12398,0.07555,1.96398,-7.00739,0.22244,0.07522,1.96381
47,4800,-6.68030,0.13577,0.07326,1.96020,-6.98010,0.22289,0.07336,1.96003
48,4900,-6.67153,0.13217,0.07182,1.95579,-7.01128,0.21740,0.07099,1.95680
49,5000,-6.66327,0.12952,0.06976,1.95128,-6.98093,0.22227,0.06958,1.95104
50,5100,-6.61219,0.11758,0.06846,1.94853,-6.89779,0.23010,0.06836,1.94791
51,5200,-6.54831,0.13562,0.06701,1.94433,-6.89081,0.23158,0.06701,1.94488
52,5300,-6.51677,0.12726,0.06585,1.94017,-6.82963,0.21899,0.06571,1.94061
53,5400,-6.49504,0.11899,0.06434,1.93578,-6.86680,0.22599,0.06443,1.93617
54,5500,-6.42694,0.16385,0.06367,1.93130,-6.81112,0.17462,0.06355,1.93134
55,5600,-6.41999,0.14142,0.06313,1.92677,-6.79233,0.15787,0.06267,1.92822
56,5700,-6.37404,0.14405,0.06207,1.92317,-6.75959,0.15835,0.06210,1.92164
57,5800,-6.33638,0.20070,0.06134,1.91797,-6.76248,0.14789,0.06141,1.91660
58,5900,-6.31774,0.14323,0.06044,1.91500,-6.70851,0.13273,0.06058,1.91199
59,6000,-6.29548,0.12633,0.05977,1.90972,-6.58436,0.16512,0.05988,1.90901
60,6100,-6.22115,0.12440,0.05937,1.90220,-6.68564,0.13873,0.05935,1.90190
61,6200,-6.19934,0.14307,0.05904,1.89575,-6.57996,0.13999,0.05895,1.89735
62,6300,-6.19444,0.13160,0.05899,1.89093,-6.60462,0.14562,0.05870,1.89137
63,6400,-6.22285,0.12793,0.05856,1.88639,-6.52862,0.16698,0.05823,1.88611
64,6500,-6.09432,0.13111,0.05833,1.88067,-6.54771,0.17377,0.05813,1.88027
65,6600,-6.14941,0.11546,0.05808,1.87533,-6.53577,0.23530,0.05796,1.87387
66,6700,-6.06352,0.13297,0.05822,1.87012,-6.52686,0.16901,0.05784,1.86758
67,6800,-6.10557,0.16384,0.05836,1.86323,-6.49123,0.14745,0.05780,1.86204
68,6900,-5.97685,0.12611,0.05785,1.85698,-6.52379,0.14900,0.05788,1.85501
69,7000,-6.05277,0.13883,0.05763,1.85226,-6.51136,0.24569,0.05789,1.84944
70,7100,-6.03512,0.13643,0.05759,1.84474,-6.46931,0.16512,0.05788,1.84417
71,7200,-6.02161,0.12599,0.05810,1.83958,-6.42892,0.17269,0.05810,1.83601
72,7300,-5.98902,0.12543,0.05793,1.83275,-6.40310,0.16422,0.05829,1.82873
73,7400,-6.00334,0.13035,0.05754,1.82630,-6.41118,0.20446,0.05833,1.82429
74,7500,-5.99062,0.12787,0.05805,1.81930,-6.37778,0.17746,0.05852,1.81589
75,7600,-5.97720,0.12227,0.05834,1.81284,-6.42370,0.15158,0.05833,1.81290
76,7700,-5.97274,0.12394,0.05855,1.80782,-6.44446,0.15528,0.05848,1.80459
77,7800,-5.99862,0.12289,0.05867,1.80188,-6.43947,0.15816,0.05897,1.79858
78,7900,-5.96926,0.13802,0.05894,1.79180,-6.42066,0.14487,0.05894,1.78987
79,8000,-5.98100,0.13709,0.05974,1.78038,-6.41560,0.19461,0.05942,1.78497
80,8100,-5.93510,0.13358,0.05961,1.77657,-6.36957,0.16346,0.05962,1.77390
81,8200,-5.91135,0.13722,0.05995,1.76979,-6.42025,0.16537,0.05929,1.77045
82,8300,-5.97013,0.12011,0.05976,1.76321,-6.37979,0.15172,0.06035,1.76197
83,8400,-5.94849,0.12341,0.06024,1.75589,-6.40176,0.15159,0.06017,1.75439
84,8500,-5.99472,0.13198,0.06050,1.74839,-6.42295,0.15855,0.06045,1.74534
85,8600,-5.93047,0.14965,0.06055,1.74230,-6.42097,0.21328,0.06101,1.73821
86,8700,-5.94749,0.17529,0.06090,1.73349,-6.41959,0.18440,0.06129,1.72988
