iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss
0,100,-7.32343,15.32128,1.31345,-7.19170,12.92435,1.29297,-8.52903,14.05498,1.49558
1,200,-7.93655,1.65314,1.35587,-7.58356,1.77201,1.29546,-8.82580,1.75995,1.51702
2,300,-8.55261,1.16571,1.32677,-8.15312,1.16898,1.23091,-9.37144,1.27195,1.42361
3,400,-9.00493,1.09142,1.26362,-8.44815,1.30669,1.15469,-9.89914,1.70938,1.32009
4,500,-9.63648,1.16925,1.24314,-9.05802,1.14287,1.13479,-10.27210,1.51505,1.24958
5,600,-10.40947,1.44353,1.23332,-9.80553,1.30465,1.12624,-11.03421,1.57104,1.22021
6,700,-11.14845,1.84032,1.21648,-10.49325,1.05501,1.10086,-11.92730,2.07323,1.18665
7,800,-12.02487,1.30241,1.21343,-11.46480,1.28767,1.09620,-12.64401,1.58172,1.20493
8,900,-12.71918,2.14649,1.20221,-11.98387,1.46873,1.08849,-13.62386,1.16409,1.19633
9,1000,-13.79073,1.33510,1.18053,-12.91702,1.18725,1.07181,-14.33078,1.48913,1.17265
10,1100,-14.28295,1.90680,1.17879,-13.60986,1.56197,1.06295,-14.90674,2.36721,1.16059
11,1200,-15.46541,2.18673,1.18369,-14.44271,1.67071,1.05723,-15.72018,3.13024,1.15397
12,1300,-16.18910,2.52471,1.17213,-15.37769,1.79391,1.05882,-16.39597,4.02506,1.14979
13,1400,-16.84423,2.82032,1.15138,-15.88091,1.92698,1.04711,-16.94818,4.42389,1.13882
14,1500,-17.72023,2.98137,1.16284,-16.66178,2.31689,1.04713,-18.04962,4.61099,1.14942
15,1600,-18.39111,3.12091,1.14290,-17.51683,2.42137,1.03719,-18.76635,5.40379,1.16085
