iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,-2.58712,1.62090,0.47167,1.61202,-2.35111,1.20601,0.42634,1.60287,-2.67861,1.18682,0.48871,1.60860
1,200,-2.98739,0.59962,0.46105,1.60758,-3.27981,0.46763,0.52891,1.60560,-3.54124,0.35348,0.56875,1.61527
2,300,-3.19222,0.34633,0.44452,1.60984,-3.77449,0.42937,0.54132,1.59483,-3.63317,0.44085,0.50458,1.61077
3,400,-3.42091,0.33781,0.42328,1.61224,-4.17879,0.64685,0.56356,1.59433,-3.89976,0.39633,0.49629,1.60685
4,500,-3.67316,0.24847,0.40306,1.61321,-4.54279,0.48183,0.54378,1.59402,-4.21574,0.34204,0.47183,1.60472
5,600,-3.92327,0.24582,0.38798,1.61379,-4.82853,0.45856,0.52493,1.59187,-4.37933,0.29206,0.45211,1.60270
6,700,-4.26257,0.24034,0.37135,1.61421,-5.18724,0.45318,0.50927,1.58815,-4.82729,0.38426,0.44314,1.60097
7,800,-4.68172,0.30389,0.36253,1.61510,-5.46854,0.74387,0.50563,1.58903,-5.12980,0.33470,0.44438,1.60089
8,900,-4.90399,0.38143,0.35401,1.61526,-5.93727,0.33024,0.51002,1.58986,-5.42276,0.33989,0.44278,1.60155
9,1000,-5.12721,0.25369,0.34096,1.61561,-6.15659,0.39206,0.48165,1.58742,-5.74807,0.36788,0.42351,1.60073
10,1100,-5.35036,0.21974,0.33033,1.61548,-6.52074,0.56179,0.46255,1.58561,-5.88242,0.33804,0.40104,1.60061
11,1200,-5.59291,0.18500,0.31882,1.61550,-6.70588,0.40120,0.44347,1.58420,-6.13787,0.26039,0.38386,1.59954
12,1300,-5.83307,0.18569,0.30892,1.61569,-6.97780,0.40660,0.42815,1.58378,-6.30956,0.28600,0.36596,1.60004
13,1400,-6.01387,0.19497,0.29857,1.61548,-7.20123,0.28612,0.40820,1.58214,-6.51167,0.26296,0.34953,1.59913
14,1500,-6.17034,0.27785,0.28968,1.61631,-7.42899,0.36449,0.39692,1.58151,-6.65326,0.29187,0.33461,1.59869
