iteration,episode,1_iql_loss,2_iql_loss,3_iql_loss,4_iql_loss
0,100,0.94597,0.94299,0.95441,1.00176
1,200,0.70011,0.84053,0.96537,0.97772
2,300,1.01694,1.18768,1.06419,0.91721
3,400,0.78470,1.08073,0.84361,1.09083
4,500,1.08198,0.76323,0.85381,0.98482
5,600,1.11424,1.31794,0.82941,0.86992
6,700,1.03292,0.85708,0.89609,0.91378
7,800,0.88824,1.11548,0.81253,1.01879
8,900,1.02301,0.89800,1.11983,0.95086
9,1000,0.81040,1.17776,1.11816,1.07886
10,1100,0.96131,1.00425,0.85392,0.91799
11,1200,1.09947,1.12133,0.67779,0.94005
12,1300,0.93211,0.96183,1.13518,0.87004
13,1400,0.91076,0.75271,0.90157,0.92605
14,1500,0.84343,0.84599,1.09958,0.91655
15,1600,0.72159,0.91102,1.03007,0.88974
16,1700,1.07290,0.84501,1.07099,0.94763
17,1800,0.80026,0.79044,0.92049,0.68097
18,1900,0.94581,0.82074,1.01826,0.92719
19,2000,1.07694,1.01052,0.81017,0.95119
20,2100,0.82907,0.86093,1.13545,0.93106
21,2200,0.97414,0.77775,1.21668,0.90587
22,2300,1.05937,0.82332,0.94240,1.02592
23,2400,1.14745,0.95774,0.92514,0.98225
24,2500,0.94764,0.72069,0.78128,0.92170
25,2600,1.02851,1.22024,1.07090,0.92161
26,2700,0.93359,0.91383,1.06898,0.80892
27,2800,1.06501,0.94441,1.08449,0.83789
28,2900,0.85831,0.95214,0.79360,0.86733
29,3000,0.95047,0.93999,0.82524,0.94547
30,3100,0.86455,1.09470,0.85620,0.73981
31,3200,1.02658,0.96839,1.03225,0.85834
32,3300,1.12727,0.92225,1.09095,0.96313
33,3400,1.03436,1.30295,0.99552,0.88779
34,3500,1.15097,0.85297,0.85312,0.86960
35,3600,0.85050,0.98687,1.00850,0.81378
36,3700,0.91746,1.14028,1.00547,0.90999
37,3800,0.88505,0.89685,1.07593,0.94983
38,3900,0.79827,1.08806,0.99799,0.89606
39,4000,0.88753,0.97841,1.12048,0.86895
40,4100,1.03300,1.00023,1.13168,0.95151
41,4200,1.02135,1.40722,1.01691,0.81124
42,4300,1.09264,1.06539,1.00781,0.87449
43,4400,1.07465,0.91834,0.93024,0.90664
44,4500,1.00403,1.10025,1.01366,0.76492
45,4600,0.93220,1.01233,0.96974,0.92496
46,4700,0.98421,1.07585,0.96560,0.90553
47,4800,1.08760,0.91755,0.91659,0.94676
48,4900,0.95298,1.06709,1.04854,0.95099
49,5000,0.92692,1.02381,0.81651,0.79460
50,5100,1.12964,0.96731,0.99528,0.86949
51,5200,1.01498,1.08920,0.86927,0.87135
52,5300,0.91181,0.81741,0.73702,0.93732
53,5400,1.17467,1.03061,0.99075,0.95181
54,5500,0.86967,1.09228,1.14874,0.87014
55,5600,1.22665,0.94948,1.03210,0.91897
56,5700,1.42923,0.77349,0.82954,0.97538
57,5800,1.08497,0.99061,1.08064,0.74966
58,5900,0.97339,0.99305,0.86468,0.78156
59,6000,0.72107,1.11373,1.30370,0.98828
60,6100,0.89337,1.13011,0.96976,0.83064
61,6200,0.84073,1.06471,0.85701,0.93679
62,6300,1.00089,0.98095,0.89286,0.88397
63,6400,1.39872,0.95292,1.00563,0.90398
64,6500,1.04912,0.97488,1.02333,0.94123
65,6600,1.09788,1.09820,0.78066,0.89653
66,6700,1.01764,0.90295,1.08538,0.84176
67,6800,1.14556,0.78505,0.95461,0.87429
68,6900,1.00720,0.92145,1.02444,0.97302
69,7000,0.80561,0.94841,1.06337,0.81437
70,7100,0.89858,0.72866,1.18143,0.98413
71,7200,0.94833,0.94586,1.07979,0.97191
72,7300,1.12702,0.91697,0.91039,0.94483
73,7400,0.96552,0.84546,1.02478,0.94980
74,7500,0.92051,1.19420,1.16670,0.88472
75,7600,0.96374,0.91649,0.90147,0.85046
76,7700,1.07187,1.02826,1.10150,0.81198
77,7800,0.82834,1.01873,0.85539,0.82505
78,7900,0.77558,0.96782,0.98718,0.88691
79,8000,0.96273,1.27911,0.79936,0.92872
80,8100,1.17404,1.09433,0.90621,0.77758
81,8200,0.87134,0.86378,1.07428,0.92838
82,8300,0.96725,0.78403,0.86873,1.01863
83,8400,0.98151,1.02345,0.88209,0.88835
84,8500,1.22468,0.89541,0.90512,0.78651
85,8600,0.93510,0.83187,0.85971,0.99257
86,8700,0.86610,0.96698,0.87689,0.94688
87,8800,1.00684,1.04689,0.93961,0.89181
88,8900,0.80631,1.14132,1.03639,1.05220
89,9000,0.78872,1.07865,0.89428,0.80969
90,9100,0.88043,0.85699,1.05474,0.76898
91,9200,1.09390,0.90126,1.25505,0.91472
92,9300,0.91171,1.13792,1.22463,0.74975
93,9400,1.08954,1.04944,0.96381,1.01313
94,9500,1.16715,0.95714,1.03189,1.08848
95,9600,1.02775,0.80213,1.11743,0.87671
96,9700,1.11673,0.81611,1.22626,0.74844
97,9800,1.01239,0.96972,1.56382,0.76331
98,9900,1.01558,0.87168,1.05745,1.02464
99,10000,0.99374,0.90818,1.07143,0.99438
100,10100,1.19309,0.90280,0.84860,0.88623
101,10200,1.03069,1.29927,1.20708,0.83351
102,10300,0.95570,1.28690,1.07997,0.95263
103,10400,1.08292,0.96420,0.89527,0.93082
104,10500,1.08854,1.12709,1.10686,0.94556
105,10600,1.12055,0.98334,1.15646,0.76524
106,10700,1.07723,0.83864,0.78330,0.84886
107,10800,1.18006,0.87931,0.91927,0.98342
108,10900,1.00308,1.04503,1.14843,0.80847
109,11000,1.08455,0.93744,0.96516,0.92607
110,11100,1.04962,0.77733,0.87615,0.94362
111,11200,0.94146,0.94849,1.00279,0.81281
112,11300,0.88585,0.79486,1.18505,0.83052
113,11400,0.97656,1.15031,1.07863,0.90822
114,11500,0.81620,1.07326,1.09559,0.96196
115,11600,1.00082,0.99131,0.88214,0.94312
116,11700,1.01623,1.21098,0.94463,0.83851
117,11800,0.97088,1.06503,0.98203,0.96093
118,11900,1.04587,1.02261,1.25582,1.06176
119,12000,1.17752,1.06529,1.06514,1.07973
120,12100,0.88971,0.93686,0.93673,0.93405
121,12200,1.20305,1.00057,1.13369,0.91931
122,12300,1.07034,0.97766,1.06901,0.87179
123,12400,0.77356,0.85421,1.01881,0.94430
124,12500,1.16785,0.97553,0.99839,0.78561
