iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_icm_forward_loss,4_icm_inverse_loss
0,100,-3.63958,2.06990,0.66456,2.96324,-3.65128,2.16834,0.66392,2.96329,-3.67413,2.18064,0.66359,2.96313,-3.55266,2.25381,0.66269,2.96347
1,200,-4.22669,1.13643,0.65918,2.96239,-4.22365,1.16605,0.65981,2.96276,-4.16646,0.99820,0.65908,2.96173,-4.11997,1.08271,0.65789,2.96229
2,300,-4.48105,1.15254,0.62691,2.96035,-4.54913,1.13267,0.62515,2.96009,-4.54280,1.08321,0.62488,2.95905,-4.40435,0.95992,0.62489,2.96014
3,400,-4.84892,0.93178,0.59952,2.95675,-4.88370,0.84080,0.59956,2.95733,-4.84786,1.25060,0.59875,2.95572,-4.70515,0.94236,0.59922,2.95553
4,500,-5.29360,1.08467,0.56909,2.95352,-5.23850,1.01229,0.56878,2.95407,-5.23106,1.13329,0.56990,2.95467,-5.00799,0.93882,0.56999,2.95353
5,600,-5.58260,1.12210,0.54381,2.94946,-5.50987,1.10101,0.54366,2.94920,-5.48073,0.95760,0.54358,2.94915,-5.27824,1.02057,0.54363,2.95013
6,700,-5.77327,0.93111,0.52303,2.94551,-5.81112,0.95769,0.52269,2.94524,-5.84918,1.10000,0.52339,2.94538,-5.71003,1.22675,0.52353,2.94558
7,800,-6.10732,1.06318,0.50032,2.94480,-6.10760,1.09213,0.50160,2.94361,-6.16943,1.35876,0.50059,2.94409,-5.93684,0.99259,0.50137,2.94348
8,900,-6.47060,1.15441,0.48114,2.94213,-6.43725,1.24933,0.48212,2.94171,-6.40399,1.25748,0.48061,2.94119,-6.23495,1.03711,0.48036,2.94171
9,1000,-6.68280,1.17436,0.46008,2.93937,-6.65758,1.25148,0.45966,2.93919,-6.65391,1.28468,0.45951,2.94096,-6.52588,1.02564,0.45953,2.94050
10,1100,-6.86463,1.05881,0.44116,2.93749,-6.91192,1.09951,0.44137,2.93685,-6.93279,1.06352,0.44107,2.93581,-6.68602,1.06904,0.44128,2.93721
11,1200,-7.12979,1.20198,0.42438,2.93334,-7.15631,1.20037,0.42419,2.93367,-7.20954,1.32447,0.42425,2.93395,-6.98448,1.08090,0.42429,2.93347
