iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss
0,100,22.76999,1.01581,40.92062,1.32837
1,200,6.83789,0.99533,18.55107,1.37045
2,300,1.15289,0.98499,3.87765,1.33996
3,400,1.00926,0.97435,1.97608,1.30271
4,500,1.02126,0.95992,1.18066,1.28955
5,600,1.00873,0.94813,0.85782,1.26167
6,700,1.00970,0.93563,0.71860,1.24840
7,800,1.02417,0.92451,0.68022,1.22795
8,900,1.02487,0.91308,0.65669,1.21515
9,1000,1.00902,0.90143,0.61617,1.19499
10,1100,1.02142,0.88974,0.59863,1.17145
11,1200,1.01226,0.87790,0.65009,1.14854
12,1300,1.01489,0.86712,0.65159,1.13213
13,1400,0.99654,0.85702,0.71333,1.11409
14,1500,1.01399,0.84477,0.65414,1.09324
15,1600,1.03195,0.83385,0.66543,1.07195
16,1700,1.02553,0.82240,0.67836,1.05351
17,1800,1.03995,0.81220,0.76215,1.03245
18,1900,1.00054,0.80023,0.76030,1.01903
19,2000,0.99748,0.78966,0.82278,0.99978
20,2100,1.01016,0.77879,0.89212,0.98193
21,2200,1.01959,0.76848,0.91208,0.96685
22,2300,1.02334,0.75913,0.84984,0.94881
23,2400,0.97539,0.74806,0.83870,0.93338
24,2500,0.99650,0.73817,0.91908,0.91702
25,2600,1.03402,0.72803,0.90808,0.90187
26,2700,1.01294,0.71746,0.89305,0.88447
27,2800,1.04504,0.70785,0.93674,0.86918
28,2900,0.99242,0.69810,0.90421,0.85785
29,3000,1.02538,0.68833,1.05997,0.84563
30,3100,1.00901,0.67882,0.94482,0.82785
31,3200,1.00014,0.66928,1.07706,0.81860
32,3300,1.04931,0.66054,0.93255,0.80152
33,3400,1.00571,0.65095,0.93759,0.79148
34,3500,1.00808,0.64238,0.87819,0.77899
35,3600,1.01863,0.63333,0.99985,0.76474
36,3700,1.01863,0.62475,0.92938,0.75240
37,3800,1.01228,0.61541,1.04210,0.74213
38,3900,1.00169,0.60637,1.08379,0.72681
39,4000,1.01183,0.59806,1.10340,0.71741
40,4100,1.01452,0.58953,1.12485,0.70676
41,4200,1.01364,0.58118,1.11349,0.69639
42,4300,1.04352,0.57319,1.04675,0.68679
43,4400,1.01147,0.56435,0.99418,0.67619
44,4500,1.03388,0.55632,1.07861,0.66346
45,4600,0.99887,0.54852,1.06760,0.65608
46,4700,1.00569,0.54009,1.07468,0.64433
47,4800,1.02056,0.53223,1.11583,0.63491
48,4900,0.99588,0.52436,0.94769,0.62663
49,5000,1.02432,0.51624,1.12998,0.61571
50,5100,1.01963,0.50831,1.08054,0.60528
51,5200,1.02244,0.50080,1.25477,0.59883
52,5300,1.03104,0.49295,1.16068,0.58790
53,5400,1.04054,0.48536,1.12781,0.58157
54,5500,1.03366,0.47806,1.15608,0.57242
55,5600,1.03704,0.47073,1.03154,0.56406
56,5700,1.02517,0.46387,1.07804,0.55298
57,5800,1.03122,0.45624,1.06606,0.54458
58,5900,0.98955,0.44914,0.89008,0.53626
59,6000,1.02963,0.44233,1.14537,0.53038
60,6100,1.01457,0.43545,1.05124,0.51998
61,6200,1.00820,0.42816,1.04106,0.51650
62,6300,0.97418,0.42122,0.88592,0.50667
63,6400,1.02209,0.41456,1.05043,0.49835
64,6500,1.02280,0.40775,0.98289,0.48928
65,6600,0.96546,0.40093,0.98223,0.48258
66,6700,1.02813,0.39470,0.97690,0.47685
67,6800,0.98794,0.38813,1.07469,0.47110
68,6900,0.99868,0.38178,0.97805,0.46247
69,7000,1.04247,0.37526,1.04965,0.45412
70,7100,1.02586,0.36892,0.96562,0.44875
71,7200,1.00380,0.36283,1.08423,0.44270
72,7300,1.03922,0.35659,0.97358,0.43592
73,7400,1.02130,0.35032,1.02678,0.42718
74,7500,1.02714,0.34434,0.97350,0.42275
75,7600,1.02406,0.33796,0.88595,0.41686
76,7700,0.99809,0.33230,1.13326,0.40985
77,7800,1.00168,0.32621,1.11685,0.40463
78,7900,1.01354,0.32022,0.86057,0.39855
79,8000,0.99921,0.31462,0.96737,0.39011
80,8100,1.01854,0.30886,0.96667,0.38532
81,8200,1.03090,0.30310,0.94040,0.37988
82,8300,1.02124,0.29764,0.88463,0.37523
83,8400,1.00211,0.29195,0.92066,0.36771
84,8500,0.99858,0.28607,0.96528,0.36364
85,8600,0.98611,0.28102,0.87882,0.35858
86,8700,0.99674,0.27531,1.01107,0.35255
87,8800,0.99219,0.27003,1.10787,0.34700
88,8900,1.03550,0.26495,1.06034,0.34101
89,9000,0.98734,0.26006,0.90618,0.33762
90,9100,1.01158,0.25474,0.90396,0.33085
91,9200,1.02099,0.24986,0.90463,0.32471
92,9300,1.00045,0.24483,0.80116,0.32165
93,9400,1.01462,0.24010,1.09216,0.31717
94,9500,1.00563,0.23527,0.87890,0.31135
95,9600,1.03430,0.23094,0.87581,0.30756
96,9700,0.99406,0.22569,0.88621,0.30226
97,9800,1.00657,0.22111,0.87913,0.29755
98,9900,0.99601,0.21668,1.01537,0.29246
99,10000,1.03423,0.21241,0.81591,0.28787
100,10100,0.99115,0.20788,0.78692,0.28493
101,10200,0.99672,0.20376,0.84477,0.27967
102,10300,1.02863,0.19882,0.77703,0.27539
103,10400,1.02425,0.19491,0.84313,0.27123
