iteration,episode,1_iql_loss,2_iql_loss,3_iql_loss
0,100,0.99497,0.97710,0.99510
1,200,0.96564,0.97909,0.95518
2,300,0.95904,0.98575,0.93204
3,400,0.99431,0.95870,0.94424
4,500,0.92483,0.92469,0.97693
5,600,0.93488,0.87810,0.93023
6,700,0.95188,0.94180,0.98670
7,800,0.92555,0.96267,0.95170
8,900,0.93884,0.96534,0.95172
9,1000,0.99348,0.93171,0.96583
10,1100,0.88771,0.94794,0.95113
11,1200,0.98149,0.97218,0.94445
12,1300,0.92529,0.95760,0.89939
13,1400,0.95417,0.95906,0.94026
14,1500,1.03015,0.95971,0.96932
15,1600,0.93105,0.93704,0.95663
16,1700,0.94014,0.97329,0.90200
17,1800,0.95644,0.96144,0.98815
18,1900,1.00299,0.90375,0.92197
19,2000,0.95727,0.96849,0.94024
20,2100,0.93846,0.93309,0.93532
21,2200,0.95028,0.96059,0.98556
22,2300,0.92553,0.97734,0.97102
23,2400,0.91034,0.97078,0.98927
24,2500,0.95312,0.97215,0.92174
25,2600,0.93366,0.89991,0.97448
26,2700,0.98063,0.98092,0.97429
27,2800,0.97933,0.96056,0.96117
28,2900,0.93517,0.99109,0.94326
29,3000,0.85804,0.92838,0.95544
30,3100,1.00286,0.99132,0.92103
31,3200,0.99657,0.90847,0.93904
32,3300,0.95449,0.99831,0.96260
33,3400,0.98790,0.96434,0.93053
34,3500,1.00672,0.97252,0.93834
35,3600,0.97726,0.97552,1.03824
36,3700,0.94800,1.00387,0.96989
37,3800,0.93537,0.93281,0.98298
38,3900,0.93923,0.96672,0.95642
39,4000,0.98953,0.94999,0.94472
40,4100,0.98204,0.95296,0.91022
41,4200,0.97533,0.93335,0.97856
42,4300,1.00296,1.00840,0.93926
43,4400,1.01151,0.98558,1.00587
44,4500,0.92604,0.98853,1.00241
45,4600,0.95923,0.91031,0.95233
46,4700,0.94756,0.90245,0.97702
47,4800,0.93141,0.91347,0.96279
48,4900,0.98138,1.00339,1.00926
49,5000,0.95640,0.99721,0.94639
50,5100,0.95956,0.95485,0.97729
51,5200,0.94809,0.91897,0.90578
52,5300,0.96532,0.98125,0.92117
53,5400,0.92248,0.94282,0.98253
54,5500,0.91009,0.98457,0.96642
55,5600,0.95250,0.94205,0.95480
56,5700,0.96355,0.93437,0.94278
57,5800,1.01281,0.98754,0.96824
58,5900,0.96533,0.95595,0.91730
59,6000,1.00034,0.92722,0.95691
60,6100,1.00429,0.97637,0.93324
61,6200,0.98814,0.95025,0.96598
62,6300,0.99737,0.97709,0.93998
63,6400,0.97924,0.98621,0.96065
64,6500,0.97313,0.94248,0.96562
65,6600,0.93916,1.01510,0.96647
66,6700,0.96580,0.95448,0.93810
67,6800,0.94039,1.00888,1.00647
68,6900,0.95845,0.97289,0.98394
69,7000,0.94936,0.93048,0.98419
70,7100,0.98624,0.95450,0.95099
71,7200,0.93241,0.95584,0.96943
72,7300,0.92705,0.93563,1.02671
73,7400,0.99729,0.96643,0.94238
74,7500,0.97092,1.00386,0.92949
75,7600,0.98351,0.98541,1.00210
76,7700,0.98805,0.94755,0.92236
77,7800,0.99675,0.97667,0.93945
78,7900,0.98520,0.99998,0.92842
79,8000,0.94276,0.90425,1.00892
80,8100,0.95127,0.92351,0.96678
81,8200,0.96360,0.99246,0.96738
82,8300,0.98434,1.00982,0.94705
83,8400,0.95424,0.96695,0.93490
84,8500,0.97882,1.00194,0.96250
85,8600,1.02361,0.99187,0.95255
86,8700,0.94558,1.01362,1.01872
87,8800,0.91022,1.05275,0.96768
88,8900,0.99972,0.95051,0.97270
89,9000,0.99681,0.99880,1.01247
90,9100,1.01621,1.00229,0.96227
91,9200,0.96819,0.91980,0.97253
92,9300,1.00449,1.00369,0.91730
93,9400,1.04175,0.96228,0.94455
94,9500,0.96325,0.94047,0.96555
95,9600,0.97783,0.96375,0.94224
96,9700,1.02866,0.95428,0.99341
97,9800,0.99563,1.00589,0.95334
98,9900,0.98076,0.99486,0.97643
99,10000,0.97918,0.95919,0.99488
100,10100,1.02707,0.99150,0.97820
101,10200,0.95308,0.95441,1.01289
102,10300,0.98094,0.96261,0.92223
103,10400,0.93963,0.97304,0.95869
104,10500,0.98907,1.01159,1.00761
105,10600,0.91921,0.98584,1.03192
106,10700,0.96794,1.01076,1.01878
107,10800,0.96383,0.96693,0.95366
108,10900,1.01356,0.98194,0.98365
109,11000,1.01526,0.97401,0.92672
110,11100,0.97447,0.97541,1.00183
111,11200,0.97143,0.97082,1.02373
112,11300,0.94129,0.97636,0.95435
113,11400,0.94949,0.97192,0.95948
114,11500,0.97226,1.00561,0.95552
115,11600,1.00609,1.00846,0.97127
116,11700,1.00383,1.00634,0.96065
117,11800,0.96707,0.93248,0.93118
118,11900,0.93364,0.97008,0.98569
119,12000,0.96940,0.91554,0.92747
120,12100,0.96436,0.98178,0.97491
121,12200,1.01713,1.02105,1.00062
122,12300,0.96571,0.95113,1.02391
123,12400,1.00773,1.02860,1.01403
124,12500,0.96674,1.00518,0.99134
125,12600,0.92212,0.99208,0.91974
126,12700,0.97731,0.99046,1.01205
127,12800,0.93373,0.96761,0.98094
128,12900,0.99937,0.96393,0.99996
129,13000,0.97973,0.95091,1.04505
130,13100,0.94779,0.95715,0.96075
131,13200,1.02412,0.95896,0.98150
132,13300,1.00167,0.98169,0.97505
133,13400,1.03448,1.04700,0.92205
134,13500,0.94892,0.97191,0.95394
135,13600,0.93561,0.94866,0.95161
136,13700,0.97598,0.97993,0.97257
137,13800,0.99363,0.97265,0.97014
138,13900,0.94486,1.02308,0.96732
139,14000,1.01863,0.94364,0.97097
140,14100,0.97149,0.94044,0.98987
141,14200,1.06112,0.95018,1.04668
142,14300,0.96175,0.97103,0.98408
143,14400,0.95738,0.97252,0.98041
