iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss,3_iql_loss,3_rnd_forward_loss,4_iql_loss,4_rnd_forward_loss
0,100,17.41008,0.88193,17.38261,0.87911,17.46926,0.88115,16.95164,0.87848
1,200,5.10389,0.88282,5.19770,0.88631,5.15848,0.88384,4.79628,0.88213
2,300,1.70806,0.86414,1.71480,0.86177,1.81772,0.85978,2.10342,0.85974
3,400,1.29130,0.82816,1.31043,0.82747,1.35855,0.82765,1.43272,0.82672
4,500,1.07316,0.78659,1.26132,0.78751,1.13449,0.78530,1.02100,0.78566
5,600,1.12265,0.75419,1.23754,0.75357,1.19747,0.75533,0.93108,0.75435
6,700,1.01256,0.72274,1.00391,0.72309,1.11165,0.72351,0.79206,0.72283
7,800,0.97610,0.68862,0.96285,0.68923,1.04480,0.68985,0.79698,0.68767
8,900,1.10628,0.65745,1.04115,0.65692,1.04146,0.65823,0.83766,0.65583
9,1000,1.05566,0.62609,1.04672,0.62691,1.05060,0.62309,0.86095,0.62521
10,1100,1.06119,0.59575,1.06950,0.59642,1.04145,0.59538,0.82423,0.59404
11,1200,1.06287,0.56825,1.07265,0.56925,0.94919,0.56985,0.82977,0.56704
12,1300,0.97299,0.54274,1.00638,0.54258,1.01982,0.54112,0.82149,0.54208
13,1400,0.94407,0.51501,0.97796,0.51598,1.09616,0.51520,0.78816,0.51705
14,1500,0.96741,0.49209,1.02504,0.49204,1.02439,0.49227,0.82349,0.49289
15,1600,0.98351,0.46761,0.98209,0.46773,1.05789,0.46596,0.93076,0.46811
16,1700,0.98361,0.44474,0.97773,0.44410,0.98967,0.44363,0.84370,0.44384
17,1800,1.00755,0.42370,1.06516,0.42305,1.15130,0.42346,0.83389,0.42410
18,1900,1.06806,0.40183,1.05587,0.40315,1.00358,0.40254,0.80825,0.40228
19,2000,1.08086,0.38151,1.01929,0.38258,0.99904,0.38178,0.87553,0.38054
20,2100,1.04372,0.36411,0.99126,0.36177,1.03134,0.36323,0.84014,0.36237
21,2200,0.90096,0.34430,1.02806,0.34485,1.06425,0.34497,0.88578,0.34425
22,2300,1.00394,0.32854,1.02516,0.32875,1.00729,0.32829,0.89589,0.32866
23,2400,1.01955,0.31092,1.01313,0.31232,0.98949,0.31088,0.84076,0.31186
24,2500,1.02449,0.29614,0.98585,0.29688,1.01293,0.29587,0.83983,0.29494
25,2600,0.99039,0.28193,0.90421,0.28219,1.04291,0.28181,0.84841,0.28001
26,2700,0.97000,0.26784,1.02045,0.26652,0.92490,0.26735,0.84669,0.26774
27,2800,1.00884,0.25568,0.97512,0.25548,0.96581,0.25603,0.90841,0.25578
28,2900,1.01062,0.24376,1.08793,0.24420,0.99255,0.24423,0.87245,0.24345
29,3000,0.97200,0.23265,0.99079,0.23349,1.03582,0.23359,0.91370,0.23254
30,3100,1.03445,0.22279,0.91082,0.22312,0.98053,0.22398,0.82423,0.22268
31,3200,0.99591,0.21485,1.03465,0.21500,1.08299,0.21441,0.88760,0.21383
