iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss
0,100,-5.41034,4.54655,0.94656,-5.40119,4.50806,0.95114
1,200,-5.99632,0.59036,0.95161,-5.88970,0.56829,0.94547
2,300,-6.26076,0.50282,0.87050,-6.20185,0.43028,0.87722
3,400,-7.16121,0.56864,0.91912,-7.03167,0.41306,0.91686
4,500,-8.14709,0.81216,0.98937,-7.89873,0.61504,0.99633
5,600,-8.46285,1.09873,1.03078,-8.10738,1.22256,1.01456
6,700,-9.37646,1.39289,1.03151,-9.52287,1.69123,1.03974
7,800,-10.22938,1.08971,1.03603,-10.07587,1.30080,1.03177
8,900,-10.79196,0.73971,1.01462,-10.69443,0.88537,1.01763
9,1000,-11.61954,0.77159,1.04983,-11.34632,0.77629,1.04780
10,1100,-12.32317,1.12059,1.04250,-12.15463,1.19957,1.05216
11,1200,-12.98388,1.07713,1.03746,-12.79864,1.20381,1.03958
12,1300,-13.80468,1.08383,1.00663,-13.27086,1.03548,0.99042
13,1400,-14.34351,2.45071,0.96770,-13.82161,2.46468,0.95873
14,1500,-14.85814,3.14957,0.92432,-14.59856,2.91712,0.93166
15,1600,-15.58179,1.41017,0.90044,-15.21519,1.53512,0.90283
16,1700,-15.94423,1.21037,0.86433,-15.56313,1.27891,0.86800
17,1800,-16.41208,1.13083,0.84271,-15.95537,1.21270,0.83952
18,1900,-16.81771,1.40377,0.81333,-16.29919,1.42270,0.81784
19,2000,-17.24540,1.13259,0.79608,-16.70842,1.25240,0.79259
20,2100,-17.54916,1.43772,0.76703,-17.05394,1.33722,0.76748
21,2200,-17.80407,1.23457,0.74833,-17.33495,1.32115,0.74146
22,2300,-18.09256,1.35676,0.72036,-17.62165,1.61876,0.72691
23,2400,-18.48378,1.48678,0.69575,-17.88998,1.79234,0.69684
24,2500,-18.52848,1.58406,0.67447,-18.08323,1.85266,0.67672
25,2600,-18.98458,1.44672,0.65629,-18.29536,1.46964,0.65172
26,2700,-19.02036,1.23360,0.63388,-18.45345,1.33244,0.63209
27,2800,-19.26584,1.64710,0.61131,-18.55420,1.81655,0.61403
28,2900,-19.45116,1.09124,0.59457,-18.84340,1.19696,0.59532
29,3000,-19.36851,0.84302,0.57329,-18.80202,1.06039,0.57724
30,3100,-19.60890,0.90480,0.55770,-18.86874,0.97543,0.55498
31,3200,-19.68014,0.95443,0.53992,-18.90051,1.06425,0.53986
32,3300,-19.69378,0.94130,0.52321,-18.94267,0.93888,0.52316
33,3400,-19.76972,0.97101,0.50349,-18.89272,1.09355,0.50350
34,3500,-19.74994,0.84289,0.48773,-18.95879,1.05810,0.48507
35,3600,-19.72669,0.89613,0.47150,-18.93054,1.11456,0.47121
36,3700,-19.78179,0.79275,0.45544,-18.94889,1.25022,0.45919
37,3800,-19.66068,1.01124,0.44192,-18.89582,1.15649,0.44251
38,3900,-19.64742,0.89726,0.42777,-18.92126,1.24576,0.42654
39,4000,-19.62778,0.86360,0.41522,-18.82397,1.21214,0.41518
40,4100,-19.60597,0.78556,0.40166,-18.80860,1.23981,0.40152
41,4200,-19.63032,0.63023,0.38852,-18.66470,1.01956,0.38909
42,4300,-19.78625,0.72388,0.37655,-18.82647,0.91517,0.37707
43,4400,-19.89087,0.82625,0.36540,-18.72453,0.99180,0.36520
44,4500,-19.90142,0.83568,0.35301,-18.79297,1.26772,0.35409
45,4600,-19.73763,0.66315,0.34384,-18.50529,0.86777,0.34279
46,4700,-19.57661,0.86277,0.33018,-18.31419,1.08696,0.33084
47,4800,-19.35351,1.06131,0.31942,-18.09554,1.35132,0.32030
48,4900,-19.02604,0.95464,0.30937,-17.92090,1.34920,0.31019
49,5000,-19.22551,1.18732,0.29859,-17.75194,1.68011,0.29904
50,5100,-18.94993,0.77330,0.28925,-17.80814,1.10589,0.28798
51,5200,-18.80480,0.70415,0.27905,-17.56789,0.93556,0.27775
52,5300,-18.61210,0.74933,0.27000,-17.42326,0.83056,0.26879
53,5400,-18.59099,0.62708,0.25907,-17.17123,0.82769,0.26165
54,5500,-18.33084,0.74896,0.25216,-17.03193,0.79803,0.25118
55,5600,-18.14327,0.57073,0.24361,-16.93945,0.74606,0.24330
56,5700,-18.02999,0.41892,0.23569,-16.75928,0.72163,0.23447
57,5800,-17.91255,0.43934,0.22756,-16.67423,0.64926,0.22747
58,5900,-17.78569,0.64606,0.21930,-16.43644,0.67856,0.21968
59,6000,-17.54928,0.35814,0.21216,-16.25957,0.61087,0.21269
60,6100,-17.45334,0.49137,0.20508,-16.05581,0.64052,0.20623
61,6200,-17.11488,0.46056,0.19884,-15.99919,0.65086,0.19841
62,6300,-17.01808,0.41865,0.19293,-15.82936,0.61782,0.19292
63,6400,-16.73626,0.42201,0.18769,-15.60404,0.61982,0.18692
64,6500,-16.55117,0.45009,0.18163,-15.51022,0.63660,0.18133
65,6600,-16.45426,0.41148,0.17628,-15.33229,0.63515,0.17593
66,6700,-16.15544,0.43911,0.17189,-15.23700,0.62826,0.17217
67,6800,-16.08056,0.44984,0.16812,-15.13500,0.80233,0.16711
68,6900,-15.96627,0.42981,0.16369,-15.11833,0.62736,0.16325
69,7000,-15.83656,0.42203,0.15940,-14.91913,0.51508,0.15889
70,7100,-15.63730,0.43469,0.15494,-14.81832,0.47173,0.15573
71,7200,-15.46599,0.43514,0.15337,-14.69948,0.60273,0.15345
72,7300,-15.41610,0.43460,0.14888,-14.61668,0.45903,0.14963
73,7400,-15.20519,0.44214,0.14593,-14.57531,0.40566,0.14651
74,7500,-15.06127,0.44881,0.14371,-14.36801,0.38046,0.14369
75,7600,-14.95714,0.44939,0.14173,-14.22399,0.36082,0.14200
76,7700,-14.77904,0.44056,0.13935,-14.11380,0.36870,0.13876
77,7800,-14.63900,0.44511,0.13643,-13.93325,0.38672,0.13607
78,7900,-14.63726,0.43645,0.13447,-13.80836,0.34557,0.13460
79,8000,-14.39918,0.42111,0.13218,-13.73066,0.34333,0.13284
80,8100,-14.35669,0.41088,0.13039,-13.65680,0.34668,0.13118
81,8200,-14.13492,0.40428,0.12974,-13.44832,0.33797,0.12895
82,8300,-14.02662,0.40257,0.12774,-13.30468,0.32482,0.12693
83,8400,-13.89235,0.40829,0.12529,-13.25573,0.35712,0.12528
84,8500,-13.77620,0.38658,0.12355,-13.09114,0.35359,0.12380
85,8600,-13.63626,0.36593,0.12189,-12.94654,0.31140,0.12165
86,8700,-13.53648,0.38531,0.12029,-12.97507,0.35152,0.12073
87,8800,-13.42637,0.37335,0.11885,-12.83224,0.34183,0.11891
88,8900,-13.29150,0.37345,0.11777,-12.77334,0.34208,0.11814
89,9000,-13.22524,0.38993,0.11614,-12.72962,0.33833,0.11507
90,9100,-13.12828,0.35675,0.11426,-12.57184,0.31777,0.11444
