iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,-2.97987,1.99529,0.56266,2.71607,-3.00566,1.95116,0.56360,2.71574,-2.99940,2.02470,0.56388,2.71625
1,200,-3.71705,0.83066,0.57178,2.71037,-3.72224,0.86929,0.57438,2.71082,-3.72572,0.90142,0.57066,2.71177
2,300,-3.99707,0.63916,0.54426,2.70945,-4.08815,0.58752,0.54343,2.70996,-4.08345,0.60030,0.54175,2.70974
3,400,-4.21500,0.56358,0.50734,2.70826,-4.25498,0.56822,0.50752,2.70887,-4.23353,0.56058,0.50883,2.70862
4,500,-4.44982,0.55235,0.47798,2.70747,-4.44376,0.51640,0.47658,2.70741,-4.41824,0.61819,0.47562,2.70772
5,600,-4.65659,0.62348,0.44417,2.70598,-4.72014,0.56148,0.44611,2.70555,-4.77324,0.55091,0.44354,2.70496
6,700,-4.92278,0.55595,0.41621,2.70462,-4.88926,0.55393,0.41446,2.70440,-4.87634,0.70985,0.41481,2.70415
7,800,-5.10551,0.63777,0.39013,2.70256,-5.16547,0.63556,0.39037,2.70178,-5.11089,0.64539,0.39042,2.70200
8,900,-5.31777,0.59950,0.36632,2.69956,-5.26604,0.62056,0.36520,2.69960,-5.44693,0.78243,0.36615,2.70042
9,1000,-5.52484,0.71024,0.34355,2.69843,-5.54145,0.64024,0.34273,2.69900,-5.53290,0.66167,0.34133,2.69875
10,1100,-5.74268,0.61401,0.32219,2.69676,-5.68550,0.88553,0.32225,2.69668,-5.71211,0.57992,0.32323,2.69675
11,1200,-5.99416,0.55140,0.30240,2.69522,-5.85078,0.68006,0.30123,2.69466,-5.94878,0.60966,0.30303,2.69522
12,1300,-6.21062,0.65958,0.28374,2.69399,-6.08890,0.59460,0.28395,2.69395,-6.08825,0.75508,0.28456,2.69367
13,1400,-6.32574,0.80612,0.26700,2.69255,-6.21729,0.74822,0.26708,2.69233,-6.23638,0.63222,0.26648,2.69214
14,1500,-6.46706,0.69910,0.25057,2.69156,-6.37096,0.58039,0.25029,2.69192,-6.43185,0.59213,0.25077,2.69143
15,1600,-6.55496,0.66229,0.23406,2.69024,-6.64461,0.75146,0.23434,2.69069,-6.57516,0.65253,0.23437,2.69050
16,1700,-6.73358,0.57223,0.22231,2.68910,-6.60461,0.83054,0.22069,2.68903,-6.73322,0.62070,0.22078,2.68906
17,1800,-6.86911,0.55663,0.20836,2.68785,-6.73229,0.90999,0.20822,2.68784,-6.67763,0.59627,0.20757,2.68768
18,1900,-6.88327,0.86339,0.19572,2.68687,-6.77793,0.85258,0.19548,2.68650,-6.98739,0.98125,0.19531,2.68613
19,2000,-7.15671,0.66130,0.18418,2.68548,-6.93908,0.89599,0.18376,2.68502,-7.10020,1.22506,0.18366,2.68518
20,2100,-7.07683,0.64028,0.17323,2.68400,-7.07413,0.74501,0.17262,2.68374,-7.10596,0.64783,0.17334,2.68347
21,2200,-7.16822,0.58543,0.16304,2.68295,-7.12643,0.62956,0.16337,2.68254,-7.16309,0.84447,0.16338,2.68240
22,2300,-7.27103,0.74455,0.15419,2.68029,-7.11202,0.64970,0.15398,2.68086,-7.08636,0.81832,0.15364,2.68062
23,2400,-7.25139,0.64327,0.14504,2.67954,-7.15085,0.70105,0.14490,2.67958,-7.28343,0.92646,0.14485,2.67898
24,2500,-7.35298,0.89086,0.13729,2.67781,-7.29051,0.67866,0.13706,2.67786,-7.31378,0.80547,0.13751,2.67767
25,2600,-7.37321,0.86871,0.12919,2.67535,-7.25683,0.59891,0.12939,2.67482,-7.38317,0.70895,0.12918,2.67582
26,2700,-7.31871,0.90160,0.12168,2.67383,-7.34803,0.68859,0.12164,2.67384,-7.35619,0.69753,0.12270,2.67396
27,2800,-7.36945,0.68962,0.11545,2.67256,-7.27976,0.99316,0.11502,2.67211,-7.41265,0.71542,0.11541,2.67146
28,2900,-7.32167,0.64183,0.10952,2.66997,-7.17878,0.94193,0.10858,2.66956,-7.44491,0.72391,0.10832,2.66993
29,3000,-7.33494,0.62977,0.10318,2.66714,-7.18710,0.89387,0.10347,2.66785,-7.37487,0.71609,0.10343,2.66787
30,3100,-7.40479,0.62710,0.09806,2.66573,-7.13078,0.90249,0.09826,2.66586,-7.34060,0.61901,0.09776,2.66595
31,3200,-7.36989,0.67956,0.09291,2.66424,-7.13402,0.97621,0.09276,2.66440,-7.32046,0.60077,0.09287,2.66405
32,3300,-7.31502,0.68199,0.08864,2.66093,-7.25676,0.98787,0.08887,2.66150,-7.35580,0.61087,0.08855,2.66161
33,3400,-7.25870,1.28124,0.08497,2.65921,-7.40368,0.85711,0.08479,2.65858,-7.32876,0.66662,0.08469,2.65917
34,3500,-7.23415,0.65809,0.08123,2.65671,-7.24622,0.83372,0.08128,2.65610,-7.45430,0.67756,0.08097,2.65630
35,3600,-7.26025,0.85698,0.07847,2.65398,-7.23533,0.85346,0.07824,2.65335,-7.35524,0.93506,0.07771,2.65362
36,3700,-7.18267,0.65939,0.07581,2.65159,-7.23232,0.66289,0.07538,2.65241,-7.47000,0.66842,0.07542,2.65076
37,3800,-7.10878,0.64760,0.07316,2.64914,-7.20119,0.62846,0.07311,2.64859,-7.33700,0.65242,0.07315,2.64900
38,3900,-7.19793,0.62789,0.07081,2.64631,-7.20801,0.67029,0.07075,2.64637,-7.35610,0.54956,0.07063,2.64534
39,4000,-7.11087,0.61249,0.06854,2.64312,-7.11644,0.66335,0.06856,2.64255,-7.31883,0.57925,0.06917,2.64356
40,4100,-7.05586,0.63262,0.06691,2.63980,-7.17160,0.56258,0.06662,2.64033,-7.32755,0.55989,0.06727,2.63964
