iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value
0,100,-2.36405,3.30707,0.44664,-2.31146,3.21716,0.43009,-2.32463,3.29271,0.43093
1,200,-2.61075,1.60336,0.35798,-2.56598,1.54776,0.34011,-2.56564,1.64191,0.34968
2,300,-2.95873,1.32610,0.34120,-2.87384,1.31655,0.33301,-2.90814,1.32635,0.34131
3,400,-3.30076,1.26306,0.34267,-3.30509,1.27637,0.33916,-3.32650,1.26855,0.34364
4,500,-3.59828,1.17431,0.34303,-3.52255,1.38873,0.33819,-3.52569,1.30374,0.34251
5,600,-3.85482,1.38973,0.33980,-3.76383,1.39662,0.33486,-3.93373,1.40701,0.34633
6,700,-4.26638,1.49019,0.34273,-4.15929,1.32916,0.33641,-4.34478,1.31982,0.34585
7,800,-4.56733,1.49493,0.34011,-4.66491,1.26839,0.33829,-4.66479,1.25762,0.33969
8,900,-5.11800,1.36626,0.34045,-5.00365,1.18915,0.33695,-4.98174,1.30772,0.33484
9,1000,-5.41670,1.25300,0.33373,-5.34041,1.15490,0.33358,-5.25313,1.24828,0.33079
10,1100,-5.70650,1.33694,0.33099,-5.75628,1.23324,0.33137,-5.78069,1.42345,0.32561
11,1200,-6.01675,1.30409,0.32462,-6.04465,1.29086,0.32736,-5.95753,1.37682,0.31928
12,1300,-6.45606,1.32486,0.32490,-6.39904,1.31098,0.32566,-6.28373,1.46573,0.31679
13,1400,-6.78384,1.35600,0.31987,-6.81112,1.33482,0.32632,-6.72123,1.36942,0.31430
14,1500,-7.27417,1.43432,0.31883,-7.25426,1.25743,0.32472,-7.08470,1.36634,0.30950
15,1600,-7.65161,1.51460,0.31823,-7.67641,1.32941,0.32104,-7.47573,1.37117,0.30467
16,1700,-8.04168,1.38402,0.31849,-8.12722,1.28414,0.32050,-7.81253,1.32432,0.30278
17,1800,-8.42718,1.55380,0.31513,-8.48762,1.42883,0.31899,-8.11551,1.52042,0.29909
