iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value
0,100,1.09397,0.02307,7.72833,0.50305
1,200,1.02218,0.01047,2.48160,0.38699
2,300,0.97682,0.00745,2.37185,0.36993
3,400,0.99202,0.00611,2.14469,0.36624
4,500,0.96128,0.00531,2.26415,0.35991
5,600,1.01536,0.00478,2.20338,0.35341
6,700,0.96663,0.00439,2.23346,0.34814
7,800,1.09829,0.00408,2.06071,0.34225
8,900,1.05586,0.00381,2.10056,0.34301
9,1000,0.98558,0.00360,2.14342,0.33854
10,1100,0.99216,0.00342,2.18669,0.33320
11,1200,1.03546,0.00326,2.13969,0.33260
12,1300,1.07329,0.00312,2.06944,0.32859
13,1400,1.04866,0.00300,2.14652,0.32700
14,1500,0.93816,0.00289,2.10378,0.32755
15,1600,0.94053,0.00279,2.09995,0.32318
16,1700,1.00743,0.00271,2.16728,0.32322
17,1800,0.94478,0.00262,2.08548,0.32090
18,1900,1.10088,0.00255,2.05199,0.31956
19,2000,1.06971,0.00248,2.05200,0.31690
20,2100,1.03313,0.00242,2.12671,0.31726
21,2200,0.94894,0.00236,2.07325,0.31492
22,2300,0.97471,0.00231,2.07589,0.31265
23,2400,1.13464,0.00225,2.08904,0.31480
24,2500,0.91979,0.00221,2.05812,0.30959
25,2600,1.02661,0.00216,2.07265,0.31022
26,2700,1.03484,0.00212,2.06391,0.30502
27,2800,0.92723,0.00208,1.99880,0.30194
28,2900,1.02204,0.00204,2.05868,0.30198
29,3000,0.86382,0.00201,2.07397,0.30354
30,3100,0.95285,0.00197,1.96739,0.29926
31,3200,0.93963,0.00194,1.93993,0.29782
32,3300,1.00682,0.00191,2.09549,0.29610
33,3400,1.08611,0.00188,2.05931,0.29693
34,3500,0.92540,0.00186,1.97581,0.29260
35,3600,1.01185,0.00183,1.96057,0.29067
36,3700,1.00786,0.00180,2.08644,0.29159
37,3800,0.98546,0.00178,2.09301,0.28708
38,3900,0.99588,0.00175,1.98232,0.28751
39,4000,0.98347,0.00173,1.92571,0.28692
40,4100,1.06509,0.00171,1.97795,0.28193
41,4200,0.91374,0.00169,1.93038,0.28471
42,4300,1.03685,0.00167,1.84734,0.28210
43,4400,0.95905,0.00165,1.97958,0.27908
44,4500,1.04961,0.00163,1.99814,0.28038
45,4600,0.94846,0.00161,2.02359,0.28064
46,4700,0.98310,0.00160,2.11273,0.28058
47,4800,1.01626,0.00158,1.89514,0.27813
48,4900,1.00081,0.00156,1.99917,0.27528
49,5000,1.03056,0.00155,1.95071,0.27636
50,5100,0.99230,0.00153,1.91126,0.27362
51,5200,0.92546,0.00151,1.98009,0.27386
52,5300,1.10891,0.00150,1.76974,0.27220
53,5400,1.09772,0.00149,1.87910,0.27396
54,5500,1.11176,0.00147,1.95828,0.27240
55,5600,0.94352,0.00146,1.93441,0.27468
56,5700,0.94505,0.00145,1.95197,0.27292
57,5800,1.03966,0.00143,1.97589,0.27271
58,5900,1.08911,0.00142,1.98344,0.27204
59,6000,0.97553,0.00141,1.93201,0.27041
60,6100,1.02872,0.00140,1.90434,0.27200
61,6200,1.04849,0.00139,1.96376,0.27025
62,6300,0.89767,0.00137,1.95430,0.27012
63,6400,0.90992,0.00136,2.03400,0.27271
64,6500,1.02124,0.00135,1.89184,0.26886
65,6600,1.02390,0.00134,1.98697,0.26993
66,6700,1.01362,0.00133,1.99345,0.26895
67,6800,0.92298,0.00132,1.98065,0.26790
68,6900,0.84732,0.00131,2.05493,0.26938
69,7000,0.97669,0.00130,1.88202,0.26941
70,7100,0.85986,0.00129,1.97558,0.27112
71,7200,1.03292,0.00128,1.96509,0.26870
72,7300,0.99817,0.00128,1.97935,0.27034
73,7400,0.92475,0.00127,1.99283,0.26859
74,7500,1.09293,0.00126,1.95492,0.26896
75,7600,0.88024,0.00125,1.94079,0.26782
76,7700,1.02998,0.00124,2.01725,0.26718
77,7800,0.98568,0.00123,1.93827,0.26858
78,7900,0.98479,0.00122,2.00652,0.26826
79,8000,0.93866,0.00122,1.92802,0.26840
80,8100,1.05324,0.00121,1.98929,0.26714
