iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value,4_iql_loss,4_count_value
0,100,6.49570,0.46402,6.45278,0.46046,6.60695,0.46440,5.83775,0.42743
1,200,2.56891,0.36764,2.48458,0.36450,2.48484,0.36751,2.51060,0.33758
2,300,2.27328,0.35591,2.36491,0.35835,2.33789,0.35840,2.24406,0.32409
3,400,2.28054,0.35839,2.28670,0.35657,2.31068,0.35569,2.25340,0.32554
4,500,2.23528,0.35971,2.35542,0.35488,2.24414,0.35691,2.12371,0.32503
5,600,2.19992,0.35288,2.34678,0.35480,2.33638,0.35569,1.98963,0.32629
6,700,2.16126,0.35127,2.14060,0.34898,2.26030,0.35186,1.93828,0.32431
7,800,2.20285,0.35209,2.13489,0.35161,2.26788,0.34896,1.99539,0.32562
8,900,2.25107,0.34801,2.27064,0.35234,2.25718,0.35134,1.96480,0.32370
9,1000,2.27563,0.35096,2.35522,0.35032,2.27439,0.35309,1.95905,0.32438
10,1100,2.25141,0.34764,2.25486,0.35235,2.18653,0.35022,2.01122,0.32671
11,1200,2.32335,0.34937,2.30326,0.34988,2.13534,0.34848,1.98735,0.32545
12,1300,2.15862,0.34741,2.25445,0.34835,2.20173,0.34547,1.97803,0.32644
13,1400,2.16779,0.34655,2.22404,0.34899,2.28329,0.34881,1.94060,0.32692
14,1500,2.15696,0.34689,2.33563,0.34987,2.23073,0.34626,1.91584,0.32685
15,1600,2.19849,0.34747,2.24152,0.34953,2.23873,0.34563,1.94655,0.32671
16,1700,2.19695,0.34718,2.28838,0.35084,2.24267,0.34608,1.99117,0.32706
17,1800,2.26779,0.34633,2.28680,0.35065,2.25307,0.34423,1.97895,0.32740
18,1900,2.19306,0.34342,2.24684,0.34772,2.22331,0.34511,1.92756,0.32773
19,2000,2.33687,0.34682,2.28156,0.34475,2.22742,0.34421,1.93164,0.32927
20,2100,2.24642,0.34758,2.11346,0.34414,2.19665,0.34206,1.91992,0.32864
21,2200,2.29366,0.34629,2.27237,0.34814,2.22286,0.34128,2.05264,0.32855
22,2300,2.15874,0.34384,2.31434,0.34377,2.26380,0.34103,2.05560,0.33499
23,2400,2.29770,0.34436,2.21544,0.34186,2.20620,0.33956,1.94457,0.33069
24,2500,2.21171,0.34254,2.19598,0.34255,2.33836,0.33865,1.97962,0.33022
25,2600,2.20786,0.34250,2.21410,0.34228,2.23417,0.33810,2.02713,0.33283
26,2700,2.17583,0.33827,2.27869,0.33982,2.24571,0.33641,1.98511,0.33445
27,2800,2.22337,0.34198,2.19026,0.33755,2.22917,0.33658,2.10546,0.33599
28,2900,2.26097,0.34288,2.27055,0.33697,2.15695,0.33627,1.94386,0.33096
29,3000,2.14996,0.33945,2.18305,0.33663,2.32731,0.33702,2.06210,0.33663
30,3100,2.29605,0.34009,2.20135,0.33670,2.30494,0.33785,1.98130,0.33651
31,3200,2.36296,0.33898,2.24837,0.33410,2.28911,0.33841,1.97515,0.33719
32,3300,2.24471,0.33744,2.14705,0.33463,2.30961,0.33687,1.99328,0.33996
33,3400,2.31719,0.33950,2.15547,0.33561,2.26973,0.33944,1.96255,0.33879
34,3500,2.18184,0.33508,2.24518,0.33411,2.20253,0.33257,2.03705,0.33949
35,3600,2.25017,0.33917,2.26445,0.33031,2.30952,0.33728,1.96972,0.33670
36,3700,2.22623,0.33833,2.15959,0.32864,2.23788,0.33346,2.00473,0.34236
37,3800,2.30472,0.33738,2.30661,0.33033,2.17065,0.33306,2.07163,0.34183
