iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss,3_iql_loss,3_icm_forward_loss,3_icm_inverse_loss,4_iql_loss,4_icm_forward_loss,4_icm_inverse_loss
0,100,7.78739,0.59090,1.61190,7.86566,0.58414,1.61034,7.85644,0.60186,1.61233,4.09721,0.42568,1.61182
1,200,2.01223,0.58708,1.61151,1.96817,0.58074,1.61025,2.05393,0.58892,1.61170,1.37581,0.43819,1.61280
2,300,0.83312,0.59079,1.61042,1.05948,0.58193,1.60963,1.10503,0.58618,1.61122,1.16836,0.43934,1.61244
3,400,1.15037,0.58503,1.61077,1.35151,0.57721,1.61004,1.06072,0.57604,1.61174,1.08649,0.43964,1.61184
4,500,0.96355,0.57967,1.61055,0.95163,0.57328,1.61026,1.06713,0.56904,1.61160,0.83271,0.43573,1.61135
5,600,0.89703,0.57356,1.61080,1.24787,0.56649,1.61093,1.21302,0.56463,1.61112,0.91724,0.43454,1.61056
6,700,0.79670,0.56728,1.61081,0.94419,0.56471,1.61083,1.22567,0.56155,1.61130,1.10619,0.43415,1.61114
7,800,0.96186,0.56119,1.61084,1.10999,0.55830,1.61032,1.16801,0.55874,1.61109,0.89014,0.42942,1.61092
8,900,0.99776,0.55608,1.61107,0.80580,0.55193,1.61074,1.10149,0.55442,1.61116,1.03378,0.42673,1.61123
9,1000,1.12144,0.55146,1.61134,1.09449,0.54662,1.61071,1.00923,0.54862,1.61092,0.82084,0.42294,1.61052
10,1100,0.98009,0.54493,1.61125,0.90232,0.54235,1.61104,1.03190,0.54553,1.61094,1.02967,0.42123,1.61138
11,1200,1.09624,0.53963,1.61152,1.09562,0.53967,1.61134,1.03191,0.54143,1.61136,0.89803,0.41744,1.61043
12,1300,1.01919,0.53531,1.61135,1.05499,0.53469,1.61171,1.36258,0.53652,1.61108,1.02864,0.41661,1.61046
13,1400,1.06234,0.53202,1.61158,1.29072,0.53078,1.61215,1.09040,0.53327,1.61127,1.05063,0.41188,1.61000
14,1500,1.03689,0.52730,1.61086,1.02483,0.52747,1.61188,1.16371,0.52854,1.61114,0.84409,0.40882,1.61024
15,1600,1.23868,0.52389,1.61113,1.16919,0.52155,1.61159,1.30419,0.52581,1.61129,1.12330,0.40637,1.61086
16,1700,1.05823,0.52037,1.61177,1.04671,0.51890,1.61125,1.13989,0.52028,1.61112,0.95088,0.40203,1.61123
17,1800,0.97578,0.51568,1.61135,0.84282,0.51540,1.61147,1.07561,0.51731,1.61083,0.96155,0.40048,1.61036
18,1900,1.20107,0.51235,1.61100,0.88164,0.51110,1.61151,0.96818,0.51434,1.61103,0.92493,0.39744,1.61107
19,2000,0.85890,0.50920,1.61130,0.91129,0.50847,1.61145,1.03875,0.50946,1.61034,0.95019,0.39537,1.61064
20,2100,0.98617,0.50584,1.61112,1.11832,0.50376,1.61148,1.23277,0.50772,1.61065,0.89901,0.39336,1.61066
21,2200,0.85541,0.50127,1.61107,0.97861,0.50010,1.61085,1.09125,0.50256,1.61065,0.98309,0.39068,1.61028
22,2300,1.05659,0.49626,1.61091,1.18530,0.49591,1.61144,0.84975,0.49887,1.61047,0.95574,0.38628,1.61034
23,2400,1.03601,0.49340,1.61092,0.87058,0.49162,1.61120,0.93927,0.49548,1.61029,1.03144,0.38403,1.61045
24,2500,1.01365,0.48851,1.61097,1.06924,0.48933,1.61129,0.93486,0.49257,1.61058,0.97730,0.38126,1.61021
25,2600,0.81001,0.48658,1.61072,1.08051,0.48528,1.61068,1.07316,0.48996,1.61057,0.93784,0.37912,1.60984
26,2700,1.15375,0.48148,1.61049,1.00320,0.48144,1.61078,1.09748,0.48503,1.61053,0.92333,0.37604,1.60987
27,2800,0.81544,0.47923,1.61062,1.19433,0.47985,1.61105,1.17734,0.48285,1.60974,0.95331,0.37417,1.60995
28,2900,0.94107,0.47642,1.61024,0.97814,0.47662,1.61013,1.06528,0.47892,1.60999,0.93080,0.37096,1.61018
29,3000,0.85943,0.47370,1.60978,0.79056,0.47262,1.61062,0.97816,0.47659,1.61003,0.85461,0.36778,1.60904
30,3100,0.96336,0.46965,1.60963,1.01305,0.47094,1.61005,0.96199,0.47263,1.60996,1.03579,0.36583,1.60973
31,3200,0.71274,0.46556,1.60986,1.07554,0.46681,1.61022,1.31662,0.46876,1.60965,1.09636,0.36325,1.60942
32,3300,0.99631,0.46384,1.60981,0.96543,0.46406,1.60995,0.61847,0.46551,1.60957,0.87480,0.35958,1.60908
33,3400,0.98198,0.45927,1.60938,0.79878,0.46065,1.60993,1.02027,0.46258,1.60992,0.99756,0.35823,1.60947
34,3500,1.15897,0.45713,1.60943,1.08572,0.45735,1.60956,1.01382,0.45912,1.60955,1.00495,0.35560,1.60926
35,3600,1.11602,0.45185,1.60906,1.09732,0.45433,1.60938,0.91703,0.45475,1.60973,0.93512,0.35205,1.60851
36,3700,1.01240,0.44839,1.60877,1.05909,0.44970,1.60899,1.07870,0.45358,1.60931,0.93377,0.34954,1.60819
37,3800,1.23259,0.44528,1.60903,1.06143,0.44611,1.60902,1.01025,0.45032,1.60932,0.89228,0.34692,1.60858
38,3900,1.05038,0.44067,1.60860,1.00389,0.44417,1.60878,0.95207,0.44556,1.60915,0.87945,0.34411,1.60817
39,4000,1.22608,0.43751,1.60863,0.87010,0.44135,1.60878,1.12925,0.44320,1.60928,1.04428,0.34150,1.60825
40,4100,1.08721,0.43433,1.60833,1.17850,0.43726,1.60875,1.06747,0.44080,1.60906,1.07974,0.33816,1.60863
41,4200,0.97703,0.42988,1.60811,0.93066,0.43291,1.60808,1.00425,0.43604,1.60851,0.95557,0.33589,1.60812
42,4300,1.13183,0.42548,1.60840,0.91769,0.43040,1.60837,1.04934,0.43121,1.60866,0.92405,0.33238,1.60745
43,4400,0.88067,0.42348,1.60794,1.06231,0.42851,1.60797,0.93700,0.42839,1.60867,1.13764,0.32920,1.60754
44,4500,1.11946,0.41848,1.60769,0.84067,0.42438,1.60790,1.03762,0.42468,1.60815,0.92915,0.32387,1.60786
45,4600,1.06588,0.41409,1.60746,0.99894,0.42061,1.60748,1.20600,0.42150,1.60833,0.93335,0.32298,1.60762
46,4700,0.94080,0.41291,1.60720,0.98853,0.41697,1.60761,1.16626,0.41869,1.60860,0.82115,0.32081,1.60743
47,4800,0.99436,0.40770,1.60729,1.28366,0.41326,1.60764,1.32407,0.41378,1.60840,0.98464,0.31763,1.60712
48,4900,0.92427,0.40620,1.60675,1.16088,0.41048,1.60722,1.12542,0.41152,1.60839,0.92574,0.31523,1.60591
49,5000,1.10439,0.40173,1.60662,0.90123,0.40704,1.60702,0.92390,0.40975,1.60791,0.97774,0.31162,1.60729
50,5100,0.81330,0.39802,1.60649,0.90520,0.40244,1.60743,0.94461,0.40557,1.60793,0.95752,0.30969,1.60653
51,5200,1.08331,0.39428,1.60641,0.96661,0.40107,1.60688,1.10027,0.40278,1.60776,0.85794,0.30679,1.60648
52,5300,0.96022,0.39034,1.60634,1.01641,0.39690,1.60703,0.96167,0.39848,1.60743,0.90871,0.30310,1.60699
53,5400,0.90195,0.38804,1.60586,0.89361,0.39354,1.60671,1.07332,0.39461,1.60761,0.89411,0.30037,1.60636
54,5500,1.01674,0.38503,1.60581,1.18001,0.38968,1.60664,1.20625,0.39087,1.60770,0.94531,0.29645,1.60657
55,5600,1.04155,0.38117,1.60604,1.07298,0.38720,1.60671,1.07008,0.38569,1.60771,1.01020,0.29342,1.60634
56,5700,1.01676,0.37782,1.60572,0.86681,0.38331,1.60667,1.00497,0.38357,1.60749,0.95585,0.29150,1.60572
57,5800,0.85805,0.37531,1.60516,0.96843,0.38055,1.60659,1.00325,0.38120,1.60707,0.87732,0.28795,1.60553
58,5900,1.06895,0.37135,1.60506,1.08551,0.37603,1.60606,0.96257,0.37835,1.60688,0.95809,0.28552,1.60600
59,6000,0.85511,0.36757,1.60503,1.06351,0.37332,1.60586,0.88584,0.37371,1.60688,0.96642,0.28142,1.60562
60,6100,1.04285,0.36565,1.60508,0.97693,0.37041,1.60608,0.76136,0.37221,1.60681,0.84391,0.27879,1.60569
61,6200,0.87898,0.36328,1.60445,0.94815,0.36751,1.60598,0.87348,0.36717,1.60689,0.90558,0.27571,1.60525
62,6300,0.88261,0.35925,1.60461,1.16999,0.36388,1.60598,0.91419,0.36413,1.60641,0.91047,0.27321,1.60551
63,6400,0.99554,0.35562,1.60452,1.32318,0.36136,1.60567,1.03611,0.36137,1.60649,0.81967,0.26926,1.60515
64,6500,0.83167,0.35247,1.60431,1.09471,0.35674,1.60591,0.85030,0.35783,1.60655,0.82174,0.26603,1.60481
65,6600,1.27911,0.35009,1.60428,1.21120,0.35361,1.60569,0.91596,0.35595,1.60612,1.01199,0.26412,1.60516
66,6700,1.22597,0.34654,1.60403,1.03493,0.35091,1.60552,0.93926,0.35184,1.60614,0.79230,0.26132,1.60606
67,6800,0.86361,0.34293,1.60389,1.35187,0.34764,1.60520,1.18707,0.34814,1.60578,0.77261,0.25866,1.60513
68,6900,0.81273,0.33981,1.60438,1.04671,0.34404,1.60560,0.85628,0.34509,1.60607,0.93286,0.25691,1.60480
69,7000,0.94976,0.33663,1.60375,0.80268,0.34177,1.60513,0.92394,0.34231,1.60539,0.96022,0.25350,1.60537
70,7100,0.97934,0.33294,1.60349,1.28554,0.33828,1.60510,0.80403,0.33931,1.60508,1.05434,0.25057,1.60506
71,7200,1.28065,0.33079,1.60356,0.97409,0.33427,1.60504,0.92564,0.33605,1.60547,0.94906,0.24823,1.60493
72,7300,1.04680,0.32874,1.60293,1.00113,0.33175,1.60489,0.99139,0.33205,1.60543,0.84374,0.24601,1.60490
73,7400,1.07169,0.32581,1.60339,1.22977,0.32897,1.60446,1.26192,0.33009,1.60529,0.98683,0.24344,1.60540
74,7500,0.94766,0.32193,1.60300,0.97539,0.32542,1.60436,0.97741,0.32706,1.60486,0.89459,0.24035,1.60522
75,7600,0.71415,0.31919,1.60309,0.91870,0.32347,1.60454,1.00178,0.32362,1.60482,0.96442,0.23766,1.60486
76,7700,0.83399,0.31632,1.60269,0.94519,0.32009,1.60413,1.28629,0.32028,1.60471,0.89375,0.23430,1.60467
77,7800,1.06840,0.31335,1.60229,0.85003,0.31769,1.60415,0.84957,0.31767,1.60431,0.87895,0.23322,1.60450
78,7900,0.90253,0.30935,1.60239,0.88588,0.31406,1.60423,0.86050,0.31494,1.60429,0.95536,0.22985,1.60398
79,8000,0.75471,0.30668,1.60239,1.07810,0.31139,1.60387,1.03128,0.31228,1.60441,1.02190,0.22757,1.60455
80,8100,0.92662,0.30383,1.60190,1.01393,0.30875,1.60367,0.92954,0.30908,1.60420,0.89787,0.22460,1.60522
81,8200,0.90780,0.30109,1.60195,1.17779,0.30562,1.60364,1.03875,0.30491,1.60455,0.95315,0.22299,1.60423
82,8300,0.97097,0.29797,1.60162,1.13352,0.30225,1.60357,1.09919,0.30368,1.60415,0.90768,0.22097,1.60503
83,8400,1.08658,0.29659,1.60144,0.87355,0.29989,1.60341,1.18872,0.29984,1.60423,0.85737,0.21772,1.60476
84,8500,0.86428,0.29369,1.60125,1.02137,0.29658,1.60357,1.06143,0.29620,1.60371,0.85170,0.21634,1.60496
85,8600,0.92182,0.28997,1.60139,1.07921,0.29428,1.60340,1.05285,0.29326,1.60374,0.90073,0.21338,1.60432
86,8700,0.96936,0.28697,1.60177,1.13188,0.29107,1.60327,1.33752,0.28995,1.60394,0.92224,0.21028,1.60505
87,8800,1.32045,0.28523,1.60103,1.07562,0.28893,1.60307,0.89604,0.28745,1.60335,0.86723,0.20916,1.60431
88,8900,0.84698,0.28176,1.60132,0.91594,0.28602,1.60330,0.97517,0.28588,1.60297,0.88556,0.20662,1.60566
89,9000,1.19140,0.27977,1.60093,0.98512,0.28297,1.60299,1.29327,0.28265,1.60327,0.90039,0.20443,1.60508
90,9100,1.10383,0.27610,1.60091,1.20114,0.28056,1.60280,0.82310,0.27909,1.60332,0.87951,0.20248,1.60512
91,9200,1.20243,0.27340,1.60154,0.97052,0.27782,1.60272,1.00433,0.27671,1.60338,0.76944,0.19929,1.60470
92,9300,0.88725,0.27100,1.60111,1.02563,0.27550,1.60252,1.10009,0.27298,1.60325,0.90000,0.19804,1.60557
93,9400,1.19437,0.26882,1.60077,1.00673,0.27229,1.60254,1.20700,0.27170,1.60303,1.08301,0.19591,1.60479
94,9500,1.04851,0.26621,1.60129,1.29346,0.26918,1.60225,0.96468,0.26919,1.60274,0.84725,0.19271,1.60515
95,9600,1.10647,0.26415,1.60107,0.98358,0.26649,1.60188,1.42209,0.26620,1.60297,0.95411,0.19153,1.60446
96,9700,1.32074,0.26073,1.60089,1.05690,0.26440,1.60190,0.94811,0.26344,1.60202,0.93801,0.18979,1.60434
97,9800,1.37886,0.25921,1.60029,1.08519,0.26133,1.60187,0.87824,0.26018,1.60205,0.80764,0.18752,1.60374
98,9900,1.01569,0.25609,1.60047,1.15266,0.25897,1.60154,0.93283,0.25801,1.60243,0.84169,0.18535,1.60480
99,10000,0.80316,0.25317,1.60080,1.02034,0.25672,1.60141,0.90700,0.25474,1.60215,0.87980,0.18383,1.60438
100,10100,1.07243,0.25110,1.59995,0.81923,0.25443,1.60138,1.09500,0.25241,1.60205,0.95445,0.18174,1.60486
101,10200,0.70285,0.24808,1.60022,1.13701,0.25198,1.60105,1.17511,0.24963,1.60233,0.86730,0.17946,1.60466
102,10300,0.68450,0.24500,1.60006,0.92340,0.24858,1.60107,1.00676,0.24768,1.60206,0.94663,0.17806,1.60518
103,10400,1.31540,0.24273,1.59919,1.00406,0.24576,1.60100,0.95243,0.24397,1.60202,0.73677,0.17592,1.60494
104,10500,1.01172,0.24077,1.59932,0.96348,0.24368,1.60105,1.23897,0.24189,1.60185,1.10879,0.17468,1.60474
105,10600,1.01901,0.23832,1.59951,0.93339,0.24098,1.60072,1.02907,0.23943,1.60176,1.05007,0.17271,1.60418
106,10700,1.08568,0.23590,1.59894,0.94413,0.23792,1.60053,1.05023,0.23637,1.60191,0.88400,0.17072,1.60481
107,10800,0.97861,0.23285,1.59852,1.06423,0.23624,1.60031,0.83874,0.23442,1.60190,1.04239,0.16833,1.60402
108,10900,0.97533,0.23052,1.59887,1.17015,0.23370,1.60061,0.96657,0.23247,1.60144,0.90535,0.16670,1.60444
109,11000,0.79762,0.22851,1.59939,0.77467,0.23131,1.60084,1.13588,0.22935,1.60148,0.94145,0.16509,1.60392
110,11100,0.93524,0.22655,1.59843,0.89295,0.22796,1.60029,1.03384,0.22726,1.60130,0.99980,0.16295,1.60422
111,11200,0.94224,0.22351,1.59863,0.83412,0.22606,1.60058,1.28005,0.22466,1.60088,0.93441,0.16133,1.60459
112,11300,1.13097,0.22098,1.59861,0.74310,0.22376,1.60061,0.85541,0.22224,1.60074,0.87246,0.16004,1.60506
113,11400,0.93864,0.21902,1.59799,1.16562,0.22204,1.59981,1.14511,0.21944,1.60076,0.94258,0.15808,1.60414
114,11500,1.17894,0.21666,1.59854,1.00617,0.21905,1.59988,1.02579,0.21734,1.60048,0.89625,0.15661,1.60474
115,11600,1.08853,0.21434,1.59893,1.27540,0.21685,1.59994,1.17298,0.21520,1.60082,0.98118,0.15513,1.60378
116,11700,1.13943,0.21226,1.59833,0.96394,0.21439,1.59977,1.01742,0.21321,1.60092,1.03597,0.15337,1.60413
117,11800,0.85379,0.20976,1.59735,0.82257,0.21177,1.59970,1.04617,0.21053,1.60013,0.88184,0.15200,1.60461
118,11900,1.51111,0.20816,1.59783,0.94613,0.20991,1.59901,0.96076,0.20834,1.60035,1.05127,0.15032,1.60391
119,12000,1.12345,0.20545,1.59775,0.87489,0.20878,1.59904,0.96505,0.20589,1.60044,0.87365,0.14886,1.60397
120,12100,1.10614,0.20340,1.59700,0.93323,0.20626,1.59839,1.01988,0.20456,1.60015,0.99682,0.14732,1.60459
121,12200,0.85272,0.20201,1.59743,1.01493,0.20418,1.59862,1.15093,0.20227,1.59960,1.02465,0.14603,1.60409
122,12300,1.31586,0.19924,1.59713,0.80636,0.20139,1.59863,1.03416,0.20001,1.59973,0.82853,0.14452,1.60403
123,12400,1.35836,0.19708,1.59691,1.08270,0.19901,1.59873,0.96494,0.19764,1.59933,1.01233,0.14259,1.60374
124,12500,1.04907,0.19551,1.59675,1.06670,0.19722,1.59821,1.15922,0.19522,1.59971,0.96250,0.14085,1.60398
125,12600,1.19752,0.19308,1.59630,1.07903,0.19511,1.59823,1.35887,0.19324,1.59923,0.93816,0.13950,1.60374
126,12700,0.88427,0.19105,1.59688,1.16591,0.19231,1.59809,0.84906,0.19189,1.59992,0.84110,0.13792,1.60368
127,12800,0.74960,0.18877,1.59648,1.17258,0.19141,1.59784,0.81456,0.18878,1.59931,0.92868,0.13628,1.60387
128,12900,1.15595,0.18699,1.59611,0.86531,0.18867,1.59744,1.07065,0.18730,1.59897,0.88801,0.13502,1.60418
129,13000,0.84791,0.18481,1.59646,1.01470,0.18656,1.59743,0.98240,0.18496,1.59916,0.95155,0.13427,1.60448
130,13100,1.28293,0.18308,1.59622,1.02889,0.18459,1.59749,1.30185,0.18336,1.59835,0.79692,0.13241,1.60399
131,13200,0.98973,0.18083,1.59626,0.92288,0.18240,1.59749,1.01083,0.18116,1.59903,0.82385,0.13091,1.60293
132,13300,1.24712,0.17872,1.59592,1.06601,0.18074,1.59740,1.08809,0.17890,1.59876,1.06216,0.12969,1.60395
133,13400,1.01650,0.17708,1.59565,1.06769,0.17878,1.59706,0.84266,0.17688,1.59832,0.78584,0.12829,1.60379
134,13500,0.83992,0.17523,1.59532,1.17891,0.17686,1.59668,1.05614,0.17457,1.59879,0.88387,0.12712,1.60341
135,13600,0.79176,0.17330,1.59556,1.00048,0.17463,1.59658,0.97778,0.17269,1.59835,0.93217,0.12530,1.60353
136,13700,1.00258,0.17088,1.59617,1.10887,0.17313,1.59645,0.71800,0.17163,1.59835,0.76159,0.12404,1.60428
137,13800,1.29726,0.16871,1.59516,1.60292,0.17051,1.59660,1.22133,0.16920,1.59766,0.97386,0.12284,1.60320
138,13900,0.83908,0.16727,1.59554,1.02549,0.16836,1.59698,0.90937,0.16717,1.59815,0.83172,0.12159,1.60306
139,14000,0.88351,0.16536,1.59572,0.79199,0.16767,1.59565,1.02293,0.16533,1.59803,0.98049,0.12029,1.60317
140,14100,1.08701,0.16381,1.59489,1.10517,0.16517,1.59584,1.05342,0.16367,1.59750,0.95520,0.11887,1.60365
141,14200,0.75614,0.16190,1.59429,0.85119,0.16401,1.59647,1.39032,0.16196,1.59773,0.90155,0.11805,1.60276
142,14300,0.96590,0.16024,1.59432,0.82191,0.16104,1.59626,1.18515,0.16001,1.59773,0.89734,0.11680,1.60300
143,14400,0.62301,0.15842,1.59404,1.05207,0.16004,1.59555,0.98180,0.15810,1.59759,1.00210,0.11526,1.60248
144,14500,0.93716,0.15719,1.59470,1.00377,0.15803,1.59578,1.12471,0.15644,1.59748,1.00444,0.11437,1.60332
145,14600,1.03299,0.15504,1.59421,1.31068,0.15677,1.59579,1.25830,0.15487,1.59746,0.84903,0.11304,1.60312
146,14700,0.93807,0.15341,1.59389,1.05513,0.15505,1.59482,0.96412,0.15303,1.59734,1.05048,0.11218,1.60250
147,14800,1.02670,0.15158,1.59363,1.07802,0.15280,1.59495,0.86741,0.15136,1.59726,0.74273,0.11066,1.60225
148,14900,1.13381,0.15057,1.59318,1.27343,0.15141,1.59508,0.98767,0.14939,1.59697,1.07485,0.10982,1.60321
149,15000,0.85460,0.14858,1.59336,0.98416,0.14939,1.59492,0.78993,0.14826,1.59691,0.98066,0.10846,1.60313
150,15100,1.02186,0.14739,1.59357,1.03558,0.14823,1.59388,0.88881,0.14645,1.59687,1.08449,0.10757,1.60302
151,15200,1.18262,0.14521,1.59331,1.36625,0.14650,1.59443,1.27116,0.14474,1.59633,0.98397,0.10653,1.60236
152,15300,0.78682,0.14359,1.59361,1.22217,0.14468,1.59408,0.82422,0.14321,1.59643,0.85828,0.10531,1.60297
153,15400,0.99339,0.14180,1.59239,1.07878,0.14355,1.59405,1.00136,0.14114,1.59614,0.91203,0.10441,1.60265
154,15500,1.15019,0.14013,1.59246,1.02972,0.14128,1.59368,0.84336,0.14014,1.59642,0.97680,0.10302,1.60206
155,15600,0.80610,0.13914,1.59236,0.92492,0.13975,1.59387,1.03547,0.13833,1.59661,0.86017,0.10180,1.60265
156,15700,1.07568,0.13713,1.59300,0.89291,0.13833,1.59416,1.09615,0.13664,1.59635,0.96519,0.10115,1.60216
157,15800,0.71891,0.13546,1.59166,0.93417,0.13734,1.59303,0.92255,0.13546,1.59536,0.87061,0.10011,1.60277
158,15900,1.11673,0.13454,1.59124,0.91937,0.13555,1.59339,0.96973,0.13369,1.59601,0.88907,0.09905,1.60262
159,16000,0.93416,0.13317,1.59155,1.04164,0.13404,1.59313,1.15954,0.13230,1.59554,0.91148,0.09798,1.60280
160,16100,0.85755,0.13142,1.59260,1.09559,0.13269,1.59337,1.01239,0.13101,1.59572,0.93434,0.09707,1.60267
161,16200,1.03707,0.13003,1.59156,1.00833,0.13129,1.59302,0.91258,0.12998,1.59482,0.97284,0.09638,1.60273
162,16300,1.08628,0.12809,1.59136,0.97777,0.12933,1.59318,1.38735,0.12827,1.59521,0.99715,0.09496,1.60274
163,16400,1.13020,0.12687,1.59135,0.99678,0.12866,1.59259,0.85817,0.12679,1.59471,0.73825,0.09447,1.60279
164,16500,0.97133,0.12623,1.59112,0.94277,0.12644,1.59258,0.85711,0.12519,1.59503,0.84846,0.09402,1.60303
165,16600,0.97459,0.12446,1.59066,1.15776,0.12525,1.59284,0.80287,0.12382,1.59475,0.88119,0.09290,1.60281
166,16700,0.90074,0.12324,1.59062,0.75593,0.12426,1.59206,0.95224,0.12219,1.59463,0.88110,0.09216,1.60265
167,16800,0.86283,0.12171,1.59008,0.89333,0.12310,1.59187,0.98783,0.12073,1.59467,0.82499,0.09105,1.60288
168,16900,1.22954,0.12100,1.59062,1.16944,0.12104,1.59238,0.78440,0.11990,1.59456,0.88978,0.09047,1.60187
169,17000,0.86170,0.11866,1.58923,0.89598,0.12036,1.59159,1.07297,0.11849,1.59430,1.10248,0.08951,1.60268
170,17100,0.77130,0.11773,1.58999,0.95677,0.11867,1.59180,1.12731,0.11701,1.59337,0.92502,0.08855,1.60239
171,17200,0.97709,0.11634,1.58913,0.97903,0.11779,1.59132,0.78510,0.11589,1.59297,0.94924,0.08830,1.60199
172,17300,0.84614,0.11541,1.58999,0.94781,0.11610,1.59140,0.72625,0.11453,1.59290,0.93548,0.08751,1.60205
173,17400,1.14103,0.11441,1.58840,0.88528,0.11458,1.59139,1.38315,0.11359,1.59315,0.82561,0.08643,1.60275
174,17500,0.98833,0.11264,1.58875,0.81215,0.11421,1.59115,1.04014,0.11235,1.59310,0.82678,0.08636,1.60245
175,17600,0.96240,0.11217,1.58816,0.87272,0.11273,1.59102,1.18690,0.11108,1.59228,0.99427,0.08514,1.60224
176,17700,0.79843,0.11061,1.58745,1.00197,0.11147,1.59036,0.90092,0.10993,1.59256,0.85952,0.08440,1.60194
177,17800,1.09664,0.10971,1.58850,1.15278,0.11029,1.58976,0.99928,0.10888,1.59253,0.75548,0.08400,1.60197
178,17900,0.72581,0.10830,1.58713,0.84454,0.10941,1.58981,1.10402,0.10801,1.59198,0.77601,0.08358,1.60225
179,18000,1.21631,0.10730,1.58751,0.93550,0.10872,1.58911,0.91668,0.10664,1.59150,0.85666,0.08301,1.60252
180,18100,1.06863,0.10636,1.58670,0.84985,0.10784,1.58836,0.87154,0.10540,1.59176,1.02690,0.08221,1.60228
181,18200,1.16694,0.10471,1.58667,0.91216,0.10609,1.58904,0.86746,0.10478,1.59106,0.88404,0.08154,1.60089
182,18300,0.99432,0.10423,1.58727,0.84399,0.10491,1.58909,1.20788,0.10297,1.59185,1.03977,0.08059,1.60178
183,18400,1.12427,0.10308,1.58651,0.72304,0.10385,1.58951,1.12011,0.10272,1.59099,0.94735,0.08014,1.60226
184,18500,0.80969,0.10223,1.58657,1.05524,0.10307,1.58917,0.99164,0.10158,1.59024,0.88969,0.07955,1.60118
185,18600,0.96586,0.10139,1.58718,1.01448,0.10212,1.58864,1.26156,0.10056,1.59095,0.95664,0.07904,1.60203
186,18700,0.71040,0.10011,1.58603,1.00283,0.10072,1.58881,1.09502,0.09976,1.59072,0.78514,0.07848,1.60214
187,18800,0.95937,0.09937,1.58612,1.08521,0.10046,1.58802,1.47749,0.09858,1.59032,0.74544,0.07772,1.60146
188,18900,1.12180,0.09865,1.58631,0.91265,0.09889,1.58760,1.18380,0.09759,1.59031,0.85547,0.07750,1.60183
189,19000,1.03030,0.09765,1.58458,0.84094,0.09885,1.58776,1.00740,0.09680,1.58930,0.94089,0.07644,1.60230
190,19100,1.28585,0.09647,1.58497,1.04260,0.09719,1.58837,1.15529,0.09590,1.58962,0.96753,0.07611,1.60089
191,19200,1.17608,0.09585,1.58521,1.29218,0.09661,1.58770,1.18636,0.09507,1.59025,0.88497,0.07506,1.60080
192,19300,0.93803,0.09492,1.58500,1.00523,0.09602,1.58772,0.90157,0.09420,1.59004,0.88979,0.07509,1.60166
193,19400,0.83448,0.09450,1.58375,0.73110,0.09508,1.58762,1.06353,0.09396,1.58984,0.77115,0.07454,1.60262
194,19500,0.94305,0.09347,1.58509,1.02086,0.09464,1.58665,0.88404,0.09279,1.58948,0.76986,0.07381,1.60191
195,19600,1.19368,0.09241,1.58369,1.01422,0.09295,1.58678,1.34232,0.09202,1.58912,0.91856,0.07342,1.60168
196,19700,1.07214,0.09212,1.58320,0.68622,0.09261,1.58682,1.01376,0.09153,1.58879,0.91396,0.07283,1.60219
197,19800,0.83226,0.09170,1.58301,1.09415,0.09201,1.58717,1.18633,0.09037,1.58877,0.94821,0.07224,1.60194
198,19900,1.17754,0.09111,1.58314,0.68522,0.09127,1.58722,0.97369,0.09009,1.58923,0.79317,0.07180,1.60242
199,20000,0.96058,0.08977,1.58332,1.17063,0.09093,1.58746,0.99795,0.08928,1.58884,0.76245,0.07137,1.60120
200,20100,0.98146,0.08883,1.58379,1.03350,0.08967,1.58677,0.93249,0.08868,1.58835,1.01912,0.07069,1.60115
