iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss
0,100,-7.52209,11.77121,1.35344,-7.53790,11.73202,1.35207,-7.52872,11.70442,1.35738
1,200,-8.45647,1.90498,1.41762,-8.44214,1.65745,1.41137,-8.33282,1.71837,1.42172
2,300,-8.75828,1.04986,1.34613,-8.61302,1.30034,1.33239,-8.89850,1.40746,1.34320
3,400,-9.13463,0.90877,1.25375,-9.12107,1.08932,1.25896,-9.15054,1.02927,1.24887
4,500,-9.50951,0.90468,1.15027,-9.50955,1.25422,1.16147,-9.51613,0.91855,1.15116
5,600,-10.26069,1.25886,1.12680,-10.07719,1.37561,1.12261,-10.16952,0.91651,1.12267
6,700,-10.96748,1.58581,1.08621,-10.78233,1.27076,1.09184,-10.85853,1.32962,1.08149
7,800,-11.40215,2.02756,1.06405,-11.33835,1.28274,1.06932,-11.45949,1.05541,1.06260
8,900,-12.13726,1.43718,1.01724,-11.97744,2.06437,1.01790,-12.18338,1.17371,1.02659
9,1000,-12.76485,1.72285,0.97223,-12.52406,2.15826,0.97060,-12.68512,2.25997,0.97381
10,1100,-13.23224,1.87212,0.93670,-13.15318,1.57695,0.93430,-13.19927,1.58127,0.93804
11,1200,-13.75502,2.31519,0.90349,-13.72248,1.64950,0.90302,-13.88319,1.41705,0.90300
12,1300,-14.29244,1.57576,0.87536,-14.07781,1.66358,0.88129,-14.13816,1.87930,0.87774
13,1400,-14.82505,1.55491,0.85709,-14.78302,1.55215,0.85816,-14.80123,1.41131,0.84914
14,1500,-15.21994,1.86540,0.83012,-15.26521,1.49349,0.82739,-15.33306,1.50931,0.83251
15,1600,-15.47808,2.38821,0.81106,-15.66296,1.32185,0.80561,-15.71137,1.75929,0.80218
16,1700,-15.91318,2.51853,0.77444,-16.04601,1.34054,0.77543,-16.18422,1.50539,0.77573
17,1800,-16.14296,3.25916,0.74573,-16.41657,1.81440,0.74216,-16.67680,1.73508,0.75229
18,1900,-16.68045,3.18507,0.70931,-16.86677,1.83466,0.71190,-16.85574,2.54609,0.71301
19,2000,-17.02643,2.58888,0.68106,-17.25006,1.35571,0.67534,-17.30803,1.90246,0.67680
20,2100,-17.24366,2.56097,0.64064,-17.43511,1.33047,0.64478,-17.51771,1.22768,0.64489
21,2200,-17.60548,1.88590,0.61258,-17.83330,1.73721,0.61122,-17.60818,1.93536,0.61258
22,2300,-17.85334,2.10240,0.58864,-18.03045,1.73886,0.58687,-18.24096,2.13592,0.58518
23,2400,-18.15560,1.89271,0.56029,-17.90291,1.55420,0.56499,-18.08272,1.49025,0.56315
24,2500,-18.23443,2.09319,0.53746,-18.53164,2.74315,0.53642,-18.40538,1.06785,0.53595
25,2600,-18.22672,1.48493,0.51369,-18.15685,2.49743,0.51078,-18.54279,1.52452,0.51324
26,2700,-18.29324,1.38848,0.48992,-18.38977,2.15664,0.48976,-18.54972,1.79733,0.49228
27,2800,-18.53232,1.22225,0.46779,-18.59860,1.99511,0.47112,-18.61429,1.04915,0.47015
28,2900,-18.66817,2.17218,0.45012,-18.49336,1.31911,0.45168,-18.75918,1.51094,0.45257
29,3000,-18.32437,3.20680,0.43288,-18.61786,1.26655,0.43141,-18.54282,1.43421,0.43218
30,3100,-18.82121,1.40513,0.41694,-18.35251,1.25990,0.41383,-18.69273,0.92986,0.41616
31,3200,-18.71456,1.13934,0.39898,-18.59665,1.24680,0.39955,-18.65299,1.49508,0.39757
32,3300,-18.53182,1.43813,0.38193,-18.56168,1.01127,0.38039,-18.56933,1.18884,0.38242
33,3400,-18.77104,1.33568,0.36338,-18.49759,1.70008,0.36554,-18.68276,1.08119,0.36596
34,3500,-18.60192,1.94648,0.35071,-18.61711,1.81467,0.35221,-18.39137,1.15863,0.34963
35,3600,-18.62458,1.23264,0.33526,-18.58473,0.85467,0.33621,-18.43352,1.01415,0.33517
36,3700,-18.79652,1.64899,0.32103,-18.61392,0.80749,0.32195,-18.45370,1.35612,0.31931
37,3800,-18.75368,1.61832,0.30730,-18.35066,0.83720,0.30827,-18.60740,1.51706,0.31050
38,3900,-18.51772,1.05188,0.29703,-18.29582,0.83670,0.29743,-18.24778,1.44073,0.29433
39,4000,-18.38551,1.03373,0.28277,-18.17198,2.49896,0.28152,-18.20809,1.20482,0.28367
40,4100,-18.33071,0.96295,0.27355,-18.25827,1.33138,0.27211,-18.10922,1.60990,0.27316
41,4200,-18.35837,0.82928,0.26114,-18.16169,1.06624,0.25860,-18.21065,1.54901,0.26214
42,4300,-18.17088,0.77744,0.24922,-18.06770,0.99417,0.24924,-17.91472,1.49068,0.24985
43,4400,-18.02263,0.76881,0.24111,-18.04693,1.58699,0.24072,-17.81817,1.38807,0.24225
44,4500,-18.06949,1.16789,0.23023,-17.71227,1.77701,0.23243,-17.43067,1.52009,0.23042
45,4600,-17.98911,2.10746,0.22300,-17.73316,1.84152,0.22184,-17.34475,1.63839,0.22325
46,4700,-17.58141,2.14722,0.21342,-17.59927,1.04079,0.21421,-17.35304,2.22433,0.21476
47,4800,-17.66383,1.81997,0.20596,-17.66741,1.05218,0.20663,-17.07259,1.27130,0.20837
48,4900,-17.56545,1.57883,0.20054,-17.39710,1.06153,0.19988,-17.01438,1.17618,0.19981
49,5000,-17.21976,1.44200,0.19469,-17.15752,0.83378,0.19418,-17.05109,1.11352,0.19284
50,5100,-17.17969,1.42548,0.18698,-16.88937,1.01839,0.18672,-16.97185,1.12357,0.18774
51,5200,-17.07488,1.12705,0.18109,-17.14319,1.25518,0.18194,-16.43946,1.00723,0.18071
52,5300,-16.86362,1.53414,0.17698,-17.01794,1.60343,0.17779,-16.17264,1.07316,0.17736
53,5400,-16.97240,1.54780,0.17207,-16.82746,1.51179,0.17401,-16.18785,1.01650,0.17202
54,5500,-16.67671,1.17411,0.16806,-16.63922,1.15113,0.16717,-16.00782,0.99061,0.16832
55,5600,-16.75652,1.54288,0.16459,-16.54363,2.84144,0.16412,-16.02253,1.16439,0.16479
56,5700,-16.42618,1.36979,0.16031,-16.73402,2.44039,0.15956,-15.84972,1.88949,0.16078
57,5800,-16.07934,1.05383,0.15721,-15.85077,2.56449,0.15778,-15.75387,1.28845,0.15745
58,5900,-16.16244,1.55616,0.15338,-16.12817,1.08143,0.15534,-15.50233,1.04072,0.15377
59,6000,-16.03673,1.30832,0.15024,-15.96884,1.11249,0.15061,-15.34520,1.01484,0.15080
60,6100,-15.96644,0.93959,0.14672,-15.88796,2.02218,0.14810,-15.11432,0.91400,0.14896
61,6200,-15.59774,0.98139,0.14491,-15.59980,1.20943,0.14456,-15.07606,1.01131,0.14478
62,6300,-15.37580,0.90829,0.14306,-15.61673,0.92497,0.14286,-14.89482,1.04148,0.14166
