iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_icm_forward_loss,4_icm_inverse_loss
0,100,-2.47137,1.70893,0.44742,1.61532,-2.50551,1.66037,0.45082,1.60956,-2.52435,1.75499,0.44700,1.61155,-2.15678,1.63653,0.33345,1.61360
1,200,-2.93017,0.82630,0.44712,1.61694,-2.98285,0.90939,0.45596,1.60464,-2.92765,0.86924,0.44414,1.61229,-2.27388,0.76558,0.33268,1.61102
2,300,-3.26390,0.93057,0.44543,1.61722,-3.22314,0.88525,0.45097,1.60317,-3.23612,0.86391,0.44154,1.61094,-2.51503,0.66762,0.32815,1.61206
3,400,-3.56907,1.00140,0.44207,1.61741,-3.54331,0.94044,0.44751,1.59946,-3.56066,0.91978,0.44020,1.61133,-2.71249,0.66240,0.32474,1.61645
4,500,-3.87151,0.99972,0.43838,1.61746,-3.86789,0.92719,0.44584,1.59751,-3.89400,0.88362,0.43765,1.61078,-2.95482,0.64415,0.32158,1.61812
5,600,-4.23193,0.97635,0.43451,1.61649,-4.26348,0.93619,0.44424,1.59459,-4.25205,0.97727,0.43408,1.61073,-3.19554,0.61576,0.31915,1.62069
6,700,-4.63739,1.04812,0.43080,1.61557,-4.64735,0.97234,0.44095,1.59204,-4.57176,0.98880,0.43033,1.61249,-3.47302,0.61645,0.31638,1.62156
7,800,-5.02755,1.07219,0.42823,1.61481,-5.00050,1.01644,0.43811,1.59046,-4.98074,1.11707,0.42632,1.61202,-3.74754,0.68636,0.31361,1.62131
8,900,-5.46796,1.11891,0.42452,1.61370,-5.36748,1.04722,0.43384,1.58902,-5.25076,1.14419,0.42283,1.61268,-3.96675,0.75254,0.31114,1.62146
9,1000,-5.69241,1.21119,0.42168,1.61366,-5.74777,1.15528,0.42967,1.58873,-5.63193,1.11858,0.41887,1.61308,-4.25251,0.85463,0.30875,1.62144
10,1100,-6.03284,1.27874,0.41770,1.61334,-6.07037,1.31616,0.42659,1.58822,-5.92614,1.14670,0.41530,1.61263,-4.49729,0.83924,0.30619,1.62205
11,1200,-6.39524,1.25731,0.41476,1.61205,-6.30025,1.34781,0.42318,1.58788,-6.26080,1.20900,0.41221,1.61300,-4.77838,0.90996,0.30385,1.62204
12,1300,-6.65514,1.32037,0.41166,1.61136,-6.67826,1.41214,0.41959,1.58763,-6.53299,1.30956,0.40928,1.61235,-4.95472,0.95125,0.30132,1.62137
13,1400,-6.92893,1.33016,0.40879,1.61011,-6.99417,1.42342,0.41702,1.58439,-6.78026,1.24764,0.40666,1.61182,-5.23854,1.01358,0.29886,1.62155
14,1500,-7.11202,1.35160,0.40555,1.60959,-7.12087,1.36027,0.41388,1.58332,-7.13803,1.32299,0.40347,1.61188,-5.45614,0.99066,0.29664,1.62070
15,1600,-7.38880,1.31986,0.40277,1.60911,-7.40931,1.29078,0.41116,1.58156,-7.36571,1.45927,0.40109,1.61144,-5.56557,0.98763,0.29429,1.62111
16,1700,-7.65595,1.64968,0.40021,1.60805,-7.71595,1.42830,0.40812,1.57983,-7.64135,1.45809,0.39856,1.61145,-5.82474,1.01148,0.29180,1.62088
17,1800,-7.88386,1.41329,0.39721,1.60785,-7.99873,1.34923,0.40522,1.57903,-7.91414,1.67102,0.39581,1.61091,-5.93809,1.12803,0.28958,1.62003
18,1900,-8.21907,1.45531,0.39442,1.60707,-8.18092,1.40321,0.40252,1.57739,-8.12487,1.53331,0.39332,1.61049,-6.16782,1.04975,0.28749,1.61983
19,2000,-8.37923,1.45916,0.39105,1.60682,-8.53311,1.53793,0.39915,1.57603,-8.37840,1.70276,0.39054,1.61031,-6.39310,1.12476,0.28494,1.61948
20,2100,-8.59887,1.63056,0.38808,1.60601,-8.72726,1.47341,0.39604,1.57510,-8.55641,1.60096,0.38823,1.60992,-6.53033,1.07143,0.28285,1.61892
21,2200,-8.85892,1.36577,0.38528,1.60572,-9.00949,1.43684,0.39275,1.57496,-8.82698,1.49445,0.38477,1.60992,-6.62804,1.07448,0.28051,1.61888
22,2300,-9.13221,1.49427,0.38253,1.60464,-9.28121,1.41854,0.38949,1.57344,-9.06645,1.39444,0.38204,1.60951,-6.88617,1.21163,0.27849,1.61923
23,2400,-9.35488,1.38753,0.37943,1.60396,-9.39573,1.36728,0.38649,1.57305,-9.27935,1.40442,0.37921,1.60918,-6.96487,1.11463,0.27625,1.61862
24,2500,-9.59852,1.39495,0.37618,1.60347,-9.63638,1.32528,0.38343,1.57090,-9.46955,1.57234,0.37681,1.60940,-7.18823,1.16390,0.27428,1.61920
25,2600,-9.66153,1.59100,0.37342,1.60296,-9.87377,1.38525,0.38038,1.56936,-9.68180,1.41495,0.37406,1.60919,-7.42345,1.06691,0.27180,1.61802
26,2700,-9.90698,1.39863,0.37081,1.60210,-9.97558,1.42862,0.37747,1.56871,-9.76873,1.36405,0.37061,1.60908,-7.42379,1.15083,0.26959,1.61775
27,2800,-10.08674,1.32686,0.36788,1.60127,-10.20145,1.36005,0.37407,1.56762,-10.11140,1.45198,0.36793,1.60837,-7.66767,1.22521,0.26757,1.61788
28,2900,-10.26738,1.51280,0.36530,1.60099,-10.37945,1.35577,0.37113,1.56776,-10.00203,1.43687,0.36478,1.60804,-7.85614,1.27827,0.26536,1.61748
29,3000,-10.35218,1.50555,0.36245,1.60022,-10.47276,1.40536,0.36819,1.56702,-10.40654,1.22499,0.36209,1.60764,-7.94343,1.16002,0.26298,1.61628
30,3100,-10.69024,1.46942,0.35965,1.59964,-10.68068,1.93275,0.36527,1.56651,-10.56112,1.28300,0.35914,1.60760,-7.98832,1.27864,0.26101,1.61607
31,3200,-10.73782,1.43521,0.35708,1.59873,-10.86933,1.40361,0.36195,1.56581,-10.66025,1.60549,0.35637,1.60719,-8.18561,1.18652,0.25881,1.61606
32,3300,-10.95052,1.53790,0.35423,1.59791,-10.96594,1.53322,0.35903,1.56506,-10.69964,1.68573,0.35328,1.60717,-8.13332,1.29109,0.25678,1.61613
33,3400,-11.04872,1.47054,0.35114,1.59732,-11.05285,1.84007,0.35644,1.56361,-10.91709,1.65945,0.35048,1.60683,-8.34370,1.26187,0.25465,1.61514
34,3500,-11.21765,1.36383,0.34845,1.59681,-11.27355,1.27993,0.35326,1.56369,-10.92550,1.55415,0.34769,1.60671,-8.37498,1.16380,0.25276,1.61535
35,3600,-11.32743,1.55378,0.34558,1.59598,-11.29018,1.65901,0.35046,1.56282,-11.13881,1.71338,0.34445,1.60694,-8.49534,1.22833,0.25058,1.61482
36,3700,-11.47677,1.49484,0.34288,1.59504,-11.38575,1.49509,0.34773,1.56293,-11.19791,1.38753,0.34133,1.60687,-8.56497,1.19172,0.24862,1.61488
37,3800,-11.56158,1.41700,0.34052,1.59462,-11.62780,1.73090,0.34474,1.56171,-11.52163,1.70764,0.33864,1.60665,-8.75375,1.19119,0.24641,1.61449
38,3900,-11.63154,1.58975,0.33748,1.59388,-11.54775,1.47430,0.34143,1.56253,-11.45541,1.36048,0.33618,1.60677,-8.87289,1.34263,0.24448,1.61393
39,4000,-11.90948,1.39798,0.33482,1.59285,-11.80636,1.32244,0.33886,1.56147,-11.51465,1.34099,0.33323,1.60669,-8.86408,1.14292,0.24239,1.61383
40,4100,-11.87633,1.42440,0.33238,1.59246,-11.77153,1.18371,0.33588,1.56105,-11.78734,1.54115,0.33035,1.60638,-8.92943,1.19738,0.24056,1.61410
41,4200,-12.00959,1.16031,0.32956,1.59193,-11.83319,1.18587,0.33321,1.56088,-11.73146,1.48463,0.32784,1.60632,-8.97249,1.13921,0.23858,1.61348
42,4300,-12.14334,1.65967,0.32678,1.59083,-12.01986,1.34942,0.33033,1.56037,-11.89102,1.70669,0.32544,1.60578,-9.11545,1.26506,0.23659,1.61320
43,4400,-12.08946,1.21981,0.32415,1.59041,-12.09223,1.22509,0.32759,1.56051,-12.00071,1.61821,0.32275,1.60556,-9.12207,1.24930,0.23473,1.61298
44,4500,-12.29382,1.35915,0.32152,1.58979,-12.18517,1.25780,0.32466,1.55981,-12.01808,1.26470,0.31969,1.60526,-9.16117,1.11607,0.23272,1.61289
45,4600,-12.44359,1.45990,0.31897,1.58922,-12.11724,1.47037,0.32199,1.55895,-12.01584,1.20548,0.31701,1.60530,-9.22982,1.17523,0.23071,1.61253
46,4700,-12.41806,1.32336,0.31652,1.58810,-12.32949,1.32497,0.31919,1.55944,-12.11912,1.15258,0.31404,1.60488,-9.27172,1.10625,0.22887,1.61228
47,4800,-12.45264,1.29149,0.31386,1.58758,-12.40837,1.27874,0.31637,1.55802,-12.17115,1.19045,0.31154,1.60515,-9.37640,1.15088,0.22684,1.61210
48,4900,-12.63172,1.40426,0.31166,1.58705,-12.36672,1.25628,0.31401,1.55750,-12.18451,1.22214,0.30861,1.60459,-9.38905,1.27006,0.22508,1.61223
49,5000,-12.75459,1.32670,0.30870,1.58633,-12.55967,1.26125,0.31142,1.55744,-12.26754,1.37978,0.30590,1.60503,-9.33171,1.44537,0.22316,1.61141
50,5100,-12.64244,1.42675,0.30629,1.58551,-12.46935,1.54334,0.30848,1.55740,-12.34058,1.32239,0.30346,1.60450,-9.47819,1.21608,0.22132,1.61094
51,5200,-12.74308,1.71180,0.30338,1.58520,-12.48956,1.24933,0.30570,1.55619,-12.29854,1.27594,0.30087,1.60435,-9.47926,1.51047,0.21932,1.61082
52,5300,-12.74760,1.48123,0.30106,1.58477,-12.54946,1.30943,0.30342,1.55568,-12.34453,1.24845,0.29818,1.60361,-9.51664,1.35429,0.21765,1.61127
53,5400,-12.79767,1.72195,0.29859,1.58425,-12.61743,1.23299,0.30049,1.55650,-12.38118,1.58674,0.29549,1.60366,-9.49608,1.39594,0.21574,1.61050
54,5500,-12.69940,1.26518,0.29632,1.58342,-12.65674,1.21965,0.29795,1.55521,-12.31990,1.43116,0.29301,1.60359,-9.54357,1.21134,0.21390,1.61043
55,5600,-12.82272,1.24226,0.29356,1.58301,-12.66971,1.30360,0.29545,1.55412,-12.39666,1.32847,0.29044,1.60351,-9.55797,1.26928,0.21200,1.60992
56,5700,-12.86543,1.18910,0.29125,1.58271,-12.70755,1.16854,0.29301,1.55451,-12.46370,1.39036,0.28785,1.60305,-9.55546,1.22300,0.21032,1.61074
57,5800,-12.77029,1.48652,0.28864,1.58194,-12.68018,1.11566,0.29012,1.55407,-12.50316,1.27062,0.28522,1.60325,-9.71013,1.26021,0.20841,1.60920
58,5900,-12.83161,1.47785,0.28643,1.58118,-12.78238,1.19965,0.28789,1.55462,-12.54351,1.71779,0.28268,1.60286,-9.59959,1.40382,0.20669,1.60968
59,6000,-12.94788,1.38009,0.28382,1.58112,-12.73391,1.18286,0.28514,1.55475,-12.60578,1.39003,0.28010,1.60288,-9.68391,1.13628,0.20468,1.60834
60,6100,-12.86602,1.32233,0.28133,1.58085,-12.80956,1.29944,0.28250,1.55514,-12.46086,1.22777,0.27760,1.60257,-9.70738,1.12443,0.20311,1.60920
61,6200,-13.01100,1.33301,0.27892,1.58059,-12.78125,1.25172,0.28012,1.55397,-12.49088,1.35504,0.27513,1.60238,-9.64843,1.29520,0.20114,1.60746
62,6300,-12.91637,1.17198,0.27653,1.58104,-12.85956,1.72192,0.27779,1.55452,-12.52737,1.27122,0.27286,1.60210,-9.71195,1.16007,0.19947,1.60801
63,6400,-13.03796,1.41789,0.27413,1.58053,-12.79955,1.32925,0.27530,1.55490,-12.43382,1.61299,0.27030,1.60162,-9.71747,1.24399,0.19779,1.60807
64,6500,-12.92611,1.90173,0.27147,1.58034,-12.75259,1.23501,0.27275,1.55395,-12.53157,1.33065,0.26786,1.60094,-9.75729,1.45486,0.19598,1.60756
65,6600,-12.95051,1.44784,0.26927,1.57953,-12.64496,1.37283,0.27023,1.55341,-12.48960,1.45335,0.26545,1.60163,-9.61738,1.21383,0.19444,1.60745
66,6700,-13.01898,1.19869,0.26686,1.58040,-12.69523,1.40543,0.26779,1.55415,-12.46013,1.16227,0.26321,1.60077,-9.70934,1.23531,0.19271,1.60725
67,6800,-12.86460,1.13156,0.26443,1.57935,-12.74324,1.33875,0.26506,1.55272,-12.43604,1.20914,0.26071,1.60089,-9.70472,1.23779,0.19093,1.60688
68,6900,-13.00129,1.29192,0.26211,1.57907,-12.66911,1.18730,0.26286,1.55262,-12.47780,1.18622,0.25850,1.60055,-9.69375,1.22630,0.18927,1.60687
69,7000,-12.98211,1.22887,0.25965,1.57885,-12.75677,1.30902,0.26031,1.55213,-12.43876,1.16388,0.25602,1.60012,-9.79433,1.15183,0.18757,1.60607
70,7100,-12.95479,1.22188,0.25716,1.57941,-12.60331,1.18193,0.25791,1.55375,-12.46438,1.11637,0.25358,1.60046,-9.71269,1.37324,0.18588,1.60629
