iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value
0,100,-0.30325,0.73066,0.02297,-2.64712,3.83918,0.50278
1,200,-0.33116,0.20538,0.01053,-2.74637,1.72524,0.37602
2,300,-0.41879,0.15914,0.00753,-3.08780,1.41388,0.35454
3,400,-0.47493,0.11784,0.00618,-3.41625,1.25572,0.34261
4,500,-0.50699,0.07908,0.00536,-3.82287,1.23457,0.33691
5,600,-0.53682,0.06062,0.00480,-4.07485,1.20112,0.32975
6,700,-0.52742,0.06845,0.00438,-4.45088,1.25275,0.33149
7,800,-0.56171,0.07065,0.00406,-4.64863,1.19648,0.33836
8,900,-0.61322,0.06403,0.00380,-5.01957,1.10420,0.33929
9,1000,-0.64231,0.08639,0.00359,-5.31074,1.04050,0.33222
10,1100,-0.69914,0.06091,0.00340,-5.70448,1.06630,0.33095
11,1200,-0.72536,0.03687,0.00325,-6.03289,1.07604,0.33100
12,1300,-0.77224,0.03926,0.00311,-6.41913,1.04703,0.33052
13,1400,-0.78980,0.04589,0.00299,-6.75051,1.09174,0.32711
14,1500,-0.83610,0.07997,0.00288,-7.15956,1.13205,0.32864
15,1600,-0.89924,0.06210,0.00278,-7.58866,1.17402,0.33046
16,1700,-0.94537,0.05544,0.00270,-8.12444,1.22542,0.33230
17,1800,-0.95319,0.06880,0.00262,-8.54417,1.13745,0.33107
18,1900,-1.01563,0.05370,0.00254,-8.94025,1.05027,0.32784
19,2000,-1.05198,0.05883,0.00248,-9.23322,1.06814,0.33000
20,2100,-1.09772,0.08129,0.00241,-9.82642,1.16067,0.32916
21,2200,-1.15083,0.08576,0.00236,-10.08221,1.11139,0.32686
22,2300,-1.15406,0.08187,0.00230,-10.39956,1.18590,0.32576
23,2400,-1.20760,0.06410,0.00225,-10.78117,1.24797,0.32021
24,2500,-1.26118,0.09230,0.00220,-10.99981,1.16987,0.32152
25,2600,-1.26714,0.06792,0.00216,-11.30361,1.18550,0.31966
26,2700,-1.33927,0.08366,0.00212,-11.53218,1.18308,0.31316
27,2800,-1.37035,0.07446,0.00208,-11.81656,1.09314,0.31255
28,2900,-1.38909,0.10119,0.00204,-12.10955,1.15795,0.31226
29,3000,-1.39321,0.12044,0.00201,-12.38410,1.21617,0.31111
30,3100,-1.46682,0.06984,0.00197,-12.60030,1.17865,0.30907
31,3200,-1.52246,0.08841,0.00194,-12.79935,1.12670,0.30699
32,3300,-1.52850,0.08964,0.00191,-12.96096,1.15022,0.30635
33,3400,-1.58383,0.08153,0.00188,-13.29679,1.16675,0.30751
34,3500,-1.58870,0.08104,0.00185,-13.37042,1.15186,0.30174
35,3600,-1.61853,0.07845,0.00183,-13.57924,1.17738,0.30182
36,3700,-1.62481,0.11701,0.00180,-13.83926,1.15935,0.29789
37,3800,-1.66921,0.09553,0.00178,-14.01284,1.21836,0.29843
38,3900,-1.68785,0.11722,0.00175,-14.17740,1.19332,0.29274
39,4000,-1.71528,0.11251,0.00173,-14.29967,1.18912,0.29221
40,4100,-1.77911,0.07914,0.00171,-14.46019,1.18991,0.28972
41,4200,-1.76519,0.07985,0.00169,-14.60404,1.21847,0.28922
42,4300,-1.79766,0.08039,0.00167,-14.81559,1.25523,0.28762
43,4400,-1.81992,0.10039,0.00165,-14.95498,1.21308,0.28376
44,4500,-1.85827,0.13062,0.00163,-15.07602,1.20626,0.28062
45,4600,-1.84468,0.10035,0.00161,-15.14863,1.25163,0.27951
46,4700,-1.88196,0.13579,0.00159,-15.32274,1.23448,0.27959
47,4800,-1.90454,0.09550,0.00158,-15.34981,1.23192,0.27644
48,4900,-1.91922,0.13823,0.00156,-15.60184,1.22811,0.27492
49,5000,-1.93871,0.10716,0.00154,-15.61407,1.21676,0.27220
50,5100,-1.93600,0.12980,0.00153,-15.66221,1.28359,0.27273
51,5200,-1.96106,0.11960,0.00151,-15.69949,1.27613,0.27107
52,5300,-2.03118,0.11083,0.00150,-15.88805,1.24340,0.26819
53,5400,-2.04381,0.12667,0.00149,-15.91687,1.25929,0.26553
54,5500,-2.02398,0.14169,0.00147,-16.05248,1.10864,0.26738
55,5600,-2.02590,0.14842,0.00146,-16.15688,1.13210,0.26526
56,5700,-2.05030,0.10803,0.00145,-16.14184,1.20174,0.26093
57,5800,-2.07970,0.16305,0.00143,-16.22149,1.38238,0.26022
58,5900,-2.06063,0.11738,0.00142,-16.30868,1.20909,0.26027
59,6000,-2.17254,0.14449,0.00141,-16.26458,1.15006,0.25668
60,6100,-2.11651,0.11547,0.00140,-16.39440,1.27056,0.25861
61,6200,-2.15104,0.14195,0.00138,-16.46526,1.12161,0.25858
62,6300,-2.14989,0.14025,0.00137,-16.49418,1.19585,0.25742
63,6400,-2.09165,0.13343,0.00136,-16.57793,1.21235,0.25523
64,6500,-2.13430,0.12517,0.00135,-16.59399,1.11252,0.25412
65,6600,-2.20553,0.12871,0.00134,-16.59881,1.16416,0.25525
66,6700,-2.16166,0.13235,0.00133,-16.68051,1.16824,0.25131
67,6800,-2.18119,0.14219,0.00132,-16.68145,1.16983,0.25168
68,6900,-2.22512,0.13286,0.00131,-16.75310,1.14688,0.25156
69,7000,-2.21343,0.13171,0.00130,-16.76589,1.17871,0.25047
70,7100,-2.24405,0.12123,0.00129,-16.81974,1.14341,0.25183
71,7200,-2.25432,0.16373,0.00128,-16.87621,1.13966,0.24967
72,7300,-2.26383,0.16389,0.00127,-16.90496,1.14791,0.24772
73,7400,-2.22687,0.13568,0.00127,-16.97362,1.19235,0.25132
74,7500,-2.21570,0.18109,0.00126,-17.00078,1.16673,0.25085
75,7600,-2.28838,0.14337,0.00125,-17.06188,1.17885,0.24990
76,7700,-2.30544,0.16451,0.00124,-17.14658,1.20887,0.24963
77,7800,-2.26259,0.16539,0.00123,-17.17328,1.17968,0.24673
78,7900,-2.28693,0.15207,0.00122,-17.27134,1.19135,0.24658
79,8000,-2.29198,0.14697,0.00122,-17.18970,1.19108,0.24597
80,8100,-2.32088,0.16897,0.00121,-17.31076,1.16502,0.24649
81,8200,-2.29794,0.22463,0.00120,-17.35049,1.21698,0.24669
82,8300,-2.34686,0.17376,0.00119,-17.45434,1.19062,0.24670
83,8400,-2.38911,0.17976,0.00119,-17.47856,1.17414,0.24657
84,8500,-2.34977,0.23045,0.00118,-17.52485,1.19119,0.24499
85,8600,-2.33593,0.17513,0.00117,-17.53859,1.21928,0.24430
86,8700,-2.33768,0.17144,0.00117,-17.60675,1.37037,0.24347
87,8800,-2.41649,0.15618,0.00116,-17.69602,1.40265,0.24669
88,8900,-2.37646,0.19842,0.00115,-17.66011,1.27802,0.24376
89,9000,-2.39349,0.14193,0.00115,-17.70787,1.31690,0.24137
90,9100,-2.39705,0.16853,0.00114,-17.89560,1.29891,0.24444
91,9200,-2.44954,0.17359,0.00113,-17.86386,1.34777,0.24527
92,9300,-2.41841,0.17292,0.00113,-17.97904,1.36126,0.24386
93,9400,-2.43816,0.15100,0.00112,-18.02573,1.80802,0.24574
94,9500,-2.42905,0.19901,0.00112,-18.09238,1.58645,0.24219
95,9600,-2.42391,0.15966,0.00111,-17.99202,1.52084,0.24164
96,9700,-2.47079,0.25997,0.00110,-18.15702,1.52513,0.24263
97,9800,-2.45793,0.15668,0.00110,-18.19710,1.45208,0.24096
98,9900,-2.45914,0.14645,0.00109,-18.23446,1.48808,0.24148
99,10000,-2.46346,0.15272,0.00109,-18.26412,1.50308,0.24134
100,10100,-2.46341,0.16922,0.00108,-18.30111,1.23510,0.23863
101,10200,-2.47060,0.19690,0.00108,-18.31842,1.24217,0.23781
102,10300,-2.41371,0.27435,0.00107,-18.43448,1.15602,0.24040
103,10400,-2.42425,0.19352,0.00107,-18.55151,1.21700,0.24408
104,10500,-2.44836,0.18408,0.00106,-18.50903,1.27693,0.24085
105,10600,-2.42369,0.25320,0.00106,-18.62117,1.22926,0.23922
106,10700,-2.44034,0.18279,0.00105,-18.57517,1.20607,0.23992
107,10800,-2.50293,0.18435,0.00105,-18.67079,1.34760,0.23900
108,10900,-2.43295,0.20941,0.00104,-18.67346,1.28808,0.24125
109,11000,-2.40394,0.21225,0.00104,-18.82503,1.23127,0.23990
110,11100,-2.46283,0.22251,0.00103,-18.77717,1.24627,0.23761
111,11200,-2.44639,0.18547,0.00103,-18.80670,1.57316,0.23911
112,11300,-2.48084,0.18845,0.00102,-18.76209,1.67965,0.24086
113,11400,-2.48239,0.19066,0.00102,-18.97946,1.45587,0.24003
114,11500,-2.40940,0.24343,0.00101,-18.96997,1.27433,0.23984
115,11600,-2.47435,0.24117,0.00101,-19.00875,1.24710,0.23869
116,11700,-2.43813,0.22717,0.00100,-19.14029,1.20479,0.23863
117,11800,-2.40386,0.22841,0.00100,-19.14174,1.34307,0.23992
118,11900,-2.42766,0.23756,0.00100,-19.11749,1.28332,0.24111
119,12000,-2.44664,0.27129,0.00099,-19.20355,1.28883,0.23583
120,12100,-2.40344,0.25297,0.00099,-19.25248,1.22320,0.23892
121,12200,-2.36222,0.28703,0.00098,-19.31048,1.23710,0.23753
122,12300,-2.42659,0.24279,0.00098,-19.32793,1.22720,0.23834
123,12400,-2.41026,0.25565,0.00098,-19.41908,1.25762,0.23882
