iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,2_maddpg_actor_loss,2_maddpg_critic_loss
0,100,-0.18013,0.89905,-0.19989,0.84171
1,200,-0.19304,0.59961,-0.19973,0.58087
2,300,-0.17160,0.44478,-0.15588,0.45638
3,400,-0.13959,0.42308,-0.17940,0.40561
4,500,-0.15817,0.43222,-0.21797,0.43035
5,600,-0.17948,0.42556,-0.25500,0.41981
6,700,-0.21140,0.41863,-0.27340,0.43243
7,800,-0.27358,0.41424,-0.28544,0.43020
8,900,-0.25993,0.44776,-0.30699,0.45790
9,1000,-0.31694,0.46345,-0.35672,0.44992
10,1100,-0.31652,0.48443,-0.37932,0.47205
11,1200,-0.35003,0.50315,-0.41705,0.50215
12,1300,-0.38159,0.48885,-0.43004,0.50532
13,1400,-0.40877,0.54246,-0.43277,0.54270
14,1500,-0.45403,0.57338,-0.49026,0.55982
15,1600,-0.45732,0.56968,-0.51535,0.56354
16,1700,-0.50731,0.56116,-0.55092,0.56636
17,1800,-0.50202,0.62584,-0.59881,0.56242
18,1900,-0.53888,0.62035,-0.60845,0.59776
19,2000,-0.61786,0.63273,-0.66919,0.60552
20,2100,-0.62893,0.63355,-0.68774,0.63960
21,2200,-0.63761,0.64655,-0.75542,0.64067
22,2300,-0.70350,0.65110,-0.68858,0.67069
23,2400,-0.71132,0.67395,-0.73089,0.65669
24,2500,-0.68475,0.72521,-0.77527,0.69774
25,2600,-0.74830,0.75821,-0.77699,0.69952
26,2700,-0.76414,0.72965,-0.84520,0.74999
27,2800,-0.80547,0.74306,-0.86944,0.75213
28,2900,-0.87397,0.79023,-0.88056,0.76571
29,3000,-0.84279,0.82302,-0.90714,0.79760
30,3100,-0.87920,0.79426,-0.95860,0.74954
31,3200,-0.88511,0.79988,-0.93131,0.77853
32,3300,-0.87172,0.86490,-0.91597,0.78415
33,3400,-0.97353,0.85406,-1.03108,0.79650
34,3500,-0.92859,0.86580,-0.99312,0.92167
35,3600,-0.90999,0.93719,-1.10115,0.81790
36,3700,-0.93711,0.91951,-1.06703,0.90484
37,3800,-0.96668,0.95192,-1.10485,0.93482
38,3900,-1.02170,0.91672,-1.12347,0.94266
39,4000,-0.95459,0.96269,-1.18661,0.99176
40,4100,-1.03726,0.96649,-1.16304,0.88776
41,4200,-0.99075,1.00360,-1.23142,0.92495
42,4300,-1.07922,0.95681,-1.19085,0.94194
43,4400,-1.05175,1.03624,-1.24800,0.98716
44,4500,-1.11620,1.05615,-1.25964,0.96596
45,4600,-1.06509,1.01913,-1.22886,0.97855
46,4700,-1.06275,1.09557,-1.33167,0.95384
47,4800,-1.15431,1.03268,-1.31978,1.00464
48,4900,-1.09138,1.12656,-1.32413,0.99311
