iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value
0,100,-1.86441,3.28507,0.32621,-1.77367,2.56253,0.29026,-1.72429,2.29127,0.27035
1,200,-1.88985,1.37777,0.23326,-1.83456,1.23469,0.22650,-1.81042,1.09675,0.21995
2,300,-2.28046,1.18312,0.23279,-2.26757,1.03773,0.22937,-2.20297,0.96550,0.22353
3,400,-2.51530,0.90419,0.22339,-2.52997,0.85992,0.22283,-2.40806,0.80573,0.22021
4,500,-2.74029,0.87600,0.21765,-2.72740,0.86788,0.21463,-2.55457,0.81785,0.21204
5,600,-2.94381,0.87213,0.21720,-2.98625,0.87884,0.21514,-2.81392,0.83711,0.21446
6,700,-3.10741,0.88463,0.21576,-3.22197,0.89650,0.21569,-3.02543,0.83736,0.21645
7,800,-3.44217,0.88260,0.21455,-3.44099,0.90475,0.21442,-3.27723,0.89623,0.21187
8,900,-3.69500,0.87800,0.21572,-3.71394,1.01643,0.21412,-3.52510,0.98869,0.21288
9,1000,-3.91295,0.90131,0.21587,-3.92853,1.23941,0.21309,-3.67973,0.90604,0.21349
10,1100,-4.11060,0.91566,0.21321,-4.16920,0.91493,0.21397,-3.96055,0.86002,0.21221
11,1200,-4.39853,0.92830,0.20963,-4.41468,1.04636,0.21142,-4.23708,0.89188,0.21069
12,1300,-4.69112,0.92993,0.21254,-4.73818,1.12034,0.21128,-4.53325,0.92595,0.21121
13,1400,-4.98547,1.01631,0.21294,-4.99687,0.99810,0.21078,-4.85775,0.90604,0.21087
14,1500,-5.35337,0.98430,0.21373,-5.30079,1.04000,0.21354,-5.08277,0.92768,0.21163
15,1600,-5.66672,0.97598,0.21286,-5.64861,0.92094,0.21227,-5.40812,1.00916,0.21370
16,1700,-5.96903,1.22034,0.21265,-5.98916,0.89337,0.21384,-5.75322,0.89925,0.21204
17,1800,-6.24320,1.02280,0.21273,-6.24131,0.91628,0.21155,-6.10144,0.95353,0.21149
18,1900,-6.58176,1.01493,0.21414,-6.56665,0.95585,0.21344,-6.37639,0.94726,0.21420
19,2000,-6.89096,1.06032,0.21498,-6.90181,0.87508,0.21717,-6.67451,0.92974,0.21324
20,2100,-7.22034,1.09817,0.21475,-7.21854,1.07448,0.21404,-6.98436,1.01827,0.21608
21,2200,-7.46452,1.01575,0.21733,-7.57803,1.36953,0.21740,-7.43650,1.22131,0.21774
22,2300,-7.79730,1.07393,0.21779,-7.73207,1.40917,0.22176,-7.80022,1.05610,0.21718
23,2400,-8.15243,1.17001,0.22177,-8.12119,1.06413,0.22091,-7.96832,1.14099,0.22057
