iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss,3_iql_loss,3_rnd_forward_loss
0,100,24.84306,1.00447,23.02448,0.96674,24.04149,0.98555
1,200,10.38581,0.96573,9.59603,0.93688,9.65343,0.93808
2,300,3.03223,0.94313,2.94736,0.92678,2.98572,0.92276
3,400,1.72262,0.92422,1.77514,0.91806,1.71666,0.90307
4,500,1.16765,0.91537,1.21846,0.93008,1.20748,0.90032
5,600,0.92124,0.91246,0.96669,0.93730,0.93561,0.89391
6,700,0.80275,0.91263,0.84587,0.93863,0.83126,0.89121
7,800,0.73237,0.90163,0.76698,0.92158,0.76071,0.88578
8,900,0.70043,0.89794,0.73016,0.91576,0.71674,0.88097
9,1000,0.67685,0.89255,0.70873,0.90979,0.68980,0.87139
10,1100,0.66636,0.89449,0.70485,0.90544,0.63402,0.86135
11,1200,0.63514,0.89113,0.66397,0.89617,0.59586,0.84702
12,1300,0.61716,0.89488,0.66405,0.89808,0.55205,0.84014
13,1400,0.58923,0.88885,0.61034,0.88236,0.53915,0.82952
14,1500,0.58651,0.88245,0.62266,0.88098,0.52429,0.82211
15,1600,0.56617,0.87029,0.56746,0.86960,0.53423,0.81532
16,1700,0.55272,0.86629,0.56524,0.86888,0.54446,0.79789
17,1800,0.57191,0.85010,0.56392,0.85409,0.54338,0.78672
18,1900,0.56357,0.84725,0.55852,0.84730,0.55851,0.77957
19,2000,0.56763,0.84079,0.55972,0.82985,0.56129,0.77057
20,2100,0.57508,0.83186,0.58864,0.82832,0.55284,0.75321
21,2200,0.58526,0.83085,0.57835,0.81957,0.55697,0.74604
22,2300,0.55908,0.81780,0.56104,0.80643,0.55746,0.73072
23,2400,0.56634,0.80185,0.57581,0.79677,0.55005,0.72006
24,2500,0.56137,0.78734,0.57721,0.77880,0.54834,0.70920
25,2600,0.55314,0.77879,0.56863,0.76692,0.53470,0.69541
26,2700,0.56042,0.77028,0.57249,0.75821,0.53837,0.68346
27,2800,0.56241,0.74968,0.57385,0.74352,0.54023,0.67361
28,2900,0.55660,0.74534,0.56900,0.73183,0.55425,0.65908
29,3000,0.55121,0.73310,0.59449,0.71602,0.54700,0.64971
30,3100,0.55895,0.72400,0.56853,0.70764,0.54524,0.64005
31,3200,0.56178,0.71035,0.56683,0.69455,0.54864,0.62756
32,3300,0.61102,0.69615,0.56870,0.67857,0.54151,0.61615
33,3400,0.57598,0.68919,0.58767,0.66509,0.55605,0.60695
34,3500,0.62418,0.67714,0.58320,0.65257,0.53814,0.59380
35,3600,0.61236,0.65993,0.57801,0.64043,0.56369,0.58376
36,3700,0.60242,0.65144,0.56601,0.62466,0.55538,0.57553
37,3800,0.56904,0.64033,0.57322,0.61663,0.58217,0.56355
38,3900,0.59024,0.62955,0.57279,0.60613,0.57696,0.55604
39,4000,0.59869,0.61832,0.58491,0.59451,0.56448,0.54385
40,4100,0.58425,0.60773,0.58058,0.58257,0.56564,0.53333
41,4200,0.58067,0.59600,0.57186,0.57128,0.57847,0.52252
42,4300,0.59106,0.58291,0.58413,0.55785,0.57360,0.51637
43,4400,0.61136,0.57616,0.58817,0.54867,0.59298,0.50494
44,4500,0.59607,0.56491,0.58757,0.54013,0.59026,0.49647
45,4600,0.61701,0.55288,0.58967,0.53106,0.58773,0.48558
46,4700,0.60454,0.54499,0.63066,0.51758,0.62498,0.48003
47,4800,0.61116,0.53495,0.64777,0.50855,0.59428,0.47145
48,4900,0.61074,0.52785,0.65032,0.49887,0.59547,0.46395
49,5000,0.61427,0.51858,0.62847,0.49219,0.60715,0.45743
50,5100,0.62234,0.50599,0.63503,0.48146,0.62897,0.44788
51,5200,0.61779,0.49955,0.63239,0.47394,0.60563,0.44195
52,5300,0.62669,0.48544,0.62822,0.46318,0.60128,0.43468
53,5400,0.62901,0.48114,0.65637,0.45675,0.63768,0.42558
54,5500,0.63129,0.46955,0.67285,0.44793,0.62716,0.41888
55,5600,0.62704,0.46090,0.62451,0.43829,0.63831,0.41010
56,5700,0.64893,0.45711,0.63838,0.43445,0.64264,0.40625
57,5800,0.67330,0.44654,0.64484,0.42660,0.66189,0.39853
58,5900,0.67912,0.43753,0.66851,0.41679,0.62566,0.39245
59,6000,0.65763,0.42975,0.63663,0.41318,0.63765,0.38585
60,6100,0.65255,0.42057,0.64639,0.39986,0.65417,0.37936
61,6200,0.66537,0.41579,0.65203,0.39819,0.66011,0.37214
62,6300,0.66655,0.40516,0.64062,0.38894,0.63953,0.36465
63,6400,0.66803,0.40305,0.64679,0.38670,0.64608,0.35936
64,6500,0.64043,0.39315,0.65984,0.37815,0.65602,0.35465
65,6600,0.63672,0.38643,0.65835,0.37039,0.64376,0.34763
66,6700,0.64278,0.38217,0.63884,0.36335,0.66123,0.34226
67,6800,0.66843,0.37398,0.67098,0.35979,0.67170,0.33875
68,6900,0.68825,0.36871,0.65809,0.35166,0.66716,0.33247
69,7000,0.67999,0.36103,0.68760,0.34695,0.67698,0.32744
70,7100,0.66803,0.35436,0.67879,0.34180,0.68519,0.32104
71,7200,0.67055,0.34941,0.66980,0.33565,0.67260,0.31751
72,7300,0.66999,0.34398,0.69719,0.33329,0.68223,0.31127
73,7400,0.67829,0.33847,0.65915,0.32651,0.68009,0.30727
74,7500,0.68990,0.33456,0.67878,0.32043,0.67602,0.30241
75,7600,0.68371,0.32799,0.68566,0.31514,0.69319,0.29772
76,7700,0.66566,0.32130,0.71207,0.30952,0.70070,0.29171
77,7800,0.66401,0.31599,0.68086,0.30467,0.67304,0.28855
78,7900,0.67411,0.31193,0.68259,0.30294,0.70130,0.28277
79,8000,0.67482,0.30666,0.67790,0.29484,0.67821,0.28040
80,8100,0.71831,0.30194,0.69152,0.29252,0.71112,0.27546
81,8200,0.68133,0.29778,0.68937,0.28836,0.71338,0.27048
82,8300,0.68456,0.29166,0.67798,0.28302,0.68644,0.26940
83,8400,0.70275,0.28722,0.69010,0.27851,0.68419,0.26239
84,8500,0.71928,0.28395,0.66921,0.27403,0.69311,0.26090
85,8600,0.68202,0.27959,0.68648,0.27007,0.68616,0.25523
86,8700,0.68518,0.27470,0.67439,0.26555,0.69328,0.25126
87,8800,0.69024,0.27293,0.68701,0.26210,0.69333,0.24762
88,8900,0.68148,0.26635,0.68468,0.25899,0.68153,0.24495
89,9000,0.68855,0.26315,0.67387,0.25488,0.70032,0.24042
90,9100,0.68386,0.25998,0.69146,0.25243,0.68968,0.23787
91,9200,0.68735,0.25493,0.69065,0.24736,0.69052,0.23448
92,9300,0.69331,0.25222,0.67984,0.24460,0.71401,0.23080
93,9400,0.68477,0.24812,0.67806,0.23979,0.67894,0.22786
94,9500,0.69864,0.24514,0.70267,0.23721,0.68177,0.22417
