iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value,4_iql_loss,4_count_value
0,100,6.08332,0.44630,6.13949,0.44423,6.40404,0.45781,5.57613,0.41198
1,200,2.26086,0.35208,2.35949,0.35175,2.53477,0.36471,2.56110,0.33373
2,300,2.36962,0.34804,2.54263,0.34526,2.32210,0.35229,2.24666,0.32991
3,400,2.03417,0.34521,2.42373,0.34317,2.22340,0.34677,2.36269,0.32245
4,500,2.33900,0.34016,2.16324,0.34423,2.06848,0.34563,2.20697,0.32369
5,600,2.46422,0.34204,2.57841,0.34398,2.13492,0.34549,2.04301,0.32067
6,700,2.42239,0.34012,2.15242,0.33910,2.19898,0.34257,2.05812,0.32090
7,800,2.22224,0.33941,2.35034,0.34089,2.18251,0.33863,2.09878,0.31860
8,900,2.36256,0.34016,2.13425,0.34219,2.27993,0.34000,2.12937,0.31907
9,1000,2.16380,0.34140,2.18783,0.34086,2.33290,0.33790,2.10456,0.31657
10,1100,2.30791,0.34102,2.13991,0.34131,2.24887,0.33874,2.06785,0.31608
11,1200,2.40444,0.34163,2.44983,0.33890,2.21146,0.33940,2.02832,0.31623
12,1300,2.06332,0.33659,2.26469,0.33881,2.28197,0.33567,1.98442,0.31540
13,1400,2.22224,0.33642,2.02400,0.33380,2.19033,0.33371,2.00884,0.31270
14,1500,2.11569,0.33403,2.12659,0.33343,2.24180,0.33519,2.04993,0.31198
15,1600,2.30700,0.33254,2.34024,0.33223,2.14692,0.33538,2.05192,0.31070
16,1700,2.34587,0.33570,2.12248,0.33216,2.11191,0.33269,2.03522,0.31047
17,1800,2.06494,0.33330,2.09503,0.33460,2.24370,0.33188,1.92946,0.30932
18,1900,2.22418,0.33341,2.25627,0.32965,2.30033,0.33225,1.97552,0.30937
19,2000,2.18984,0.33036,2.22357,0.32904,2.01636,0.33126,2.06793,0.31018
20,2100,2.08785,0.33146,2.11023,0.32744,2.22903,0.33018,2.08119,0.30864
21,2200,1.79952,0.32988,2.17437,0.32930,2.20984,0.32772,2.01094,0.30938
22,2300,2.35736,0.33262,2.17911,0.33143,2.21707,0.32855,2.02965,0.30626
23,2400,2.22900,0.33020,2.24284,0.32848,2.19666,0.32959,2.00431,0.30337
24,2500,2.32093,0.33025,1.89880,0.32729,2.07213,0.33050,2.05085,0.30328
25,2600,2.28507,0.32876,2.33096,0.32541,2.56852,0.32926,1.99461,0.30402
26,2700,2.22514,0.32913,2.17388,0.32674,2.46085,0.32812,2.01624,0.30524
27,2800,2.26857,0.32986,2.20036,0.31987,2.01636,0.32700,1.89210,0.30053
28,2900,2.13567,0.32725,2.26218,0.32457,2.43957,0.32699,2.08777,0.30285
29,3000,2.21771,0.32824,2.21829,0.32215,2.12821,0.32741,2.04216,0.30381
30,3100,2.19459,0.32500,2.27247,0.32589,2.25221,0.32708,1.88530,0.30288
31,3200,2.26272,0.32295,2.17682,0.32057,2.09110,0.32749,1.95780,0.29993
32,3300,2.27746,0.32572,2.21908,0.32174,2.25330,0.32697,2.05585,0.30335
33,3400,2.05799,0.32312,2.21922,0.32104,2.27246,0.32612,1.96173,0.30202
34,3500,2.35050,0.32306,2.14843,0.31919,2.23722,0.32492,1.88514,0.30208
35,3600,2.34717,0.32138,2.17513,0.32035,2.28999,0.32417,1.98608,0.30301
36,3700,2.10463,0.31801,2.42191,0.31918,2.31628,0.32395,2.06515,0.29854
37,3800,2.25858,0.32103,2.10265,0.31533,2.43834,0.32542,1.90847,0.29807
38,3900,2.20362,0.31766,2.21458,0.31944,2.19180,0.32240,2.04548,0.29563
39,4000,2.25801,0.32006,1.99346,0.31832,2.19613,0.32260,1.98993,0.30152
40,4100,2.39405,0.31947,2.18064,0.31885,2.22594,0.32374,2.00374,0.30001
41,4200,2.33143,0.32099,2.35902,0.31781,2.22391,0.32203,1.87858,0.30214
42,4300,2.21695,0.31632,2.39011,0.31855,2.45283,0.32368,1.98930,0.30246
43,4400,2.27865,0.31645,2.22548,0.31801,2.27877,0.32579,2.10286,0.30348
44,4500,2.20342,0.31603,2.18747,0.31677,2.28568,0.32206,1.95308,0.29880
45,4600,2.32867,0.31628,2.20724,0.31844,2.18917,0.32254,2.03911,0.30362
46,4700,2.19874,0.31648,2.35065,0.31810,2.34391,0.32215,1.97613,0.30470
47,4800,2.51164,0.31434,2.06610,0.31623,2.19694,0.32211,2.04603,0.30288
48,4900,2.15447,0.31411,2.14158,0.31748,2.28874,0.32069,1.95622,0.30375
49,5000,2.29941,0.31486,2.43703,0.32143,2.16776,0.32176,1.81003,0.30465
50,5100,2.45707,0.31562,2.20100,0.31399,2.18588,0.32093,1.91394,0.30345
51,5200,2.16654,0.31274,2.53806,0.31755,2.21187,0.32113,1.87359,0.30715
52,5300,2.06226,0.31068,2.35910,0.31984,2.13796,0.32184,1.98491,0.30587
53,5400,2.25857,0.31325,2.03803,0.31663,2.21844,0.32206,2.15096,0.30692
54,5500,2.24292,0.31074,2.03323,0.31831,2.32111,0.32115,2.09315,0.30885
55,5600,2.38436,0.31327,2.22858,0.31877,2.26968,0.32217,1.98875,0.30855
56,5700,2.33890,0.30918,2.09422,0.31794,2.21467,0.31991,2.16303,0.30542
57,5800,2.30969,0.30913,2.54190,0.31704,2.25291,0.32099,1.86526,0.30712
58,5900,2.29710,0.30965,2.17796,0.31861,2.31805,0.32126,1.93266,0.30994
59,6000,2.30695,0.31047,2.10670,0.31985,2.51763,0.31896,2.01066,0.31070
60,6100,2.39271,0.31166,2.05550,0.31934,2.27274,0.32013,2.02445,0.30891
61,6200,2.48810,0.30729,2.22536,0.32110,2.17535,0.31834,1.92659,0.31097
62,6300,2.25882,0.30925,2.34218,0.32268,2.17710,0.31934,1.92526,0.30900
63,6400,2.18100,0.30658,2.28558,0.32402,2.40026,0.31876,1.94652,0.31497
64,6500,2.22063,0.30946,2.16882,0.32157,2.15578,0.31751,1.94910,0.31239
65,6600,2.18085,0.31062,2.09810,0.32075,2.33260,0.31817,1.89993,0.31634
66,6700,2.27338,0.30840,2.26534,0.32468,2.20830,0.31673,1.78681,0.31473
67,6800,2.25404,0.30930,2.20203,0.32209,2.46592,0.32001,1.93530,0.31249
68,6900,2.15259,0.30716,2.48606,0.32240,2.21971,0.31966,1.96326,0.31392
69,7000,2.25738,0.30526,2.23410,0.32318,2.16735,0.32035,1.99664,0.31350
70,7100,2.12547,0.30559,2.19883,0.32170,2.42656,0.31829,1.97844,0.31275
71,7200,2.09927,0.30642,2.00120,0.32319,2.18199,0.31712,1.92633,0.31522
72,7300,2.14291,0.30495,2.41956,0.32500,2.29290,0.31599,1.89637,0.31656
73,7400,2.01741,0.30247,2.22116,0.32385,2.36010,0.32076,1.92216,0.31936
74,7500,2.21990,0.30394,2.46876,0.32473,1.88750,0.31602,1.82855,0.31864
75,7600,2.11588,0.30446,2.32125,0.32447,2.31229,0.31733,1.84727,0.32001
76,7700,2.24277,0.30468,2.54685,0.32514,2.23850,0.32138,1.90256,0.31921
77,7800,2.24445,0.30470,2.12755,0.32681,2.09885,0.31811,1.87505,0.31954
78,7900,2.10953,0.30445,2.24464,0.32711,1.98698,0.31669,2.01140,0.32104
79,8000,2.23437,0.30335,2.37651,0.32517,2.35348,0.31782,2.06949,0.31988
80,8100,2.17991,0.30341,2.31593,0.32637,2.22975,0.31824,1.86838,0.31967
81,8200,2.22798,0.30431,2.25135,0.33167,2.17240,0.31768,1.86839,0.32322
82,8300,2.38926,0.30305,2.17284,0.32746,2.36962,0.31632,1.95111,0.32027
83,8400,2.01145,0.30166,2.44072,0.32616,2.29395,0.31868,1.90654,0.32179
84,8500,2.15742,0.30218,2.38855,0.33107,2.23219,0.31641,1.80038,0.32324
85,8600,2.14947,0.29951,2.29475,0.33029,2.22600,0.32048,1.83334,0.32208
86,8700,2.31746,0.30390,2.28701,0.32841,2.20239,0.31652,1.78610,0.32323
87,8800,2.17036,0.30051,2.32277,0.32973,2.19213,0.31797,1.94132,0.32266
88,8900,2.05395,0.29999,2.18926,0.33378,2.29182,0.31878,1.90545,0.32602
89,9000,2.16874,0.30001,2.12377,0.33153,2.21080,0.31514,1.94736,0.32190
90,9100,2.31051,0.29906,2.11866,0.33220,2.34055,0.31545,1.92360,0.32261
91,9200,2.32133,0.30192,2.34612,0.32961,2.18586,0.31830,1.86528,0.32395
92,9300,2.29732,0.30073,2.08878,0.33433,2.30154,0.31747,1.81990,0.32287
93,9400,2.46967,0.29827,2.18593,0.33181,2.17314,0.31783,1.87946,0.32558
94,9500,2.24252,0.29883,2.24202,0.33314,2.38129,0.31801,1.92611,0.32514
95,9600,2.39886,0.30140,2.28617,0.33482,2.43093,0.31441,1.92187,0.32574
96,9700,2.37926,0.29943,2.19745,0.33386,2.07380,0.31513,1.90417,0.32410
97,9800,2.30597,0.29966,2.22910,0.33618,2.45645,0.31706,1.76762,0.32372
98,9900,2.20324,0.29892,2.32054,0.33258,2.38665,0.31743,1.84495,0.32571
99,10000,2.23254,0.29875,2.34966,0.33589,2.24098,0.31790,1.97589,0.32628
100,10100,2.53328,0.30021,2.32257,0.33390,2.22955,0.31579,1.89531,0.32489
101,10200,2.15757,0.29675,2.38468,0.33589,2.28983,0.31679,1.92465,0.32615
102,10300,2.10074,0.30039,2.31007,0.33659,2.18070,0.31843,1.76859,0.32262
103,10400,2.37274,0.29813,2.14636,0.33450,2.28809,0.31667,1.94561,0.32329
104,10500,2.46012,0.29955,2.42171,0.33643,2.28589,0.31884,1.89419,0.32294
105,10600,2.31423,0.29732,2.36083,0.33550,2.32340,0.31593,1.82175,0.32338
106,10700,2.27912,0.29797,2.40112,0.33426,2.33425,0.31737,1.81082,0.32172
107,10800,2.15633,0.29857,2.26746,0.33304,2.22506,0.31777,1.93384,0.32447
