iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value
0,100,-1.73437,3.35742,0.32648,-1.70889,2.64422,0.29253,-1.64326,2.30999,0.27136
1,200,-1.74055,1.65239,0.23555,-1.70705,1.49169,0.22815,-1.69768,1.45241,0.22237
2,300,-2.00404,1.60575,0.22639,-1.97594,1.53973,0.21859,-1.99469,1.41212,0.21629
3,400,-2.21808,1.50853,0.21846,-2.27785,1.45809,0.21793,-2.20656,1.40210,0.21459
4,500,-2.44881,1.42936,0.21331,-2.45081,1.40000,0.21126,-2.39842,1.42357,0.20905
5,600,-2.54827,1.53549,0.20984,-2.59734,1.44967,0.20684,-2.59607,1.37600,0.20537
6,700,-2.74513,1.45938,0.20712,-2.75485,1.35493,0.20510,-2.78198,1.41246,0.20293
7,800,-2.90556,1.46372,0.20507,-2.94654,1.44532,0.20205,-2.98600,1.42479,0.20024
8,900,-3.09766,1.44439,0.19975,-3.14626,1.39427,0.19848,-3.16878,1.38498,0.19939
9,1000,-3.25459,1.44506,0.19818,-3.27820,1.40758,0.19647,-3.35147,1.37241,0.19705
10,1100,-3.38523,1.46931,0.19470,-3.47721,1.48197,0.19248,-3.51619,1.40181,0.19236
11,1200,-3.56486,1.46905,0.19358,-3.62693,1.44373,0.19264,-3.65049,1.44285,0.19203
12,1300,-3.78685,1.51694,0.19129,-3.82387,1.45846,0.19036,-3.88140,1.42152,0.19110
13,1400,-3.99819,1.42063,0.19173,-4.05098,1.46102,0.19090,-4.04947,1.42189,0.18941
14,1500,-4.31392,1.44345,0.18954,-4.27948,1.54414,0.18885,-4.25181,1.38798,0.18845
15,1600,-4.37604,1.45123,0.18608,-4.44041,1.39954,0.18435,-4.44814,1.35517,0.18746
16,1700,-4.58964,1.44812,0.18558,-4.66279,1.43115,0.18555,-4.64714,1.41350,0.18278
17,1800,-4.83551,1.40301,0.18630,-4.94683,1.54256,0.18543,-4.85135,1.43495,0.18539
18,1900,-5.07491,1.55207,0.18664,-5.13938,1.37449,0.18473,-5.09291,1.41140,0.18464
19,2000,-5.32176,1.46277,0.18466,-5.30538,1.38675,0.18432,-5.27084,1.43510,0.18271
20,2100,-5.46087,1.47191,0.18251,-5.49486,1.42691,0.18169,-5.48494,1.44231,0.18361
21,2200,-5.73391,1.61999,0.18566,-5.70995,1.41834,0.18424,-5.65518,1.51054,0.18361
22,2300,-5.92159,1.45581,0.18413,-5.92133,1.44490,0.18462,-5.93645,1.37374,0.18207
23,2400,-6.16232,1.45731,0.18282,-6.21364,1.39380,0.18400,-6.06615,1.39937,0.18227
24,2500,-6.38111,1.45053,0.18409,-6.40992,1.58927,0.18250,-6.24658,1.33550,0.18205
25,2600,-6.59190,1.41552,0.18432,-6.50080,1.52736,0.18419,-6.40687,1.50668,0.18207
26,2700,-6.78897,1.60806,0.18391,-6.79758,1.55377,0.18596,-6.69408,1.52509,0.18677
27,2800,-6.93039,1.47994,0.18651,-6.96789,1.49128,0.18643,-6.91919,1.45676,0.18672
28,2900,-7.25148,1.41480,0.18580,-7.14479,1.48398,0.18673,-7.09630,1.38483,0.18366
29,3000,-7.48967,1.46120,0.18629,-7.38220,1.41222,0.18712,-7.30903,1.41567,0.18760
30,3100,-7.65223,1.57774,0.18800,-7.61044,1.63878,0.18735,-7.47846,1.50468,0.18826
31,3200,-7.88337,1.62671,0.18754,-7.91847,1.60815,0.19070,-7.64244,1.56754,0.18818
32,3300,-8.20242,1.51976,0.19033,-8.09269,1.53036,0.18874,-7.88033,1.49366,0.18876
33,3400,-8.38901,1.61914,0.18937,-8.36974,1.44234,0.18819,-8.04279,1.40636,0.18831
34,3500,-8.57953,1.53626,0.18940,-8.60968,1.38855,0.19147,-8.41701,1.54190,0.19048
35,3600,-8.82973,1.49276,0.19129,-8.70207,1.71495,0.19078,-8.43672,1.83186,0.19003
36,3700,-8.96241,1.83572,0.19125,-8.85210,1.78068,0.18907,-8.80512,1.55203,0.19037
37,3800,-9.23540,1.62433,0.18983,-9.14638,1.43190,0.18873,-8.97189,1.52372,0.18952
38,3900,-9.50765,1.69214,0.18849,-9.38671,1.65075,0.18787,-9.22986,1.49553,0.18959
39,4000,-9.55496,2.04647,0.18974,-9.63138,1.48491,0.18906,-9.39980,1.50529,0.18871
40,4100,-9.86766,1.59833,0.18802,-9.90904,1.63578,0.18842,-9.49537,1.68133,0.18729
41,4200,-9.99243,1.81071,0.18983,-9.87660,1.65641,0.18618,-9.82256,1.62040,0.18738
42,4300,-10.18016,1.51150,0.18803,-10.06118,1.80694,0.18808,-9.98334,1.61707,0.18835
43,4400,-10.37993,1.77804,0.18668,-10.37475,1.46669,0.18787,-10.13863,1.68827,0.18820
44,4500,-10.57763,1.67956,0.18866,-10.55581,1.61527,0.18874,-10.32878,1.55349,0.18890
45,4600,-10.77676,1.50888,0.18964,-10.87995,1.67603,0.18957,-10.55137,1.65266,0.18718
46,4700,-11.06599,1.55335,0.18963,-10.93702,1.52330,0.18920,-10.75788,1.46913,0.18857
47,4800,-11.22019,1.71938,0.18826,-11.08132,1.68228,0.19003,-10.96377,1.54302,0.18748
48,4900,-11.24416,1.59149,0.18709,-11.35193,1.64736,0.18853,-11.08711,1.61413,0.18939
49,5000,-11.48794,1.59410,0.18889,-11.30866,1.53872,0.18867,-11.31334,1.51765,0.18854
50,5100,-11.60926,1.56389,0.18696,-11.60976,1.70684,0.18900,-11.46385,1.67398,0.19157
51,5200,-11.76219,1.54626,0.19115,-11.68224,1.77856,0.19249,-11.63888,1.51244,0.19029
