iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss
0,100,-6.84746,11.44185,1.41708,-9.05784,18.87250,1.70740
1,200,-8.27050,1.40877,1.44057,-9.71313,2.32740,1.71276
2,300,-9.18000,1.13984,1.44274,-10.66010,1.53080,1.70060
3,400,-10.20443,1.59874,1.43947,-12.19123,1.57822,1.75643
4,500,-11.29844,1.65352,1.43497,-13.73797,2.13969,1.79403
5,600,-12.50939,1.53874,1.43343,-15.61665,2.16747,1.82921
6,700,-13.43585,1.60400,1.43045,-16.65849,2.24520,1.82726
7,800,-14.46909,1.46054,1.42489,-17.59649,2.64572,1.80437
8,900,-15.39291,1.91989,1.42014,-19.29881,2.57156,1.79878
9,1000,-16.40297,2.16543,1.41307,-20.53920,2.53688,1.79267
10,1100,-17.70530,2.90420,1.40678,-21.76480,3.35598,1.78055
11,1200,-18.66638,2.72858,1.40089,-22.99802,2.85645,1.74491
12,1300,-19.77159,1.77771,1.39578,-24.18381,2.21929,1.71449
13,1400,-20.93978,1.95885,1.38682,-25.40842,2.24861,1.68386
14,1500,-21.87366,1.67540,1.38052,-26.40351,1.92345,1.66327
15,1600,-22.88249,1.90702,1.37510,-27.42657,2.36152,1.64340
16,1700,-23.42428,2.22234,1.36903,-28.49882,2.15909,1.60992
17,1800,-24.55018,3.51360,1.36534,-29.36700,4.03437,1.59018
18,1900,-24.97596,5.23205,1.35948,-30.07604,6.56387,1.59255
19,2000,-25.53928,4.91662,1.35358,-30.84179,6.67656,1.58582
20,2100,-26.44723,5.23882,1.34517,-31.85325,5.73421,1.57645
21,2200,-27.69896,5.23520,1.34205,-32.91724,7.04310,1.55826
22,2300,-28.18294,5.64807,1.33757,-33.61986,7.82983,1.54215
23,2400,-29.27657,5.58730,1.33139,-34.43108,8.82074,1.52963
24,2500,-29.93473,6.67461,1.32678,-35.40696,8.59807,1.52365
25,2600,-29.77816,5.81098,1.32070,-35.61156,8.14961,1.51528
26,2700,-30.64995,6.03980,1.31579,-36.32055,9.02099,1.50770
27,2800,-31.29812,8.06553,1.30922,-37.21122,9.85735,1.50505
28,2900,-32.08467,5.37332,1.30560,-37.89854,6.55998,1.49067
29,3000,-32.45057,4.14231,1.30267,-38.47591,4.71125,1.49405
30,3100,-32.70687,4.70411,1.29498,-39.02907,5.27060,1.48967
31,3200,-33.45174,6.76268,1.29032,-39.86391,7.41183,1.49728
32,3300,-34.01880,8.23017,1.28484,-40.60881,9.30171,1.48730
33,3400,-34.71375,7.05110,1.28045,-41.21524,7.65840,1.47410
34,3500,-35.63071,5.02365,1.27343,-42.09539,5.18883,1.47520
35,3600,-36.17970,4.61633,1.26820,-42.81932,4.88833,1.46749
36,3700,-36.79422,4.51543,1.26379,-43.58453,4.66937,1.47345
37,3800,-37.07633,4.60838,1.25868,-44.17283,4.74008,1.47046
38,3900,-37.51222,5.10172,1.25353,-44.68574,5.35627,1.46755
39,4000,-38.33052,6.18663,1.24622,-45.42942,4.95992,1.45124
40,4100,-38.42761,4.53965,1.24249,-45.57143,7.35322,1.45414
41,4200,-38.51938,3.33260,1.23605,-45.86656,4.36998,1.43938
42,4300,-38.72211,2.56478,1.23167,-46.32090,2.72167,1.44502
43,4400,-39.13187,2.89934,1.22776,-46.71742,3.99923,1.43674
44,4500,-38.86106,3.76581,1.22297,-47.19152,5.24539,1.43055
45,4600,-38.78699,3.50430,1.21613,-47.59053,4.09515,1.42670
46,4700,-39.20552,3.46350,1.21155,-47.77082,3.48619,1.42775
47,4800,-40.46899,2.96538,1.20611,-48.37228,3.51879,1.42754
48,4900,-40.37090,3.93932,1.20212,-48.57900,4.48156,1.42094
49,5000,-40.19799,4.06635,1.19657,-48.77968,3.92694,1.40723
50,5100,-40.64591,3.56850,1.18947,-48.82781,3.01912,1.39661
51,5200,-40.68258,4.81928,1.18588,-49.45339,4.24204,1.39987
52,5300,-41.06407,4.33621,1.18005,-50.13045,3.91749,1.39491
53,5400,-41.27105,4.19923,1.17615,-50.00389,4.06236,1.40013
54,5500,-41.10491,1.97419,1.17085,-50.17566,2.55387,1.38799
55,5600,-41.00695,2.46934,1.16589,-50.72268,3.69763,1.38365
56,5700,-41.41353,2.66541,1.16073,-50.48669,4.00606,1.37593
57,5800,-41.62564,1.89763,1.15358,-50.22559,2.35755,1.36723
58,5900,-41.53541,2.03087,1.15121,-50.40732,2.94962,1.36090
59,6000,-42.18986,1.81226,1.14454,-50.65813,1.89193,1.35256
60,6100,-42.24970,1.62046,1.14027,-50.83856,2.07568,1.34769
61,6200,-42.37077,1.65158,1.13554,-51.14196,1.84184,1.34374
62,6300,-42.14360,1.65580,1.12743,-51.10850,2.03851,1.33639
63,6400,-42.56954,2.18214,1.12377,-51.18094,2.72461,1.33476
64,6500,-42.39330,2.28717,1.11887,-51.23276,3.51685,1.32371
65,6600,-42.44944,2.10818,1.11229,-51.16136,3.22701,1.31724
66,6700,-42.57831,2.03761,1.10789,-51.30170,3.17308,1.31738
67,6800,-42.51992,1.98075,1.10246,-51.60700,2.34048,1.30713
68,6900,-42.56695,1.90266,1.09846,-51.56465,2.61971,1.29131
69,7000,-42.63702,2.21332,1.09405,-51.71438,2.63341,1.29375
70,7100,-42.75255,1.66435,1.09014,-51.59776,2.21379,1.28270
71,7200,-42.73474,1.61233,1.08412,-51.89858,1.80453,1.28451
72,7300,-42.61219,1.53710,1.08082,-52.21779,1.81963,1.27766
73,7400,-42.72507,2.18313,1.07567,-51.90341,2.81998,1.26182
74,7500,-42.62557,1.65364,1.06968,-51.79224,2.17979,1.25966
75,7600,-42.60915,1.81766,1.06373,-52.27603,2.89895,1.25605
76,7700,-42.90632,2.31887,1.05929,-51.69354,3.09784,1.24353
77,7800,-43.04939,2.16914,1.05557,-51.53648,2.67507,1.23502
78,7900,-42.85908,2.14816,1.04981,-51.37022,2.41569,1.23490
79,8000,-42.77802,1.83705,1.04504,-51.41774,2.15023,1.22739
80,8100,-42.54620,1.58782,1.04012,-51.35964,1.66264,1.21816
81,8200,-42.32595,1.50513,1.03580,-51.20316,1.70921,1.21793
82,8300,-42.38145,1.51838,1.03045,-50.99378,1.69243,1.20433
