iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,3_maddpg_actor_loss,3_maddpg_critic_loss
0,100,-0.05000,0.90957,-0.03510,0.94114,-0.04293,0.92697
1,200,-0.10751,0.76547,-0.12364,0.74615,-0.06844,0.82575
2,300,-0.10379,0.76090,-0.09831,0.82442,-0.08500,0.75792
3,400,-0.14180,0.80986,-0.10977,0.82241,-0.10053,0.81912
4,500,-0.16879,0.79973,-0.13313,0.78796,-0.12367,0.86822
5,600,-0.16513,0.82927,-0.13775,0.82957,-0.16191,0.81936
6,700,-0.17672,0.81357,-0.16036,0.78239,-0.17965,0.79740
7,800,-0.18995,0.83571,-0.17344,0.80871,-0.18356,0.85158
8,900,-0.20683,0.80148,-0.18677,0.81708,-0.19397,0.83550
9,1000,-0.22384,0.81917,-0.21350,0.81113,-0.24452,0.82459
10,1100,-0.22965,0.84195,-0.21971,0.82992,-0.25651,0.84244
11,1200,-0.25389,0.83121,-0.20609,0.85547,-0.27438,0.81713
12,1300,-0.24793,0.91440,-0.23241,0.83118,-0.29322,0.84677
13,1400,-0.29906,0.80016,-0.25899,0.87338,-0.30389,0.84727
14,1500,-0.30878,0.83375,-0.27511,0.84684,-0.29679,0.85590
15,1600,-0.31237,0.82003,-0.27351,0.85948,-0.34217,0.82336
16,1700,-0.31214,0.84764,-0.27165,0.82380,-0.33122,0.88638
17,1800,-0.31279,0.83703,-0.29914,0.85986,-0.34404,0.84799
18,1900,-0.32698,0.84320,-0.31632,0.79865,-0.36799,0.82044
19,2000,-0.37971,0.81859,-0.33295,0.81717,-0.38937,0.80317
20,2100,-0.39639,0.82926,-0.34448,0.86477,-0.37227,0.86509
21,2200,-0.41452,0.86551,-0.36336,0.82475,-0.39733,0.85423
22,2300,-0.40827,0.84457,-0.37318,0.88804,-0.42669,0.83691
23,2400,-0.40797,0.90239,-0.37438,0.82798,-0.39587,0.86508
24,2500,-0.43729,0.86022,-0.40565,0.85767,-0.44451,0.83210
25,2600,-0.48892,0.83711,-0.39705,0.85855,-0.42573,0.92480
26,2700,-0.46617,0.87528,-0.39285,0.88295,-0.44762,0.87130
27,2800,-0.48527,0.86775,-0.43324,0.87370,-0.44904,0.87448
