iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,-3.36282,3.91652,0.58161,2.74636,-3.45571,3.39081,0.58283,2.74683,-3.43466,3.07014,0.58049,2.74708
1,200,-3.69957,0.79813,0.58049,2.74261,-3.67755,0.41548,0.58114,2.74322,-3.66538,0.46369,0.58166,2.74320
2,300,-3.77288,0.32380,0.53204,2.74266,-3.89658,0.30578,0.53122,2.74233,-3.90504,0.30916,0.53240,2.74274
3,400,-3.91741,0.25981,0.48621,2.74263,-4.06655,0.30430,0.48477,2.74303,-4.11096,0.31601,0.48537,2.74229
4,500,-4.19493,0.22487,0.45471,2.74250,-4.27384,0.24749,0.45574,2.74297,-4.30680,0.28914,0.45519,2.74260
5,600,-4.46609,0.16635,0.42406,2.74150,-4.43182,0.20942,0.42445,2.74183,-4.47578,0.26965,0.42332,2.74115
6,700,-4.56985,0.16402,0.39396,2.74100,-4.63518,0.23673,0.39451,2.74067,-4.62899,0.27303,0.39257,2.74116
7,800,-4.83947,0.18614,0.36337,2.73842,-4.78795,0.18355,0.36382,2.73919,-4.80762,0.27591,0.36290,2.73844
8,900,-4.89548,0.31943,0.33621,2.73735,-4.96322,0.21983,0.33520,2.73695,-4.90802,0.21117,0.33536,2.73692
9,1000,-5.09645,0.31270,0.31007,2.73648,-5.08889,0.27199,0.30931,2.73593,-5.01587,0.26564,0.31007,2.73626
10,1100,-5.20250,0.45973,0.28556,2.73484,-5.16799,0.20322,0.28612,2.73501,-5.13893,0.23043,0.28642,2.73496
11,1200,-5.33968,0.39474,0.26554,2.73345,-5.32685,0.25591,0.26565,2.73335,-5.29697,0.19849,0.26473,2.73335
12,1300,-5.46715,0.25467,0.24630,2.73200,-5.31262,0.27278,0.24643,2.73188,-5.35014,0.24014,0.24737,2.73179
13,1400,-5.52069,0.19104,0.22931,2.73118,-5.46666,0.23716,0.23054,2.73158,-5.44879,0.20312,0.22932,2.73114
14,1500,-5.56349,0.20514,0.21429,2.73022,-5.52144,0.19759,0.21514,2.73063,-5.47392,0.21818,0.21365,2.73016
15,1600,-5.62392,0.20313,0.20014,2.72868,-5.52205,0.18102,0.20082,2.72898,-5.60776,0.20685,0.20025,2.72932
16,1700,-5.80219,0.27435,0.18840,2.72797,-5.66087,0.27937,0.18814,2.72823,-5.65055,0.21859,0.18820,2.72810
17,1800,-5.79073,0.22968,0.17632,2.72695,-5.70279,0.20014,0.17503,2.72695,-5.66075,0.24392,0.17543,2.72715
18,1900,-5.86018,0.25454,0.16453,2.72607,-5.74144,0.19671,0.16475,2.72568,-5.72534,0.26025,0.16478,2.72506
19,2000,-5.99180,0.28719,0.15528,2.72431,-5.80509,0.20607,0.15481,2.72426,-5.78485,0.26971,0.15500,2.72434
20,2100,-5.91230,0.32239,0.14631,2.72286,-5.81114,0.22543,0.14551,2.72250,-5.83655,0.25567,0.14543,2.72281
21,2200,-5.97440,0.21916,0.13792,2.72095,-5.80775,0.22717,0.13751,2.72095,-5.84214,0.24539,0.13730,2.72097
22,2300,-5.97969,0.18995,0.13050,2.71963,-5.87386,0.20777,0.13036,2.72010,-5.90637,0.24311,0.12951,2.71959
23,2400,-6.03498,0.21316,0.12320,2.71789,-5.86262,0.18819,0.12298,2.71833,-5.87448,0.25996,0.12258,2.71802
24,2500,-5.96746,0.24557,0.11599,2.71674,-5.90765,0.33183,0.11640,2.71640,-5.91892,0.25533,0.11640,2.71675
25,2600,-6.03780,0.20496,0.11024,2.71472,-5.87477,0.30409,0.11056,2.71480,-5.91054,0.27363,0.11041,2.71458
26,2700,-6.04332,0.22360,0.10497,2.71285,-5.87035,0.25782,0.10492,2.71342,-5.86842,0.27911,0.10512,2.71286
27,2800,-6.02237,0.26414,0.10000,2.71056,-5.85305,0.24777,0.10084,2.71150,-5.83261,0.28498,0.09985,2.71092
28,2900,-6.09314,0.25550,0.09560,2.70924,-5.78685,0.37387,0.09586,2.70916,-5.86460,0.29344,0.09608,2.70932
29,3000,-6.01565,0.54821,0.09226,2.70726,-5.76738,0.32344,0.09174,2.70650,-5.82061,0.30163,0.09184,2.70735
30,3100,-5.97943,0.23318,0.08851,2.70447,-5.75915,0.27880,0.08821,2.70504,-5.72947,0.26991,0.08828,2.70470
31,3200,-6.02341,0.23907,0.08461,2.70240,-5.70107,0.27430,0.08575,2.70271,-5.70485,0.35380,0.08544,2.70262
32,3300,-5.96718,0.23288,0.08213,2.70087,-5.70077,0.27508,0.08230,2.70104,-5.72247,0.29110,0.08207,2.70077
33,3400,-5.99461,0.32966,0.07936,2.69776,-5.67829,0.27913,0.07971,2.69831,-5.64849,0.26456,0.07944,2.69839
34,3500,-6.01026,0.28727,0.07716,2.69596,-5.64370,0.29882,0.07767,2.69558,-5.56799,0.32081,0.07748,2.69633
35,3600,-6.03737,0.29128,0.07528,2.69408,-5.58927,0.31828,0.07506,2.69349,-5.55602,0.28441,0.07543,2.69361
36,3700,-5.96628,0.51366,0.07320,2.69064,-5.55667,0.32812,0.07329,2.69104,-5.54616,0.30693,0.07305,2.69086
37,3800,-5.86808,0.24354,0.07119,2.68880,-5.53273,0.29093,0.07120,2.68841,-5.43919,0.30657,0.07087,2.68801
38,3900,-5.95498,0.21237,0.06975,2.68519,-5.48582,0.33303,0.06962,2.68565,-5.44262,0.31227,0.06984,2.68558
39,4000,-5.89795,0.28929,0.06796,2.68232,-5.46094,0.31206,0.06826,2.68253,-5.38015,0.29626,0.06767,2.68256
40,4100,-5.91733,0.33761,0.06651,2.68024,-5.39261,0.30762,0.06667,2.67918,-5.41698,0.30974,0.06660,2.67915
