iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,5.13878,0.47118,2.07071,5.67351,0.47210,2.07104
1,200,1.42970,0.45641,2.06914,1.92551,0.45590,2.06922
2,300,0.99537,0.44139,2.06812,1.18388,0.43968,2.06775
3,400,0.97102,0.42170,2.06615,0.86974,0.42143,2.06589
4,500,1.01544,0.40951,2.06461,0.58733,0.40868,2.06518
5,600,1.02611,0.39246,2.06312,0.48414,0.39271,2.06361
6,700,1.02748,0.37811,2.06208,0.46302,0.37774,2.06218
7,800,0.99592,0.36265,2.06107,0.46522,0.36216,2.06048
8,900,1.00043,0.34764,2.05941,0.49022,0.34681,2.05950
9,1000,1.01483,0.33214,2.05909,0.48200,0.33130,2.05822
10,1100,1.00993,0.31793,2.05653,0.48733,0.31723,2.05733
11,1200,1.01857,0.30442,2.05554,0.48870,0.30388,2.05474
12,1300,1.03248,0.29192,2.05390,0.50018,0.29104,2.05410
13,1400,0.98130,0.27956,2.05332,0.50146,0.27928,2.05284
14,1500,1.00015,0.26781,2.05169,0.50767,0.26809,2.05197
15,1600,1.02974,0.25616,2.04976,0.51781,0.25711,2.05045
16,1700,0.99537,0.24543,2.04886,0.51606,0.24597,2.04921
17,1800,0.99729,0.23565,2.04794,0.51366,0.23584,2.04789
18,1900,0.97708,0.22557,2.04583,0.50285,0.22571,2.04672
19,2000,1.01588,0.21685,2.04484,0.50186,0.21606,2.04451
20,2100,1.02757,0.20800,2.04355,0.51070,0.20781,2.04314
21,2200,1.01605,0.19895,2.04194,0.51359,0.19899,2.04069
22,2300,1.01711,0.19051,2.03954,0.50967,0.19025,2.04017
23,2400,0.97781,0.18268,2.03783,0.49871,0.18245,2.03806
24,2500,1.04371,0.17542,2.03683,0.50688,0.17539,2.03650
25,2600,0.99265,0.16815,2.03491,0.51724,0.16764,2.03497
26,2700,1.01065,0.16124,2.03347,0.52968,0.16105,2.03367
27,2800,1.01171,0.15495,2.03206,0.53598,0.15405,2.03046
