iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss
0,100,-6.32329,9.38480,1.16927,-8.87668,14.26772,1.70365
1,200,-7.15071,1.34116,1.16637,-10.45063,1.56418,1.77282
2,300,-7.88481,1.14862,1.16818,-10.96007,1.52950,1.72190
3,400,-8.68364,1.15405,1.16750,-11.98512,1.57035,1.69043
4,500,-9.66444,1.33974,1.16448,-13.19951,1.57615,1.66995
5,600,-10.32382,1.58137,1.15764,-14.10037,2.16936,1.67362
6,700,-10.99848,1.49940,1.15236,-15.11287,2.36737,1.66665
7,800,-12.00844,1.48260,1.14684,-16.64767,2.23643,1.67412
8,900,-12.84876,1.59693,1.14242,-17.88006,2.45960,1.68397
9,1000,-13.56728,1.76128,1.13496,-18.96936,2.83513,1.67730
10,1100,-14.30946,1.90008,1.12883,-20.48468,3.20212,1.69709
11,1200,-15.09017,2.05055,1.12406,-21.51957,3.34179,1.68602
12,1300,-15.83679,1.65630,1.11876,-22.75886,2.66521,1.68902
13,1400,-16.54942,2.50840,1.11326,-23.98060,5.29252,1.68871
14,1500,-17.34665,2.59543,1.10862,-25.24886,4.67996,1.69230
15,1600,-17.78216,1.57189,1.10414,-25.81499,2.14646,1.71393
16,1700,-18.29484,2.48796,1.09942,-27.22683,4.25002,1.71393
17,1800,-18.83467,2.08381,1.09291,-28.03772,4.80219,1.71173
18,1900,-19.53019,1.93290,1.08843,-29.13360,3.23890,1.69968
19,2000,-19.88004,2.89443,1.08383,-29.93723,5.85794,1.69308
20,2100,-20.54520,2.30305,1.07852,-30.93363,4.86380,1.69299
21,2200,-21.36273,2.28242,1.07175,-32.17237,3.68717,1.68306
22,2300,-21.75679,2.78361,1.06746,-33.06338,4.23357,1.69005
23,2400,-22.54969,2.26686,1.06375,-34.22524,3.44021,1.69023
24,2500,-23.10980,2.10116,1.05869,-35.22489,2.21757,1.69480
25,2600,-23.61042,1.46205,1.05215,-36.19753,2.16008,1.69362
26,2700,-24.16129,1.36997,1.04699,-37.16319,1.94272,1.69196
27,2800,-24.73430,1.69974,1.04348,-38.13736,3.21244,1.68273
28,2900,-25.16487,1.36243,1.03762,-38.94083,2.82278,1.67518
29,3000,-25.62088,1.35115,1.03174,-39.53711,3.62190,1.66336
30,3100,-26.16248,1.47022,1.02843,-40.13495,3.20178,1.64684
31,3200,-26.54914,1.37375,1.02368,-40.92653,2.76057,1.64192
32,3300,-26.87616,1.57270,1.01853,-41.59246,3.96892,1.62811
33,3400,-27.33482,1.62810,1.01397,-42.57117,3.82292,1.62056
34,3500,-27.83034,2.24309,1.00988,-42.81695,4.31949,1.60050
35,3600,-28.09648,2.13036,1.00506,-43.54766,3.68270,1.59671
36,3700,-28.32934,2.03573,0.99930,-43.92847,3.06459,1.58367
37,3800,-28.77692,2.06525,0.99526,-44.50290,4.35661,1.56785
38,3900,-28.98148,1.68389,0.99074,-45.01375,3.58282,1.55683
39,4000,-29.54152,2.25362,0.98509,-45.80334,4.66655,1.54828
40,4100,-29.47947,2.56994,0.98099,-45.76114,6.25838,1.53807
41,4200,-30.06681,1.63459,0.97676,-46.68241,3.03259,1.52884
42,4300,-30.34020,1.64634,0.97222,-47.03569,2.58634,1.52448
43,4400,-30.58306,1.48849,0.96701,-47.60716,3.21975,1.50799
44,4500,-31.00556,2.16384,0.96290,-48.30322,5.87138,1.50264
45,4600,-31.38396,1.84765,0.95902,-48.87543,3.22722,1.49636
46,4700,-31.67930,1.80577,0.95446,-49.55393,2.78906,1.48571
47,4800,-32.05018,1.63225,0.95098,-49.61837,2.71976,1.48487
48,4900,-32.18388,1.54232,0.94534,-50.43197,2.28581,1.47259
49,5000,-32.33784,1.53442,0.94007,-50.48766,2.24598,1.45372
50,5100,-32.61810,1.60553,0.93638,-50.96783,2.01603,1.44825
51,5200,-32.84678,1.61370,0.93191,-51.19509,2.19333,1.43587
52,5300,-32.99219,1.54515,0.92752,-51.54748,2.03794,1.43237
53,5400,-33.37265,1.59040,0.92241,-51.74568,2.41320,1.42232
54,5500,-33.34953,1.62180,0.91780,-52.01112,2.23323,1.41626
55,5600,-33.47575,1.80964,0.91418,-52.54071,2.87049,1.40617
56,5700,-33.60045,1.63671,0.90962,-52.66063,2.51402,1.39742
57,5800,-33.73221,1.63253,0.90531,-52.90741,2.29077,1.40407
58,5900,-33.98532,1.65217,0.90111,-53.51352,2.69996,1.39467
59,6000,-34.14794,1.81860,0.89650,-53.47686,2.88475,1.39399
60,6100,-33.99869,3.31657,0.89169,-53.33760,5.86972,1.39825
61,6200,-34.11104,4.42509,0.88764,-53.26083,7.42837,1.38765
62,6300,-34.27877,4.26665,0.88462,-53.45723,7.14354,1.38426
63,6400,-34.50921,2.27334,0.87995,-53.98293,3.65276,1.37581
64,6500,-34.71654,1.91963,0.87576,-54.31816,2.78356,1.37418
65,6600,-34.63838,2.09049,0.87186,-54.58944,3.19259,1.37212
66,6700,-34.81186,2.47476,0.86655,-54.59512,4.05169,1.36033
67,6800,-34.65198,3.96185,0.86300,-54.64997,7.07564,1.35529
68,6900,-34.75454,4.70302,0.85841,-54.27648,7.32309,1.35235
69,7000,-34.64683,3.27113,0.85500,-54.66888,6.61874,1.34921
70,7100,-34.79727,2.59873,0.85007,-54.60084,5.09771,1.33802
71,7200,-34.79629,2.04060,0.84642,-54.90835,2.74428,1.32782
72,7300,-35.04873,1.80036,0.84255,-54.85181,2.62682,1.32818
73,7400,-35.04740,1.69724,0.83677,-54.84969,2.65653,1.32000
74,7500,-35.02714,1.87204,0.83371,-55.08517,2.52515,1.31193
75,7600,-35.01024,1.81749,0.82943,-55.15471,2.51571,1.30792
76,7700,-35.19719,1.64060,0.82531,-55.02632,2.54345,1.29934
77,7800,-35.19927,1.72720,0.82093,-55.23329,2.47042,1.29338
78,7900,-35.39919,1.58604,0.81673,-55.30230,2.15775,1.29068
79,8000,-35.32712,1.54379,0.81284,-55.23475,2.22842,1.28876
80,8100,-35.45022,1.68646,0.80874,-55.42018,2.55684,1.27868
81,8200,-35.42792,1.57227,0.80457,-55.60924,2.27161,1.27134
82,8300,-35.58271,1.49624,0.80036,-55.89052,2.12815,1.26615
83,8400,-35.74816,1.50465,0.79653,-55.82210,2.13223,1.25161
84,8500,-35.67252,1.54308,0.79222,-55.67481,2.30542,1.24950
85,8600,-35.58609,1.53642,0.78880,-55.87102,2.29493,1.23889
86,8700,-35.60396,1.47136,0.78500,-55.66579,2.34731,1.22404
87,8800,-35.54999,1.47318,0.78145,-55.84403,2.44727,1.21821
88,8900,-35.52853,1.59848,0.77650,-55.67878,2.51620,1.20650
89,9000,-35.69049,1.60632,0.77277,-55.60526,2.54252,1.20389
90,9100,-35.43720,1.58448,0.76894,-55.39892,2.46365,1.19279
91,9200,-35.54281,1.52155,0.76490,-55.56427,2.63597,1.18489
92,9300,-35.39121,1.43413,0.76159,-55.38823,2.49791,1.17987
93,9400,-35.26740,1.61943,0.75743,-55.38321,2.63244,1.16713
94,9500,-35.46153,1.61841,0.75343,-55.44596,2.77951,1.16097
95,9600,-35.47963,1.58987,0.74888,-55.52077,3.49982,1.15956
96,9700,-35.28971,1.67336,0.74626,-55.48327,3.34237,1.14693
97,9800,-35.23683,1.67571,0.74185,-55.34608,3.28200,1.13985
98,9900,-34.97262,1.83961,0.73777,-54.68524,3.54219,1.13587
99,10000,-34.75192,1.73268,0.73447,-54.90129,3.15009,1.13351
100,10100,-34.58970,1.51626,0.73017,-54.76222,2.89381,1.12879
101,10200,-34.81155,1.89619,0.72654,-54.43421,4.08588,1.12533
102,10300,-34.46616,1.63961,0.72280,-53.62136,4.32211,1.11736
103,10400,-34.46931,1.58567,0.71871,-53.58231,2.07328,1.11585
104,10500,-34.29060,1.64392,0.71534,-53.38848,2.87010,1.10981
105,10600,-33.98130,2.45720,0.71184,-52.50805,5.75505,1.10575
106,10700,-33.66029,2.26486,0.70759,-51.87271,3.71346,1.09897
107,10800,-33.93573,2.24753,0.70374,-52.02229,1.85588,1.09312
108,10900,-33.56121,2.33541,0.70032,-51.81741,2.12095,1.09111
109,11000,-33.54643,1.86049,0.69655,-51.50177,2.33368,1.09281
110,11100,-33.57127,1.58263,0.69278,-51.50007,1.58683,1.08113
111,11200,-33.38337,1.40003,0.68961,-51.35513,2.14217,1.07476
112,11300,-33.47593,1.37565,0.68572,-51.03630,2.88978,1.07484
113,11400,-33.45327,1.59776,0.68195,-50.79832,2.51240,1.06974
114,11500,-33.42920,1.38753,0.67863,-50.69011,1.68545,1.06818
115,11600,-33.21527,1.51789,0.67502,-50.41277,2.52534,1.05833
116,11700,-33.02878,1.99918,0.67121,-50.45692,3.55994,1.05338
117,11800,-32.94667,1.90705,0.66748,-50.49193,3.09862,1.04891
118,11900,-32.76305,1.89950,0.66357,-50.29546,2.75871,1.03848
119,12000,-33.23110,1.59095,0.65956,-50.23847,2.74121,1.04030
120,12100,-32.90881,1.45163,0.65622,-50.13648,2.41384,1.03666
121,12200,-32.79302,1.73350,0.65281,-50.00544,2.73982,1.02517
122,12300,-32.53981,2.04091,0.64877,-49.78490,2.79841,1.02225
123,12400,-32.62338,2.29623,0.64535,-49.51238,2.70347,1.01701
124,12500,-32.33966,2.13092,0.64209,-49.22330,2.45420,1.01232
125,12600,-32.36260,1.91578,0.63808,-48.85605,2.14994,1.00897
126,12700,-32.60558,1.33341,0.63446,-49.21427,1.96883,1.01141
127,12800,-32.79355,1.45930,0.63145,-49.66875,3.19619,0.99806
128,12900,-32.50613,1.45567,0.62767,-49.11480,2.84058,0.98957
129,13000,-32.55621,1.28184,0.62403,-49.00464,1.98049,0.98552
130,13100,-32.23220,1.26874,0.62053,-48.70489,1.85643,0.97825
131,13200,-32.25672,1.27620,0.61711,-48.80023,1.57770,0.97026
132,13300,-32.21255,1.12262,0.61361,-49.05370,1.55744,0.96847
133,13400,-32.20175,1.23021,0.60996,-49.02895,1.71228,0.96079
134,13500,-32.12710,1.18119,0.60676,-48.83118,2.48879,0.95434
135,13600,-31.99590,1.43065,0.60314,-48.67884,4.08297,0.95468
136,13700,-31.73006,1.53398,0.59968,-47.76735,5.08298,0.94815
137,13800,-30.83633,1.93157,0.59616,-46.59316,5.32320,0.94524
138,13900,-29.98356,2.54676,0.59306,-46.52301,6.59273,0.93665
139,14000,-30.16723,1.17682,0.58966,-46.08817,6.15694,0.93142
140,14100,-29.58597,1.30160,0.58649,-45.16127,3.38164,0.93095
141,14200,-29.38374,0.98168,0.58294,-45.20374,2.33922,0.92603
142,14300,-28.82176,1.07236,0.57953,-43.81847,2.62978,0.92032
143,14400,-28.83419,1.28270,0.57629,-43.91657,3.40789,0.91787
144,14500,-28.80443,1.32331,0.57311,-43.80532,2.83876,0.90649
145,14600,-28.53154,1.14108,0.56949,-43.58200,3.04084,0.90408
146,14700,-28.30142,1.21738,0.56604,-42.97960,3.80992,0.90343
147,14800,-28.09292,1.34007,0.56254,-42.67571,4.66446,0.89726
148,14900,-27.80027,1.21248,0.55938,-41.57874,4.94107,0.89196
149,15000,-27.53172,1.14970,0.55579,-41.81519,5.23404,0.88952
150,15100,-27.87922,2.20059,0.55268,-42.17818,4.69331,0.88817
151,15200,-27.35280,1.81140,0.54923,-40.73958,5.00357,0.88305
152,15300,-27.32375,1.29776,0.54593,-40.46488,3.85687,0.88039
153,15400,-26.56488,1.24961,0.54274,-39.90189,4.69661,0.87719
154,15500,-26.30159,1.37154,0.53949,-40.12355,3.24499,0.87643
155,15600,-26.19605,1.26413,0.53613,-39.87091,2.80481,0.86845
156,15700,-26.83656,1.84666,0.53296,-40.35896,3.85503,0.86342
157,15800,-26.55134,1.24240,0.52989,-40.10667,2.66443,0.85598
158,15900,-26.23855,1.26386,0.52661,-39.98873,3.51828,0.85392
159,16000,-25.87921,1.16468,0.52333,-40.02538,4.22966,0.85020
160,16100,-25.81800,1.15737,0.52001,-39.94442,4.36260,0.84728
161,16200,-25.32052,1.09710,0.51687,-39.29450,4.00460,0.84120
162,16300,-25.26679,1.08561,0.51360,-39.27886,4.12074,0.83324
163,16400,-25.05901,1.13781,0.51020,-39.00542,3.90014,0.82976
164,16500,-24.91759,1.44052,0.50714,-38.89462,4.84004,0.82920
165,16600,-25.03213,1.29855,0.50437,-38.76583,3.45221,0.82606
