iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value
0,100,-1.53869,2.63600,0.25437,-1.56157,2.08444,0.22698,-1.40481,1.64214,0.21079
1,200,-1.52091,1.23571,0.19627,-1.55837,0.89827,0.19126,-1.48760,0.74839,0.18360
2,300,-1.85175,0.77229,0.18673,-1.75410,0.66053,0.18239,-1.69544,0.63660,0.18087
3,400,-2.04132,0.70425,0.18145,-1.88685,0.61689,0.17687,-1.81787,0.60219,0.17819
4,500,-2.39753,0.67595,0.18415,-2.20503,0.66073,0.18048,-2.12756,0.57987,0.17935
5,600,-2.59902,0.66452,0.18513,-2.37588,0.63611,0.18280,-2.38360,0.55131,0.18231
6,700,-2.80360,0.66511,0.18487,-2.53469,0.62552,0.18186,-2.49884,0.51604,0.17962
7,800,-3.09457,0.58167,0.18133,-2.70657,0.64060,0.18016,-2.70000,0.53224,0.17963
8,900,-3.32708,0.61004,0.17901,-2.84471,0.61063,0.17912,-2.82190,0.54004,0.17668
9,1000,-3.54859,0.59586,0.18099,-3.00943,0.61461,0.18048,-3.01957,0.54305,0.17948
10,1100,-3.83474,0.67003,0.18183,-3.30696,0.61760,0.18045,-3.28205,0.50336,0.17893
11,1200,-4.10919,0.58464,0.18143,-3.44253,0.58279,0.17942,-3.52013,0.55477,0.18149
12,1300,-4.38961,0.68982,0.18187,-3.66038,0.60346,0.17970,-3.73027,0.54252,0.17975
13,1400,-4.54134,0.68543,0.18155,-4.00051,0.73526,0.18093,-4.02815,0.53587,0.18218
14,1500,-4.80187,0.59999,0.18095,-4.20166,0.70045,0.18229,-4.32363,0.55197,0.18081
15,1600,-4.91707,0.61920,0.18312,-4.49233,0.63392,0.18047,-4.48571,0.57136,0.18081
16,1700,-5.10823,0.64164,0.18001,-4.68143,0.64166,0.17909,-4.73320,0.57743,0.18016
17,1800,-5.35463,0.67897,0.17798,-4.87954,0.66824,0.17672,-4.93674,0.55120,0.17749
18,1900,-5.50155,0.67235,0.17725,-5.13381,0.74187,0.17936,-5.13712,0.60787,0.17742
19,2000,-5.78289,0.73172,0.17851,-5.33932,0.70163,0.17747,-5.38340,0.59722,0.17657
20,2100,-5.99283,0.74898,0.17739,-5.62893,0.70102,0.17769,-5.61708,0.60480,0.17574
21,2200,-6.21535,0.68705,0.17778,-5.80270,0.75002,0.17477,-5.81081,0.67759,0.17529
22,2300,-6.42590,0.70141,0.17475,-6.09288,0.72766,0.17627,-6.09666,0.69596,0.17684
23,2400,-6.59203,0.71938,0.17836,-6.29056,0.74897,0.17475,-6.30870,0.65699,0.17741
24,2500,-6.84579,0.68768,0.17590,-6.48015,0.78124,0.17626,-6.48584,0.64934,0.17555
25,2600,-6.96215,0.74027,0.17522,-6.72039,0.72073,0.17603,-6.70065,0.65768,0.17489
26,2700,-7.21147,0.78403,0.17634,-6.96423,0.70597,0.17597,-6.91957,0.72696,0.17657
27,2800,-7.45249,0.72589,0.17595,-7.14668,0.72857,0.17647,-7.13104,0.79863,0.17560
28,2900,-7.66823,0.76950,0.17685,-7.39845,0.74879,0.17662,-7.25475,0.78020,0.17626
29,3000,-7.90696,0.88724,0.17635,-7.59657,0.74732,0.17499,-7.47686,0.73988,0.17677
30,3100,-7.97409,0.80402,0.17497,-7.84040,0.74133,0.17451,-7.63139,0.70920,0.17505
31,3200,-8.13945,0.81095,0.17386,-7.96813,0.77648,0.17403,-7.76636,0.77257,0.17198
32,3300,-8.41389,0.82631,0.17331,-8.16165,0.74490,0.17447,-7.98627,0.76471,0.17469
33,3400,-8.56416,0.83275,0.17220,-8.33603,0.81918,0.17271,-8.16711,0.83467,0.17246
34,3500,-8.85340,0.87408,0.17118,-8.48564,0.78703,0.17074,-8.29586,0.84263,0.17199
35,3600,-8.89350,0.87979,0.17250,-8.63382,0.82469,0.17053,-8.52090,0.85012,0.17327
36,3700,-8.97246,0.86395,0.17148,-8.77888,0.81120,0.17059,-8.63670,0.84905,0.17173
37,3800,-9.12442,0.85816,0.17031,-8.84181,0.79793,0.17047,-8.68791,0.79367,0.16850
38,3900,-9.31524,0.87065,0.16897,-9.01123,0.89622,0.16905,-8.88081,0.88297,0.16834
39,4000,-9.42037,0.89414,0.16927,-9.18846,0.86691,0.16751,-8.97723,0.98361,0.16696
40,4100,-9.48476,0.92766,0.16870,-9.28021,0.84112,0.16556,-9.09136,0.90485,0.16739
41,4200,-9.66165,0.88409,0.16807,-9.38660,0.89699,0.16817,-9.22622,0.87421,0.16783
42,4300,-9.78024,0.91742,0.16619,-9.42793,0.88087,0.16689,-9.32112,0.86595,0.16573
43,4400,-9.91203,0.94073,0.16630,-9.57018,0.88955,0.16501,-9.46154,0.86252,0.16568
44,4500,-10.08594,0.97878,0.16550,-9.67494,0.87461,0.16395,-9.47022,0.90467,0.16574
45,4600,-10.28563,0.92793,0.16519,-9.84416,0.94719,0.16596,-9.68488,0.92019,0.16521
46,4700,-10.27077,0.98615,0.16391,-9.92150,0.88442,0.16246,-9.75705,0.91690,0.16567
47,4800,-10.46170,1.05118,0.16413,-9.98479,0.89907,0.16249,-9.76169,0.92520,0.16443
48,4900,-10.50781,0.95654,0.16427,-10.06217,0.95304,0.16384,-9.88982,0.91767,0.16346
49,5000,-10.71191,1.01049,0.16465,-10.18027,0.95328,0.16305,-10.04814,0.91926,0.16236
50,5100,-10.80412,1.06157,0.16364,-10.21859,0.96195,0.16214,-10.11595,0.98241,0.16533
51,5200,-10.85891,1.02238,0.16227,-10.37816,0.98995,0.16282,-10.21894,1.02393,0.16314
52,5300,-11.00877,1.07700,0.16340,-10.51138,0.98596,0.16381,-10.37599,0.91962,0.16332
53,5400,-11.05009,0.97783,0.16246,-10.51855,1.06318,0.16241,-10.30020,0.99916,0.16480
54,5500,-11.19901,0.98055,0.16277,-10.65432,1.06414,0.16364,-10.46964,0.97423,0.16410
55,5600,-11.25948,1.01379,0.16377,-10.67250,1.07492,0.16217,-10.57992,1.03152,0.16224
56,5700,-11.31944,0.96950,0.16226,-10.72417,0.93958,0.16008,-10.57589,0.97381,0.16298
57,5800,-11.33580,0.95015,0.16267,-10.77461,0.98032,0.16269,-10.64154,0.94301,0.16094
58,5900,-11.47402,0.91995,0.16231,-10.97564,0.99340,0.16131,-10.69724,0.89925,0.16132
