iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss,3_iql_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,6.34693,0.51016,1.61166,6.43887,0.51563,1.61379,6.45655,0.51555,1.61432
1,200,2.11113,0.49638,1.61132,2.13698,0.49762,1.61144,2.04841,0.49686,1.61292
2,300,1.33106,0.48474,1.61159,1.37007,0.48721,1.61159,1.28854,0.48484,1.61235
3,400,1.05241,0.47310,1.61114,1.01647,0.47336,1.61282,1.03113,0.47134,1.61217
4,500,0.85931,0.46432,1.61098,0.81556,0.46286,1.61065,0.87202,0.46362,1.61094
5,600,0.73261,0.45263,1.61179,0.70062,0.45157,1.61179,0.76680,0.45492,1.61214
6,700,0.62404,0.44321,1.61207,0.62985,0.44237,1.61254,0.65961,0.44429,1.61281
7,800,0.56572,0.43431,1.61269,0.57091,0.43365,1.61278,0.56874,0.43538,1.61236
8,900,0.52846,0.42382,1.61280,0.53036,0.42453,1.61319,0.53351,0.42673,1.61240
9,1000,0.49287,0.41527,1.61244,0.49708,0.41318,1.61230,0.50598,0.41859,1.61249
10,1100,0.48827,0.40614,1.61358,0.48088,0.40460,1.61275,0.49239,0.41046,1.61247
11,1200,0.48884,0.39768,1.61349,0.47999,0.39591,1.61303,0.49381,0.40322,1.61330
12,1300,0.48322,0.38991,1.61358,0.48100,0.38766,1.61357,0.49396,0.39411,1.61313
13,1400,0.48918,0.38225,1.61321,0.47898,0.37901,1.61294,0.49455,0.38609,1.61360
14,1500,0.47552,0.37508,1.61263,0.48435,0.37110,1.61366,0.49590,0.37750,1.61369
15,1600,0.47627,0.36644,1.61205,0.49203,0.36173,1.61347,0.51063,0.37046,1.61336
16,1700,0.49353,0.35866,1.61289,0.49396,0.35411,1.61357,0.51255,0.36163,1.61369
17,1800,0.49431,0.34962,1.61262,0.48220,0.34505,1.61383,0.50465,0.35354,1.61342
18,1900,0.50462,0.34216,1.61251,0.48001,0.33708,1.61266,0.50097,0.34539,1.61264
19,2000,0.50589,0.33392,1.61283,0.49250,0.32931,1.61288,0.51359,0.33756,1.61318
20,2100,0.51217,0.32679,1.61211,0.50560,0.32162,1.61296,0.51003,0.33049,1.61308
21,2200,0.49853,0.31961,1.61183,0.50833,0.31452,1.61314,0.51653,0.32310,1.61218
22,2300,0.50365,0.31187,1.61153,0.50194,0.30744,1.61263,0.51762,0.31596,1.61205
23,2400,0.50090,0.30477,1.61188,0.48799,0.30055,1.61226,0.51303,0.30947,1.61269
24,2500,0.51286,0.29839,1.61110,0.49260,0.29417,1.61294,0.52048,0.30260,1.61226
25,2600,0.50084,0.29164,1.61182,0.49627,0.28706,1.61209,0.53267,0.29504,1.61205
26,2700,0.49153,0.28459,1.61168,0.51168,0.28022,1.61198,0.52728,0.28814,1.61153
27,2800,0.50614,0.27785,1.61084,0.50466,0.27391,1.61213,0.53535,0.28122,1.61170
28,2900,0.50487,0.27168,1.61101,0.50124,0.26804,1.61254,0.51926,0.27466,1.61273
29,3000,0.52128,0.26595,1.61145,0.51552,0.26168,1.61262,0.54736,0.26757,1.61181
30,3100,0.51631,0.25955,1.61097,0.52219,0.25578,1.61194,0.52443,0.26170,1.61222
31,3200,0.50354,0.25329,1.61042,0.51187,0.24982,1.61220,0.54081,0.25554,1.61119
32,3300,0.51025,0.24739,1.61024,0.51064,0.24347,1.61178,0.53239,0.24987,1.61178
33,3400,0.52688,0.24251,1.61057,0.51498,0.23856,1.61224,0.54969,0.24377,1.61126
34,3500,0.52411,0.23677,1.61083,0.51433,0.23275,1.61134,0.55190,0.23786,1.61139
35,3600,0.53056,0.23124,1.61107,0.51385,0.22757,1.61142,0.54879,0.23273,1.61076
36,3700,0.52471,0.22570,1.61061,0.52530,0.22245,1.61102,0.56214,0.22701,1.61135
37,3800,0.53774,0.22081,1.61096,0.52149,0.21770,1.61085,0.54572,0.22227,1.61140
38,3900,0.54067,0.21599,1.61040,0.52685,0.21272,1.61142,0.53973,0.21694,1.61114
39,4000,0.54988,0.21111,1.60973,0.53371,0.20741,1.61119,0.55390,0.21126,1.61073
40,4100,0.54612,0.20593,1.61032,0.56804,0.20309,1.61058,0.55882,0.20644,1.61079
41,4200,0.54797,0.20145,1.61058,0.54899,0.19831,1.61048,0.56181,0.20122,1.61070
42,4300,0.55435,0.19654,1.61001,0.56521,0.19319,1.61001,0.56185,0.19706,1.61017
43,4400,0.55360,0.19223,1.60871,0.55045,0.18901,1.61021,0.56854,0.19199,1.61084
44,4500,0.55251,0.18748,1.60905,0.55274,0.18496,1.60981,0.56248,0.18730,1.60984
45,4600,0.55445,0.18373,1.60931,0.54300,0.18044,1.60943,0.56831,0.18341,1.61005
46,4700,0.54989,0.17882,1.60892,0.54288,0.17640,1.60942,0.55750,0.17852,1.61033
47,4800,0.56922,0.17504,1.60899,0.56172,0.17222,1.61036,0.58971,0.17430,1.61016
48,4900,0.56850,0.17100,1.60956,0.55140,0.16864,1.60919,0.58793,0.17021,1.61025
49,5000,0.56847,0.16685,1.60979,0.56663,0.16459,1.60955,0.58853,0.16645,1.60951
50,5100,0.55517,0.16294,1.60878,0.57009,0.16062,1.60851,0.58490,0.16246,1.60995
51,5200,0.58803,0.15929,1.60867,0.57322,0.15685,1.60915,0.58382,0.15892,1.60970
52,5300,0.58443,0.15566,1.60862,0.57832,0.15325,1.60986,0.58914,0.15526,1.60910
53,5400,0.59774,0.15182,1.60845,0.58926,0.14982,1.60859,0.61281,0.15115,1.60934
54,5500,0.58646,0.14859,1.60835,0.59231,0.14625,1.60914,0.60733,0.14773,1.60952
55,5600,0.58966,0.14481,1.60784,0.60072,0.14300,1.60857,0.60381,0.14384,1.60938
56,5700,0.60015,0.14141,1.60802,0.59083,0.13963,1.60911,0.59903,0.14096,1.60958
57,5800,0.60502,0.13851,1.60848,0.60219,0.13653,1.60924,0.61367,0.13736,1.60937
58,5900,0.58947,0.13509,1.60799,0.61422,0.13341,1.60847,0.59629,0.13434,1.60881
59,6000,0.59054,0.13174,1.60800,0.59734,0.13022,1.60799,0.62024,0.13115,1.60886
60,6100,0.60553,0.12897,1.60729,0.59337,0.12724,1.60876,0.61113,0.12807,1.60887
61,6200,0.60868,0.12566,1.60746,0.58924,0.12400,1.60850,0.61368,0.12500,1.60957
62,6300,0.60071,0.12277,1.60778,0.59690,0.12146,1.60816,0.62683,0.12198,1.60886
63,6400,0.59762,0.12010,1.60682,0.60385,0.11848,1.60795,0.63979,0.11944,1.60857
64,6500,0.61667,0.11733,1.60748,0.62798,0.11581,1.60797,0.62494,0.11672,1.60873
65,6600,0.60656,0.11457,1.60784,0.60023,0.11292,1.60747,0.63379,0.11361,1.60836
66,6700,0.63802,0.11166,1.60797,0.61287,0.11051,1.60738,0.63698,0.11062,1.60757
67,6800,0.60863,0.10917,1.60755,0.62045,0.10753,1.60770,0.67281,0.10845,1.60822
68,6900,0.61425,0.10684,1.60753,0.61010,0.10548,1.60855,0.63435,0.10562,1.60879
69,7000,0.62480,0.10384,1.60639,0.65860,0.10293,1.60765,0.63569,0.10342,1.60807
70,7100,0.63901,0.10179,1.60668,0.62748,0.10062,1.60732,0.65355,0.10070,1.60807
71,7200,0.62937,0.09925,1.60715,0.63594,0.09812,1.60754,0.64627,0.09830,1.60810
72,7300,0.63129,0.09702,1.60685,0.61764,0.09593,1.60687,0.62515,0.09644,1.60738
73,7400,0.63434,0.09482,1.60692,0.62680,0.09354,1.60775,0.62815,0.09375,1.60786
74,7500,0.64408,0.09247,1.60635,0.62965,0.09131,1.60689,0.61824,0.09186,1.60822
75,7600,0.64179,0.09031,1.60754,0.62588,0.08929,1.60729,0.65188,0.08953,1.60760
76,7700,0.66249,0.08824,1.60661,0.62838,0.08739,1.60668,0.65087,0.08753,1.60727
77,7800,0.67480,0.08625,1.60689,0.62326,0.08520,1.60770,0.63841,0.08537,1.60717
