iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss,3_iql_loss,3_icm_forward_loss,3_icm_inverse_loss,4_iql_loss,4_icm_forward_loss,4_icm_inverse_loss
0,100,5.35649,0.45741,1.61250,5.20619,0.45384,1.61247,5.84625,0.47541,1.61317,9.48394,0.63966,1.61470
1,200,1.74524,0.44957,1.61089,1.81432,0.44859,1.61117,1.84930,0.45897,1.61114,3.06794,0.64869,1.61650
2,300,0.97860,0.44180,1.61055,1.21379,0.44564,1.61040,1.28273,0.45045,1.61203,1.47472,0.64781,1.61390
3,400,0.82262,0.44272,1.61222,0.97380,0.44697,1.61094,1.14729,0.44738,1.61222,1.12586,0.63991,1.61332
4,500,1.00499,0.43896,1.61188,1.15162,0.44294,1.61045,0.86815,0.44009,1.61238,1.21995,0.63521,1.61337
5,600,0.96646,0.43451,1.61113,1.01232,0.43786,1.61161,0.93029,0.43580,1.61186,0.93627,0.63222,1.61287
6,700,0.99085,0.43213,1.61078,1.30001,0.43469,1.61179,1.10211,0.43192,1.61253,1.05011,0.62965,1.61300
7,800,1.26109,0.43022,1.61114,1.05421,0.43286,1.61232,0.84645,0.42604,1.61256,1.02926,0.62579,1.61353
8,900,0.96523,0.42511,1.61144,1.17370,0.42965,1.61181,0.88872,0.42162,1.61268,1.01005,0.61951,1.61331
9,1000,1.05225,0.42241,1.61084,0.99292,0.42427,1.61202,1.05194,0.41841,1.61282,0.99871,0.61138,1.61508
10,1100,0.98521,0.41760,1.61051,0.98193,0.42104,1.61301,0.95789,0.41316,1.61262,1.03683,0.60465,1.61471
11,1200,0.98740,0.41274,1.61186,0.90545,0.41661,1.61309,0.91956,0.41133,1.61270,0.89429,0.59954,1.61493
12,1300,0.98687,0.40802,1.61113,1.06243,0.41246,1.61286,0.98808,0.40733,1.61331,1.02087,0.59763,1.61390
13,1400,1.18511,0.40301,1.61135,1.09286,0.40773,1.61339,1.07358,0.40481,1.61332,0.87990,0.59069,1.61531
14,1500,1.04091,0.39796,1.61137,1.10963,0.40251,1.61433,0.93858,0.39888,1.61356,1.03625,0.58606,1.61650
15,1600,1.04073,0.39363,1.61140,0.99428,0.39810,1.61409,0.90535,0.39584,1.61362,0.99523,0.58101,1.61769
16,1700,0.97647,0.39143,1.61128,1.11494,0.39401,1.61448,0.80885,0.39281,1.61367,0.99638,0.57561,1.61698
17,1800,1.08102,0.38722,1.61073,1.19702,0.38999,1.61424,1.17852,0.38887,1.61406,0.93630,0.57102,1.61695
18,1900,1.00353,0.38348,1.61126,1.15832,0.38853,1.61349,0.86681,0.38604,1.61457,1.02224,0.56753,1.61899
19,2000,0.97891,0.37947,1.61140,1.10971,0.38528,1.61452,1.07920,0.38225,1.61360,1.00010,0.56677,1.62027
20,2100,1.16328,0.37670,1.61086,0.85190,0.38223,1.61375,1.02208,0.37967,1.61384,0.95814,0.56209,1.62058
21,2200,0.97442,0.37343,1.61181,0.98605,0.37948,1.61442,1.06065,0.37699,1.61417,0.92304,0.55728,1.61986
22,2300,1.04096,0.37058,1.61125,1.19789,0.37642,1.61418,1.01825,0.37281,1.61479,0.95313,0.55144,1.62095
23,2400,1.11453,0.36606,1.61108,1.04934,0.37292,1.61417,0.79749,0.37037,1.61436,0.94856,0.54758,1.62140
24,2500,0.99335,0.36236,1.61108,1.12220,0.36969,1.61448,1.10924,0.36663,1.61481,1.00754,0.54361,1.62262
25,2600,0.79996,0.36056,1.61092,1.03035,0.36666,1.61460,1.03085,0.36426,1.61424,1.01151,0.53901,1.62261
26,2700,0.87455,0.35593,1.61090,1.25998,0.36440,1.61506,1.11032,0.36286,1.61430,0.97880,0.53482,1.62388
27,2800,1.19121,0.35303,1.61086,1.06256,0.36135,1.61448,1.01723,0.35886,1.61471,0.95843,0.53169,1.62431
28,2900,1.13061,0.35026,1.61068,0.83142,0.35767,1.61519,1.09090,0.35656,1.61439,0.98580,0.52921,1.62397
29,3000,1.04723,0.34803,1.61089,1.01277,0.35515,1.61446,1.13414,0.35351,1.61386,1.02827,0.52535,1.62523
30,3100,1.12060,0.34321,1.61142,1.23528,0.35300,1.61474,0.84200,0.34986,1.61430,0.88675,0.52162,1.62601
31,3200,0.94474,0.34214,1.61130,1.04872,0.34996,1.61523,0.86554,0.34686,1.61481,0.99055,0.51510,1.62468
32,3300,1.11014,0.33775,1.61089,1.24648,0.34725,1.61412,1.04214,0.34360,1.61409,1.02386,0.51495,1.62481
33,3400,1.13821,0.33468,1.61066,0.85442,0.34401,1.61437,0.95161,0.34057,1.61449,0.94144,0.51062,1.62501
34,3500,0.88630,0.33191,1.61096,0.77949,0.34130,1.61454,1.18421,0.33737,1.61431,0.89085,0.50475,1.62619
35,3600,1.08316,0.32944,1.61078,1.22802,0.33764,1.61519,1.12376,0.33503,1.61412,0.78293,0.50017,1.62653
36,3700,1.01749,0.32627,1.61061,1.00254,0.33535,1.61434,0.97833,0.33203,1.61381,0.99433,0.49716,1.62612
37,3800,0.83463,0.32346,1.61090,0.95410,0.33365,1.61377,0.93251,0.32924,1.61387,0.95957,0.49337,1.62597
38,3900,1.06688,0.32160,1.61076,0.95125,0.33013,1.61412,1.14232,0.32708,1.61348,0.86888,0.48978,1.62613
39,4000,0.92569,0.31786,1.61074,0.90442,0.32815,1.61393,1.00973,0.32364,1.61393,0.91186,0.48446,1.62577
40,4100,1.03214,0.31532,1.61125,1.08110,0.32432,1.61422,0.94775,0.32091,1.61364,0.91104,0.48283,1.62751
41,4200,1.16597,0.31241,1.61157,1.11427,0.32162,1.61387,0.99680,0.31891,1.61364,0.95491,0.47807,1.62666
42,4300,0.87445,0.30937,1.61088,1.05530,0.31848,1.61322,1.00345,0.31607,1.61313,1.00106,0.47588,1.62570
43,4400,0.97421,0.30819,1.61132,1.08766,0.31582,1.61305,1.07224,0.31349,1.61294,0.86118,0.47016,1.62677
44,4500,1.05904,0.30464,1.61073,1.09308,0.31411,1.61287,0.99518,0.31166,1.61323,0.82936,0.46536,1.62584
45,4600,0.82507,0.30164,1.61130,0.85891,0.31118,1.61327,1.07576,0.30858,1.61287,0.92015,0.46190,1.62622
46,4700,1.36542,0.29875,1.61107,1.04912,0.30789,1.61304,1.22042,0.30558,1.61264,0.85961,0.45774,1.62477
47,4800,1.07320,0.29715,1.61109,1.04709,0.30522,1.61292,0.91336,0.30193,1.61288,0.82760,0.45290,1.62504
48,4900,0.97522,0.29499,1.61120,0.76523,0.30257,1.61282,1.20213,0.30065,1.61219,0.89677,0.44932,1.62564
49,5000,1.08845,0.29226,1.61104,1.09665,0.30040,1.61277,0.93773,0.29784,1.61235,0.82247,0.44508,1.62493
50,5100,1.25912,0.29111,1.61091,0.84858,0.29736,1.61279,1.22202,0.29484,1.61199,0.94520,0.44047,1.62500
51,5200,1.03043,0.28720,1.61072,1.06821,0.29497,1.61290,1.00172,0.29263,1.61234,0.83994,0.43723,1.62545
52,5300,1.05153,0.28515,1.61101,1.02810,0.29240,1.61277,0.96720,0.28870,1.61211,0.88037,0.43213,1.62536
53,5400,0.86584,0.28167,1.61072,1.10102,0.28929,1.61214,0.98798,0.28639,1.61177,0.90885,0.42806,1.62477
54,5500,0.80954,0.28011,1.61112,1.15473,0.28676,1.61270,1.04608,0.28459,1.61128,0.88698,0.42451,1.62413
55,5600,0.88467,0.27778,1.61087,1.06571,0.28472,1.61268,1.18312,0.28084,1.61104,0.87436,0.42049,1.62471
56,5700,0.86647,0.27455,1.61026,1.01330,0.28119,1.61243,0.98166,0.27953,1.61100,0.92345,0.41747,1.62386
57,5800,0.97364,0.27116,1.61010,0.97094,0.27841,1.61244,0.95404,0.27667,1.61097,0.83371,0.41347,1.62364
58,5900,1.11706,0.27002,1.61027,0.79249,0.27620,1.61270,0.89731,0.27420,1.61111,0.89919,0.41008,1.62422
59,6000,0.97698,0.26757,1.61007,1.09478,0.27353,1.61233,0.80771,0.27205,1.61055,0.94853,0.40578,1.62339
60,6100,1.05406,0.26562,1.61015,0.96281,0.27177,1.61195,0.85970,0.26895,1.61055,0.92989,0.40078,1.62384
61,6200,0.90631,0.26337,1.60975,1.13106,0.26800,1.61195,1.29683,0.26588,1.61065,0.98231,0.39807,1.62392
62,6300,0.75088,0.26084,1.60981,1.22095,0.26554,1.61218,1.15200,0.26385,1.61062,0.73424,0.39334,1.62298
63,6400,0.94345,0.25952,1.60985,0.87726,0.26369,1.61107,0.99209,0.26238,1.60993,0.84068,0.39032,1.62273
64,6500,0.95416,0.25617,1.60957,0.94066,0.26134,1.61178,0.98489,0.26038,1.61016,0.86659,0.38578,1.62275
65,6600,1.02717,0.25399,1.60949,0.87369,0.25978,1.61110,1.04856,0.25740,1.60993,0.80346,0.38251,1.62175
66,6700,1.18297,0.25063,1.60961,0.83507,0.25713,1.61110,1.15063,0.25565,1.60973,0.94169,0.38036,1.62148
67,6800,1.05646,0.24881,1.60968,1.03779,0.25465,1.61122,1.10881,0.25256,1.60981,1.06634,0.37627,1.62203
68,6900,0.95714,0.24721,1.60916,0.78604,0.25136,1.61090,0.90478,0.25013,1.60975,0.89969,0.37237,1.62268
69,7000,0.98056,0.24392,1.60932,0.94213,0.24928,1.61089,1.09305,0.24771,1.60932,0.86642,0.36813,1.62108
70,7100,0.80267,0.24081,1.60946,0.96044,0.24696,1.61086,0.99657,0.24579,1.60930,0.82715,0.36435,1.62197
71,7200,0.81363,0.23924,1.60932,0.98491,0.24498,1.61063,1.09024,0.24386,1.60939,0.90986,0.36107,1.62124
72,7300,1.02392,0.23747,1.60874,1.05033,0.24277,1.61015,1.07583,0.24140,1.60920,0.93291,0.35740,1.62002
73,7400,1.26045,0.23578,1.60913,1.17710,0.24137,1.61039,1.24296,0.23879,1.60850,0.90872,0.35358,1.62155
74,7500,1.02418,0.23259,1.60839,1.01384,0.23839,1.61039,1.12940,0.23682,1.60838,0.94736,0.35069,1.62068
75,7600,1.03951,0.23089,1.60904,1.06247,0.23651,1.60991,0.81205,0.23439,1.60874,0.78875,0.34665,1.62101
76,7700,1.07375,0.22860,1.60912,1.05696,0.23417,1.60989,1.19877,0.23298,1.60814,0.93979,0.34287,1.62093
77,7800,0.80653,0.22640,1.60908,1.08842,0.23157,1.60949,0.97360,0.23004,1.60788,0.83043,0.34044,1.62086
78,7900,1.12483,0.22395,1.60864,1.00534,0.22977,1.60977,0.94826,0.22727,1.60835,0.81075,0.33587,1.62018
79,8000,0.90796,0.22219,1.60882,1.33078,0.22684,1.60970,0.90197,0.22549,1.60820,0.98379,0.33289,1.61971
80,8100,1.23478,0.21995,1.60837,0.97765,0.22423,1.60961,1.02294,0.22317,1.60702,0.92810,0.32952,1.61867
81,8200,0.87820,0.21772,1.60793,0.97110,0.22258,1.60931,0.96626,0.22051,1.60733,0.87055,0.32663,1.61985
82,8300,0.86308,0.21559,1.60792,0.99921,0.22119,1.60907,0.99356,0.21816,1.60683,0.79239,0.32209,1.62009
83,8400,1.16781,0.21376,1.60786,0.86252,0.21899,1.60847,0.96399,0.21688,1.60706,0.78328,0.31860,1.61928
84,8500,1.05344,0.21135,1.60764,0.91399,0.21655,1.60848,0.94539,0.21475,1.60727,0.95528,0.31602,1.61901
85,8600,1.21499,0.20944,1.60743,0.81559,0.21449,1.60849,0.94085,0.21251,1.60679,1.01055,0.31254,1.61879
86,8700,0.98093,0.20692,1.60718,1.09202,0.21196,1.60845,1.00434,0.21027,1.60669,0.89050,0.30912,1.61880
87,8800,1.02399,0.20571,1.60749,0.85695,0.20990,1.60818,0.88450,0.20750,1.60640,0.92861,0.30620,1.61838
