iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value,4_iql_loss,4_count_value
0,100,6.42671,0.43842,6.28707,0.43164,6.73162,0.44657,5.88793,0.42469
1,200,2.66249,0.35234,2.67002,0.34497,2.63371,0.34907,2.37034,0.32352
2,300,2.19240,0.34604,2.41048,0.34109,2.46774,0.34504,2.20258,0.31747
3,400,2.08765,0.34147,2.18973,0.33496,2.21498,0.34276,2.06678,0.31465
4,500,2.19038,0.33594,2.38516,0.33618,2.21855,0.33946,2.24125,0.31125
5,600,2.15646,0.33329,2.20826,0.33440,2.22801,0.33620,1.97877,0.31139
6,700,2.15872,0.33351,2.53296,0.33182,2.41376,0.33809,2.11014,0.30606
7,800,2.46319,0.33139,2.37243,0.33059,2.06486,0.33535,2.12992,0.30779
8,900,2.21858,0.33056,2.47387,0.33062,2.04428,0.33363,2.14171,0.31109
9,1000,2.25890,0.33084,2.16164,0.32942,2.28357,0.33281,1.96846,0.30925
10,1100,2.03294,0.32568,2.14498,0.33137,2.08463,0.33200,2.05293,0.30745
11,1200,2.22652,0.32370,2.12252,0.33061,2.15219,0.33431,1.99706,0.30815
12,1300,2.16480,0.32517,2.21014,0.33219,2.25071,0.33431,2.06570,0.30710
13,1400,2.45211,0.32563,2.35173,0.33037,2.18965,0.33334,1.92473,0.30589
14,1500,2.29407,0.32749,2.28204,0.32785,2.10137,0.33352,2.06985,0.30639
15,1600,2.29225,0.32394,2.30935,0.32807,2.20522,0.33354,1.95730,0.30398
16,1700,2.12466,0.32374,2.39995,0.32889,1.95787,0.33454,2.05011,0.30421
17,1800,2.30471,0.32075,2.33255,0.32759,2.25910,0.33376,1.98553,0.30298
18,1900,2.15020,0.32012,2.34986,0.32716,2.08075,0.33353,2.11230,0.30320
19,2000,2.34046,0.31987,2.16972,0.32550,2.07456,0.33156,2.02448,0.30014
20,2100,2.32374,0.31809,2.26976,0.32525,2.10233,0.33110,2.00426,0.30389
21,2200,2.14518,0.31682,2.28925,0.32346,2.22436,0.32880,2.09139,0.30291
22,2300,2.27354,0.31665,2.39758,0.32465,2.32091,0.33106,1.92342,0.29959
23,2400,2.21563,0.31561,1.96853,0.32142,2.04424,0.32932,1.90566,0.29830
24,2500,2.12720,0.31638,2.42772,0.32325,2.18888,0.32680,1.96474,0.29944
25,2600,2.20149,0.31536,2.33667,0.32396,2.23343,0.32653,1.96632,0.29868
26,2700,2.22732,0.31804,2.39526,0.32193,2.34337,0.32608,1.94504,0.29085
27,2800,2.32486,0.31256,2.27109,0.31909,2.15440,0.32681,1.94839,0.29451
28,2900,2.22320,0.31115,2.07983,0.32109,2.28941,0.32609,2.01633,0.29604
29,3000,2.12994,0.31036,2.18076,0.31979,2.15701,0.32831,2.01270,0.29225
30,3100,2.27693,0.31177,2.22908,0.31820,2.08821,0.32400,1.89571,0.29154
31,3200,2.30778,0.31316,2.21905,0.31902,2.10825,0.32716,2.01149,0.29249
32,3300,2.13929,0.30798,2.28400,0.32088,2.21773,0.32455,2.02237,0.29172
33,3400,2.35561,0.30877,1.94545,0.31576,2.05142,0.32343,1.85590,0.29212
34,3500,2.21979,0.30723,2.02875,0.31851,2.28896,0.32178,1.96919,0.29058
35,3600,2.12725,0.30624,2.22000,0.31516,2.32770,0.32036,1.84285,0.28805
36,3700,2.13534,0.30524,2.32305,0.31304,2.10251,0.32121,1.87680,0.28531
37,3800,2.32248,0.30474,2.10212,0.31206,2.15641,0.32156,1.97389,0.28367
