iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value,4_maddpg_actor_loss,4_maddpg_critic_loss,4_count_value
0,100,-1.86818,4.05042,0.35616,-1.86977,3.06092,0.32203,-1.82384,2.65457,0.29735,-1.77832,2.37164,0.28306
1,200,-1.71153,1.61803,0.24397,-1.70016,1.44683,0.23961,-1.62631,1.38902,0.23128,-1.57415,1.18437,0.22818
2,300,-1.90877,1.57899,0.23176,-1.87666,1.42105,0.22958,-1.87126,1.38697,0.22690,-1.80569,1.13250,0.22417
3,400,-2.16815,1.52052,0.23094,-2.12666,1.61310,0.22794,-2.12419,1.49081,0.22553,-2.03896,1.10857,0.22202
4,500,-2.46522,1.59917,0.22944,-2.40549,1.52183,0.22656,-2.37615,1.57681,0.22459,-2.31645,1.03829,0.22390
5,600,-2.74019,1.62079,0.22950,-2.56161,1.58201,0.22684,-2.64835,1.49993,0.22420,-2.58216,1.10096,0.22424
6,700,-2.99037,1.55280,0.22596,-2.90991,1.56358,0.22466,-2.90424,1.54076,0.22346,-2.85070,1.14671,0.22198
7,800,-3.23519,1.59251,0.22581,-3.15099,1.57212,0.22335,-3.19117,1.56559,0.22204,-3.12129,1.13906,0.22190
8,900,-3.49139,1.59982,0.22633,-3.35347,1.51159,0.22491,-3.49631,1.71919,0.22266,-3.42276,1.20438,0.22342
9,1000,-3.76193,1.62473,0.22694,-3.67758,1.55463,0.22315,-3.64583,1.56112,0.22387,-3.61326,1.19205,0.22287
10,1100,-4.02819,1.53813,0.22688,-3.90840,1.57525,0.22432,-3.91179,1.60965,0.22409,-3.92530,1.20720,0.22362
11,1200,-4.23232,1.65217,0.22537,-4.12877,1.63863,0.22374,-4.11325,1.72894,0.22398,-4.19276,1.13301,0.22275
12,1300,-4.51740,1.59936,0.22701,-4.34773,1.50965,0.22306,-4.47234,1.63663,0.22395,-4.39166,1.28718,0.22552
13,1400,-4.72182,1.59211,0.22422,-4.61797,1.45930,0.22400,-4.63620,1.60599,0.22286,-4.66423,1.19785,0.22302
14,1500,-4.88799,1.71020,0.22413,-4.95800,1.56736,0.22326,-4.88194,1.60290,0.22071,-4.90849,1.23576,0.22485
15,1600,-5.15803,1.66318,0.22326,-5.13380,1.55411,0.22480,-5.13783,1.55331,0.22319,-5.18664,1.26979,0.22275
16,1700,-5.43093,1.73384,0.22566,-5.43773,1.54531,0.22495,-5.40731,1.55441,0.22505,-5.43308,1.26195,0.22496
17,1800,-5.59488,1.69513,0.22714,-5.59539,1.75371,0.22337,-5.70182,1.61111,0.22535,-5.66862,1.44843,0.22522
18,1900,-5.82269,1.74928,0.22544,-5.77935,1.68520,0.22514,-5.86768,1.60244,0.22549,-5.86899,1.40870,0.22465
19,2000,-6.03906,1.61872,0.22393,-6.15510,1.68606,0.22768,-6.21673,1.65088,0.22526,-6.10083,1.42477,0.22483
20,2100,-6.36589,1.64129,0.22686,-6.40888,1.54041,0.22627,-6.38985,1.60990,0.22469,-6.30467,1.46392,0.22591
21,2200,-6.43472,1.75764,0.22679,-6.61902,1.61168,0.22792,-6.77827,1.56608,0.22482,-6.54607,1.37793,0.22448
22,2300,-6.78949,1.59052,0.22567,-6.78327,1.65234,0.22603,-6.96380,1.63744,0.22673,-6.78785,1.48988,0.22516
23,2400,-6.98279,1.57527,0.22784,-7.09610,1.69418,0.22652,-7.13039,1.65098,0.22631,-6.96680,1.53627,0.22638
24,2500,-7.27063,1.64231,0.22600,-7.27349,1.73438,0.22745,-7.44317,1.68290,0.22844,-7.23499,1.51722,0.22680
25,2600,-7.40952,1.73984,0.22550,-7.55095,1.74175,0.22689,-7.67692,1.65098,0.22703,-7.42234,1.60621,0.22757
26,2700,-7.70254,1.75938,0.22977,-7.82614,1.81285,0.22675,-7.87826,1.68034,0.22653,-7.65879,1.48441,0.22825
27,2800,-7.97879,1.72942,0.22736,-8.06494,1.75155,0.22993,-8.06589,1.73951,0.22541,-7.85711,1.50563,0.22594
28,2900,-8.23761,1.75871,0.23001,-8.26177,1.76712,0.22682,-8.37225,1.67805,0.22919,-8.10392,1.53677,0.22762
29,3000,-8.32607,1.64595,0.22792,-8.48549,1.76266,0.22799,-8.59703,1.65780,0.22788,-8.34951,1.55849,0.22912
30,3100,-8.66316,1.74807,0.23145,-8.76459,1.75820,0.23055,-8.74195,1.67522,0.22779,-8.48507,1.62049,0.22915
31,3200,-8.90505,1.62275,0.22984,-8.97884,1.90956,0.23084,-9.00721,1.73446,0.22694,-8.76676,1.96391,0.22610
32,3300,-9.12117,1.87718,0.22856,-9.21414,1.75932,0.22826,-9.17217,1.70835,0.22893,-8.88385,1.63621,0.22744
33,3400,-9.34789,1.83570,0.22870,-9.38247,1.74694,0.22886,-9.47860,1.72848,0.22691,-9.16014,1.61680,0.22849
34,3500,-9.50341,1.72334,0.23042,-9.61529,1.75713,0.23033,-9.57311,1.70751,0.22742,-9.34693,1.59736,0.23006
35,3600,-9.74762,1.75734,0.23093,-9.80601,1.82836,0.22786,-10.02043,1.91848,0.22760,-9.50680,1.54816,0.22618
36,3700,-9.92681,1.82754,0.22859,-9.96934,1.70105,0.22878,-9.97808,1.64451,0.22982,-9.69078,1.63771,0.22851
37,3800,-10.11241,1.74725,0.22918,-10.22801,1.82769,0.23122,-10.26309,1.64017,0.22971,-9.87675,1.60604,0.22948
38,3900,-10.25397,1.68445,0.22751,-10.40590,1.67161,0.22940,-10.49078,1.74855,0.23056,-10.07150,1.52943,0.22677
39,4000,-10.49904,1.68517,0.23013,-10.54097,1.79640,0.22738,-10.67379,1.82919,0.22966,-10.21181,1.57451,0.22888
40,4100,-10.62716,1.82664,0.22826,-10.76894,1.71180,0.22920,-10.78622,2.08097,0.22893,-10.30024,1.54281,0.22785
41,4200,-10.90799,2.02851,0.22782,-10.88838,1.71742,0.22730,-10.98827,1.88517,0.23112,-10.41864,1.69993,0.22816
