iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,3_maddpg_actor_loss,3_maddpg_critic_loss
0,100,-0.13614,0.64200,-0.10522,0.60282,-0.10371,0.61909
1,200,-0.18986,0.31723,-0.19291,0.29428,-0.17873,0.30656
2,300,-0.25472,0.27545,-0.25020,0.27024,-0.23714,0.26716
3,400,-0.28377,0.26138,-0.27800,0.25432,-0.26283,0.25856
4,500,-0.32740,0.26567,-0.30692,0.26776,-0.29825,0.27934
5,600,-0.37507,0.24883,-0.37904,0.25899,-0.35746,0.25671
6,700,-0.45459,0.24921,-0.41831,0.25531,-0.41492,0.25456
7,800,-0.48335,0.26572,-0.44486,0.30251,-0.45772,0.27533
8,900,-0.52907,0.30149,-0.53369,0.30185,-0.47138,0.29630
9,1000,-0.54928,0.31253,-0.56018,0.32683,-0.53644,0.32003
10,1100,-0.60060,0.34837,-0.58577,0.37022,-0.57248,0.34596
11,1200,-0.64550,0.37795,-0.62389,0.38097,-0.62057,0.36763
12,1300,-0.69594,0.39655,-0.69762,0.40155,-0.67688,0.38424
13,1400,-0.74702,0.43349,-0.74434,0.46805,-0.70584,0.43421
14,1500,-0.77581,0.44542,-0.77137,0.46485,-0.75576,0.45346
15,1600,-0.84595,0.49180,-0.88356,0.51942,-0.79641,0.48579
16,1700,-0.85354,0.53580,-0.87310,0.55249,-0.83249,0.49931
17,1800,-0.92186,0.55008,-0.95081,0.53635,-0.89408,0.55488
18,1900,-0.96025,0.57448,-1.02416,0.56958,-0.95547,0.56196
19,2000,-0.97986,0.62057,-1.06571,0.58408,-0.99777,0.58883
20,2100,-1.04933,0.63153,-1.07478,0.64628,-1.01898,0.62337
21,2200,-1.08425,0.65858,-1.12576,0.68064,-1.07353,0.67141
22,2300,-1.15494,0.71366,-1.18644,0.71464,-1.10296,0.69344
23,2400,-1.18886,0.71446,-1.21708,0.72448,-1.14659,0.72229
24,2500,-1.20983,0.75212,-1.26182,0.71996,-1.21349,0.75820
25,2600,-1.22470,0.78889,-1.29010,0.78937,-1.23545,0.78472
26,2700,-1.25074,0.82515,-1.34433,0.79514,-1.25868,0.81247
27,2800,-1.31915,0.83880,-1.38742,0.83047,-1.32495,0.83294
28,2900,-1.35777,0.86079,-1.43454,0.85588,-1.36411,0.87975
29,3000,-1.43096,0.88170,-1.46628,0.91270,-1.39735,0.90836
30,3100,-1.43079,0.92422,-1.48310,0.93941,-1.45876,0.89550
31,3200,-1.46375,0.94016,-1.54223,0.92658,-1.47174,0.94191
32,3300,-1.52880,0.99879,-1.56610,0.94178,-1.52219,0.95480
33,3400,-1.54258,1.00508,-1.59701,0.98924,-1.52675,0.97547
34,3500,-1.58749,1.04491,-1.64138,1.03347,-1.56823,1.02547
35,3600,-1.63927,1.03151,-1.70387,1.06738,-1.61437,1.02533
36,3700,-1.66023,1.05633,-1.68693,1.05330,-1.63580,1.04273
37,3800,-1.70226,1.05943,-1.72733,1.07277,-1.67212,1.06517
38,3900,-1.72151,1.05272,-1.79945,1.10156,-1.70636,1.09362
39,4000,-1.79214,1.09966,-1.80799,1.08812,-1.74570,1.12511
40,4100,-1.80988,1.09703,-1.83126,1.12378,-1.77656,1.14049
