iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value
0,100,-3.12188,5.55680,0.49780,-3.24278,5.55098,0.51680,-3.26344,5.48703,0.51677
1,200,-2.53898,1.71303,0.35839,-2.81282,1.65922,0.40131,-2.70260,1.64418,0.38550
2,300,-2.93281,1.63706,0.35784,-3.07031,1.62566,0.37944,-2.92696,1.63972,0.35361
3,400,-3.21306,1.67306,0.34531,-3.44206,1.67555,0.37641,-3.30386,1.61177,0.34841
4,500,-3.57774,1.73021,0.35050,-3.74187,1.71726,0.37114,-3.66427,1.73621,0.34345
5,600,-4.05493,1.77530,0.35628,-4.19968,1.79753,0.37385,-3.98428,1.76780,0.34499
6,700,-4.53014,1.78556,0.36617,-4.54344,1.69241,0.37021,-4.46815,1.86408,0.35122
7,800,-4.96345,1.73514,0.36909,-4.97616,1.67546,0.36679,-4.85631,1.92073,0.35918
8,900,-5.42855,1.72196,0.37172,-5.43910,1.69000,0.36622,-5.30227,1.74723,0.35780
9,1000,-5.76543,1.76005,0.37341,-5.79612,1.66936,0.36272,-5.65415,1.71827,0.35642
10,1100,-6.24314,1.80031,0.37497,-6.21104,1.84233,0.35999,-6.07968,1.87555,0.35833
11,1200,-6.54558,1.78894,0.37337,-6.39392,1.86649,0.35600,-6.44343,1.98754,0.36027
12,1300,-6.98354,1.79908,0.37727,-6.80548,1.81450,0.35871,-6.75264,1.82129,0.35733
13,1400,-7.35733,1.82094,0.37995,-7.12752,1.84769,0.35741,-7.16182,1.82651,0.35724
14,1500,-7.87463,1.93993,0.37672,-7.63617,1.90862,0.35448,-7.45212,2.12080,0.36030
15,1600,-8.13179,1.97793,0.37916,-7.91069,1.91044,0.35152,-7.77631,1.89332,0.35495
16,1700,-8.51705,1.83388,0.37383,-8.26416,1.97477,0.35330,-8.15064,2.15163,0.35716
17,1800,-8.88951,1.81980,0.37486,-8.56453,1.92073,0.35162,-8.52148,2.21564,0.35710
18,1900,-9.30394,1.81455,0.37603,-8.94627,2.11490,0.34868,-8.90983,2.04231,0.35731
19,2000,-9.79042,2.00741,0.37459,-9.19709,2.40632,0.34845,-9.16408,1.92091,0.35255
20,2100,-9.87801,2.33854,0.37232,-9.62422,2.30141,0.35073,-9.55239,2.21116,0.35247
21,2200,-10.27203,2.10368,0.37033,-9.96678,2.18565,0.35129,-9.85501,2.27153,0.35479
22,2300,-10.53738,2.00542,0.36930,-10.23904,2.13558,0.34812,-10.32046,2.20027,0.35447
23,2400,-10.87945,1.99682,0.36763,-10.45969,2.40602,0.34768,-10.67800,2.40602,0.35691
24,2500,-11.18305,2.05152,0.36720,-10.88452,2.23330,0.34863,-10.96956,2.56597,0.35741
25,2600,-11.58131,2.29465,0.36755,-11.23235,2.30716,0.35004,-11.18184,2.39396,0.35473
26,2700,-11.91885,2.32643,0.36634,-11.42641,2.39287,0.35010,-11.46469,2.40723,0.35648
27,2800,-12.23888,2.37115,0.36711,-11.78915,2.24659,0.35313,-11.85506,2.35563,0.35720
28,2900,-12.35986,2.14324,0.36437,-12.13776,2.14459,0.34958,-12.07198,2.25432,0.35562
29,3000,-12.80192,2.12646,0.36511,-12.31084,2.34124,0.34671,-12.36549,2.36772,0.35628
30,3100,-13.01092,2.23519,0.36376,-12.59551,2.33088,0.34890,-12.64282,2.36286,0.35494
31,3200,-13.31078,2.30726,0.36388,-12.86805,2.25395,0.34995,-12.96464,2.43316,0.35763
32,3300,-13.64199,2.34711,0.36562,-13.22280,2.58744,0.34825,-13.31901,2.51638,0.35360
33,3400,-13.99269,2.45572,0.36317,-13.54574,2.40561,0.35095,-13.54851,2.49601,0.35528
34,3500,-14.05749,2.45850,0.36286,-13.77771,2.42376,0.34875,-13.87369,2.49035,0.35587
35,3600,-14.36377,2.46927,0.36152,-14.01262,2.46062,0.34692,-14.06928,2.40948,0.35609
36,3700,-14.54650,2.25418,0.36270,-14.21485,2.70229,0.34845,-14.37050,2.31663,0.35526
37,3800,-14.89773,2.21811,0.36328,-14.55908,2.36702,0.34629,-14.59089,2.29620,0.35420
38,3900,-15.10220,2.23036,0.36039,-14.81291,2.44235,0.34562,-14.92987,2.40705,0.35246
39,4000,-15.31782,2.25698,0.36129,-15.00666,2.51328,0.34671,-15.10017,2.45579,0.35443
40,4100,-15.61079,2.16611,0.35461,-15.29429,2.46632,0.34527,-15.29867,2.64378,0.35351
41,4200,-15.94496,2.14191,0.36022,-15.49772,2.73746,0.34770,-15.50316,2.64200,0.35565
42,4300,-16.08676,2.83439,0.36091,-15.61441,2.68372,0.34247,-16.07253,3.40043,0.34893
43,4400,-16.36282,2.88753,0.35715,-15.83941,2.59951,0.34291,-16.18226,2.65397,0.35128
44,4500,-16.66532,2.63032,0.35624,-16.09200,2.49520,0.34102,-16.33758,2.61964,0.35013
45,4600,-16.81954,2.42983,0.35676,-16.27900,2.69384,0.34187,-16.49782,2.63298,0.35088
46,4700,-17.03326,2.28205,0.35921,-16.51194,2.59001,0.34317,-16.80163,3.01187,0.35028
47,4800,-17.15171,2.31339,0.35459,-16.65030,2.49839,0.34009,-16.95592,2.66746,0.34862
48,4900,-17.39412,2.30930,0.35536,-16.89242,2.25497,0.33683,-17.10636,2.80610,0.35077
49,5000,-17.56487,2.32983,0.35612,-17.02836,2.53867,0.33759,-17.28338,2.85101,0.34781
50,5100,-17.83466,2.37879,0.35338,-17.30048,2.53596,0.33770,-17.33120,2.69676,0.34714
51,5200,-17.96922,2.42308,0.35400,-17.18765,2.74474,0.33385,-17.79205,2.51151,0.34608
52,5300,-18.11990,3.46492,0.35323,-17.35201,2.68992,0.33701,-17.71685,2.82564,0.34536
